ν,LD-Alanina No Magnetizada Irradiada Petri,LD-Alanina No Magnetizada  Eppendorf,LD-Alanina Magnetizada Irradiada Petri,LD-Alanina Magnetizada  Eppendorf,LD-Alanina Irradiada No Magnetizada Eppendorf,LD-Alanina Irradiada Magnetizada Eppendorf,LD-Alanina  No Magnetizada Petri,LD-Alanina  Magnetizada Petri,L-Alanina No Magnetizada Irradiada Petri,L-Alanina No Magnetizada  Eppendorf,L-Alanina Magnetizada Petri,L-Alanina Magnetizada Irradiada Petri,L-Alanina Magnetizada Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina Irradiada  Magnetizada Eppendorf,L-Alanina  No Magnetizada Petri,D-Alanina No Magnetizada Irradiada Petri,D-Alanina No Magnetizada Eppendorf,D-Alanina Magnetizada Irradiada Petri,D-Alanina Magnetizada Eppendorf,D-Alanina Irradiada No Magnetizada Eppendorf,D-Alanina Irradiada Magnetizada Eppendorf,D-Alanina  No Magnetizada Petri,D-Alanina  Magnetizada Petri
2165.0,99.158382,95.53933,91.521085,95.894617,92.160007,93.252839,91.316666,93.568646,93.143265,94.547552,85.015611,94.701919,95.992836,94.707247,95.051547,97.934413,94.335645,96.244185,95.472609,96.210753,93.586037,96.776661,95.410085,92.97499
2164.0,99.095153,95.487462,91.352295,95.821344,92.040993,93.182577,91.152279,93.470383,93.005366,94.395315,84.941668,94.63044,95.865046,94.660406,94.978718,97.858882,94.201993,96.191183,95.376411,96.113447,93.524577,96.745214,95.302468,92.902024
2163.0,99.025029,95.468683,91.240976,95.795561,91.914205,93.100486,91.015275,93.382158,92.878035,94.289478,84.89092,94.588948,95.809371,94.611989,94.896077,97.802112,94.109454,96.154258,95.315685,96.062906,93.460457,96.713241,95.234422,92.867435
2162.0,99.003152,95.500821,91.212231,95.833449,91.812224,93.023156,90.962411,93.343182,92.803503,94.276106,84.843003,94.586246,95.866475,94.561733,94.835673,97.813247,94.129276,96.154649,95.321059,96.095069,93.406614,96.692562,95.254316,92.877385
2161.0,99.077782,95.60481,91.290687,95.94897,91.7901,93.013106,91.042994,93.400333,92.826257,94.382807,84.809179,94.628499,96.051157,94.543091,94.862769,97.911048,94.303267,96.231311,95.420958,96.219161,93.403005,96.704178,95.399309,92.937965
2160.0,99.248432,95.787693,91.487621,96.146141,91.882651,93.123843,91.266151,93.578448,92.976448,94.611258,84.836065,94.728927,96.340292,94.608596,95.025984,98.074486,94.608646,96.396398,95.624139,96.419507,93.488612,96.765586,95.662416,93.070197
2159.0,99.453405,95.9993,91.738734,96.379585,92.038499,93.306457,91.539942,93.81505,93.207428,94.892317,84.932932,94.87116,96.649019,94.752957,95.273322,98.255133,94.940719,96.586947,95.876249,96.645362,93.634122,96.864181,95.959494,93.263206
2158.0,99.609144,96.143817,91.908166,96.55515,92.14747,93.436024,91.708285,93.98064,93.399468,95.097676,85.031507,94.993496,96.857704,94.894967,95.476746,98.397368,95.163342,96.702855,96.064974,96.820613,93.750204,96.961214,96.16503,93.435903
2157.0,99.671461,96.166292,91.903975,96.605212,92.150388,93.446404,91.695518,93.998655,93.4725,95.150147,85.052959,95.046249,96.904694,94.968542,95.564262,98.465205,95.209358,96.704139,96.1152,96.896716,93.785877,97.029381,96.210778,93.500971
2156.0,99.655565,96.091506,91.751655,96.542426,92.070849,93.371175,91.559113,93.89524,93.448994,95.086887,84.980595,95.035329,96.834456,94.983447,95.566076,98.45974,95.114724,96.632464,96.056416,96.883151,93.766905,97.068004,96.125054,93.452195
2155.0,99.601697,95.963617,91.533406,96.421644,91.944816,93.256012,91.385296,93.72399,93.386459,94.989215,84.845887,94.988263,96.737378,94.976754,95.528756,98.40644,94.956686,96.542044,95.968013,96.814475,93.730348,97.082416,95.973999,93.350474
2154.0,99.538059,95.79786,91.306644,96.281225,91.782403,93.107002,91.202083,93.50907,93.310752,94.899947,84.685528,94.918156,96.668601,94.959484,95.459489,98.331735,94.798675,96.455235,95.893195,96.717429,93.682162,97.073164,95.808198,93.250877
2153.0,99.477109,95.607579,91.092984,96.137418,91.596076,92.926198,91.003507,93.272391,93.231078,94.824236,84.529328,94.839108,96.630082,94.929392,95.362488,98.258697,94.687943,96.381173,95.829509,96.618176,93.62756,97.04742,95.665892,93.171642
2152.0,99.428931,95.43221,90.895815,96.007209,91.408904,92.735312,90.794159,93.056049,93.163408,94.76069,84.395991,94.778083,96.601086,94.893916,95.266245,98.21247,94.652212,96.331941,95.771087,96.544811,93.589204,97.019746,95.577834,93.109569
2151.0,99.40256,95.304878,90.701735,95.908371,91.222383,92.547867,90.581927,92.888389,93.112371,94.701076,84.282218,94.746401,96.567817,94.858238,95.189737,98.210334,94.675967,96.306084,95.724402,96.501316,93.573292,96.99539,95.546425,93.055772
2150.0,99.396648,95.214117,90.490343,95.841518,91.014229,92.357028,90.366116,92.758488,93.068003,94.62913,84.172507,94.72531,96.534919,94.816945,95.121624,98.2451,94.708086,96.285016,95.690851,96.462712,93.552835,96.967321,95.545481,93.00378
2149.0,99.40118,95.123679,90.264329,95.789528,90.777957,92.163128,90.15752,92.643576,93.041106,94.549805,84.066918,94.700986,96.521612,94.773143,95.053238,98.29087,94.713882,96.261958,95.663214,96.415015,93.506475,96.93385,95.55691,92.962252
2148.0,99.410926,95.015978,90.053954,95.735773,90.532904,91.981124,89.978777,92.535567,93.063479,94.500806,83.98132,94.688483,96.539278,94.742828,94.999977,98.327167,94.702753,96.252677,95.64021,96.379043,93.448185,96.90548,95.587054,92.952516
2147.0,99.427572,94.89564,89.879442,95.674139,90.290493,91.813103,89.826362,92.425033,93.129307,94.511289,83.916886,94.698549,96.567647,94.729169,94.972887,98.346875,94.691891,96.264455,95.626405,96.375659,93.401435,96.890588,95.634881,92.978852
2146.0,99.44645,94.767709,89.726882,95.603997,90.043546,91.64243,89.663577,92.287739,93.173915,94.564529,83.852847,94.707783,96.566755,94.715895,94.958052,98.344387,94.669567,96.278309,95.618876,96.390497,93.368212,96.887118,95.6717,93.012612
2145.0,99.452963,94.637803,89.568841,95.525335,89.792175,91.459666,89.468396,92.110754,93.139908,94.616239,83.776801,94.690656,96.519133,94.69414,94.937462,98.31623,94.615357,96.278381,95.606689,96.395701,93.338261,96.89057,95.672215,93.020891
2144.0,99.437653,94.521038,89.386856,95.437938,89.54624,91.267775,89.257246,91.91268,93.035492,94.630245,83.698732,94.658184,96.444759,94.670889,94.902837,98.275461,94.5328,96.27481,95.578171,96.38579,93.305087,96.896629,95.641833,92.998559
2143.0,99.404913,94.425321,89.164743,95.339493,89.298994,91.062357,89.045106,91.718205,92.902084,94.583138,83.62473,94.632752,96.366895,94.644207,94.840647,98.244411,94.436737,96.276019,95.518493,96.36744,93.259055,96.894581,95.591921,92.957262
2142.0,99.361846,94.331353,88.885628,95.227758,89.032134,90.835884,88.815379,91.527724,92.756911,94.461945,83.539266,94.601849,96.282803,94.597409,94.735881,98.225702,94.325829,96.259453,95.412442,96.332949,93.186485,96.873736,95.511221,92.900232
2141.0,99.30947,94.208422,88.554716,95.109005,88.751623,90.600819,88.550487,91.3267,92.597136,94.282678,83.428612,94.529914,96.17957,94.525954,94.602228,98.197044,94.192051,96.196763,95.26653,96.271563,93.088393,96.840179,95.386521,92.829526
2140.0,99.252696,94.047331,88.210127,94.998315,88.486622,90.379321,88.265435,91.111728,92.432726,94.09278,83.306298,94.407691,96.060317,94.443869,94.477277,98.143896,94.046266,96.096869,95.119115,96.194325,92.981502,96.812063,95.234436,92.764149
2139.0,99.209305,93.864802,87.896387,94.905456,88.248202,90.171697,87.991336,90.895195,92.281549,93.933142,83.201149,94.262227,95.94037,94.35636,94.375696,98.083184,93.913557,96.000176,95.011061,96.123235,92.873209,96.794016,95.088576,92.726268
2138.0,99.196899,93.682256,87.635707,94.825512,88.019516,89.964029,87.747498,90.693506,92.14444,93.809601,83.129955,94.123596,95.832564,94.253926,94.276151,98.044189,93.808512,95.935453,94.950005,96.065626,92.756061,96.771587,94.966443,92.714597
2137.0,99.213824,93.514458,87.427902,94.748963,87.791129,89.763348,87.543572,90.517353,92.00684,93.710112,83.090199,94.004483,95.749652,94.140816,94.16261,98.037221,93.726649,95.898852,94.911501,96.018038,92.630739,96.735631,94.86622,92.709914
2136.0,99.242315,93.372806,87.261792,94.676147,87.575085,89.591956,87.38405,90.364778,91.855537,93.627366,83.068408,93.905501,95.705105,94.038358,94.045257,98.050833,93.651879,95.868383,94.865545,95.98191,92.508024,96.69483,94.782863,92.703591
2135.0,99.268599,93.263891,87.118305,94.614898,87.375859,89.445689,87.253203,90.222505,91.682,93.549788,83.04679,93.816846,95.693556,93.94756,93.927121,98.069448,93.562726,95.823312,94.791862,95.953881,92.380364,96.655264,94.708426,92.705323
2134.0,99.29027,93.18299,86.973849,94.566806,87.17612,89.290819,87.115973,90.083837,91.482801,93.45195,83.010043,93.715791,95.679945,93.837113,93.783417,98.081079,93.440106,95.753458,94.680399,95.911615,92.219049,96.60449,94.62487,92.724369
2133.0,99.305326,93.116182,86.811096,94.522463,86.96329,89.108946,86.951815,89.961044,91.265521,93.314582,82.954499,93.581921,95.623886,93.682929,93.593549,98.075344,93.278902,95.663378,94.53328,95.831435,92.011501,96.529565,94.513339,92.754813
2132.0,99.305566,93.049315,86.62578,94.469495,86.748448,88.918441,86.773814,89.865477,91.038686,93.141633,82.8874,93.4167,95.510064,93.49498,93.367686,98.047908,93.0861,95.566135,94.362543,95.712931,91.777132,96.438498,94.367004,92.777279
2131.0,99.284509,92.9727,86.425119,94.401118,86.549703,88.74668,86.603326,89.780595,90.79094,92.944964,82.815355,93.235948,95.347249,93.293295,93.125236,98.004496,92.864602,95.465766,94.176095,95.56981,91.535371,96.349774,94.187137,92.768341
2130.0,99.245371,92.882322,86.226264,94.318327,86.374072,88.604065,86.442176,89.674016,90.498416,92.726789,82.739486,93.045828,95.15089,93.082047,92.869778,97.95193,92.610236,95.351226,93.970483,95.407596,91.280518,96.267887,93.976124,92.715417
2129.0,99.198092,92.782237,86.051508,94.227861,86.221285,88.48838,86.281439,89.537291,90.156855,92.487504,82.66141,92.837843,94.939329,92.859301,92.598612,97.888477,92.327996,95.213276,93.74247,95.227191,90.999226,96.180284,93.742553,92.631774
2128.0,99.15185,92.683107,85.912712,94.137785,86.090759,88.394573,86.123864,89.397509,89.787389,92.2356,82.585399,92.605762,94.735019,92.630691,92.317313,97.810305,92.037559,95.058819,93.499176,95.039491,90.694027,96.074848,93.503152,92.551089
2127.0,99.11274,92.594788,85.800749,94.053132,85.980045,88.315771,85.984247,89.286415,89.406881,91.978809,82.514118,92.357112,94.552552,92.399478,92.031883,97.723455,91.755752,94.900284,93.2507,94.857667,90.377227,95.952281,93.270617,92.50021
2126.0,99.085891,92.522226,85.698869,93.976094,85.886598,88.248263,85.874026,89.21261,89.014368,91.717599,82.450462,92.106401,94.387568,92.158094,91.741076,97.640112,91.48355,94.739006,93.000921,94.680711,90.05427,95.822574,93.045319,92.482918
2125.0,99.075163,92.467339,85.603995,93.909579,85.812707,88.197133,85.793901,89.166507,88.611476,91.454872,82.40298,91.862076,94.225819,91.900737,91.445797,97.563699,91.214682,94.56917,92.750484,94.499347,89.723418,95.69499,92.821692,92.490573
2124.0,99.078472,92.427894,85.525955,93.857508,85.76033,88.16657,85.736814,89.136178,88.211582,91.198366,82.378705,91.619918,94.059123,91.632994,91.153568,97.48587,90.945994,94.39198,92.499285,94.31194,89.383377,95.571434,92.59381,92.513242
2123.0,99.08446,92.39377,85.469322,93.821288,85.723478,88.148334,85.693083,89.111422,87.818841,90.94617,82.368956,91.366977,93.885906,91.362216,90.867923,97.400049,90.67387,94.215426,92.24152,94.120459,89.035448,95.447181,92.354048,92.533927
2122.0,99.077903,92.353525,85.428092,93.799023,85.695865,88.13271,85.657153,89.085392,87.420546,90.685137,82.353234,91.095076,93.704122,91.090524,90.586025,97.31212,90.391629,94.044168,91.970441,93.918956,88.685174,95.318253,92.100649,92.530367
2121.0,99.053292,92.309794,85.397853,93.788818,85.682713,88.12597,85.633182,89.062426,87.014005,90.413399,82.322078,90.814049,93.5158,90.822372,90.310116,97.235781,90.099847,93.879727,91.69609,93.704868,88.343443,95.187451,91.85179,92.500101
2120.0,99.022632,92.281453,85.381686,93.789811,85.693688,88.141877,85.630982,89.057378,86.623979,90.150708,82.287887,90.548746,93.334595,90.566447,90.048053,97.180799,89.813832,93.727889,91.447129,93.497883,88.0184,95.061069,91.637605,92.473833
2119.0,99.00366,92.284257,85.381874,93.798567,85.727621,88.180075,85.655641,89.079603,86.279214,89.91545,82.267711,90.31868,93.175997,90.325823,89.800774,97.145539,89.553613,93.595246,91.244544,93.3271,87.708017,94.941317,91.469192,92.486068
2118.0,98.998707,92.313519,85.394961,93.807303,85.775762,88.228596,85.703932,89.121536,85.983339,89.703107,82.262006,90.121358,93.039569,90.098028,89.563763,97.11613,89.328408,93.477273,91.08061,93.196228,87.409477,94.825965,91.325551,92.536257
2117.0,98.991746,92.350818,85.418237,93.808502,85.835688,88.283648,85.767607,89.16671,85.720425,89.498549,82.256648,89.937809,92.910837,89.887194,89.342705,97.0739,89.133452,93.358178,90.9319,93.077033,87.131866,94.714202,91.178486,92.59135
2116.0,98.97004,92.384619,85.455016,93.801389,85.909131,88.350381,85.834894,89.205305,85.481433,89.300874,82.24295,89.75509,92.783293,89.703938,89.153376,97.01167,88.960006,93.226908,90.786384,92.94417,86.889071,94.60854,91.022432,92.622764
2115.0,98.940949,92.419432,85.510724,93.793739,85.990543,88.427569,85.894119,89.240242,85.275788,89.125507,82.2309,89.582973,92.670079,89.551985,89.00447,96.944622,88.807048,93.089819,90.649614,92.806102,86.685269,94.512322,90.873777,92.62941
2114.0,98.919452,92.466362,85.586783,93.798221,86.072761,88.509171,85.945664,89.28283,85.120472,88.987541,82.242203,89.446824,92.588765,89.427837,88.894109,96.897506,88.682969,92.964692,90.531253,92.693982,86.519399,94.430158,90.750177,92.62862
2113.0,98.906163,92.529007,85.678252,93.825409,86.161522,88.598889,86.007551,89.343807,85.022492,88.891466,82.290169,89.362269,92.540577,89.334102,88.822794,96.877796,88.594391,92.864628,90.437028,92.627385,86.397482,94.369254,90.659274,92.638131
2112.0,98.890587,92.599017,85.7754,93.875688,86.269253,88.705324,86.098665,89.423931,84.969969,88.833124,82.365415,89.319553,92.511883,89.278906,88.794172,96.868976,88.535363,92.790902,90.371211,92.599576,86.325497,94.334512,90.60153,92.66664
2111.0,98.873669,92.664607,85.870662,93.935617,86.396029,88.824368,86.218096,89.512882,84.941242,88.805321,82.443299,89.298372,92.493713,89.261053,88.802547,96.854778,88.494661,92.740817,90.336589,92.5936,86.295118,94.322692,90.575516,92.711433
2110.0,98.871343,92.723731,85.967223,93.984653,86.531468,88.944755,86.350308,89.601461,84.92709,88.803857,82.507279,89.294782,92.490926,89.270566,88.835858,96.840027,88.474169,92.717612,90.330866,92.603133,86.292883,94.326026,90.58148,92.762615
2109.0,98.89103,92.787289,86.076204,94.009639,86.673221,89.069307,86.486352,89.693007,84.941732,88.830819,82.562585,89.321773,92.509912,89.305434,88.892617,96.837865,88.489639,92.728221,90.349341,92.633147,86.320834,94.340752,90.622066,92.812698
2108.0,98.91763,92.866691,86.201232,94.015783,86.827024,89.21007,86.627964,89.797156,85.006715,88.888782,82.626399,89.382288,92.545617,89.372804,88.980239,96.844958,88.549226,92.773155,90.391843,92.685192,86.3923,94.367957,90.69626,92.860214
2107.0,98.931536,92.960817,86.332196,94.024769,86.989641,89.362329,86.77504,89.914842,85.128479,88.972031,82.710874,89.457782,92.588383,89.471845,89.09566,96.845235,88.642277,92.844375,90.462857,92.751218,86.509246,94.408059,90.792753,92.903993
2106.0,98.931342,93.059409,86.45974,94.060757,87.149635,89.505309,86.923863,90.036422,85.298278,89.069884,82.818447,89.533193,92.639602,89.591409,89.225283,96.836667,88.754731,92.932976,90.56498,92.825482,86.659319,94.459938,90.895584,92.942603
2105.0,98.929144,93.154693,86.587396,94.132624,87.306122,89.631848,87.075364,90.151955,85.505713,89.178634,82.943351,89.619628,92.710452,89.727115,89.366654,96.837834,88.88202,93.032005,90.694525,92.914901,86.833216,94.523701,90.997238,92.981882
2104.0,98.930216,93.241982,86.720866,94.225055,87.469281,89.756529,87.229798,90.256329,85.739921,89.302479,83.069154,89.736467,92.803571,89.883704,89.531466,96.862345,89.017691,93.130452,90.841132,93.027036,87.028074,94.597733,91.099971,93.031117
2103.0,98.929709,93.314456,86.854746,94.309514,87.639922,89.889372,87.375563,90.34886,85.983347,89.443054,83.174322,89.879254,92.905285,90.056052,89.7211,96.899945,89.145137,93.214626,90.989475,93.150052,87.234038,94.673748,91.206154,93.087304
2102.0,98.928577,93.372179,86.983283,94.369263,87.805431,90.021339,87.500894,90.437754,86.220851,89.597809,83.253766,90.024295,93.001743,90.225652,89.916695,96.932741,89.258738,93.283947,91.127089,93.258492,87.435696,94.741812,91.319261,93.137738
2101.0,98.941412,93.435762,87.117154,94.413537,87.959537,90.14267,87.616232,90.540828,86.455925,89.7685,83.330327,90.162452,93.096059,90.38375,90.101828,96.960886,89.383731,93.359297,91.256853,93.343612,87.631193,94.801726,91.454703,93.185112
2100.0,98.982553,93.533109,87.272894,94.463717,88.110842,90.2583,87.746361,90.669156,86.705243,89.958691,83.431695,90.309092,93.20174,90.54279,90.281141,96.999967,89.553845,93.464451,91.397806,93.426253,87.835028,94.864334,91.632686,93.25223
2099.0,99.047487,93.665798,87.448087,94.527628,88.268732,90.378468,87.898925,90.811629,86.976197,90.161175,83.559867,90.478038,93.323706,90.716451,90.468928,97.057228,89.771244,93.60051,91.566905,93.532719,88.057351,94.940435,91.851246,93.34875
2098.0,99.111568,93.802684,87.622292,94.594117,88.435663,90.509083,88.059333,90.947085,87.260011,90.361732,83.696676,90.663666,93.455456,90.902013,90.671634,97.122866,90.005273,93.747525,91.76197,93.669074,88.293435,95.032056,92.077466,93.449081
2097.0,99.148183,93.915305,87.782097,94.652571,88.613941,90.654593,88.21789,91.068932,87.543707,90.55873,83.833608,90.854898,93.592504,91.089202,90.886699,97.184775,90.22793,93.888231,91.965957,93.825843,88.535021,95.132645,92.275578,93.520663
2096.0,99.150589,94.007033,87.931501,94.708651,88.80264,90.813284,88.380141,91.185389,87.814868,90.763266,83.976386,91.049605,93.736206,91.271443,91.10412,97.240338,90.432881,94.018801,92.161562,93.99266,88.776131,95.229925,92.437108,93.56279
2095.0,99.137,94.097186,88.078288,94.776074,88.986353,90.966809,88.54542,91.299421,88.058189,90.973285,84.120087,91.244272,93.881498,91.440771,91.303615,97.290067,90.621089,94.137934,92.335431,94.154273,89.004286,95.310718,92.576194,93.599626
2094.0,99.133105,94.190612,88.225519,94.858441,89.145783,91.092767,88.697952,91.405637,88.266168,91.164688,84.242332,91.423059,94.012122,91.587233,91.465421,97.330185,90.78955,94.241128,92.476834,94.285565,89.203006,95.371131,92.705808,93.645948
2093.0,99.148787,94.27837,88.376858,94.944292,89.282895,91.19216,88.829337,91.506141,88.453745,91.317747,84.329625,91.570393,94.115146,91.71274,91.590962,97.358951,90.93904,94.330333,92.584697,94.371616,89.370033,95.422183,92.828802,93.699102
2092.0,99.171221,94.357719,88.533994,95.016722,89.418153,91.287742,88.950913,91.610975,88.643361,91.436742,84.394077,91.686257,94.193536,91.831483,91.700123,97.383426,91.07423,94.41459,92.672066,94.427575,89.519617,95.478076,92.942239,93.754835
2091.0,99.177981,94.433925,88.686215,95.064252,89.561541,91.393679,89.073806,91.720415,88.833032,91.534049,84.456156,91.77976,94.258622,91.948811,91.804914,97.411861,91.190122,94.49358,92.753087,94.48112,89.66241,95.539179,93.038775,93.810683
2090.0,99.15491,94.507137,88.817448,95.086271,89.704964,91.505014,89.192867,91.82272,88.996476,91.611884,84.524678,91.856837,94.315987,92.053617,91.900501,97.442551,91.274853,94.552346,92.82861,94.538661,89.796451,95.59383,93.110192,93.858842
2089.0,99.1059,94.57287,88.928268,95.093196,89.844394,91.617869,89.3005,91.913293,89.117394,91.672605,84.601415,91.923682,94.364133,92.138466,91.983781,97.466684,91.332685,94.581799,92.893083,94.584043,89.920282,95.635959,93.158961,93.893087
2088.0,99.052363,94.634932,89.038851,95.100491,89.987726,91.738129,89.403397,92.002695,89.206555,91.731746,84.692572,91.993087,94.402198,92.212266,92.062018,97.480723,91.389249,94.596034,92.950783,94.607957,90.038946,95.6713,93.200847,93.920308
2087.0,99.022665,94.705196,89.166125,95.119762,90.135453,91.864267,89.515635,92.101602,89.281879,91.803619,84.804288,92.074959,94.433054,92.284559,92.13723,97.490031,91.465527,94.619211,93.013473,94.621757,90.152141,95.704736,93.249225,93.952601
2086.0,99.033572,94.78779,89.309286,95.154785,90.275274,91.982355,89.644192,92.209185,89.35093,91.882463,84.932297,92.163866,94.461122,92.352271,92.20034,97.500709,91.557761,94.66029,93.082897,94.640739,90.251454,95.73204,93.302795,93.992378
2085.0,99.075722,94.871361,89.459825,95.203733,90.404647,92.087176,89.786419,92.318123,89.417271,91.951663,85.063336,92.244233,94.490805,92.410383,92.248241,97.513251,91.647802,94.707763,93.145473,94.668515,90.334054,95.748394,93.352239,94.03585
2084.0,99.120848,94.940876,89.613004,95.262772,90.538783,92.190671,89.932402,92.420051,89.484296,92.005685,85.184976,92.306105,94.524589,92.460635,92.290004,97.525444,91.722116,94.744831,93.18655,94.701767,90.404141,95.756563,93.390355,94.084383
2083.0,99.148241,94.994766,89.765316,95.329423,90.686207,92.300946,90.068392,92.507126,89.546702,92.05221,85.294361,92.351828,94.560165,92.501392,92.32938,97.537634,91.776596,94.764222,93.206004,94.739692,90.457756,95.762231,93.4128,94.141459
2082.0,99.160583,95.048576,89.911994,95.405042,90.835523,92.410349,90.189437,92.581326,89.595758,92.099216,85.403378,92.391365,94.591698,92.525336,92.359145,97.551978,91.814904,94.771701,93.22096,94.783477,90.484805,95.768657,93.420974,94.205176
2081.0,99.171043,95.119589,90.051641,95.491058,90.97672,92.513019,90.307995,92.659904,89.637424,92.14956,85.532904,92.433711,94.614929,92.537101,92.380319,97.566853,91.848306,94.77954,93.255081,94.831555,90.491953,95.779706,93.429187,94.273173
2080.0,99.181913,95.204962,90.184804,95.579734,91.11598,92.616599,90.435798,92.755512,89.687138,92.201527,85.690961,92.476745,94.629109,92.556656,92.4084,97.574458,91.888575,94.794228,93.31881,94.877176,90.50398,95.800241,93.455744,94.34561
2079.0,99.184596,95.279942,90.307777,95.654558,91.256627,92.726145,90.560544,92.854232,89.744099,92.247075,85.858418,92.504655,94.636058,92.593681,92.451236,97.567271,91.938681,94.810382,93.395769,94.908153,90.534258,95.828507,93.500775,94.414116
2078.0,99.17748,95.326837,90.418836,95.706766,91.384302,92.832558,90.661456,92.933822,89.792188,92.27736,86.010148,92.505277,94.64259,92.634297,92.49836,97.547916,91.997784,94.821249,93.455068,94.913261,90.572546,95.854214,93.546457,94.461594
2077.0,99.17188,95.361705,90.528382,95.745844,91.486766,92.927953,90.745822,93.000348,89.82971,92.296022,86.148657,92.491832,94.660936,92.664294,92.541488,97.528625,92.069612,94.831027,93.48201,94.895294,90.609492,95.868482,93.584534,94.486305
2076.0,99.176372,95.41674,90.646644,95.782803,91.573904,93.018643,90.842672,93.079491,89.874305,92.317148,86.29775,92.49391,94.697745,92.68989,92.588198,97.516821,92.150921,94.8465,93.489784,94.873437,90.653084,95.871569,93.626211,94.510944
2075.0,99.182864,95.497127,90.762201,95.809467,91.663993,93.113367,90.957283,93.169931,89.933429,92.345547,86.461643,92.522848,94.743991,92.723847,92.645676,97.506358,92.218274,94.861273,93.498341,94.866434,90.710654,95.869802,93.676554,94.551761
2074.0,99.175392,95.576625,90.852805,95.811814,91.762855,93.210631,91.061622,93.237207,89.996247,92.37365,86.615045,92.561708,94.78573,92.766663,92.708316,97.491857,92.249889,94.865677,93.516064,94.879288,90.773637,95.871497,93.720279,94.595313
2073.0,99.151469,95.64022,90.920201,95.802339,91.867892,93.304708,91.138457,93.265289,90.061664,92.403666,86.742576,92.596367,94.824848,92.81419,92.771229,97.48781,92.261544,94.872742,93.548585,94.91161,90.832901,95.885712,93.748269,94.624865
2072.0,99.129399,95.706435,90.993516,95.818207,91.977169,93.391198,91.205611,93.285312,90.146839,92.454176,86.863722,92.639821,94.878228,92.868657,92.839618,97.518861,92.297532,94.912257,93.607058,94.967587,90.892341,95.914514,93.780158,94.652327
2071.0,99.132564,95.792451,91.092224,95.879332,92.083386,93.462636,91.284134,93.33676,90.25749,92.5338,87.002364,92.712563,94.954457,92.92952,92.915348,97.587436,92.381555,94.991734,93.691496,95.045331,90.955874,95.944941,93.840413,94.699437
2070.0,99.167277,95.879756,91.205709,95.964973,92.174245,93.514398,91.370243,93.423557,90.376184,92.625736,87.150661,92.811593,95.042662,92.988315,92.991039,97.663593,92.497844,95.082666,93.778558,95.12513,91.018205,95.960621,93.924009,94.760954
2069.0,99.215884,95.936719,91.314679,96.039532,92.249664,93.558561,91.452423,93.523726,90.491467,92.71238,87.282199,92.913993,95.126554,93.044732,93.066487,97.714167,92.621659,95.154989,93.845019,95.184555,91.080555,95.965933,94.004088,94.81311
2068.0,99.251587,95.961815,91.412553,96.088125,92.323875,93.614326,91.530388,93.62083,90.613278,92.800912,87.388189,93.003952,95.19908,93.11301,93.154264,97.734061,92.743549,95.207757,93.897103,95.223769,91.159178,95.98706,94.065956,94.848827
2067.0,99.260352,95.981604,91.498477,96.118244,92.401736,93.680868,91.602814,93.708446,90.747119,92.908899,87.483426,93.083192,95.260878,93.200034,93.260318,97.741932,92.858509,95.254304,93.960531,95.263509,91.265197,96.041798,94.118005,94.878342
2066.0,99.248513,96.014499,91.56946,96.140938,92.470273,93.73743,91.660535,93.78044,90.878585,93.03581,87.5855,93.159418,95.316171,93.291911,93.374986,97.75503,92.957801,95.296568,94.048094,95.320318,91.389128,96.117039,94.176566,94.902468
2065.0,99.232052,96.05683,91.628457,96.163297,92.522827,93.77276,91.705979,93.834341,90.997459,93.162498,87.700748,93.236048,95.373791,93.374551,93.489913,97.777815,93.04325,95.331795,94.152301,95.393249,91.515369,96.182737,94.254085,94.911682
2064.0,99.222697,96.098278,91.68185,96.189485,92.572067,93.795635,91.755112,93.873434,91.113618,93.269745,87.820628,93.311283,95.440165,93.453602,93.607161,97.806249,93.129065,95.369384,94.262483,95.470011,91.639456,96.221662,94.354817,94.907323
2063.0,99.22497,96.131387,91.722151,96.2175,92.62756,93.815428,91.807662,93.896386,91.236376,93.347518,87.922618,93.381733,95.507866,93.541849,93.725977,97.831555,93.220757,95.42131,94.371732,95.536079,91.763691,96.239684,94.469321,94.900116
2062.0,99.239364,96.148326,91.733499,96.24045,92.680083,93.835004,91.842109,93.899545,91.363145,93.398687,87.987112,93.450603,95.562984,93.641958,93.839791,97.845118,93.312174,95.485108,94.472259,95.582868,91.891234,96.254876,94.578957,94.89206
2061.0,99.259565,96.14435,91.719723,96.254804,92.718363,93.861983,91.851463,93.893383,91.498245,93.444126,88.022346,93.531727,95.604783,93.752498,93.951083,97.849135,93.4053,95.550939,94.561469,95.617176,92.031252,96.28436,94.67358,94.879318
2060.0,99.268668,96.123276,91.704346,96.257018,92.741563,93.899354,91.854279,93.894486,91.652839,93.509086,88.058346,93.633749,95.64376,93.873951,94.068336,97.856167,93.506666,95.615029,94.647877,95.656397,92.191454,96.334048,94.756397,94.864753
2059.0,99.249484,96.09018,91.697316,96.232048,92.746893,93.92422,91.85749,93.896331,91.814429,93.594188,88.109281,93.739818,95.680612,93.997352,94.184776,97.869787,93.602128,95.673093,94.734851,95.705691,92.358324,96.393135,94.827526,94.849081
