ν,LD-Alanina No Magnetizada Irradiada Petri,LD-Alanina No Magnetizada  Eppendorf,LD-Alanina Magnetizada Irradiada Petri,LD-Alanina Magnetizada  Eppendorf,LD-Alanina Irradiada No Magnetizada Eppendorf,LD-Alanina Irradiada Magnetizada Eppendorf,LD-Alanina  No Magnetizada Petri,LD-Alanina  Magnetizada Petri,L-Alanina No Magnetizada Irradiada Petri,L-Alanina No Magnetizada  Eppendorf,L-Alanina Magnetizada Petri,L-Alanina Magnetizada Irradiada Petri,L-Alanina Magnetizada Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina Irradiada  Magnetizada Eppendorf,L-Alanina  No Magnetizada Petri,D-Alanina No Magnetizada Irradiada Petri,D-Alanina No Magnetizada Eppendorf,D-Alanina Magnetizada Irradiada Petri,D-Alanina Magnetizada Eppendorf,D-Alanina Irradiada No Magnetizada Eppendorf,D-Alanina Irradiada Magnetizada Eppendorf,D-Alanina  No Magnetizada Petri,D-Alanina  Magnetizada Petri
3268.0,100.287523,98.140179,97.292095,98.486425,96.630669,96.840909,96.997857,97.617406,96.462562,97.555856,94.74137,97.618045,98.180617,97.12977,96.982874,99.728206,97.291471,98.475149,98.279476,98.475565,96.289739,98.406089,97.955334,96.698906
3267.0,100.289843,98.130686,97.265872,98.477913,96.606958,96.821201,96.969411,97.584271,96.431343,97.522539,94.699074,97.593992,98.150592,97.105393,96.957865,99.714443,97.264896,98.446013,98.260987,98.45708,96.26086,98.396377,97.930206,96.680503
3266.0,100.295025,98.130238,97.236103,98.471998,96.584592,96.805846,96.939248,97.56569,96.397916,97.495073,94.657638,97.577506,98.136216,97.083121,96.933478,99.70816,97.244562,98.431598,98.249568,98.44035,96.234811,98.387368,97.914904,96.674624
3265.0,100.295372,98.124736,97.203962,98.463579,96.564796,96.79297,96.906367,97.557488,96.361429,97.471706,94.614395,97.566061,98.132118,97.06297,96.909171,99.709026,97.225577,98.42632,98.234646,98.421271,96.211037,98.379378,97.902514,96.665365
3264.0,100.289608,98.107471,97.175226,98.454521,96.547849,96.780821,96.875723,97.551802,96.32588,97.448901,94.570943,97.556293,98.129133,97.045941,96.886568,99.714739,97.207761,98.421942,98.210217,98.401154,96.188671,98.373452,97.889248,96.644292
3263.0,100.283691,98.082929,97.156762,98.450352,96.531277,96.767057,96.853186,97.541969,96.297677,97.426269,94.532984,97.544673,98.120104,97.031414,96.865597,99.722121,97.193446,98.414869,98.179921,98.385705,96.166206,98.368868,97.874364,96.614943
3262.0,100.283961,98.060295,97.150685,98.452775,96.51125,96.748984,96.839168,97.526901,96.280301,97.406152,94.503959,97.529063,98.103421,97.016431,96.843684,99.728472,97.183063,98.406581,98.153945,98.378268,96.141883,98.363093,97.857563,96.585741
3261.0,100.290603,98.046032,97.153438,98.457874,96.487015,96.726166,96.829363,97.511328,96.272106,97.390718,94.480454,97.511318,98.083101,96.999101,96.819614,99.733326,97.17435,98.399936,98.140888,98.376638,96.115725,98.355095,97.83972,96.561762
3260.0,100.297452,98.040825,97.159044,98.460639,96.461818,96.701307,96.819257,97.499536,96.266907,97.379733,94.454068,97.495463,98.065523,96.980705,96.795323,99.737709,97.163658,98.395593,98.140367,98.375287,96.090084,98.346816,97.824164,96.542745
3259.0,100.296732,98.039404,97.160772,98.45856,96.438302,96.676955,96.805355,97.488469,96.255523,97.369007,94.416453,97.481345,98.054074,96.962864,96.772201,99.740477,97.146761,98.390007,98.141711,98.368144,96.066887,98.339937,97.813529,96.524967
3258.0,100.284486,98.032831,97.151149,98.450877,96.415345,96.652582,96.784542,97.469652,96.22994,97.350989,94.363273,97.463026,98.045638,96.944765,96.74807,99.736919,97.120514,98.376621,98.130837,98.350458,96.045381,98.332906,97.804772,96.502903
3257.0,100.26388,98.014408,97.124872,98.437255,96.390748,96.626341,96.756203,97.439355,96.189405,97.319649,94.296511,97.436176,98.032752,96.925029,96.71999,99.723156,97.08547,98.350934,98.100668,98.321678,96.023598,98.323233,97.789554,96.471668
3256.0,100.244077,97.985225,97.083679,98.418349,96.364679,96.598532,96.723883,97.404225,96.14165,97.276141,94.224101,97.40447,98.009954,96.904339,96.688272,99.700858,97.045516,98.315306,98.056085,98.287069,96.000752,98.311656,97.760808,96.431043
3255.0,100.233799,97.95295,97.036648,98.395995,96.338501,96.571473,96.691468,97.374416,96.095787,97.228518,94.155069,97.374981,97.978063,96.883648,96.655474,99.675481,97.003883,98.278001,98.009106,98.253824,95.976553,98.301655,97.718906,96.386936
3254.0,100.23415,97.924992,96.994212,98.371838,96.312275,96.546643,96.658524,97.352651,96.054265,97.185416,94.092981,97.348935,97.942467,96.860921,96.622882,99.651056,96.961036,98.24729,97.969594,98.224827,95.949421,98.295098,97.671835,96.346632
3253.0,100.238066,97.903805,96.961872,98.347107,96.285619,96.523604,96.622901,97.332696,96.012965,97.150817,94.03453,97.32089,97.908265,96.832401,96.590276,99.629295,96.917257,98.226714,97.939787,98.198107,95.917593,98.290204,97.629765,96.311563
3252.0,100.237061,97.887937,96.938811,98.324343,96.259751,96.501533,96.587133,97.307966,95.96801,97.124023,93.974636,97.286592,97.877814,96.797241,96.558068,99.612442,96.875028,98.214786,97.915553,98.172475,95.881974,98.28364,97.598663,96.27528
3251.0,100.227648,97.874873,96.920469,98.307398,96.236589,96.480347,96.557932,97.278826,95.920404,97.101873,93.911345,97.248302,97.852298,96.759378,96.527048,99.602524,96.837081,98.207339,97.891277,98.150715,95.846059,98.273058,97.577641,96.229245
3250.0,100.211737,97.862325,96.901685,98.297936,96.216376,96.459951,96.538276,97.250802,95.873977,97.079675,93.845235,97.212132,97.83361,96.724518,96.495975,99.596907,96.803417,98.200158,97.863874,98.135696,95.812468,98.258009,97.561668,96.171241
3249.0,100.193579,97.84864,96.878932,98.292418,96.197541,96.439311,96.522895,97.227472,95.830297,97.051802,93.775981,97.182465,97.822697,96.695979,96.461649,99.588207,96.77172,98.190792,97.833122,98.12534,95.780644,98.240537,97.545905,96.10824
3248.0,100.1777,97.832564,96.85123,98.284028,96.178087,96.416791,96.502982,97.206803,95.786688,97.013952,93.701631,97.158748,97.815653,96.672966,96.422249,99.571007,96.739646,98.178246,97.798875,98.11333,95.748327,98.225012,97.526961,96.050452
3247.0,100.167266,97.811924,96.819564,98.267851,96.15612,96.391425,96.473584,97.184417,95.739961,96.96626,93.621009,97.135477,97.803361,96.651705,96.379791,99.547396,96.705864,98.160862,97.759594,98.094107,95.714419,98.215262,97.501538,96.001807
3246.0,100.161618,97.78379,96.785873,98.244021,96.130093,96.363953,96.436051,97.159052,95.692082,96.91453,93.535515,97.105861,97.777892,96.628222,96.338683,99.524941,96.670502,98.13591,97.715468,98.066286,95.679674,98.210788,97.466928,95.956519
3245.0,100.156396,97.74874,96.752841,98.216954,96.099853,96.336455,96.39603,97.133365,95.650266,96.867587,93.448199,97.068455,97.740531,96.600858,96.301903,99.510762,96.635966,98.103054,97.672387,98.032554,95.644934,98.206835,97.42429,95.905773
3244.0,100.148692,97.714612,96.72391,98.193057,96.067053,96.310508,96.360711,97.10955,95.619509,96.831631,93.361547,97.030673,97.702113,96.570794,96.268571,99.50826,96.605982,98.06779,97.639795,97.99837,95.609576,98.198935,97.380153,95.847684
3243.0,100.141731,97.692018,96.702104,98.178509,96.033968,96.285791,96.335645,97.086272,95.596218,96.806089,93.276135,97.003213,97.673592,96.540706,96.235204,99.516898,96.582017,98.039464,97.622852,97.970559,95.572368,98.186725,97.343042,95.789658
3242.0,100.141641,97.683774,96.687844,98.176105,96.00235,96.26082,96.320806,97.061165,95.571616,96.78503,93.190638,96.98978,97.655913,96.512962,96.199168,99.532316,96.560717,98.02468,97.617419,97.954302,95.533402,98.17305,97.317931,95.740599
3241.0,100.149044,97.680425,96.677347,98.181679,95.973058,96.234617,96.308904,97.034234,95.540037,96.762046,93.102436,96.983169,97.639406,96.487929,96.160417,99.547011,96.535242,98.022076,97.612696,97.948542,95.494032,98.16042,97.302698,95.701182
3240.0,100.156207,97.668241,96.663228,98.184583,95.945233,96.206999,96.289183,97.006372,95.500776,96.732901,93.008713,96.97167,97.612896,96.462841,96.120028,99.553115,96.498917,98.022626,97.597833,97.94404,95.454605,98.148996,97.288732,95.661949
3239.0,100.154096,97.641711,96.638314,98.175116,95.916011,96.177721,96.254941,96.976208,95.453476,96.695138,92.908605,96.948727,97.57389,96.43325,96.078501,99.546061,96.449069,98.015279,97.567613,97.92879,95.413703,98.137416,97.266557,95.611097
3238.0,100.141199,97.607761,96.601237,98.153165,95.883039,96.146275,96.208693,96.942068,95.397454,96.648952,92.80532,96.917008,97.531083,96.39739,96.036541,99.526428,96.390093,97.994221,97.525591,97.898385,95.370716,98.124811,97.233642,95.544722
3237.0,100.124265,97.578474,96.558827,98.128197,95.847544,96.112265,96.16048,96.906895,95.336925,96.599441,92.705109,96.884633,97.497395,96.358742,95.996101,99.499263,96.332832,97.962041,97.482678,97.860939,95.327914,98.111847,97.196677,95.469849
3236.0,100.111497,97.560251,96.521341,98.109373,95.813053,96.075491,96.120495,96.877253,95.281446,96.554275,92.611951,96.857574,97.479393,96.322619,95.958668,99.471472,96.287511,97.925704,97.449272,97.829537,95.288279,98.099928,97.164109,95.397536
3235.0,100.106352,97.549178,96.494209,98.096988,95.780908,96.036615,96.092016,96.856191,95.237175,96.51625,92.522898,96.834512,97.472147,96.290491,95.9231,99.448229,96.255112,97.889893,97.426093,97.809286,95.251912,98.089498,97.137216,95.333622
3234.0,100.106956,97.53559,96.474922,98.0852,95.749219,95.998584,96.070077,96.839806,95.199998,96.480102,92.429998,96.80864,97.46396,96.259336,95.886905,99.430689,96.226961,97.855629,97.403904,97.79353,95.216366,98.0793,97.111075,95.27624
3233.0,100.109094,97.512627,96.457427,98.07128,95.716243,95.965517,96.046214,96.821738,95.160108,96.439123,92.327142,96.77474,97.445767,96.225876,95.848841,99.417147,96.193349,97.824354,97.373369,97.772752,95.179833,98.067201,97.082641,95.220107
3232.0,100.108796,97.480756,96.437345,98.058439,95.682119,95.937899,96.014705,96.798121,95.111708,96.393114,92.213792,96.734102,97.415823,96.189178,95.808346,99.405985,96.150733,97.79946,97.333785,97.744309,95.141958,98.051449,97.052709,95.160302
3231.0,100.103563,97.445064,96.412602,98.049014,95.646848,95.910142,95.97562,96.767195,95.05648,96.347531,92.092551,96.692441,97.377117,96.14976,95.763663,99.396411,96.100892,97.782139,97.291763,97.712077,95.101975,98.031588,97.019511,95.09274
3230.0,100.093244,97.410038,96.382263,98.038876,95.6095,95.875782,95.93361,96.728493,94.999906,96.307007,91.966345,96.654763,97.333737,96.109031,95.713616,99.387121,96.0474,97.768825,97.254277,97.679697,95.058371,98.00915,96.977138,95.015791
3229.0,100.08055,97.377649,96.347332,98.021769,95.570692,95.834801,95.89401,96.685698,94.946687,96.273032,91.839162,96.623485,97.290743,96.069801,95.660945,99.37651,95.995155,97.755277,97.224522,97.647668,95.010865,97.987392,96.924503,94.933504
3228.0,100.069963,97.348554,96.311238,97.997869,95.533277,95.793167,95.859066,96.647428,94.898179,96.246067,91.716059,96.59947,97.25424,96.034476,95.610735,99.364559,95.949426,97.741159,97.201285,97.61595,94.961061,97.968958,96.871741,94.853725
3227.0,100.064995,97.322787,96.27722,97.97506,95.499077,95.75561,95.827299,96.620873,94.852099,96.225192,91.598944,96.581806,97.228046,96.002048,95.565136,99.352694,95.91106,97.728321,97.179274,97.586182,94.911011,97.953187,96.832383,94.779918
3226.0,100.066012,97.299742,96.246201,97.961384,95.467014,95.722128,95.79653,96.605142,94.805724,96.205576,91.483682,96.566755,97.210697,95.969339,95.522256,99.341436,95.874192,97.716799,97.152114,97.561015,94.86265,97.936906,96.810381,94.707189
3225.0,100.071009,97.279624,96.218933,97.958029,95.435477,95.691514,95.76687,96.593392,94.760415,96.180673,91.364352,96.549655,97.197661,95.935604,95.480222,99.330583,95.832493,97.705294,97.118375,97.542943,94.81813,97.918468,96.798385,94.629306
3224.0,100.078458,97.264913,96.1983,97.960033,95.404095,95.664084,95.739856,96.580393,94.721011,96.148806,91.239513,96.528569,97.185804,95.903129,95.439008,99.322432,95.787432,97.69348,97.083681,97.53332,94.778272,97.899739,96.787186,94.546996
3223.0,100.088603,97.258057,96.18601,97.961891,95.372036,95.639267,95.715259,96.565126,94.689342,96.114965,91.111059,96.504435,97.173734,95.87263,95.397734,99.321684,95.747567,97.680209,97.054127,97.530439,94.740669,97.883292,96.772474,94.465002
3222.0,100.101435,97.25674,96.177269,97.960976,95.337306,95.613676,95.690594,96.547082,94.660489,96.084081,90.977311,96.477282,97.158625,95.841043,95.353789,99.329552,95.719336,97.660857,97.02844,97.528657,94.701642,97.86904,96.752773,94.382808
3221.0,100.114112,97.253032,96.162333,97.956135,95.299721,95.584092,95.663854,96.52399,94.627286,96.053974,90.831133,96.444302,97.135862,95.80528,95.306358,99.339613,95.70003,97.630881,96.999361,97.521505,94.660614,97.855001,96.725589,94.293841
3220.0,100.121748,97.238678,96.135169,97.945027,95.262394,95.550694,95.63511,96.494425,94.586914,96.016992,90.666958,96.403052,97.103219,95.765877,95.258353,99.342457,95.679528,97.592603,96.962109,97.506325,94.620392,97.840327,96.688444,94.19443
3219.0,100.121093,97.211174,96.099018,97.92475,95.228072,95.515735,95.60497,96.460189,94.541574,95.96857,90.487693,96.355903,97.064134,95.725641,95.213142,99.334326,95.647788,97.555158,96.918634,97.484937,94.582777,97.825987,96.642668,94.088518
3218.0,100.112403,97.174595,96.062136,97.895774,95.195434,95.480695,95.572983,96.424517,94.494547,95.912854,90.302517,96.31008,97.02569,95.686842,95.171198,99.319155,95.601525,97.52647,96.873811,97.459982,94.546104,97.812882,96.594432,93.981347
3217.0,100.097267,97.135709,96.029566,97.864596,95.160694,95.446204,95.538234,96.389127,94.447313,95.859172,90.118549,96.272733,96.993425,95.650736,95.130876,99.302554,95.545654,97.507034,96.83078,97.432282,94.507489,97.800594,96.551489,93.872526
3216.0,100.076405,97.099996,96.000611,97.841144,95.121596,95.412938,95.500452,96.354044,94.398949,95.813255,89.936009,96.245425,96.967776,95.61749,95.090393,99.286015,95.488871,97.491627,96.79102,97.402025,94.465174,97.78781,96.518049,93.758474
3215.0,100.051742,97.070239,95.972976,97.832308,95.078622,95.380632,95.460501,96.319673,94.347066,95.772739,89.751001,96.222933,96.944481,95.585181,95.048143,99.267435,95.437358,97.474844,96.756148,97.371194,94.418367,97.773199,96.492108,93.639103
3214.0,100.030001,97.04696,95.946469,97.836935,95.033906,95.347215,95.421116,96.2881,94.291305,95.731849,89.561501,96.197804,96.918399,95.550877,95.003356,99.245754,95.392586,97.45464,96.727254,97.343928,94.367562,97.756368,96.468173,93.518323
3213.0,100.02084,97.029012,95.921714,97.846326,94.99043,95.310477,95.386817,96.262066,94.236856,95.68945,89.369906,96.166895,96.887919,95.513913,94.95746,99.224383,95.354142,97.432849,96.703173,97.324088,94.316005,97.738551,96.442931,93.39859
3212.0,100.028948,97.013717,95.897298,97.849588,94.950907,95.270204,95.360472,96.242158,94.191426,95.650244,89.179981,96.133506,96.856099,95.476363,94.912849,99.21039,95.32165,97.413513,96.681103,97.311547,94.268362,97.721714,96.417248,93.278154
3211.0,100.048716,96.997522,95.870722,97.840063,94.91584,95.228208,95.338978,96.224578,94.156402,95.617999,88.992124,96.103084,96.827526,95.439777,94.869669,99.209556,95.292295,97.399552,96.65915,97.300525,94.226524,97.706511,96.392291,93.154441
3210.0,100.068602,96.978203,95.842068,97.818923,94.882998,95.187127,95.314506,96.202672,94.123421,95.590358,88.802518,96.077425,96.804568,95.403836,94.825939,99.220544,95.25915,97.390044,96.637317,97.283143,94.188089,97.692097,96.365824,93.028005
3209.0,100.080666,96.956774,95.814089,97.793319,94.849311,95.149197,95.281324,96.172083,94.082176,95.561557,88.606688,96.05316,96.786688,95.368728,94.781089,99.233712,95.215722,97.380861,96.615229,97.25612,94.149447,97.678416,96.334112,92.90112
3208.0,100.084282,96.935482,95.787097,97.769801,94.812498,95.114382,95.239649,96.134275,94.029692,95.527713,88.402584,96.024687,96.771618,95.335735,94.736516,99.23707,95.162289,97.367536,96.589289,97.22284,94.108374,97.666923,96.296365,92.772507
3207.0,100.081198,96.912855,95.755764,97.748692,94.771032,95.079175,95.191868,96.093845,93.969764,95.487311,88.189737,95.98787,96.75545,95.304092,94.692025,99.224417,95.105335,97.346749,96.55393,97.18768,94.063452,97.657781,96.255519,92.635214
3206.0,100.070735,96.882696,95.713885,97.725251,94.724319,95.038906,95.13791,96.052706,93.906329,95.439052,87.967263,95.942484,96.732807,95.270317,94.644957,99.198131,95.050123,97.316311,96.507447,97.150576,94.014074,97.647998,96.214966,92.48173
3205.0,100.052235,96.840692,95.662118,97.696369,94.673333,94.991925,95.077112,96.00849,93.841297,95.38316,87.734796,95.893223,96.70005,95.232379,94.593957,99.165699,94.99545,97.276463,96.456052,97.11004,93.962429,97.63427,96.175679,92.311905
3204.0,100.0299,96.791409,95.608382,97.665196,94.619325,94.940079,95.012957,95.958975,93.777023,95.324488,87.494928,95.848025,96.659383,95.19169,94.540372,99.135213,94.93645,97.232042,96.409754,97.069755,93.912635,97.616476,96.135981,92.134865
3203.0,100.011321,96.745622,95.559682,97.638881,94.561632,94.884967,94.95211,95.906216,93.716012,95.27066,87.252308,95.813081,96.617898,95.148881,94.484549,99.11304,94.871385,97.191473,96.373226,97.037309,93.865666,97.596331,96.09318,91.962007
3202.0,100.000745,96.709558,95.515209,97.622244,94.49856,94.826024,94.897861,95.854494,93.657465,95.225307,87.008914,95.787951,96.580901,95.100596,94.424293,99.101911,94.804079,97.161611,96.34189,97.014741,93.816976,97.573689,96.04561,91.798025
3201.0,99.996131,96.678796,95.46841,97.613359,94.430795,94.763257,94.846289,95.804746,93.597228,95.184138,86.760853,95.765727,96.546669,95.043704,94.359349,99.098672,94.739331,97.142693,96.307206,96.993457,93.761337,97.547051,95.993805,91.638523
3200.0,99.99346,96.644222,95.414594,97.604088,94.362004,94.699508,94.790181,95.753491,93.532396,95.138638,86.501405,95.738579,96.508976,94.981091,94.294374,99.095136,94.677366,97.128002,96.264211,96.961325,93.698923,97.517696,95.939903,91.474859
3199.0,99.991914,96.602706,95.355726,97.585378,94.295724,94.638226,94.726552,95.698914,93.464595,95.083715,86.228384,95.703876,96.464849,94.920052,94.234252,99.084328,94.614903,97.108844,96.213875,96.914726,93.634904,97.490538,95.886882,91.300642
3198.0,99.993651,96.559973,95.298774,97.554394,94.233209,94.580133,94.659796,95.646385,93.398206,95.022151,85.948276,95.665576,96.418987,94.865343,94.177991,99.067172,94.551673,97.081273,96.160927,96.862782,93.573784,97.469606,95.839014,91.115108
3197.0,99.999954,96.523096,95.249732,97.517734,94.173666,94.523173,94.597053,95.60431,93.335974,94.961925,85.671308,95.629623,96.379575,94.815612,94.119495,99.051882,94.492393,97.048728,96.110807,96.819709,93.51538,97.453848,95.800928,90.922076
3196.0,100.008852,96.49181,95.207834,97.486047,94.113972,94.464577,94.540242,95.572916,93.275847,94.908419,85.400467,95.597026,96.349253,94.765884,94.053001,99.045333,94.439316,97.017152,96.066031,96.792462,93.455629,97.438151,95.772339,90.725258
3195.0,100.015541,96.458271,95.16491,97.464081,94.048674,94.402156,94.483467,95.539938,93.211349,94.858724,85.125554,95.5612,96.320718,94.71169,93.976244,99.04524,94.385142,96.987108,96.022719,96.774352,93.39027,97.417703,95.743862,90.523758
3194.0,100.014316,96.414786,95.111712,97.44665,93.974011,94.334984,94.419021,95.490805,93.136295,94.804159,84.829841,95.513309,96.282313,94.651467,93.890642,99.041739,94.318127,96.952344,95.971859,96.750296,93.318251,97.391157,95.702475,90.312856
3193.0,100.001756,96.360633,95.045929,97.424767,93.89261,94.263829,94.345105,95.422915,93.050806,94.738469,84.503733,95.45119,96.228317,94.586786,93.800964,99.026775,94.234655,96.907276,95.906777,96.709366,93.24202,97.360623,95.643518,90.08982
3192.0,99.980118,96.30114,94.97335,97.39418,93.810817,94.189968,94.266151,95.347416,92.961941,94.662324,84.152204,95.382406,96.163192,94.520303,93.713149,99.001348,94.143038,96.85428,95.829747,96.653338,93.164049,97.329135,95.574788,89.85754
3191.0,99.957028,96.241523,94.90087,97.356938,93.730587,94.113234,94.186447,95.276758,92.87655,94.579821,83.789769,95.317393,96.096026,94.452811,93.629738,98.973429,94.053905,96.801848,95.750178,96.593515,93.08353,97.297787,95.506889,89.621179
3190.0,99.93986,96.183468,94.829986,97.317002,93.647518,94.032584,94.106165,95.213107,92.793843,94.49338,83.429518,95.25976,96.032718,94.382812,93.547883,98.949925,93.970212,96.756681,95.67675,96.540371,92.997945,97.265421,95.442358,89.382812
3189.0,99.930063,96.127289,94.758084,97.277316,93.558086,93.948674,94.023822,95.149473,92.706502,94.404074,83.075782,95.203813,95.974374,94.309092,93.463099,98.931707,93.887904,96.719276,95.611957,96.496984,92.907508,97.231399,95.376705,89.141022
3188.0,99.923724,96.074342,94.683926,97.240487,93.464814,93.863674,93.93967,95.079068,92.608631,94.314708,82.723852,95.140795,95.920451,94.232056,93.373569,98.915618,93.802189,96.68554,95.552387,96.460043,92.815526,97.197702,95.30699,88.894059
3187.0,99.91695,96.024906,94.609027,97.208518,93.372225,93.777939,93.854823,95.000895,92.500771,94.228914,82.364558,95.066505,95.86969,94.151856,93.27962,98.898889,93.710116,96.649618,95.491718,96.423101,92.723991,97.167101,95.234776,88.640443
3186.0,99.909043,95.974985,94.533919,97.17998,93.280958,93.689097,93.769048,94.917989,92.387299,94.14698,81.990855,94.983582,95.818212,94.067162,93.181345,98.880379,93.610158,96.605762,95.424016,96.378265,92.631062,97.13966,95.161398,88.377511
3185.0,99.900945,95.918518,94.455974,97.149415,93.188427,93.595644,93.681592,94.833954,92.271376,94.065067,81.60285,94.898617,95.7607,93.977208,93.079332,98.859323,93.503903,96.551294,95.347358,96.319155,92.533865,97.112308,95.084966,88.1033
3184.0,99.893408,95.853886,94.372794,97.111928,93.092726,93.49971,93.593445,94.752321,92.15415,93.979492,81.207464,94.818369,95.695949,93.883936,92.976522,98.835498,93.397863,96.489533,95.266172,96.246305,92.43191,97.081687,95.003832,87.82115
3183.0,99.887845,95.786799,94.286576,97.068528,92.993561,93.405106,93.507185,94.677073,92.037824,93.890404,80.812812,94.747531,95.629716,93.790848,92.876542,98.81104,93.300058,96.427923,95.189131,96.169304,92.32685,97.046519,94.921119,87.539831
3182.0,99.886616,95.725328,94.202744,97.025521,92.891738,93.314244,93.424387,94.610849,91.926714,93.800226,80.422117,94.68706,95.569731,93.700617,92.78008,98.789669,93.21317,96.371483,95.122653,96.100836,92.220679,97.007756,94.843538,87.266831
3181.0,99.890079,95.67232,94.123694,96.988355,92.790041,93.227676,93.343652,94.551727,91.823326,93.70926,80.031869,94.632375,95.518059,93.614146,92.68398,98.772376,93.131665,96.318653,95.06484,96.047133,92.114972,96.96775,94.775155,87.002033
3180.0,99.894194,95.623089,94.04579,96.956796,92.692587,93.144503,93.26111,94.49308,91.723817,93.614053,79.634907,94.574207,95.469586,93.530256,92.583514,98.75494,93.046069,96.264241,95.005575,96.003952,92.010187,96.928963,94.712106,86.738986
3179.0,99.893256,95.570199,93.964283,96.926217,92.60093,93.061933,93.173291,94.428506,91.61938,93.510627,79.226452,94.504613,95.417369,93.445441,92.475212,98.73186,92.950465,96.205374,94.93413,95.960864,91.904774,96.891989,94.643912,86.472175
3178.0,99.885076,95.510099,93.87994,96.892291,92.512233,92.976492,93.080345,94.357032,91.502998,93.399081,78.80942,94.423768,95.357522,93.35573,92.359129,98.702624,92.846365,96.143132,94.848444,95.908606,91.796388,96.854858,94.56133,86.202606
3177.0,99.87187,95.44529,93.797868,96.85334,92.422983,92.887617,92.985716,94.281944,91.373687,93.284124,78.393941,94.338769,95.288838,93.260153,92.239513,98.671869,92.738941,96.078859,94.756519,95.843405,91.684511,96.815472,94.46357,85.9365
3176.0,99.856456,95.380674,93.720003,96.809373,92.332691,92.79878,92.891506,94.204845,91.234295,93.170757,77.990044,94.254227,95.210798,93.161263,92.121774,98.642937,92.62928,96.011352,94.667575,95.767041,91.570308,96.774307,94.357538,85.679203
3175.0,99.840082,95.31863,93.642635,96.761827,92.242297,92.713479,92.795566,94.124193,91.088637,93.060564,77.600581,94.16665,95.125062,93.061471,92.007311,98.61416,92.512384,95.939552,94.583022,95.684766,91.453752,96.73295,94.251146,85.431098
3174.0,99.824561,95.257785,93.562718,96.715141,92.151163,92.631192,92.695473,94.040969,90.942805,92.952904,77.22185,94.070873,95.037928,92.960341,91.892234,98.583211,92.385082,95.866855,94.497751,95.602713,91.33317,96.6902,94.149005,85.189434
3173.0,99.813539,95.195653,93.482745,96.67563,92.058001,92.548582,92.594272,93.9618,90.805452,92.847839,76.849653,93.969665,94.957284,92.856452,91.772172,98.552291,92.254063,95.799489,94.408021,95.525288,91.208413,96.642,94.053019,84.952847
3172.0,99.809052,95.131503,93.406364,96.645805,91.963335,92.463734,92.498867,93.892482,90.681665,92.745804,76.482891,93.872545,94.885268,92.750562,91.647283,98.525463,92.131957,95.739245,94.313962,95.453868,91.08255,96.586438,93.963141,84.722841
3171.0,99.808232,95.067001,93.332524,96.620753,91.869069,92.377894,92.412821,93.830472,90.567439,92.64594,76.123209,93.785647,94.816456,92.645903,91.521763,98.502186,92.025229,95.680637,94.215479,95.388148,90.959558,96.527485,93.876901,84.501986
3170.0,99.806389,95.005342,93.258667,96.593136,91.776556,92.293719,92.334294,93.768484,90.454523,92.548023,75.775144,93.707476,94.74588,92.546019,91.399959,98.478178,91.929694,95.618499,94.112148,95.328765,90.84187,96.472491,93.791946,84.293387
3169.0,99.803301,94.949885,93.187898,96.561847,91.686433,92.212985,92.261195,93.704593,90.340482,92.45539,75.446265,93.6354,94.676966,92.452577,91.284232,98.453408,91.838253,95.556861,94.009644,95.277488,90.730507,96.426504,93.710599,84.102043
3168.0,99.80368,94.902274,93.127312,96.533126,91.59902,92.13556,92.193741,93.643643,90.229871,92.371894,75.142512,93.571078,94.617954,92.364058,91.175086,98.434858,91.748266,95.505792,93.920296,95.234001,90.625272,96.389479,93.63868,83.933212
3167.0,99.810458,94.861052,93.078411,96.512545,91.513696,92.059863,92.129738,93.588097,90.125708,92.295023,74.861569,93.516242,94.570953,92.27653,91.071329,98.428596,91.659334,95.468892,93.851262,95.193645,90.523967,96.357896,93.577729,83.78673
3166.0,99.81975,94.822657,93.03311,96.498352,91.429191,91.984454,92.061673,93.532807,90.024631,92.215631,74.59397,93.466249,94.528272,92.187217,90.970398,98.431505,91.568412,95.43789,93.794038,95.150102,90.423394,96.327726,93.521211,83.654447
3165.0,99.82411,94.784129,92.980154,96.483745,91.345339,91.909137,91.982792,93.471181,89.92135,92.126381,74.332486,93.411552,94.480254,92.097294,90.869668,98.433288,91.471075,95.401154,93.730909,95.100275,90.322054,96.296192,93.460711,83.525935
3164.0,99.819923,94.744194,92.912737,96.463346,91.262882,91.833894,91.894865,93.402539,89.813257,92.028213,74.077876,93.344825,94.423403,92.009544,90.767418,98.424671,91.365698,95.354211,93.652223,95.045026,90.220353,96.262283,93.393191,83.396877
3163.0,99.810482,94.701829,92.830597,96.436002,91.180718,91.757258,91.80709,93.330596,89.699146,91.927412,73.83436,93.265107,94.359622,91.923599,90.66238,98.401981,91.253945,95.300048,93.564397,94.985451,90.117888,96.226584,93.319932,83.271182
3162.0,99.802283,94.655081,92.739603,96.403101,91.095521,91.677301,91.727451,93.257687,89.577855,91.82887,73.60305,93.176638,94.291103,91.835784,90.553354,98.36677,91.139156,95.242484,93.480944,94.920747,90.012743,96.190298,93.241197,83.155807
