ν	LD-Alanina No Magnetizada Irradiada Petri	LD-Alanina Magnetizada Irradiada Petri	LD-Alanina  No Magnetizada Petri	LD-Alanina  Magnetizada Petri	L-Alanina No Magnetizada Irradiada Petri	L-Alanina Magnetizada Petri	L-Alanina Magnetizada Irradiada Petri	L-Alanina  No Magnetizada Petri	D-Alanina No Magnetizada Irradiada Petri	D-Alanina Magnetizada Irradiada Petri	D-Alanina  No Magnetizada Petri	D-Alanina  Magnetizada Petri
2009.0	99.453996	93.878397	93.679396	95.450593	95.028862	91.852138	96.07012	98.36962	96.273475	96.842463	96.73735	96.130005
2008.0	99.480849	93.920304	93.811332	95.495842	95.167797	91.961076	96.118861	98.387967	96.355633	96.85854	96.799132	96.197313
2007.0	99.549958	94.036534	94.003611	95.578628	95.347402	92.13455	96.234513	98.473592	96.499003	96.916092	96.900318	96.275288
2006.0	99.637402	94.178901	94.194182	95.684294	95.518309	92.337288	96.388108	98.599164	96.656369	97.02667	97.006088	96.352572
2005.0	99.689136	94.281352	94.290737	95.762285	95.615261	92.500659	96.504372	98.702724	96.747253	97.13372	97.063926	96.379302
2004.0	99.669005	94.32608	94.272518	95.783454	95.620192	92.598821	96.541278	98.74771	96.747539	97.182536	97.060684	96.349152
2003.0	99.598452	94.338729	94.198654	95.761279	95.564502	92.65804	96.51096	98.744495	96.699078	97.176682	97.01957	96.313142
2002.0	99.534817	94.348296	94.134761	95.72948	95.493161	92.708748	96.447513	98.719153	96.653	97.159318	96.968948	96.315648
2001.0	99.51167	94.372753	94.107091	95.716037	95.444909	92.762001	96.388046	98.685124	96.635253	97.16446	96.935394	96.357569
2000.0	99.51261	94.417518	94.108442	95.726269	95.43659	92.818539	96.362791	98.646222	96.644308	97.188736	96.93506	96.414837
1999.0	99.501651	94.465352	94.114592	95.737798	95.445446	92.871339	96.37068	98.60568	96.652786	97.197573	96.947326	96.458863
1998.0	99.464406	94.48373	94.103291	95.724715	95.428857	92.905845	96.373802	98.564049	96.626444	97.158674	96.923645	96.464727
1997.0	99.414827	94.460446	94.080608	95.693277	95.37589	92.917115	96.338621	98.521727	96.565451	97.077872	96.84775	96.431561
1996.0	99.377009	94.421073	94.07936	95.677046	95.318828	92.920128	96.274878	98.489513	96.512894	97.000516	96.766008	96.392278
1995.0	99.369719	94.401728	94.118619	95.695432	95.288201	92.93282	96.218979	98.484593	96.504917	96.97293	96.737207	96.379981
1994.0	99.397779	94.421436	94.181244	95.740696	95.288575	92.964958	96.196427	98.510378	96.532966	97.009454	96.774274	96.395544
1993.0	99.444977	94.484535	94.241601	95.80751	95.322762	93.031911	96.215413	98.551684	96.569679	97.092188	96.849442	96.428027
1992.0	99.481586	94.582062	94.292862	95.903109	95.394976	93.150578	96.273027	98.596374	96.605868	97.183232	96.929986	96.485219
1991.0	99.490205	94.680118	94.33136	96.015418	95.473069	93.300832	96.345315	98.646725	96.638542	97.235918	96.989043	96.568227
1990.0	99.47801	94.733753	94.340644	96.100693	95.494557	93.418745	96.389351	98.696491	96.647561	97.217736	97.005047	96.632505
1989.0	99.458548	94.728062	94.316352	96.12248	95.437494	93.456007	96.378378	98.715075	96.616641	97.137264	96.978182	96.6207
1988.0	99.434028	94.68807	94.284548	96.083588	95.350206	93.42889	96.325126	98.676398	96.560783	97.036846	96.932083	96.532586
1987.0	99.40348	94.640538	94.27147	96.010452	95.289426	93.388737	96.258556	98.595579	96.507336	96.949505	96.881717	96.429206
1986.0	99.375464	94.588957	94.272079	95.928752	95.26192	93.363552	96.196016	98.516726	96.464065	96.877971	96.820014	96.369995
1985.0	99.358654	94.535066	94.265914	95.862151	95.245664	93.349642	96.150585	98.465655	96.423463	96.820653	96.750367	96.371004
1984.0	99.347368	94.496231	94.246315	95.825872	95.230725	93.339848	96.139706	98.431579	96.379246	96.791052	96.702665	96.414898
1983.0	99.332172	94.48354	94.220227	95.808122	95.214731	93.33406	96.164207	98.397272	96.323045	96.795588	96.694606	96.46959
1982.0	99.32143	94.486191	94.202081	95.784938	95.193834	93.337442	96.200017	98.370824	96.251443	96.816914	96.706317	96.502133
1981.0	99.33508	94.495945	94.219392	95.764685	95.185641	93.36941	96.232202	98.378917	96.197081	96.840618	96.718668	96.506838
1980.0	99.375107	94.527916	94.296432	95.789006	95.229176	93.455108	96.276988	98.4365	96.22336	96.878274	96.74946	96.519702
1979.0	99.414635	94.59932	94.414704	95.87346	95.333644	93.586623	96.348933	98.530041	96.356326	96.944012	96.82153	96.579147
1978.0	99.427525	94.702814	94.519406	95.980095	95.45535	93.715618	96.429036	98.626382	96.541009	97.026831	96.917753	96.676705
1977.0	99.423075	94.816469	94.587677	96.073144	95.551171	93.811297	96.494613	98.69457	96.697633	97.109446	97.003531	96.774614
1976.0	99.438688	94.923376	94.652543	96.163937	95.619692	93.89763	96.553684	98.724026	96.800054	97.19261	97.073166	96.860398
1975.0	99.496974	95.00897	94.73702	96.269158	95.666131	94.004255	96.614657	98.726203	96.863982	97.272782	97.135774	96.943748
1974.0	99.579009	95.062523	94.812871	96.363962	95.679261	94.11932	96.653821	98.720573	96.895434	97.322356	97.179628	97.013267
1973.0	99.641076	95.093624	94.849625	96.409606	95.668206	94.219756	96.648715	98.718638	96.894174	97.322498	97.188047	97.041562
1972.0	99.656495	95.122977	94.858688	96.397365	95.66798	94.305994	96.613778	98.718137	96.875846	97.29389	97.17017	97.025969
1971.0	99.638492	95.147757	94.862207	96.342833	95.6829	94.374353	96.570493	98.71077	96.85217	97.26898	97.146849	96.98964
1970.0	99.619454	95.141403	94.856418	96.26678	95.675093	94.394852	96.512882	98.694742	96.812924	97.254855	97.125372	96.9505
1969.0	99.612891	95.094075	94.832024	96.201336	95.631638	94.356388	96.435849	98.678915	96.754518	97.243409	97.109007	96.915967
1968.0	99.603853	95.027664	94.798649	96.181401	95.592428	94.30329	96.367518	98.67358	96.700544	97.23222	97.107423	96.894175
1967.0	99.57661	94.965473	94.766686	96.205031	95.584813	94.285859	96.334981	98.677159	96.669314	97.212844	97.115161	96.882619
1966.0	99.539201	94.914737	94.734476	96.228939	95.581872	94.300396	96.322245	98.67603	96.64929	97.16585	97.103946	96.860874
1965.0	99.51299	94.883415	94.711238	96.222423	95.558205	94.318865	96.302291	98.661717	96.631858	97.096005	97.061846	96.822794
1964.0	99.51003	94.882632	94.719645	96.199447	95.538035	94.348263	96.289066	98.645025	96.637361	97.049603	97.019023	96.798578
1963.0	99.530869	94.905746	94.759942	96.187198	95.556658	94.415815	96.318506	98.647202	96.682571	97.070012	97.014968	96.818317
1962.0	99.571719	94.930094	94.80165	96.193476	95.61505	94.516249	96.392494	98.676285	96.749272	97.150037	97.058856	96.870462
1961.0	99.61941	94.941453	94.823348	96.213403	95.692801	94.612782	96.472753	98.714009	96.807859	97.243091	97.131217	96.920359
1960.0	99.647825	94.934398	94.832465	96.237953	95.768284	94.681096	96.524055	98.729817	96.84991	97.306609	97.2034	96.954731
1959.0	99.63776	94.896233	94.836151	96.245743	95.812044	94.722767	96.541037	98.710259	96.87819	97.322504	97.246809	96.981901
1958.0	99.600614	94.825568	94.82733	96.217484	95.804555	94.745969	96.541018	98.673844	96.890794	97.298293	97.247946	97.003966
1957.0	99.570249	94.762195	94.811008	96.171025	95.777222	94.761491	96.55211	98.657178	96.895651	97.270126	97.228157	97.01865
1956.0	99.569939	94.758184	94.809033	96.153637	95.790007	94.786192	96.596706	98.684658	96.91339	97.282546	97.226773	97.034943
1955.0	99.595195	94.816602	94.826697	96.1877	95.851762	94.825135	96.667107	98.74791	96.945815	97.341725	97.255827	97.059276
1954.0	99.626263	94.891343	94.844143	96.247369	95.906327	94.858472	96.726361	98.810963	96.965783	97.40327	97.292067	97.076355
1953.0	99.646732	94.948635	94.85166	96.297517	95.913684	94.863282	96.746758	98.836479	96.956242	97.422559	97.316625	97.067025
1952.0	99.647974	94.995026	94.86432	96.329485	95.899043	94.839415	96.736417	98.812632	96.935477	97.402527	97.334424	97.036428
1951.0	99.629069	95.041683	94.892966	96.34951	95.901256	94.801792	96.718481	98.759592	96.926753	97.376358	97.347901	97.00429
1950.0	99.599119	95.080955	94.930071	96.35965	95.921403	94.763465	96.705225	98.712338	96.928836	97.365333	97.346416	96.978034
1949.0	99.573896	95.109259	94.969596	96.363348	95.947717	94.739372	96.703945	98.694154	96.93343	97.373488	97.334097	96.954467
1948.0	99.564058	95.137945	95.011222	96.367238	95.984944	94.744918	96.72278	98.700612	96.945842	97.400144	97.33311	96.934744
1947.0	99.567378	95.16821	95.040861	96.365977	96.029673	94.774314	96.754369	98.708814	96.970251	97.434988	97.343041	96.918444
1946.0	99.573909	95.186063	95.042053	96.349407	96.056989	94.801112	96.775879	98.705137	96.997992	97.457989	97.332856	96.89701
1945.0	99.575404	95.193889	95.032112	96.332789	96.061287	94.815101	96.781244	98.701108	97.026926	97.465081	97.293417	96.871646
1944.0	99.568418	95.217019	95.049521	96.351865	96.075069	94.83683	96.791178	98.715543	97.068502	97.478383	97.265089	96.863367
1943.0	99.553361	95.265239	95.09595	96.412998	96.119295	94.878678	96.814571	98.743637	97.119189	97.511398	97.287323	96.884691
1942.0	99.533667	95.315277	95.130836	96.474627	96.168249	94.916968	96.827386	98.756247	97.151553	97.542219	97.345458	96.914609
1941.0	99.513211	95.34776	95.138737	96.501036	96.193326	94.929359	96.81541	98.736564	97.154431	97.546107	97.39766	96.926172
1940.0	99.494315	95.372403	95.152882	96.505165	96.203809	94.930764	96.80639	98.701984	97.152059	97.534524	97.430295	96.922809
1939.0	99.48038	95.401987	95.19557	96.518598	96.215482	94.943419	96.830771	98.681366	97.165016	97.535524	97.45501	96.92468
1938.0	99.477619	95.43246	95.245027	96.551604	96.22185	94.960895	96.878578	98.686786	97.183382	97.554824	97.478357	96.939684
1937.0	99.49016	95.46101	95.278107	96.596289	96.223376	94.967597	96.920534	98.713721	97.194652	97.578581	97.502905	96.966077
1936.0	99.514254	95.496912	95.306581	96.644621	96.246957	94.97339	96.951967	98.755654	97.21118	97.600697	97.538833	97.004945
1935.0	99.540927	95.540061	95.34788	96.688261	96.30512	95.001908	96.988106	98.805577	97.247936	97.626167	97.589325	97.050179
1934.0	99.562589	95.570966	95.390249	96.715901	96.366613	95.054381	97.029091	98.847242	97.294198	97.65511	97.635111	97.079195
1933.0	99.573789	95.576262	95.414073	96.7261	96.397786	95.108395	97.059927	98.860922	97.329652	97.681776	97.652854	97.07566
1932.0	99.569627	95.566901	95.422347	96.729913	96.407714	95.14637	97.077272	98.843581	97.351624	97.703942	97.641867	97.053093
1931.0	99.555201	95.561554	95.428349	96.734691	96.425568	95.16636	97.090172	98.814285	97.368278	97.718057	97.620326	97.037331
1930.0	99.551981	95.57049	95.43645	96.738787	96.459786	95.173837	97.102805	98.796349	97.383385	97.717507	97.608754	97.037323
1929.0	99.581588	95.599765	95.450806	96.744895	96.504131	95.182165	97.115864	98.800335	97.403536	97.710497	97.624061	97.049924
1928.0	99.639669	95.648816	95.481617	96.761121	96.556185	95.208596	97.134502	98.823006	97.440032	97.72231	97.668111	97.074779
1927.0	99.692544	95.698832	95.524096	96.782482	96.605302	95.254004	97.157311	98.853845	97.487243	97.765272	97.712935	97.103748
1926.0	99.709507	95.725428	95.555373	96.795776	96.627841	95.298382	97.167937	98.879831	97.518326	97.817858	97.721337	97.113346
1925.0	99.688506	95.729261	95.564854	96.803919	96.61842	95.328258	97.157281	98.889636	97.517928	97.851056	97.693538	97.092022
1924.0	99.650225	95.7334	95.564725	96.823005	96.604298	95.35495	97.142724	98.87941	97.501385	97.86224	97.668333	97.064908
1923.0	99.614864	95.746616	95.561995	96.850568	96.60802	95.390254	97.146806	98.856103	97.488799	97.865657	97.666935	97.066933
1922.0	99.59088	95.754084	95.546337	96.863356	96.620521	95.424384	97.169149	98.834431	97.481135	97.866959	97.665511	97.099967
1921.0	99.580717	95.750374	95.520436	96.858595	96.632939	95.450146	97.197971	98.830386	97.47735	97.867582	97.643875	97.14194
1920.0	99.585965	95.751211	95.510498	96.864178	96.661889	95.485068	97.232975	98.851798	97.489778	97.880263	97.624108	97.18286
1919.0	99.601653	95.765347	95.530694	96.897466	96.715583	95.546382	97.273865	98.889873	97.521817	97.915157	97.636515	97.224283
1918.0	99.615109	95.782181	95.562024	96.937004	96.763168	95.618171	97.300053	98.922363	97.550462	97.9564	97.675433	97.255547
1917.0	99.616343	95.796709	95.584713	96.95246	96.772041	95.66934	97.291859	98.933695	97.555733	97.978119	97.714698	97.262413
1916.0	99.607656	95.819162	95.607251	96.945289	96.754734	95.696026	97.262577	98.93014	97.54951	97.97868	97.747993	97.25511
1915.0	99.598232	95.847977	95.640477	96.933201	96.741987	95.713443	97.240113	98.925005	97.550035	97.973263	97.780833	97.256292
1914.0	99.593426	95.863878	95.673718	96.920987	96.737494	95.724205	97.230289	98.918979	97.55236	97.964126	97.803395	97.27016
1913.0	99.592669	95.863131	95.697551	96.909226	96.727902	95.724917	97.220808	98.904064	97.544501	97.94148	97.802559	97.285459
1912.0	99.593767	95.870891	95.721199	96.905892	96.714389	95.727323	97.209312	98.878267	97.532964	97.9068	97.784834	97.297999
1911.0	99.595897	95.904928	95.749726	96.91529	96.708669	95.747837	97.205515	98.847432	97.531401	97.874176	97.762411	97.311888
1910.0	99.596906	95.94811	95.766321	96.928851	96.711824	95.782795	97.210313	98.817483	97.537052	97.851348	97.732807	97.32339
1909.0	99.592493	95.974585	95.757928	96.939482	96.718748	95.815875	97.213254	98.793953	97.538678	97.835791	97.696053	97.323585
1908.0	99.581902	95.983725	95.740093	96.952714	96.729949	95.843079	97.211161	98.784232	97.537233	97.826516	97.67399	97.314627
1907.0	99.569849	95.989297	95.7335	96.971608	96.741328	95.871134	97.211995	98.790695	97.539167	97.827737	97.685803	97.307682
1906.0	99.564056	95.995015	95.738904	96.990226	96.73946	95.898028	97.219735	98.805717	97.539793	97.839684	97.720452	97.309538
1905.0	99.567479	96.000499	95.750974	97.007245	96.724191	95.914667	97.231814	98.821684	97.531497	97.859235	97.754694	97.322861
1904.0	99.577898	96.012865	95.771989	97.027843	96.717702	95.921657	97.247714	98.842308	97.519355	97.886399	97.780591	97.350796
1903.0	99.594018	96.035243	95.798731	97.04748	96.733607	95.927468	97.266601	98.87382	97.514666	97.916665	97.797538	97.387977
1902.0	99.614893	96.057303	95.815362	97.050258	96.75521	95.936025	97.280409	98.907472	97.520237	97.934592	97.796816	97.416894
1901.0	99.63317	96.070002	95.815525	97.032788	96.75986	95.946933	97.280092	98.923092	97.53071	97.926605	97.775758	97.425906
1900.0	99.636217	96.077168	95.813683	97.010685	96.746588	95.957841	97.26751	98.910037	97.539143	97.897215	97.74911	97.420028
1899.0	99.617028	96.083898	95.821917	96.994701	96.724753	95.961435	97.25235	98.876747	97.538208	97.864747	97.727747	97.40632
1898.0	99.585073	96.089777	95.837775	96.983828	96.697133	95.95337	97.241079	98.842156	97.527285	97.844634	97.704589	97.385327
1897.0	99.560267	96.10236	95.863727	96.985031	96.672137	95.948038	97.238051	98.825471	97.523513	97.844329	97.678941	97.36633
1896.0	99.555615	96.137271	95.910683	97.012947	96.671134	95.969053	97.248816	98.838708	97.548278	97.86555	97.672269	97.370512
1895.0	99.567195	96.192516	95.970179	97.061143	96.701962	96.01343	97.27055	98.875765	97.594611	97.899547	97.696178	97.400867
1894.0	99.580691	96.241574	96.011158	97.099	96.742005	96.047225	97.287511	98.910121	97.627499	97.928637	97.725163	97.427688
1893.0	99.586244	96.265828	96.022704	97.111453	96.766895	96.050933	97.288488	98.917739	97.626923	97.943094	97.730068	97.425207
1892.0	99.586609	96.275832	96.030754	97.116171	96.778873	96.043559	97.282865	98.90193	97.610729	97.950893	97.719541	97.404009
1891.0	99.591593	96.290193	96.057728	97.133324	96.792396	96.049455	97.290269	98.886715	97.607078	97.963803	97.723489	97.390955
1890.0	99.606444	96.31193	96.091995	97.160712	96.812386	96.064557	97.318494	98.888451	97.624083	97.981865	97.75217	97.394886
1889.0	99.625333	96.334971	96.114781	97.187641	96.840121	96.071101	97.357973	98.900775	97.653835	97.998273	97.79246	97.407616
1888.0	99.636991	96.357735	96.133122	97.213672	96.881499	96.06921	97.395977	98.910464	97.688755	98.010603	97.834393	97.424602
1887.0	99.637456	96.378021	96.160269	97.237433	96.93463	96.069736	97.427287	98.916293	97.722144	98.019066	97.87617	97.442714
1886.0	99.633236	96.390025	96.189296	97.250025	96.986051	96.072263	97.452703	98.924743	97.747961	98.023992	97.911661	97.451202
1885.0	99.632644	96.397842	96.210023	97.255825	97.030697	96.07229	97.477195	98.938094	97.770818	98.032947	97.935523	97.446882
1884.0	99.637347	96.416028	96.226735	97.273553	97.078594	96.0727	97.505782	98.952414	97.801039	98.058605	97.953063	97.444192
1883.0	99.643781	96.445564	96.240573	97.303663	97.12981	96.072281	97.534411	98.961644	97.832166	98.099534	97.967725	97.452526
1882.0	99.648003	96.466012	96.237618	97.31936	97.16423	96.060476	97.552217	98.961397	97.84355	98.135081	97.97106	97.459774
1881.0	99.647056	96.46215	96.214463	97.304608	97.171685	96.037843	97.55718	98.953385	97.833794	98.148883	97.961187	97.455831
1880.0	99.639396	96.44251	96.194377	97.277949	97.170529	96.021701	97.560193	98.946189	97.828834	98.145627	97.955674	97.452483
1879.0	99.626688	96.422067	96.196718	97.262899	97.179571	96.019358	97.569028	98.947758	97.844539	98.138426	97.969783	97.460558
1878.0	99.616145	96.403895	96.210683	97.259903	97.19325	96.017126	97.578569	98.95804	97.863981	98.132599	97.996395	97.466162
1877.0	99.615875	96.388372	96.217905	97.261514	97.201588	96.007664	97.583249	98.971441	97.866164	98.131431	98.022974	97.451253
1876.0	99.624823	96.382826	96.219091	97.269073	97.212362	96.006286	97.58641	98.984047	97.855239	98.144379	98.051458	97.423839
1875.0	99.633123	96.390379	96.220874	97.280127	97.233916	96.023612	97.589152	98.993897	97.844732	98.173875	98.081868	97.405754
1874.0	99.63365	96.40398	96.217666	97.281375	97.256159	96.042172	97.584884	98.99662	97.834881	98.204815	98.09366	97.401716
1873.0	99.628375	96.419444	96.205057	97.269112	97.267241	96.039905	97.573982	98.988398	97.823892	98.222677	98.067244	97.401207
1872.0	99.622536	96.438484	96.191913	97.256893	97.270404	96.018247	97.568322	98.972505	97.822325	98.232054	98.011976	97.398803
1871.0	99.616338	96.45242	96.183082	97.251579	97.268278	95.990394	97.573211	98.95632	97.838015	98.244205	97.954694	97.39393
1870.0	99.606208	96.442575	96.167776	97.242102	97.251562	95.961727	97.579577	98.943324	97.859935	98.255658	97.914925	97.381782
1869.0	99.594641	96.409398	96.143064	97.223168	97.223094	95.939453	97.583699	98.932981	97.872698	98.254398	97.903059	97.363969
1868.0	99.591136	96.379864	96.129524	97.210288	97.208356	95.940992	97.597632	98.927331	97.875703	98.240618	97.922031	97.357258
1867.0	99.599008	96.368607	96.139168	97.21272	97.217096	95.969258	97.625067	98.931148	97.870859	98.22247	97.954585	97.36918
1866.0	99.611474	96.359876	96.153324	97.214095	97.22659	95.999298	97.647564	98.94557	97.85171	98.201445	97.971853	97.381597
1865.0	99.62183	96.338992	96.153068	97.200755	97.218374	96.008998	97.650137	98.967052	97.82175	98.179567	97.967556	97.378674
1864.0	99.629924	96.313735	96.143886	97.183503	97.202364	96.003942	97.642066	98.989682	97.801361	98.167214	97.964662	97.369846
1863.0	99.637507	96.294923	96.135676	97.173636	97.193438	95.997743	97.638412	99.005546	97.801242	98.16919	97.97963	97.367814
1862.0	99.640617	96.276761	96.122077	97.160554	97.186403	95.986081	97.63432	99.006596	97.80567	98.172615	97.997309	97.362886
1861.0	99.631089	96.251231	96.097122	97.132542	97.170352	95.958957	97.615486	98.99262	97.796381	98.161978	97.996068	97.341397
1860.0	99.607871	96.227703	96.073502	97.100955	97.149668	95.924267	97.585354	98.975376	97.777266	98.139576	97.980621	97.315785
1859.0	99.582915	96.222216	96.064197	97.082031	97.132783	95.897183	97.561852	98.967415	97.760223	98.11876	97.968193	97.309449
1858.0	99.571511	96.236551	96.063193	97.072824	97.117008	95.878577	97.552671	98.969096	97.744406	98.104973	97.959038	97.32203
1857.0	99.577088	96.258722	96.061042	97.065979	97.100307	95.862409	97.550311	98.973213	97.726273	98.09483	97.94524	97.333776
1856.0	99.588677	96.275121	96.059777	97.068389	97.089609	95.849327	97.546882	98.977192	97.712723	98.086444	97.931787	97.333856
1855.0	99.594079	96.275592	96.057049	97.085764	97.082778	95.837054	97.538822	98.981878	97.707079	98.078559	97.924243	97.323447
1854.0	99.591668	96.259284	96.040387	97.106354	97.062326	95.813696	97.521873	98.983706	97.697646	98.066224	97.911776	97.302852
1853.0	99.587002	96.243026	96.012731	97.117303	97.022339	95.77732	97.495034	98.978862	97.675617	98.049008	97.882763	97.27701
1852.0	99.587094	96.250054	96.003118	97.12539	96.982127	95.743806	97.465793	98.972424	97.650439	98.032765	97.844958	97.261022
1851.0	99.594036	96.284615	96.030151	97.139904	96.958032	95.721906	97.442904	98.972878	97.633607	98.020504	97.813216	97.260905
1850.0	99.605846	96.328869	96.073682	97.153612	96.942356	95.701319	97.426509	98.980069	97.621108	98.009466	97.787481	97.261621
1849.0	99.618271	96.367215	96.103527	97.158996	96.924191	95.676065	97.414164	98.987414	97.605533	98.000329	97.761418	97.24945
1848.0	99.62639	96.399096	96.115871	97.163526	96.909453	95.657942	97.409641	98.992993	97.59132	98.000292	97.740164	97.232859
1847.0	99.627834	96.424566	96.124988	97.174752	96.902517	95.651162	97.41531	98.999335	97.584004	98.008017	97.732391	97.22412
1846.0	99.623809	96.436155	96.136042	97.18568	96.888496	95.635128	97.423778	99.002369	97.578037	98.007739	97.734702	97.215107
1845.0	99.617691	96.435234	96.147984	97.192591	96.855218	95.592147	97.427005	98.993409	97.568701	97.986999	97.742197	97.19158
1844.0	99.615887	96.439874	96.167857	97.205388	96.819402	95.535827	97.427468	98.9744	97.563597	97.955657	97.759035	97.15961
1843.0	99.623724	96.460463	96.200398	97.228555	96.802535	95.487431	97.429364	98.958568	97.565796	97.93132	97.776892	97.133589
1842.0	99.63768	96.487589	96.236769	97.252887	96.799527	95.445657	97.429008	98.954447	97.562569	97.915837	97.774329	97.112388
1841.0	99.648941	96.514617	96.267663	97.270462	96.798363	95.400263	97.422945	98.958848	97.546955	97.905276	97.752082	97.088849
1840.0	99.650038	96.547618	96.296255	97.285828	96.800957	95.352455	97.41653	98.962114	97.531248	97.904565	97.734992	97.066532
1839.0	99.639017	96.589693	96.328928	97.307409	96.811937	95.310001	97.418824	98.958837	97.530972	97.919014	97.74259	97.052427
1838.0	99.624693	96.633231	96.365156	97.336373	96.827762	95.273343	97.43327	98.95352	97.548075	97.942293	97.771246	97.041439
1837.0	99.61861	96.673518	96.404506	97.37043	96.848586	95.240354	97.458332	98.954436	97.577543	97.965206	97.807561	97.023982
1836.0	99.621784	96.713818	96.449586	97.408054	96.883293	95.216262	97.490829	98.962783	97.616168	97.987982	97.843948	97.003047
1835.0	99.625108	96.750723	96.493196	97.43945	96.929926	95.203182	97.522612	98.969732	97.654613	98.012313	97.870377	96.986152
1834.0	99.623363	96.773211	96.518573	97.447961	96.970854	95.192234	97.542727	98.966274	97.678467	98.03483	97.871525	96.970749
1833.0	99.622704	96.781968	96.522533	97.433766	97.000039	95.177271	97.549795	98.954655	97.68925	98.056233	97.848002	96.952998
1832.0	99.630716	96.792043	96.523908	97.422246	97.03547	95.163954	97.557417	98.946525	97.708932	98.084245	97.826803	96.940421
1831.0	99.640711	96.811975	96.539078	97.436568	97.091684	95.160394	97.58189	98.952482	97.751111	98.121789	97.838333	96.943594
1830.0	99.643268	96.833713	96.561359	97.467224	97.15491	95.164939	97.622145	98.973364	97.798742	98.160001	97.880687	96.95753
1829.0	99.64568	96.852899	96.581039	97.490883	97.202953	95.171746	97.663086	98.999498	97.829564	98.192483	97.921594	96.967572
1828.0	99.659266	96.879356	96.607463	97.511067	97.236867	95.185766	97.699031	99.023327	97.848015	98.224592	97.94386	96.974178
1827.0	99.678985	96.911921	96.647612	97.541407	97.267445	95.212057	97.733887	99.044105	97.867055	98.257563	97.961131	96.986947
1826.0	99.688194	96.928965	96.684729	97.572531	97.290498	95.242041	97.765555	99.058817	97.88302	98.279748	97.987345	97.003528
1825.0	99.681266	96.917746	96.701102	97.586651	97.30006	95.267518	97.787109	99.062276	97.887932	98.283208	98.019409	97.0156
1824.0	99.670905	96.894299	96.702876	97.584068	97.306489	95.293374	97.797252	99.056869	97.887551	98.279176	98.047832	97.024898
1823.0	99.667661	96.878816	96.703873	97.577721	97.31843	95.325037	97.797983	99.052217	97.887089	98.280348	98.064709	97.037935
1822.0	99.66777	96.873551	96.702104	97.569859	97.328245	95.353913	97.789214	99.053636	97.879004	98.282463	98.063633	97.050409
1821.0	99.66597	96.877407	96.695607	97.560604	97.333093	95.373533	97.777791	99.060018	97.864177	98.279574	98.048189	97.057463
1820.0	99.666157	96.897318	96.700626	97.565541	97.349624	95.398707	97.781822	99.072288	97.865124	98.281171	98.039775	97.07128
1819.0	99.674265	96.931656	96.727281	97.595662	97.38929	95.448127	97.810875	99.093591	97.897542	98.300215	98.059341	97.107132
1818.0	99.689686	96.960461	96.754399	97.632613	97.434649	95.512586	97.848804	99.117354	97.942895	98.330209	98.099937	97.155985
1817.0	99.704818	96.967448	96.753118	97.645214	97.45992	95.560714	97.871313	99.126405	97.969907	98.352059	98.134193	97.191861
1816.0	99.712197	96.956875	96.724463	97.626634	97.460358	95.575352	97.871831	99.112214	97.970345	98.357355	98.144217	97.205171
1815.0	99.70899	96.937192	96.691688	97.594087	97.443451	95.563445	97.858757	99.085239	97.955104	98.349391	98.128689	97.205631
1814.0	99.695679	96.906174	96.665665	97.55844	97.410216	95.538323	97.838604	99.060786	97.930643	98.332601	98.09108	97.198864
1813.0	99.678498	96.864892	96.643634	97.522066	97.3659	95.512484	97.81498	99.045132	97.900099	98.311331	98.042139	97.183994
1812.0	99.666565	96.83003	96.627854	97.494119	97.332473	95.501007	97.796471	99.038176	97.874501	98.294029	98.006556	97.170082
1811.0	99.665463	96.815384	96.621091	97.483558	97.326208	95.51011	97.787876	99.039506	97.861244	98.284403	98.001577	97.171044
1810.0	99.672851	96.812989	96.613443	97.481135	97.333196	95.522334	97.780873	99.043349	97.850856	98.273006	98.010411	97.180609
1809.0	99.680139	96.807906	96.59474	97.469418	97.329733	95.518019	97.767981	99.038749	97.833347	98.252976	98.00414	97.179378
1808.0	99.681751	96.799263	96.573959	97.449233	97.313642	95.504558	97.754813	99.024041	97.81566	98.232397	97.982648	97.167134
1807.0	99.679506	96.795749	96.565491	97.433799	97.296758	95.499249	97.748701	99.009325	97.807739	98.220992	97.963472	97.159452
1806.0	99.676756	96.802536	96.567421	97.426673	97.283213	95.497405	97.745577	99.00166	97.804425	98.216282	97.944302	97.157671
1805.0	99.672117	96.819541	96.570327	97.422863	97.271192	95.481454	97.737806	98.997446	97.794857	98.212901	97.907558	97.14794
1804.0	99.66143	96.840603	96.572656	97.421768	97.261729	95.452166	97.725912	98.990757	97.779374	98.213913	97.853957	97.126875
1803.0	99.645408	96.851067	96.575071	97.425356	97.25254	95.430059	97.715421	98.981813	97.765638	98.221214	97.808203	97.108001
1802.0	99.629786	96.841909	96.569679	97.428302	97.237087	95.432192	97.710255	98.975369	97.757448	98.228338	97.792499	97.103827
1801.0	99.62417	96.829302	96.555365	97.428646	97.221803	95.460932	97.714457	98.975658	97.757599	98.230728	97.807923	97.116359
1800.0	99.632226	96.84034	96.551256	97.437032	97.225728	95.510008	97.731918	98.983894	97.770521	98.23492	97.841017	97.143467
1799.0	99.647138	96.874084	96.570155	97.457005	97.248966	95.565686	97.754848	98.994605	97.78973	98.244554	97.868598	97.176893
