ν	LD-Alanina No Magnetizada Irradiada Petri	LD-Alanina Magnetizada Irradiada Petri	LD-Alanina  No Magnetizada Petri	LD-Alanina  Magnetizada Petri	L-Alanina No Magnetizada Irradiada Petri	L-Alanina Magnetizada Petri	L-Alanina Magnetizada Irradiada Petri	L-Alanina  No Magnetizada Petri	D-Alanina No Magnetizada Irradiada Petri	D-Alanina Magnetizada Irradiada Petri	D-Alanina  No Magnetizada Petri	D-Alanina  Magnetizada Petri
3375.0	100.566454	98.449286	98.257742	98.747704	98.049798	99.005218	98.665831	100.196294	98.816933	99.545579	99.134406	98.872905
3374.0	100.552094	98.439986	98.255332	98.743166	98.054853	98.990868	98.671508	100.193196	98.805122	99.543771	99.134171	98.87485
3373.0	100.531352	98.433392	98.246412	98.739425	98.051899	98.9714	98.674992	100.192169	98.795668	99.53404	99.129733	98.878426
3372.0	100.517102	98.433401	98.235982	98.737151	98.045984	98.953609	98.677849	100.19388	98.797733	99.522522	99.126404	98.882496
3371.0	100.518382	98.442038	98.230243	98.735318	98.042574	98.941943	98.682581	100.196831	98.811975	99.515456	99.128082	98.886945
3370.0	100.532858	98.457067	98.231344	98.733316	98.044208	98.936231	98.689638	100.200088	98.830467	99.514986	99.133841	98.890559
3369.0	100.550075	98.47288	98.236528	98.732745	98.049885	98.934731	98.698667	100.203889	98.844166	99.519663	99.140609	98.892029
3368.0	100.56226	98.483451	98.242015	98.736194	98.056784	98.937057	98.709437	100.207857	98.849894	99.526774	99.14715	98.892429
3367.0	100.57051	98.485018	98.246307	98.744684	98.062164	98.942978	98.719917	100.210069	98.850097	99.533265	99.153693	98.894188
3366.0	100.579905	98.478545	98.250346	98.757241	98.064265	98.950076	98.726141	100.209238	98.848058	99.536307	99.159138	98.897535
3365.0	100.590756	98.470442	98.255952	98.771935	98.062492	98.953925	98.726192	100.207469	98.845252	99.534858	99.160983	98.899577
3364.0	100.597313	98.468191	98.263762	98.785349	98.057399	98.949727	98.722662	100.208933	98.842304	99.530399	99.157899	98.896837
3363.0	100.594861	98.473365	98.271923	98.792032	98.050927	98.9342	98.719598	100.214965	98.839832	99.525837	99.151231	98.887845
3362.0	100.585783	98.480241	98.277703	98.788072	98.046484	98.908871	98.718594	100.221898	98.83761	99.524612	99.144386	98.874386
3361.0	100.577471	98.482204	98.280929	98.775976	98.047188	98.882131	98.718971	100.224973	98.834264	99.53014	99.141088	98.861482
3360.0	100.575178	98.477523	98.283876	98.762759	98.052232	98.864032	98.719601	100.223018	98.828473	99.542781	99.142446	98.854455
3359.0	100.577644	98.468011	98.286439	98.752024	98.055557	98.856289	98.718661	100.217698	98.820065	99.555984	99.144243	98.853558
3358.0	100.579053	98.455091	98.283489	98.740942	98.050471	98.849591	98.713632	100.209551	98.809964	99.558942	99.138831	98.852194
3357.0	100.574484	98.4398	98.26966	98.726848	98.036563	98.833388	98.70394	100.197565	98.799593	99.546787	99.122321	98.842882
3356.0	100.563754	98.424814	98.246286	98.71345	98.020831	98.806616	98.692358	100.182676	98.79006	99.526605	99.099568	98.825041
3355.0	100.550917	98.413252	98.221681	98.706849	98.011328	98.776653	98.681569	100.168889	98.781077	99.509578	99.079823	98.805264
3354.0	100.54066	98.405417	98.204597	98.70698	98.010086	98.750014	98.670266	100.159574	98.770698	99.497677	99.067069	98.790118
3353.0	100.535465	98.398524	98.198398	98.706931	98.01199	98.727513	98.655001	100.154392	98.757048	99.482661	99.056713	98.780498
3352.0	100.53602	98.389982	98.200673	98.700979	98.009388	98.707291	98.635577	100.151209	98.740963	99.459227	99.042566	98.772943
3351.0	100.543127	98.380964	98.206597	98.690981	97.998773	98.688922	98.617087	100.149748	98.726923	99.435403	99.025911	98.764538
3350.0	100.55716	98.37743	98.212608	98.68436	97.985083	98.674178	98.606598	100.151687	98.720712	99.426719	99.016347	98.75591
3349.0	100.574694	98.386611	98.217772	98.686867	97.978516	98.665462	98.608183	100.157597	98.724882	99.440707	99.023084	98.750129
3348.0	100.58721	98.409252	98.221897	98.696904	97.984072	98.663015	98.61968	100.165205	98.735382	99.468572	99.044929	98.748762
3347.0	100.586133	98.434426	98.223052	98.705983	97.994214	98.662332	98.632961	100.170972	98.743208	99.491502	99.068816	98.748964
3346.0	100.570712	98.446045	98.218634	98.705808	97.995585	98.655774	98.639305	100.17281	98.741531	99.494903	99.079459	98.745356
3345.0	100.550047	98.437776	98.209651	98.696666	97.984042	98.63927	98.637143	100.171423	98.732253	99.478564	99.072051	98.735703
3344.0	100.536273	98.419745	98.202181	98.688252	97.969897	98.616892	98.634221	100.169965	98.724597	99.455856	99.056493	98.723849
3343.0	100.535485	98.407673	98.202629	98.690027	97.966706	98.596588	98.639684	100.172047	98.725906	99.442845	99.048808	98.715853
3342.0	100.544712	98.406579	98.211379	98.700587	97.977226	98.581571	98.653285	100.178402	98.733707	99.445342	99.057203	98.713403
3341.0	100.555492	98.407792	98.221425	98.708063	97.991639	98.567426	98.663712	100.184295	98.737314	99.454512	99.074862	98.711246
3340.0	100.559033	98.400503	98.223135	98.701493	97.996627	98.547078	98.65829	100.181381	98.727259	99.455305	99.085471	98.700631
3339.0	100.550151	98.382849	98.211286	98.681169	97.984681	98.517053	98.634453	100.164674	98.703543	99.440373	99.076975	98.676288
3338.0	100.530029	98.361476	98.189188	98.657758	97.957818	98.479462	98.602057	100.138764	98.67531	99.41594	99.051695	98.642563
3337.0	100.506177	98.343366	98.165991	98.642376	97.925768	98.439786	98.575041	100.115754	98.652935	99.394235	99.023492	98.612719
3336.0	100.487592	98.329824	98.148525	98.637882	97.899638	98.402745	98.560614	100.10547	98.640577	99.38172	99.004813	98.598482
3335.0	100.478416	98.317406	98.136112	98.639023	97.884802	98.368988	98.555755	100.107731	98.63618	99.376032	98.996938	98.598004
3334.0	100.476586	98.303293	98.124893	98.63965	97.879388	98.335361	98.553146	100.114431	98.636887	99.372727	98.992856	98.596538
3333.0	100.477714	98.288742	98.115227	98.638003	97.878621	98.297972	98.548491	100.117183	98.641046	99.370554	98.986715	98.580648
3332.0	100.47796	98.276809	98.110515	98.634419	97.878082	98.254188	98.541201	100.111294	98.644386	99.368525	98.977757	98.549624
3331.0	100.473794	98.267911	98.10931	98.626525	97.873579	98.203106	98.530873	100.095148	98.639077	99.36187	98.967304	98.512315
3330.0	100.463506	98.260307	98.10483	98.611115	97.863271	98.14792	98.517798	100.071196	98.621644	99.346183	98.957072	98.477394
3329.0	100.451437	98.255123	98.095052	98.591574	97.852446	98.098247	98.507386	100.048705	98.600042	99.325469	98.951121	98.450034
3328.0	100.447188	98.257088	98.087931	98.578796	97.85133	98.064697	98.509151	100.040422	98.587082	99.311375	98.954407	98.433032
3327.0	100.456171	98.26769	98.091606	98.580539	97.863297	98.04691	98.527444	100.051708	98.585874	99.311779	98.966269	98.42434
3326.0	100.472287	98.280344	98.102474	98.591643	97.878046	98.029975	98.554921	100.074163	98.586962	99.322447	98.97842	98.414929
3325.0	100.48418	98.285997	98.108575	98.599134	97.881427	97.997143	98.577916	100.09328	98.581615	99.332073	98.982862	98.39599
3324.0	100.488149	98.282138	98.103197	98.596496	97.870145	97.944415	98.58722	100.101742	98.572483	99.333294	98.979905	98.369075
3323.0	100.490391	98.272807	98.089883	98.588545	97.851986	97.879196	98.582129	100.102669	98.567248	99.326162	98.97498	98.343958
3322.0	100.495766	98.260589	98.074359	98.581247	97.833153	97.807765	98.566724	100.101233	98.565703	99.31297	98.969262	98.325384
3321.0	100.49941	98.242937	98.057123	98.571507	97.812263	97.730859	98.546215	100.097727	98.558842	99.294582	98.958115	98.306895
3320.0	100.492701	98.217111	98.035562	98.550937	97.787908	97.650902	98.52592	100.089793	98.539502	99.272831	98.93911	98.279384
3319.0	100.474697	98.185324	98.00906	98.517868	97.765621	97.57582	98.509257	100.077459	98.509585	99.252522	98.917022	98.241166
3318.0	100.45388	98.153304	97.979288	98.481371	97.752399	97.511521	98.495188	100.063152	98.4769	99.237708	98.89789	98.196902
3317.0	100.439447	98.125996	97.948229	98.452551	97.746875	97.454511	98.479978	100.048812	98.448521	99.227086	98.880639	98.150787
3316.0	100.43415	98.106175	97.918941	98.434735	97.739547	97.39613	98.46256	100.03609	98.427685	99.216023	98.858964	98.105262
3315.0	100.435335	98.094949	97.896659	98.42366	97.722876	97.332544	98.446486	100.028643	98.414011	99.203379	98.832072	98.064236
3314.0	100.439534	98.090865	97.885492	98.415058	97.698617	97.267514	98.435572	100.031091	98.405208	99.193855	98.809997	98.032411
3313.0	100.444147	98.088939	97.883024	98.408763	97.674521	97.205703	98.428905	100.043993	98.399449	99.19176	98.804527	98.010055
3312.0	100.446307	98.082853	97.879962	98.405097	97.655667	97.14581	98.421175	100.060534	98.395817	99.193622	98.815047	97.990729
3311.0	100.442693	98.069245	97.866862	98.400177	97.640214	97.081455	98.407346	100.069483	98.391418	99.189219	98.826374	97.965916
3310.0	100.43174	98.049679	97.841592	98.387538	97.622636	97.008565	98.386715	100.062639	98.379713	99.170707	98.822261	97.931915
3309.0	100.416162	98.028267	97.809958	98.364579	97.59936	96.931274	98.363278	100.040516	98.355047	99.139872	98.799622	97.891812
3308.0	100.402556	98.007513	97.779267	98.335762	97.570723	96.859101	98.342467	100.011294	98.319063	99.105885	98.768175	97.850679
3307.0	100.396997	97.986234	97.752172	98.308379	97.538879	96.797175	98.326598	99.984018	98.27992	99.076696	98.738643	97.809563
3306.0	100.399785	97.960956	97.726845	98.285437	97.505641	96.740112	98.312626	99.962583	98.244511	99.052941	98.714588	97.765592
3305.0	100.404578	97.929319	97.701332	98.263323	97.472433	96.677404	98.294528	99.946035	98.213612	99.029185	98.694387	97.718353
3304.0	100.403652	97.893052	97.675676	98.236663	97.440718	96.60474	98.268477	99.933434	98.185272	99.000382	98.676113	97.673816
3303.0	100.394612	97.85856	97.650396	98.205333	97.411295	96.528512	98.236246	99.926471	98.160029	98.96801	98.658517	97.639643
3302.0	100.382101	97.83376	97.625312	98.17596	97.383508	96.459266	98.204122	99.926712	98.140373	98.9405	98.64027	97.617586
3301.0	100.373111	97.821706	97.600537	98.15559	97.355446	96.40242	98.17847	99.931571	98.125998	98.925978	98.620845	97.602873
3300.0	100.370742	97.815761	97.576678	98.143938	97.324595	96.355428	98.161556	99.934635	98.111626	98.922927	98.601078	97.590152
3299.0	100.372183	97.802977	97.553219	98.133278	97.288699	96.311871	98.150682	99.930534	98.090013	98.919128	98.581557	97.576807
3298.0	100.372356	97.775376	97.528517	98.116474	97.247407	96.266853	98.140876	99.919615	98.056789	98.901929	98.561774	97.560663
3297.0	100.369595	97.738295	97.502675	98.093675	97.203709	96.219326	98.128162	99.908254	98.01328	98.869345	98.541696	97.53868
3296.0	100.367692	97.70551	97.47892	98.0703	97.16261	96.170782	98.110398	99.90467	97.966033	98.829856	98.52246	97.510348
3295.0	100.371727	97.685693	97.460243	98.050257	97.127215	96.122427	98.086326	99.913014	97.923732	98.792675	98.503893	97.479906
3294.0	100.381691	97.675541	97.44531	98.033315	97.095922	96.074049	98.055841	99.929557	97.892935	98.761125	98.483016	97.452338
3293.0	100.391144	97.666062	97.429208	98.017768	97.06346	96.025369	98.021494	99.943909	97.874645	98.734595	98.457141	97.427714
3292.0	100.393183	97.652461	97.408184	98.002522	97.024725	95.977231	97.988136	99.945468	97.863824	98.712459	98.427842	97.401183
3291.0	100.387505	97.636199	97.382881	97.986489	96.9787	95.93054	97.960112	99.931145	97.852658	98.693967	98.400046	97.368466
3290.0	100.38062	97.619929	97.356941	97.968777	96.92995	95.884802	97.939444	99.908038	97.835614	98.676864	98.377208	97.330453
3289.0	100.379264	97.604003	97.333058	97.950697	96.886047	95.838755	97.926698	99.88806	97.812424	98.658948	98.358708	97.292756
3288.0	100.384558	97.587953	97.310736	97.935642	96.852075	95.791671	97.921559	99.878977	97.786683	98.640427	98.341988	97.261684
3287.0	100.392127	97.572659	97.287881	97.925326	96.82703	95.742604	97.921125	99.879723	97.761631	98.623175	98.325862	97.239965
3286.0	100.396037	97.559124	97.264074	97.916754	96.805664	95.688767	97.91882	99.883334	97.7368	98.60783	98.310718	97.224646
3285.0	100.391928	97.545241	97.241044	97.903752	96.783139	95.626442	97.90734	99.883167	97.708146	98.592373	98.29557	97.208203
3284.0	100.378341	97.525457	97.219633	97.88152	96.757469	95.55454	97.883761	99.876312	97.671639	98.573366	98.27634	97.1826
3283.0	100.357709	97.495979	97.198509	97.850337	96.729527	95.477201	97.852042	99.863331	97.627968	98.548861	98.249145	97.1445
3282.0	100.3363	97.461217	97.17787	97.816142	96.703159	95.402684	97.820644	99.847133	97.584423	98.521166	98.216001	97.098586
3281.0	100.320955	97.432769	97.162493	97.78738	96.684088	95.339031	97.797051	99.831912	97.551026	98.496432	98.185322	97.055574
3280.0	100.314193	97.418911	97.157364	97.769451	96.675225	95.289181	97.783166	99.820956	97.533183	98.479609	98.164488	97.0244
3279.0	100.313019	97.415552	97.160569	97.761417	96.672428	95.249357	97.775347	99.814671	97.527817	98.469411	98.152852	97.004521
3278.0	100.313364	97.410576	97.164013	97.758643	96.667215	95.212605	97.769112	99.81158	97.526879	98.460085	98.144318	96.986718
3277.0	100.314913	97.397263	97.161811	97.758252	96.654305	95.174174	97.763357	99.810991	97.523894	98.448664	98.135892	96.963082
3276.0	100.320313	97.380392	97.155047	97.760781	96.634974	95.132929	97.759319	99.813038	97.51677	98.438383	98.130572	96.935752
3275.0	100.330102	97.368538	97.147416	97.76678	96.613534	95.088374	97.756581	99.815992	97.50602	98.433664	98.13129	96.914173
3274.0	100.340194	97.364037	97.139407	97.773674	96.593258	95.039202	97.752258	99.815843	97.492281	98.433346	98.134846	96.903668
3273.0	100.344738	97.362513	97.128435	97.776237	96.575656	94.98592	97.743739	99.809764	97.474844	98.430316	98.133048	96.897903
3272.0	100.340282	97.358789	97.111964	97.768628	96.560183	94.932181	97.729838	99.798401	97.450842	98.416746	98.118019	96.882745
3271.0	100.32728	97.350082	97.088814	97.746292	96.543419	94.881321	97.70934	99.783708	97.41684	98.389171	98.086396	96.847574
3270.0	100.30976	97.335464	97.0597	97.708748	96.521234	94.833207	97.681477	99.766353	97.373601	98.350792	98.041707	96.794639
3269.0	100.294416	97.315551	97.028035	97.662119	96.493184	94.786385	97.648954	99.746907	97.328699	98.310776	97.994165	96.739157
3268.0	100.287523	97.292095	96.997857	97.617406	96.462562	94.74137	97.618045	99.728206	97.291471	98.279476	97.955334	96.698906
3267.0	100.289843	97.265872	96.969411	97.584271	96.431343	94.699074	97.593992	99.714443	97.264896	98.260987	97.930206	96.680503
3266.0	100.295025	97.236103	96.939248	97.56569	96.397916	94.657638	97.577506	99.70816	97.244562	98.249568	97.914904	96.674624
3265.0	100.295372	97.203962	96.906367	97.557488	96.361429	94.614395	97.566061	99.709026	97.225577	98.234646	97.902514	96.665365
3264.0	100.289608	97.175226	96.875723	97.551802	96.32588	94.570943	97.556293	99.714739	97.207761	98.210217	97.889248	96.644292
3263.0	100.283691	97.156762	96.853186	97.541969	96.297677	94.532984	97.544673	99.722121	97.193446	98.179921	97.874364	96.614943
3262.0	100.283961	97.150685	96.839168	97.526901	96.280301	94.503959	97.529063	99.728472	97.183063	98.153945	97.857563	96.585741
3261.0	100.290603	97.153438	96.829363	97.511328	96.272106	94.480454	97.511318	99.733326	97.17435	98.140888	97.83972	96.561762
3260.0	100.297452	97.159044	96.819257	97.499536	96.266907	94.454068	97.495463	99.737709	97.163658	98.140367	97.824164	96.542745
3259.0	100.296732	97.160772	96.805355	97.488469	96.255523	94.416453	97.481345	99.740477	97.146761	98.141711	97.813529	96.524967
3258.0	100.284486	97.151149	96.784542	97.469652	96.22994	94.363273	97.463026	99.736919	97.120514	98.130837	97.804772	96.502903
3257.0	100.26388	97.124872	96.756203	97.439355	96.189405	94.296511	97.436176	99.723156	97.08547	98.100668	97.789554	96.471668
3256.0	100.244077	97.083679	96.723883	97.404225	96.14165	94.224101	97.40447	99.700858	97.045516	98.056085	97.760808	96.431043
3255.0	100.233799	97.036648	96.691468	97.374416	96.095787	94.155069	97.374981	99.675481	97.003883	98.009106	97.718906	96.386936
3254.0	100.23415	96.994212	96.658524	97.352651	96.054265	94.092981	97.348935	99.651056	96.961036	97.969594	97.671835	96.346632
3253.0	100.238066	96.961872	96.622901	97.332696	96.012965	94.03453	97.32089	99.629295	96.917257	97.939787	97.629765	96.311563
3252.0	100.237061	96.938811	96.587133	97.307966	95.96801	93.974636	97.286592	99.612442	96.875028	97.915553	97.598663	96.27528
3251.0	100.227648	96.920469	96.557932	97.278826	95.920404	93.911345	97.248302	99.602524	96.837081	97.891277	97.577641	96.229245
3250.0	100.211737	96.901685	96.538276	97.250802	95.873977	93.845235	97.212132	99.596907	96.803417	97.863874	97.561668	96.171241
3249.0	100.193579	96.878932	96.522895	97.227472	95.830297	93.775981	97.182465	99.588207	96.77172	97.833122	97.545905	96.10824
3248.0	100.1777	96.85123	96.502982	97.206803	95.786688	93.701631	97.158748	99.571007	96.739646	97.798875	97.526961	96.050452
3247.0	100.167266	96.819564	96.473584	97.184417	95.739961	93.621009	97.135477	99.547396	96.705864	97.759594	97.501538	96.001807
3246.0	100.161618	96.785873	96.436051	97.159052	95.692082	93.535515	97.105861	99.524941	96.670502	97.715468	97.466928	95.956519
3245.0	100.156396	96.752841	96.39603	97.133365	95.650266	93.448199	97.068455	99.510762	96.635966	97.672387	97.42429	95.905773
3244.0	100.148692	96.72391	96.360711	97.10955	95.619509	93.361547	97.030673	99.50826	96.605982	97.639795	97.380153	95.847684
3243.0	100.141731	96.702104	96.335645	97.086272	95.596218	93.276135	97.003213	99.516898	96.582017	97.622852	97.343042	95.789658
3242.0	100.141641	96.687844	96.320806	97.061165	95.571616	93.190638	96.98978	99.532316	96.560717	97.617419	97.317931	95.740599
3241.0	100.149044	96.677347	96.308904	97.034234	95.540037	93.102436	96.983169	99.547011	96.535242	97.612696	97.302698	95.701182
3240.0	100.156207	96.663228	96.289183	97.006372	95.500776	93.008713	96.97167	99.553115	96.498917	97.597833	97.288732	95.661949
3239.0	100.154096	96.638314	96.254941	96.976208	95.453476	92.908605	96.948727	99.546061	96.449069	97.567613	97.266557	95.611097
3238.0	100.141199	96.601237	96.208693	96.942068	95.397454	92.80532	96.917008	99.526428	96.390093	97.525591	97.233642	95.544722
3237.0	100.124265	96.558827	96.16048	96.906895	95.336925	92.705109	96.884633	99.499263	96.332832	97.482678	97.196677	95.469849
3236.0	100.111497	96.521341	96.120495	96.877253	95.281446	92.611951	96.857574	99.471472	96.287511	97.449272	97.164109	95.397536
3235.0	100.106352	96.494209	96.092016	96.856191	95.237175	92.522898	96.834512	99.448229	96.255112	97.426093	97.137216	95.333622
3234.0	100.106956	96.474922	96.070077	96.839806	95.199998	92.429998	96.80864	99.430689	96.226961	97.403904	97.111075	95.27624
3233.0	100.109094	96.457427	96.046214	96.821738	95.160108	92.327142	96.77474	99.417147	96.193349	97.373369	97.082641	95.220107
3232.0	100.108796	96.437345	96.014705	96.798121	95.111708	92.213792	96.734102	99.405985	96.150733	97.333785	97.052709	95.160302
3231.0	100.103563	96.412602	95.97562	96.767195	95.05648	92.092551	96.692441	99.396411	96.100892	97.291763	97.019511	95.09274
3230.0	100.093244	96.382263	95.93361	96.728493	94.999906	91.966345	96.654763	99.387121	96.0474	97.254277	96.977138	95.015791
3229.0	100.08055	96.347332	95.89401	96.685698	94.946687	91.839162	96.623485	99.37651	95.995155	97.224522	96.924503	94.933504
3228.0	100.069963	96.311238	95.859066	96.647428	94.898179	91.716059	96.59947	99.364559	95.949426	97.201285	96.871741	94.853725
3227.0	100.064995	96.27722	95.827299	96.620873	94.852099	91.598944	96.581806	99.352694	95.91106	97.179274	96.832383	94.779918
3226.0	100.066012	96.246201	95.79653	96.605142	94.805724	91.483682	96.566755	99.341436	95.874192	97.152114	96.810381	94.707189
3225.0	100.071009	96.218933	95.76687	96.593392	94.760415	91.364352	96.549655	99.330583	95.832493	97.118375	96.798385	94.629306
3224.0	100.078458	96.1983	95.739856	96.580393	94.721011	91.239513	96.528569	99.322432	95.787432	97.083681	96.787186	94.546996
3223.0	100.088603	96.18601	95.715259	96.565126	94.689342	91.111059	96.504435	99.321684	95.747567	97.054127	96.772474	94.465002
3222.0	100.101435	96.177269	95.690594	96.547082	94.660489	90.977311	96.477282	99.329552	95.719336	97.02844	96.752773	94.382808
3221.0	100.114112	96.162333	95.663854	96.52399	94.627286	90.831133	96.444302	99.339613	95.70003	96.999361	96.725589	94.293841
3220.0	100.121748	96.135169	95.63511	96.494425	94.586914	90.666958	96.403052	99.342457	95.679528	96.962109	96.688444	94.19443
3219.0	100.121093	96.099018	95.60497	96.460189	94.541574	90.487693	96.355903	99.334326	95.647788	96.918634	96.642668	94.088518
3218.0	100.112403	96.062136	95.572983	96.424517	94.494547	90.302517	96.31008	99.319155	95.601525	96.873811	96.594432	93.981347
3217.0	100.097267	96.029566	95.538234	96.389127	94.447313	90.118549	96.272733	99.302554	95.545654	96.83078	96.551489	93.872526
3216.0	100.076405	96.000611	95.500452	96.354044	94.398949	89.936009	96.245425	99.286015	95.488871	96.79102	96.518049	93.758474
3215.0	100.051742	95.972976	95.460501	96.319673	94.347066	89.751001	96.222933	99.267435	95.437358	96.756148	96.492108	93.639103
3214.0	100.030001	95.946469	95.421116	96.2881	94.291305	89.561501	96.197804	99.245754	95.392586	96.727254	96.468173	93.518323
3213.0	100.02084	95.921714	95.386817	96.262066	94.236856	89.369906	96.166895	99.224383	95.354142	96.703173	96.442931	93.39859
3212.0	100.028948	95.897298	95.360472	96.242158	94.191426	89.179981	96.133506	99.21039	95.32165	96.681103	96.417248	93.278154
3211.0	100.048716	95.870722	95.338978	96.224578	94.156402	88.992124	96.103084	99.209556	95.292295	96.65915	96.392291	93.154441
3210.0	100.068602	95.842068	95.314506	96.202672	94.123421	88.802518	96.077425	99.220544	95.25915	96.637317	96.365824	93.028005
3209.0	100.080666	95.814089	95.281324	96.172083	94.082176	88.606688	96.05316	99.233712	95.215722	96.615229	96.334112	92.90112
3208.0	100.084282	95.787097	95.239649	96.134275	94.029692	88.402584	96.024687	99.23707	95.162289	96.589289	96.296365	92.772507
3207.0	100.081198	95.755764	95.191868	96.093845	93.969764	88.189737	95.98787	99.224417	95.105335	96.55393	96.255519	92.635214
3206.0	100.070735	95.713885	95.13791	96.052706	93.906329	87.967263	95.942484	99.198131	95.050123	96.507447	96.214966	92.48173
3205.0	100.052235	95.662118	95.077112	96.00849	93.841297	87.734796	95.893223	99.165699	94.99545	96.456052	96.175679	92.311905
3204.0	100.0299	95.608382	95.012957	95.958975	93.777023	87.494928	95.848025	99.135213	94.93645	96.409754	96.135981	92.134865
3203.0	100.011321	95.559682	94.95211	95.906216	93.716012	87.252308	95.813081	99.11304	94.871385	96.373226	96.09318	91.962007
3202.0	100.000745	95.515209	94.897861	95.854494	93.657465	87.008914	95.787951	99.101911	94.804079	96.34189	96.04561	91.798025
3201.0	99.996131	95.46841	94.846289	95.804746	93.597228	86.760853	95.765727	99.098672	94.739331	96.307206	95.993805	91.638523
3200.0	99.99346	95.414594	94.790181	95.753491	93.532396	86.501405	95.738579	99.095136	94.677366	96.264211	95.939903	91.474859
3199.0	99.991914	95.355726	94.726552	95.698914	93.464595	86.228384	95.703876	99.084328	94.614903	96.213875	95.886882	91.300642
3198.0	99.993651	95.298774	94.659796	95.646385	93.398206	85.948276	95.665576	99.067172	94.551673	96.160927	95.839014	91.115108
3197.0	99.999954	95.249732	94.597053	95.60431	93.335974	85.671308	95.629623	99.051882	94.492393	96.110807	95.800928	90.922076
3196.0	100.008852	95.207834	94.540242	95.572916	93.275847	85.400467	95.597026	99.045333	94.439316	96.066031	95.772339	90.725258
3195.0	100.015541	95.16491	94.483467	95.539938	93.211349	85.125554	95.5612	99.04524	94.385142	96.022719	95.743862	90.523758
3194.0	100.014316	95.111712	94.419021	95.490805	93.136295	84.829841	95.513309	99.041739	94.318127	95.971859	95.702475	90.312856
3193.0	100.001756	95.045929	94.345105	95.422915	93.050806	84.503733	95.45119	99.026775	94.234655	95.906777	95.643518	90.08982
3192.0	99.980118	94.97335	94.266151	95.347416	92.961941	84.152204	95.382406	99.001348	94.143038	95.829747	95.574788	89.85754
3191.0	99.957028	94.90087	94.186447	95.276758	92.87655	83.789769	95.317393	98.973429	94.053905	95.750178	95.506889	89.621179
3190.0	99.93986	94.829986	94.106165	95.213107	92.793843	83.429518	95.25976	98.949925	93.970212	95.67675	95.442358	89.382812
3189.0	99.930063	94.758084	94.023822	95.149473	92.706502	83.075782	95.203813	98.931707	93.887904	95.611957	95.376705	89.141022
3188.0	99.923724	94.683926	93.93967	95.079068	92.608631	82.723852	95.140795	98.915618	93.802189	95.552387	95.30699	88.894059
3187.0	99.91695	94.609027	93.854823	95.000895	92.500771	82.364558	95.066505	98.898889	93.710116	95.491718	95.234776	88.640443
3186.0	99.909043	94.533919	93.769048	94.917989	92.387299	81.990855	94.983582	98.880379	93.610158	95.424016	95.161398	88.377511
3185.0	99.900945	94.455974	93.681592	94.833954	92.271376	81.60285	94.898617	98.859323	93.503903	95.347358	95.084966	88.1033
3184.0	99.893408	94.372794	93.593445	94.752321	92.15415	81.207464	94.818369	98.835498	93.397863	95.266172	95.003832	87.82115
3183.0	99.887845	94.286576	93.507185	94.677073	92.037824	80.812812	94.747531	98.81104	93.300058	95.189131	94.921119	87.539831
3182.0	99.886616	94.202744	93.424387	94.610849	91.926714	80.422117	94.68706	98.789669	93.21317	95.122653	94.843538	87.266831
3181.0	99.890079	94.123694	93.343652	94.551727	91.823326	80.031869	94.632375	98.772376	93.131665	95.06484	94.775155	87.002033
3180.0	99.894194	94.04579	93.26111	94.49308	91.723817	79.634907	94.574207	98.75494	93.046069	95.005575	94.712106	86.738986
3179.0	99.893256	93.964283	93.173291	94.428506	91.61938	79.226452	94.504613	98.73186	92.950465	94.93413	94.643912	86.472175
3178.0	99.885076	93.87994	93.080345	94.357032	91.502998	78.80942	94.423768	98.702624	92.846365	94.848444	94.56133	86.202606
3177.0	99.87187	93.797868	92.985716	94.281944	91.373687	78.393941	94.338769	98.671869	92.738941	94.756519	94.46357	85.9365
3176.0	99.856456	93.720003	92.891506	94.204845	91.234295	77.990044	94.254227	98.642937	92.62928	94.667575	94.357538	85.679203
3175.0	99.840082	93.642635	92.795566	94.124193	91.088637	77.600581	94.16665	98.61416	92.512384	94.583022	94.251146	85.431098
3174.0	99.824561	93.562718	92.695473	94.040969	90.942805	77.22185	94.070873	98.583211	92.385082	94.497751	94.149005	85.189434
3173.0	99.813539	93.482745	92.594272	93.9618	90.805452	76.849653	93.969665	98.552291	92.254063	94.408021	94.053019	84.952847
3172.0	99.809052	93.406364	92.498867	93.892482	90.681665	76.482891	93.872545	98.525463	92.131957	94.313962	93.963141	84.722841
3171.0	99.808232	93.332524	92.412821	93.830472	90.567439	76.123209	93.785647	98.502186	92.025229	94.215479	93.876901	84.501986
3170.0	99.806389	93.258667	92.334294	93.768484	90.454523	75.775144	93.707476	98.478178	91.929694	94.112148	93.791946	84.293387
3169.0	99.803301	93.187898	92.261195	93.704593	90.340482	75.446265	93.6354	98.453408	91.838253	94.009644	93.710599	84.102043
3168.0	99.80368	93.127312	92.193741	93.643643	90.229871	75.142512	93.571078	98.434858	91.748266	93.920296	93.63868	83.933212
3167.0	99.810458	93.078411	92.129738	93.588097	90.125708	74.861569	93.516242	98.428596	91.659334	93.851262	93.577729	83.78673
3166.0	99.81975	93.03311	92.061673	93.532807	90.024631	74.59397	93.466249	98.431505	91.568412	93.794038	93.521211	83.654447
3165.0	99.82411	92.980154	91.982792	93.471181	89.92135	74.332486	93.411552	98.433288	91.471075	93.730909	93.460711	83.525935
