ν,L-Alanina No Magnetizada Irradiada Petri,L-Alanina No Magnetizada  Eppendorf,L-Alanina Magnetizada Petri,L-Alanina Magnetizada Irradiada Petri,L-Alanina Magnetizada Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina Irradiada  Magnetizada Eppendorf,L-Alanina  No Magnetizada Petri
2452.0,85.91519,89.164298,72.404628,89.095811,92.654184,90.367298,90.825392,96.750464
2451.0,86.041349,89.254206,72.480307,89.18916,92.706722,90.453694,90.930601,96.773931
2450.0,86.174959,89.357392,72.56759,89.295067,92.765578,90.534714,91.028171,96.807111
2449.0,86.313982,89.469818,72.661734,89.407595,92.833882,90.611031,91.11698,96.839886
2448.0,86.454777,89.584439,72.753636,89.513428,92.909394,90.686316,91.200556,96.865819
2447.0,86.588499,89.690968,72.834897,89.60221,92.984552,90.760648,91.280106,96.882754
2446.0,86.706135,89.778085,72.905176,89.672451,93.051572,90.828313,91.353094,96.890931
2445.0,86.80756,89.841402,72.970862,89.728669,93.106673,90.886277,91.419644,96.893216
2444.0,86.898815,89.887354,73.036316,89.776272,93.148494,90.939552,91.482929,96.895442
2443.0,86.981395,89.926842,73.101652,89.820547,93.176293,90.993792,91.541224,96.90382
2442.0,87.05192,89.967308,73.169264,89.867227,93.193621,91.047557,91.587288,96.921108
2441.0,87.111328,90.011462,73.244731,89.919091,93.21014,91.096339,91.618883,96.944675
2440.0,87.165031,90.058746,73.327636,89.971159,93.233567,91.139597,91.642961,96.96752
2439.0,87.213266,90.105212,73.407732,90.013322,93.261349,91.17904,91.666208,96.982402
2438.0,87.250594,90.1459,73.47512,90.041058,93.286405,91.213715,91.688191,96.988037
2437.0,87.277458,90.180647,73.530302,90.062119,93.309734,91.241478,91.707291,96.991871
2436.0,87.30427,90.215096,73.580714,90.090124,93.339847,91.262805,91.726545,97.003967
2435.0,87.340769,90.253831,73.631542,90.132381,93.379381,91.28014,91.749486,97.026394
2434.0,87.387158,90.295107,73.683538,90.185322,93.419939,91.296313,91.775974,97.050777
2433.0,87.43744,90.334075,73.735693,90.239362,93.452271,91.315591,91.805616,97.068096
2432.0,87.485775,90.368575,73.786015,90.285833,93.475222,91.342029,91.839533,97.07909
2431.0,87.528481,90.400289,73.832737,90.322035,93.492271,91.374207,91.875326,97.092228
2430.0,87.565889,90.432738,73.877518,90.353312,93.505672,91.40557,91.906099,97.11213
2429.0,87.603622,90.469037,73.923892,90.388312,93.517729,91.432482,91.928343,97.132694
2428.0,87.646816,90.508648,73.970736,90.42833,93.53264,91.457959,91.946091,97.142743
2427.0,87.692625,90.545662,74.012719,90.463546,93.552905,91.485353,91.964586,97.137713
2426.0,87.733634,90.57361,74.050205,90.484414,93.577153,91.512914,91.984892,97.125215
2425.0,87.76786,90.592523,74.09265,90.494698,93.603743,91.537044,92.006856,97.118739
2424.0,87.799227,90.607912,74.14758,90.507607,93.632272,91.556429,92.03127,97.125142
2423.0,87.829262,90.623006,74.211534,90.530338,93.659128,91.570636,92.056272,97.13825
2422.0,87.855936,90.63702,74.277133,90.558741,93.676636,91.579415,92.077632,97.145492
2421.0,87.880757,90.651706,74.344179,90.586526,93.680951,91.586171,92.096,97.140704
2420.0,87.909787,90.673586,74.417761,90.612644,93.678195,91.597579,92.118825,97.129569
2419.0,87.947255,90.706782,74.499412,90.638656,93.680254,91.61708,92.152447,97.123331
2418.0,87.994273,90.747824,74.586474,90.665639,93.697017,91.642901,92.197261,97.129073
2417.0,88.052545,90.79053,74.677518,90.696041,93.733245,91.674284,92.252259,97.145607
2416.0,88.121704,90.833202,74.772666,90.733178,93.787222,91.714241,92.317692,97.165963
2415.0,88.194367,90.879184,74.87083,90.776563,93.849139,91.76351,92.390283,97.183219
2414.0,88.262707,90.932973,74.972082,90.822013,93.905479,91.817304,92.461956,97.195831
2413.0,88.329739,90.996699,75.080826,90.867656,93.94947,91.871588,92.527067,97.207603
2412.0,88.4054,91.067377,75.201251,90.915351,93.985145,91.927763,92.586473,97.22093
2411.0,88.492104,91.137478,75.33088,90.965998,94.01978,91.987706,92.642731,97.232035
2410.0,88.583985,91.202456,75.463398,91.019732,94.057129,92.049025,92.697153,97.237683
2409.0,88.680235,91.26792,75.59705,91.081627,94.100367,92.109147,92.753607,97.245752
2408.0,88.786967,91.343596,75.736102,91.158858,94.154469,92.169559,92.817891,97.27088
2407.0,88.902575,91.428245,75.884421,91.247819,94.218935,92.23143,92.88915,97.315075
2406.0,89.012584,91.506423,76.04093,91.331087,94.282234,92.290727,92.957549,97.358996
2405.0,89.105038,91.564022,76.201047,91.393767,94.330824,92.342401,93.014335,97.38006
2404.0,89.182535,91.602944,76.360465,91.439024,94.362675,92.386942,93.059414,97.376845
2403.0,89.253178,91.636747,76.518391,91.481746,94.386822,92.428843,93.096428,97.368966
2402.0,89.31676,91.675248,76.678055,91.529809,94.411084,92.470514,93.126383,97.373893
2401.0,89.366276,91.717286,76.841966,91.577293,94.435621,92.510523,93.149625,97.390884
2400.0,89.39836,91.755942,77.006469,91.614671,94.457604,92.54549,93.168199,97.407975
2399.0,89.416874,91.786463,77.165694,91.640298,94.476536,92.571118,93.181881,97.417495
2398.0,89.428965,91.809216,77.322723,91.660724,94.493528,92.583942,93.186505,97.420718
2397.0,89.440387,91.827126,77.490687,91.682118,94.508417,92.584974,93.18016,97.421633
2396.0,89.451616,91.840913,77.677966,91.702974,94.518662,92.580092,93.167175,97.42169
2395.0,89.457061,91.847424,77.876479,91.716217,94.519982,92.574895,93.153003,97.420422
2394.0,89.451694,91.843939,78.069846,91.719432,94.509397,92.570885,93.139341,97.417947
2393.0,89.439214,91.833416,78.249782,91.720941,94.490057,92.567477,93.127059,97.41554
2392.0,89.430038,91.823393,78.419311,91.731736,94.471883,92.564966,93.119696,97.414441
2391.0,89.432145,91.820646,78.583969,91.752884,94.464759,92.564219,93.121022,97.414814
2390.0,89.449044,91.829642,78.747215,91.777264,94.471587,92.565698,93.132538,97.416301
2389.0,89.484841,91.854301,78.913132,91.804425,94.489227,92.569456,93.15502,97.419555
2388.0,89.54286,91.896255,79.086457,91.846152,94.513718,92.573741,93.188556,97.426157
2387.0,89.617967,91.951306,79.268744,91.913082,94.54161,92.573928,93.229828,97.436425
2386.0,89.697395,92.012254,79.458619,92.00118,94.568627,92.566838,93.274113,97.448553
2385.0,89.771325,92.076207,79.655734,92.096735,94.591951,92.556957,93.32137,97.461216
2384.0,89.837392,92.14544,79.85998,92.190891,94.61423,92.55508,93.375387,97.475667
2383.0,89.894092,92.220268,80.066424,92.282698,94.641588,92.570042,93.435007,97.492909
2382.0,89.937552,92.29542,80.265545,92.369464,94.676595,92.604969,93.491886,97.509349
2381.0,89.968331,92.365485,80.450003,92.442071,94.716051,92.660884,93.540299,97.518605
2380.0,89.994835,92.430136,80.618269,92.49387,94.756467,92.73743,93.583902,97.519178
2379.0,90.025229,92.491323,80.770734,92.53116,94.797834,92.827275,93.628684,97.51786
2378.0,90.061287,92.548344,80.904633,92.569133,94.839265,92.916181,93.674933,97.522911
2377.0,90.104002,92.597194,81.015552,92.61629,94.87366,92.993646,93.720704,97.534647
2376.0,90.158971,92.633151,81.101662,92.665136,94.892541,93.057788,93.767379,97.545742
2375.0,90.230706,92.654152,81.168198,92.701242,94.897573,93.107631,93.815043,97.551595
2374.0,90.316609,92.66712,81.229474,92.723467,94.903294,93.139838,93.857874,97.557568
2373.0,90.410206,92.689739,81.30211,92.751073,94.924751,93.158157,93.892154,97.573233
2372.0,90.503155,92.735824,81.39103,92.80663,94.961919,93.177461,93.922143,97.598134
2371.0,90.583402,92.798466,81.485719,92.893602,95.00066,93.208428,93.953225,97.616415
2370.0,90.642637,92.858279,81.575462,92.993919,95.030058,93.247925,93.987437,97.609789
2369.0,90.686588,92.906988,81.66307,93.082402,95.052552,93.292397,94.031645,97.576646
2368.0,90.722242,92.947483,81.754453,93.136496,95.071667,93.346547,94.095236,97.534297
2367.0,90.736716,92.973371,81.842464,93.140314,95.079107,93.404798,94.169756,97.50214
2366.0,90.714453,92.973995,81.915937,93.097026,95.067132,93.443458,94.224922,97.488121
2365.0,90.678957,92.963606,81.986629,93.04171,95.048408,93.452969,94.238679,97.492643
2364.0,90.685596,92.980234,82.086787,93.030277,95.047643,93.457293,94.223392,97.516834
2363.0,90.759912,93.044271,82.220725,93.091721,95.07574,93.47519,94.214196,97.561448
2362.0,90.868408,93.129904,82.355835,93.200163,95.120528,93.495781,94.230514,97.618437
2361.0,90.965985,93.199674,82.466257,93.310846,95.16655,93.503691,94.265804,97.670341
2360.0,91.04336,93.246434,82.549687,93.391849,95.21073,93.503498,94.306119,97.700291
2359.0,91.106624,93.279434,82.615606,93.431154,95.247525,93.517614,94.335394,97.697764
2358.0,91.150033,93.30948,82.66025,93.433391,95.269037,93.557707,94.350426,97.666206
2357.0,91.174604,93.347253,82.688662,93.416613,95.28214,93.623093,94.366787,97.62904
2356.0,91.204821,93.40272,82.737313,93.415947,95.306789,93.702196,94.398368,97.61486
2355.0,91.267314,93.477476,82.836484,93.455137,95.358009,93.761969,94.444745,97.635513
2354.0,91.357022,93.555894,82.971336,93.528157,95.427912,93.782723,94.49281,97.675273
2353.0,91.445409,93.616545,83.083906,93.602381,95.491738,93.774431,94.536718,97.711448
2352.0,91.50295,93.635762,83.144926,93.646158,95.519247,93.773476,94.565554,97.730516
2351.0,91.521707,93.611066,83.182598,93.664277,95.498909,93.7957,94.568243,97.728627
2350.0,91.527483,93.574025,83.239811,93.682015,95.454848,93.823558,94.557789,97.712072
2349.0,91.556579,93.562583,83.345087,93.725757,95.42275,93.84401,94.560065,97.692934
2348.0,91.622009,93.59536,83.480168,93.793765,95.424014,93.849371,94.592489,97.686158
2347.0,91.694453,93.644001,83.600612,93.850039,95.44802,93.841036,94.637338,97.698908
2346.0,91.731129,93.660256,83.664451,93.860917,95.465624,93.818953,94.660942,97.723029
2345.0,91.728557,93.627907,83.676375,93.827191,95.463027,93.799288,94.654444,97.743337
2344.0,91.720111,93.581141,83.681645,93.795177,95.450215,93.810681,94.634166,97.751797
2343.0,91.729606,93.565849,83.695663,93.79227,95.450216,93.846991,94.624356,97.759982
2342.0,91.745563,93.586521,83.713133,93.809463,95.467485,93.902892,94.623924,97.77139
2341.0,91.761114,93.632613,83.730788,93.835256,95.492215,93.970242,94.634779,97.775227
2340.0,91.790911,93.69505,83.764625,93.872226,95.514619,94.040649,94.663234,97.767497
2339.0,91.845283,93.764992,83.8232,93.929296,95.534334,94.097168,94.704528,97.763085
2338.0,91.914211,93.82596,83.897879,93.997317,95.559803,94.128877,94.743982,97.778426
2337.0,91.981948,93.862418,83.97092,94.056506,95.593026,94.144812,94.771242,97.805146
2336.0,92.048185,93.871258,84.039103,94.096146,95.625189,94.155672,94.791701,97.822287
2335.0,92.116328,93.864549,84.105822,94.12325,95.644897,94.160856,94.807449,97.821514
2334.0,92.182514,93.861068,84.178083,94.148817,95.655296,94.147536,94.817442,97.818112
2333.0,92.235663,93.87636,84.246861,94.174951,95.667809,94.114651,94.820602,97.826258
2332.0,92.271671,93.905491,84.301136,94.189317,95.687404,94.071241,94.826343,97.845993
2331.0,92.287496,93.924153,84.334437,94.187941,95.701763,94.034353,94.833559,97.862159
2330.0,92.286358,93.914559,84.342517,94.169817,95.70175,93.998236,94.840606,97.870402
2329.0,92.266207,93.873344,84.336323,94.147415,95.677779,93.968014,94.829849,97.869696
2328.0,92.227928,93.817984,84.315681,94.12887,95.628151,93.931493,94.79946,97.860046
2327.0,92.16718,93.753491,84.284089,94.108534,95.552484,93.890304,94.744326,97.832513
2326.0,92.091511,93.685618,84.247677,94.080839,95.468522,93.836943,94.675808,97.785705
2325.0,92.025685,93.628889,84.225663,94.046463,95.408757,93.779567,94.616567,97.73492
2324.0,91.99547,93.60755,84.239139,94.02893,95.394634,93.73545,94.590927,97.703458
2323.0,92.002707,93.635704,84.276776,94.041144,95.419258,93.716474,94.607991,97.703659
2322.0,92.023029,93.694004,84.310974,94.07137,95.452901,93.728597,94.649667,97.723242
2321.0,92.040927,93.75589,84.318815,94.093217,95.480795,93.763131,94.697878,97.743556
2320.0,92.064579,93.805957,84.314218,94.095014,95.510169,93.807991,94.744352,97.761337
2319.0,92.103623,93.844888,84.322484,94.08988,95.547405,93.847289,94.783594,97.78338
2318.0,92.154697,93.873009,84.364094,94.092773,95.585101,93.868871,94.810083,97.810512
2317.0,92.206178,93.89165,84.44111,94.112591,95.612112,93.876863,94.821582,97.830713
2316.0,92.251961,93.907685,84.541196,94.144663,95.631262,93.873835,94.82933,97.839676
2315.0,92.281014,93.924973,84.641367,94.178885,95.647068,93.86092,94.834794,97.843352
2314.0,92.283012,93.93932,84.720765,94.199153,95.659111,93.825661,94.835542,97.853597
2313.0,92.252917,93.937106,84.773553,94.194777,95.656561,93.774257,94.820863,97.868621
2312.0,92.199719,93.909191,84.805885,94.162932,95.634221,93.7155,94.792106,97.880274
2311.0,92.12934,93.853678,84.826076,94.109465,95.5938,93.663826,94.747104,97.88056
2310.0,92.047206,93.784012,84.838124,94.043531,95.54985,93.615891,94.693066,97.872661
2309.0,91.962601,93.720075,84.846884,93.975482,95.518313,93.57691,94.638474,97.861083
2308.0,91.891604,93.677346,84.856482,93.913388,95.507833,93.550613,94.596745,97.849829
2307.0,91.837403,93.650056,84.867997,93.857401,95.50581,93.542062,94.563586,97.838247
2306.0,91.788878,93.620102,84.88258,93.801779,95.489643,93.538557,94.527417,97.826939
2305.0,91.731145,93.573581,84.903561,93.740661,95.44583,93.526452,94.477976,97.816312
2304.0,91.659017,93.509849,84.931353,93.672266,95.384027,93.493756,94.418325,97.807881
2303.0,91.573196,93.43182,84.957505,93.596068,95.323268,93.44185,94.350551,97.799233
2302.0,91.481729,93.34329,84.975537,93.512467,95.275868,93.378605,94.277907,97.786454
2301.0,91.398181,93.25415,84.992499,93.427976,95.240192,93.322412,94.205279,97.766522
2300.0,91.334016,93.181035,85.019676,93.352602,95.211029,93.283178,94.143558,97.744436
2299.0,91.282617,93.129477,85.054575,93.290421,95.183685,93.259543,94.094238,97.726849
2298.0,91.228269,93.088247,85.080387,93.23486,95.156697,93.238023,94.055181,97.714744
2297.0,91.165493,93.042022,85.087766,93.179223,95.129518,93.217279,94.025966,97.699844
2296.0,91.107146,92.991788,85.08229,93.126895,95.105866,93.20363,94.012118,97.677485
2295.0,91.067031,92.950664,85.075408,93.087283,95.09103,93.205356,94.009064,97.653604
2294.0,91.050446,92.929836,85.071692,93.064382,95.088867,93.22078,94.007049,97.638799
2293.0,91.057316,92.928109,85.070721,93.051931,95.097312,93.249447,94.004487,97.634096
2292.0,91.085442,92.937786,85.067754,93.042771,95.110334,93.290868,94.013444,97.63118
2291.0,91.126897,92.953688,85.05351,93.037416,95.123659,93.341471,94.042117,97.624702
2290.0,91.175121,92.979237,85.020702,93.045055,95.139455,93.394652,94.086504,97.618734
2289.0,91.237686,93.022939,84.975685,93.073415,95.163747,93.451694,94.140515,97.618811
2288.0,91.329567,93.088163,84.935906,93.121064,95.199024,93.521124,94.20368,97.623491
2287.0,91.450682,93.167763,84.912967,93.178836,95.242963,93.604762,94.274585,97.62918
2286.0,91.581286,93.251356,84.903902,93.240345,95.294077,93.694114,94.346915,97.63862
2285.0,91.704042,93.335961,84.898413,93.307223,95.354822,93.781675,94.419591,97.659095
2284.0,91.817354,93.423572,84.888211,93.38438,95.425481,93.868537,94.498623,97.692006
2283.0,91.924369,93.512178,84.86941,93.473066,95.500452,93.954056,94.584842,97.730164
2282.0,92.022234,93.595959,84.845814,93.570759,95.573495,94.031652,94.66768,97.764975
2281.0,92.109984,93.673339,84.82786,93.671809,95.642393,94.09754,94.739146,97.792804
2280.0,92.193436,93.744592,84.819382,93.763701,95.703085,94.156731,94.802267,97.81289
2279.0,92.27539,93.804507,84.806481,93.830052,95.747208,94.211623,94.860997,97.824321
2278.0,92.35261,93.849144,84.774976,93.867177,95.774729,94.257143,94.912379,97.828366
2277.0,92.428825,93.890053,84.737263,93.895168,95.802911,94.293002,94.957337,97.831291
2276.0,92.516139,93.945576,84.724374,93.940397,95.849144,94.331215,95.007079,97.840755
2275.0,92.614421,94.014723,84.746831,94.008234,95.907379,94.382232,95.068486,97.858708
2274.0,92.703723,94.075543,84.779934,94.08119,95.956359,94.440793,95.133396,97.880021
2273.0,92.766713,94.114499,84.795874,94.142359,95.988825,94.494835,95.189192,97.897266
2272.0,92.808109,94.143782,84.794343,94.189056,96.017224,94.539246,95.231952,97.907009
2271.0,92.843184,94.181495,84.79238,94.224671,96.049544,94.575081,95.261523,97.912844
2270.0,92.880345,94.229413,84.798975,94.251935,96.078279,94.601985,95.276148,97.923601
2269.0,92.922742,94.278584,84.813339,94.277014,96.097839,94.62104,95.280008,97.945509
2268.0,92.972393,94.323271,84.83706,94.306814,96.114649,94.6384,95.285585,97.973438
2267.0,93.020842,94.357979,84.872099,94.336378,96.130717,94.658749,95.299179,97.992037
2266.0,93.047732,94.371942,84.911371,94.349448,96.133338,94.678516,95.313075,97.989568
2265.0,93.040817,94.359936,84.945176,94.338185,96.113515,94.690471,95.317862,97.970529
2264.0,93.009812,94.333077,84.974859,94.313561,96.082742,94.689784,95.312396,97.952196
2263.0,92.971595,94.307595,85.011942,94.291163,96.057463,94.675174,95.29497,97.948349
2262.0,92.930107,94.286653,85.063197,94.274289,96.035355,94.650082,95.257669,97.957289
2261.0,92.877219,94.258663,85.122241,94.253148,95.999945,94.62282,95.197994,97.963993
2260.0,92.805117,94.210564,85.175997,94.215451,95.944881,94.596739,95.125657,97.952958
2259.0,92.714518,94.141914,85.216736,94.157283,95.885233,94.560183,95.051925,97.92342
2258.0,92.618148,94.070458,85.251066,94.091996,95.84584,94.499428,94.980359,97.894199
2257.0,92.535745,94.02235,85.295861,94.045114,95.84179,94.419292,94.912418,97.889008
2256.0,92.472318,94.005357,85.361407,94.027801,95.863963,94.338019,94.848812,97.911123
2255.0,92.402488,93.993468,85.437829,94.017388,95.880941,94.260906,94.781694,97.936319
2254.0,92.293011,93.95078,85.504311,93.977817,95.863013,94.17776,94.699557,97.937271
2253.0,92.142963,93.871614,85.550699,93.900223,95.809319,94.089002,94.605843,97.911581
2252.0,91.987715,93.784879,85.582416,93.808937,95.74669,94.013308,94.520559,97.879211
2251.0,91.864862,93.721143,85.60705,93.731032,95.700963,93.963378,94.458329,97.856614
2250.0,91.794129,93.69262,85.627138,93.678583,95.67828,93.931762,94.419071,97.844721
2249.0,91.784879,93.701568,85.647544,93.659679,95.67303,93.911078,94.402444,97.839479
2248.0,91.837619,93.74495,85.676095,93.682549,95.681463,93.910825,94.416279,97.841318
2247.0,91.93367,93.805273,85.712731,93.741008,95.703253,93.942929,94.464037,97.849749
2246.0,92.044296,93.8589,85.746069,93.814058,95.740039,94.002929,94.537934,97.859483
2245.0,92.155129,93.903234,85.763249,93.88814,95.794863,94.076911,94.62964,97.866449
2244.0,92.266686,93.959817,85.758083,93.965753,95.863372,94.158061,94.735678,97.871674
2243.0,92.374367,94.042158,85.732273,94.047098,95.926616,94.247888,94.848591,97.876909
2242.0,92.473214,94.137683,85.698946,94.122253,95.968603,94.348003,94.956802,97.884545
2241.0,92.582057,94.230253,85.681637,94.190274,96.003603,94.456257,95.056936,97.9041
2240.0,92.731286,94.322794,85.695335,94.267781,96.066875,94.563537,95.152349,97.947703
2239.0,92.916819,94.42512,85.728562,94.366028,96.169929,94.652771,95.238111,98.012177
2238.0,93.092756,94.533194,85.756865,94.473291,96.281788,94.713014,95.305152,98.073318
2237.0,93.220494,94.632566,85.771085,94.569538,96.363607,94.75624,95.361168,98.105398
2236.0,93.301927,94.711589,85.776948,94.64426,96.405399,94.805888,95.425457,98.102262
2235.0,93.356436,94.763751,85.771297,94.691932,96.419086,94.866461,95.497839,98.076451
2234.0,93.395096,94.791088,85.742783,94.709344,96.417148,94.921549,95.555301,98.047384
2233.0,93.431766,94.813685,85.698969,94.711158,96.416507,94.964494,95.587615,98.036077
2232.0,93.488955,94.859419,85.66767,94.729802,96.443843,95.009795,95.613616,98.057959
2231.0,93.571338,94.932928,85.661838,94.783164,96.510443,95.066574,95.652101,98.107042
2230.0,93.655172,95.007382,85.663784,94.855666,96.588804,95.122013,95.698771,98.153323
2229.0,93.721934,95.055328,85.654443,94.924318,96.635841,95.161971,95.74303,98.169355
2228.0,93.782986,95.074859,85.638946,94.987788,96.63825,95.189387,95.78579,98.158601
2227.0,93.854479,95.079251,85.630031,95.05379,96.620075,95.210797,95.827385,98.148379
2226.0,93.927282,95.078315,85.623621,95.113501,96.609974,95.223372,95.85793,98.157823
2225.0,93.978537,95.079507,85.607722,95.149929,96.616892,95.22872,95.873747,98.181971
2224.0,93.997765,95.090986,85.584575,95.163171,96.634916,95.242106,95.886643,98.203564
2223.0,93.990238,95.113132,85.568994,95.16929,96.656996,95.273169,95.905609,98.20935
2222.0,93.971608,95.139087,85.56994,95.179433,96.680659,95.311286,95.926452,98.195015
2221.0,93.967077,95.167686,85.58196,95.192715,96.705883,95.342978,95.948159,98.164951
2220.0,93.994933,95.200975,85.588745,95.20312,96.727273,95.370792,95.979845,98.13163
2219.0,94.043243,95.229583,85.571732,95.203927,96.7303,95.403403,96.022209,98.110907
2218.0,94.083623,95.243146,85.525603,95.19404,96.706863,95.439768,96.062328,98.114832
2217.0,94.110882,95.256004,85.469564,95.186934,96.676265,95.474177,96.095471,98.146498
2216.0,94.142978,95.293731,85.431464,95.200598,96.672955,95.505308,96.130845,98.196839
2215.0,94.180849,95.348937,85.416643,95.231824,96.705207,95.531239,96.167553,98.246535
2214.0,94.204986,95.383535,85.405262,95.25731,96.744192,95.547479,96.189196,98.279646
2213.0,94.219432,95.386619,85.38359,95.269133,96.765493,95.55714,96.192556,98.29946
2212.0,94.257367,95.395814,85.362497,95.288657,96.781856,95.570224,96.19664,98.322015
2211.0,94.325347,95.441875,85.359085,95.331409,96.816883,95.587852,96.212208,98.349375
2210.0,94.38073,95.503391,85.374993,95.379237,96.864045,95.602091,96.22834,98.362096
2209.0,94.388317,95.540197,85.399966,95.406724,96.895798,95.614345,96.240725,98.347637
2208.0,94.367614,95.54549,85.423102,95.417769,96.903064,95.63484,96.264437,98.323225
2207.0,94.359863,95.539127,85.4329,95.43356,96.901865,95.659559,96.30239,98.315041
2206.0,94.377995,95.532012,85.418809,95.457634,96.906245,95.669596,96.328406,98.323897
2205.0,94.412675,95.524929,85.382744,95.476234,96.916885,95.660523,96.321073,98.329036
2204.0,94.459279,95.525569,85.34266,95.485068,96.934212,95.650704,96.292214,98.321414
2203.0,94.513869,95.541195,85.321433,95.495051,96.962676,95.652442,96.264697,98.315623
2202.0,94.56444,95.565584,85.338342,95.516311,96.999713,95.657298,96.24463,98.328301
2201.0,94.60463,95.590277,85.403711,95.550996,97.033647,95.65798,96.230435,98.357947
2200.0,94.634046,95.614638,85.502572,95.594217,97.053627,95.660793,96.224644,98.386968
2199.0,94.635135,95.631071,85.586578,95.629152,97.053468,95.66635,96.220369,98.394078
2198.0,94.584198,95.619838,85.607482,95.631872,97.02996,95.661958,96.200465,98.366733
2197.0,94.500942,95.575719,85.567517,95.596771,96.987014,95.645166,96.167056,98.312822
2196.0,94.446714,95.521436,85.518371,95.548239,96.936057,95.63229,96.147712,98.259134
2195.0,94.448976,95.479233,85.503423,95.512848,96.883884,95.631873,96.154981,98.228704
2194.0,94.464558,95.449632,85.519665,95.490173,96.828195,95.631957,96.163954,98.222073
2193.0,94.443408,95.431504,85.540638,95.464502,96.773315,95.623815,96.147258,98.227469
2192.0,94.393048,95.436742,85.553968,95.433963,96.738832,95.614322,96.108969,98.24092
2191.0,94.350622,95.465693,85.566632,95.412216,96.740593,95.604343,96.067336,98.263323
2190.0,94.327421,95.492,85.592777,95.409033,96.771886,95.581464,96.02944,98.284911
2189.0,94.315905,95.49301,85.646584,95.421936,96.812375,95.547106,96.000466,98.290735
2188.0,94.31913,95.47452,85.728497,95.439604,96.843984,95.524009,95.991096,98.28035
2187.0,94.334088,95.44746,85.809863,95.444716,96.848989,95.521744,95.995786,98.266815
2186.0,94.330774,95.407256,85.852442,95.424566,96.811899,95.521115,95.989553,98.258559
2185.0,94.286892,95.359863,85.855875,95.38888,96.74449,95.508143,95.967047,98.257799
2184.0,94.226444,95.339467,85.865109,95.364878,96.69446,95.496812,95.958804,98.272484
2183.0,94.190432,95.367406,85.914463,95.365333,96.701624,95.500056,95.984475,98.308693
2182.0,94.185305,95.413314,85.983009,95.37555,96.750296,95.504232,96.014242,98.350674
2181.0,94.187882,95.428066,86.022693,95.378946,96.787507,95.491575,96.002747,98.370355
2180.0,94.182611,95.400793,86.014562,95.376052,96.785981,95.46428,95.942342,98.361815
2179.0,94.167222,95.356839,85.979227,95.36864,96.767469,95.430297,95.86095,98.3463
2178.0,94.139108,95.316154,85.945713,95.347003,96.764851,95.391597,95.788727,98.338113
2177.0,94.09844,95.278321,85.925823,95.305966,96.780661,95.360994,95.745562,98.324676
2176.0,94.047692,95.233361,85.907554,95.25378,96.785525,95.360567,95.736941,98.287887
2175.0,93.974517,95.167651,85.863712,95.193686,96.747103,95.38389,95.741365,98.230039
2174.0,93.860668,95.074289,85.777842,95.118694,96.65974,95.386591,95.720145,98.169392
2173.0,93.720811,94.972539,85.667053,95.036647,96.552028,95.334319,95.655383,98.121393
2172.0,93.600693,94.898529,85.567203,94.975264,96.46347,95.238003,95.562851,98.091106
2171.0,93.521867,94.86419,85.494188,94.947033,96.410515,95.127892,95.461608,98.074326
2170.0,93.460799,94.845929,85.43449,94.931176,96.379496,95.019742,95.35607,98.060498
2169.0,93.396591,94.822472,85.371339,94.904693,96.349573,94.921686,95.255546,98.042101
2168.0,93.341776,94.795779,85.29953,94.868945,96.30809,94.846342,95.181338,98.023138
2167.0,93.302839,94.759709,85.21481,94.829633,96.241422,94.795601,95.138568,98.008597
2166.0,93.247357,94.682093,85.114721,94.775767,96.133725,94.753226,95.103539,97.986008
2165.0,93.143265,94.547552,85.015611,94.701919,95.992836,94.707247,95.051547,97.934413
2164.0,93.005366,94.395315,84.941668,94.63044,95.865046,94.660406,94.978718,97.858882
2163.0,92.878035,94.289478,84.89092,94.588948,95.809371,94.611989,94.896077,97.802112
2162.0,92.803503,94.276106,84.843003,94.586246,95.866475,94.561733,94.835673,97.813247
2161.0,92.826257,94.382807,84.809179,94.628499,96.051157,94.543091,94.862769,97.911048
2160.0,92.976448,94.611258,84.836065,94.728927,96.340292,94.608596,95.025984,98.074486
2159.0,93.207428,94.892317,84.932932,94.87116,96.649019,94.752957,95.273322,98.255133
2158.0,93.399468,95.097676,85.031507,94.993496,96.857704,94.894967,95.476746,98.397368
2157.0,93.4725,95.150147,85.052959,95.046249,96.904694,94.968542,95.564262,98.465205
2156.0,93.448994,95.086887,84.980595,95.035329,96.834456,94.983447,95.566076,98.45974
2155.0,93.386459,94.989215,84.845887,94.988263,96.737378,94.976754,95.528756,98.40644
2154.0,93.310752,94.899947,84.685528,94.918156,96.668601,94.959484,95.459489,98.331735
2153.0,93.231078,94.824236,84.529328,94.839108,96.630082,94.929392,95.362488,98.258697
2152.0,93.163408,94.76069,84.395991,94.778083,96.601086,94.893916,95.266245,98.21247
2151.0,93.112371,94.701076,84.282218,94.746401,96.567817,94.858238,95.189737,98.210334
2150.0,93.068003,94.62913,84.172507,94.72531,96.534919,94.816945,95.121624,98.2451
2149.0,93.041106,94.549805,84.066918,94.700986,96.521612,94.773143,95.053238,98.29087
2148.0,93.063479,94.500806,83.98132,94.688483,96.539278,94.742828,94.999977,98.327167
2147.0,93.129307,94.511289,83.916886,94.698549,96.567647,94.729169,94.972887,98.346875
2146.0,93.173915,94.564529,83.852847,94.707783,96.566755,94.715895,94.958052,98.344387
