ν	LD-Alanina No Magnetizada  Eppendorf	LD-Alanina Magnetizada  Eppendorf	LD-Alanina  No Magnetizada Petri	LD-Alanina  Magnetizada Petri	L-Alanina No Magnetizada  Eppendorf	L-Alanina Magnetizada Petri	L-Alanina Magnetizada Eppendorf	L-Alanina  No Magnetizada Petri	D-Alanina No Magnetizada Eppendorf	D-Alanina Magnetizada Eppendorf	D-Alanina  No Magnetizada Petri	D-Alanina  Magnetizada Petri
3076.0	82.282864	88.941029	72.925683	78.382643	73.608785	78.540427	82.551215	94.1667	83.681029	82.440559	77.740084	86.926158
3075.0	82.264892	88.925334	72.835334	78.341188	73.499597	78.459396	82.461908	94.137861	83.620954	82.375305	77.654512	86.890785
3074.0	82.264796	88.914321	72.766678	78.320054	73.406558	78.379699	82.370661	94.107999	83.565426	82.316879	77.57248	86.852682
3073.0	82.286099	88.91	72.716941	78.319632	73.330133	78.302535	82.282406	94.077493	83.519448	82.269517	77.495323	86.803923
3072.0	82.329636	88.91661	72.688815	78.338542	73.270793	78.226715	82.206205	94.049131	83.489703	82.238337	77.429337	86.747157
3071.0	82.39214	88.936613	72.686908	78.373847	73.226161	78.147812	82.147944	94.02623	83.477169	82.225406	77.379744	86.691011
3070.0	82.468581	88.968522	72.711478	78.423842	73.190358	78.060445	82.105523	94.010322	83.475044	82.226887	77.34592	86.639487
3069.0	82.555444	89.008565	72.757495	78.489287	73.157696	77.96241	82.071072	94.001163	83.475467	82.235486	77.323542	86.588926
3068.0	82.65086	89.053656	72.818774	78.56967	73.12698	77.856065	82.037147	93.997441	83.477069	82.24607	77.30906	86.533983
3067.0	82.752729	89.102928	72.891434	78.659509	73.102063	77.746136	82.001078	93.99597	83.484075	82.258497	77.300268	86.473113
3066.0	82.858603	89.157205	72.974316	78.751528	73.088231	77.637001	81.964715	93.992126	83.499068	82.275264	77.294896	86.408209
3065.0	82.967058	89.216721	73.068067	78.843523	73.087244	77.530863	81.930903	93.984353	83.519179	82.297462	77.291564	86.341871
3064.0	83.077584	89.278585	73.173958	78.939466	73.095143	77.426552	81.900183	93.977637	83.539813	82.323829	77.29125	86.275884
3063.0	83.189597	89.337603	73.292382	79.043631	73.106012	77.320904	81.87103	93.978996	83.560683	82.353761	77.295941	86.210561
3062.0	83.303414	89.391718	73.421878	79.156244	73.119096	77.213738	81.843524	93.989253	83.58749	82.390348	77.307091	86.14509
3061.0	83.422007	89.446286	73.55957	79.275089	73.141059	77.111337	81.822122	94.002706	83.627952	82.439288	77.327045	86.079836
3060.0	83.54927	89.510141	73.702261	79.398054	73.179293	77.022165	81.813531	94.015601	83.685577	82.504073	77.359794	86.018208
3059.0	83.684962	89.586184	73.846954	79.522358	73.233395	76.947925	81.821044	94.031051	83.756425	82.582174	77.407163	85.964512
3058.0	83.822153	89.667552	73.990673	79.643437	73.295112	76.880655	81.841078	94.053134	83.832189	82.665916	77.464928	85.919551
3057.0	83.951191	89.744112	74.130565	79.757409	73.356771	76.810318	81.865526	94.079297	83.907066	82.747094	77.525581	85.879791
3056.0	84.067103	89.811211	74.265112	79.864946	73.418473	76.734791	81.887909	94.102462	83.981413	82.821976	77.58539	85.841299
3055.0	84.173084	89.870743	74.395609	79.971265	73.486751	76.661124	81.907609	94.119316	84.058556	82.893408	77.646851	85.803214
3054.0	84.276409	89.925762	74.525249	80.081167	73.567002	76.5973	81.928447	94.13273	84.139469	82.968004	77.71425	85.766856
3053.0	84.380942	89.977076	74.654815	80.193599	73.65716	76.544318	81.953691	94.146065	84.221776	83.049682	77.788527	85.733049
3052.0	84.484145	90.025063	74.779443	80.301486	73.748134	76.497123	81.983009	94.158639	84.302699	83.135402	77.866136	85.701759
3051.0	84.581687	90.072261	74.892205	80.398182	73.8311	76.452451	82.013868	94.168224	84.380917	83.218709	77.94075	85.673766
3050.0	84.673558	90.122435	74.992331	80.484438	73.905042	76.413473	82.044119	94.175968	84.455698	83.297456	78.006121	85.651311
3049.0	84.7641	90.177356	75.088261	80.567818	73.976522	76.385228	82.072243	94.186906	84.526328	83.375704	78.060013	85.636555
3048.0	84.857082	90.235356	75.191053	80.654872	74.051934	76.366905	82.09707	94.205472	84.593491	83.457228	78.107071	85.629784
3047.0	84.953287	90.293554	75.305723	80.745861	74.131565	76.351638	82.119787	94.23088	84.660135	83.539903	78.156592	85.62947
3046.0	85.052269	90.350989	75.429466	80.837822	74.211316	76.334142	82.145114	94.256846	84.729282	83.618009	78.215538	85.633684
3045.0	85.152175	90.408255	75.555183	80.929226	74.286795	76.315544	82.176751	94.276074	84.799937	83.686558	78.282751	85.64053
3044.0	85.246419	90.463511	75.674419	81.018501	74.353551	76.299429	82.210942	94.28575	84.865048	83.740652	78.349401	85.647036
3043.0	85.324882	90.510613	75.779559	81.100352	74.406383	76.285557	82.237832	94.28883	84.914793	83.774418	78.404758	85.648857
3042.0	85.382398	90.543615	75.86765	81.168398	74.442403	76.269563	82.250849	94.289932	84.943855	83.786389	78.44224	85.642669
3041.0	85.424762	90.563182	75.942714	81.222277	74.464217	76.247426	82.252462	94.290757	84.956311	83.785328	78.461836	85.628961
3040.0	85.463615	90.576579	76.012334	81.269589	74.477489	76.218578	82.249444	94.289979	84.962326	83.785322	78.468135	85.611475
3039.0	85.506585	90.591029	76.082097	81.320204	74.485977	76.18603	82.245481	94.286536	84.969127	83.793451	78.466411	85.594038
3038.0	85.554342	90.608924	76.154217	81.379693	74.490707	76.155127	82.240687	94.281108	84.975796	83.805119	78.460092	85.578985
3037.0	85.60434	90.629458	76.229128	81.446711	74.492039	76.130721	82.234979	94.274128	84.977034	83.81143	78.450729	85.568073
3036.0	85.653227	90.651697	76.30492	81.513868	74.489273	76.113298	82.227584	94.263605	84.970368	83.80722	78.43869	85.562196
3035.0	85.696652	90.673828	76.376228	81.571835	74.479343	76.098282	82.214581	94.24584	84.958025	83.791123	78.422783	85.558912
3034.0	85.731299	90.691697	76.437996	81.616067	74.459499	76.080303	82.191529	94.218483	84.942677	83.762867	78.400053	85.552326
3033.0	85.758085	90.701548	76.49169	81.650283	74.43122	76.057405	82.159326	94.183271	84.923649	83.724121	78.367782	85.537916
3032.0	85.780894	90.70444	76.545393	81.681805	74.398851	76.03057	82.124611	94.14614	84.898218	83.679673	78.32673	85.517183
3031.0	85.802493	90.706176	76.606754	81.714725	74.36493	76.001377	82.093822	94.114411	84.86611	83.634888	78.282397	85.496152
3030.0	85.824599	90.712639	76.677264	81.750309	74.329823	75.971969	82.0693	94.093105	84.832311	83.59327	78.242854	85.479822
3029.0	85.851193	90.726242	76.753432	81.791903	74.29548	75.945327	82.051398	94.083348	84.805033	83.558067	78.214744	85.469524
3028.0	85.887101	90.746235	76.831019	81.843425	74.265991	75.922832	82.040855	94.083078	84.78975	83.533212	78.199849	85.464872
3027.0	85.931818	90.770228	76.907251	81.902058	74.243798	75.902131	82.037016	94.087749	84.784233	83.519015	78.193766	85.465613
3026.0	85.977983	90.794946	76.981201	81.958032	74.227645	75.879127	82.035912	94.090793	84.780165	83.508395	78.188105	85.470556
3025.0	86.018157	90.817208	77.053711	82.004964	74.214473	75.851201	82.032654	94.086363	84.771081	83.491721	78.176002	85.475954
3024.0	86.051404	90.835608	77.126446	82.04704	74.201429	75.817057	82.025522	94.073723	84.758796	83.466455	78.156988	85.476046
3023.0	86.082262	90.851311	77.20028	82.092645	74.18677	75.774951	82.016496	94.058225	84.751198	83.439824	78.136542	85.465299
3022.0	86.115231	90.866911	77.274599	82.143418	74.171544	75.722934	82.008224	94.046411	84.753703	83.421056	78.120559	85.440514
3021.0	86.151252	90.884376	77.34723	82.1931	74.159818	75.658758	82.001492	94.040566	84.763513	83.412727	78.110539	85.401603
3020.0	86.18733	90.903578	77.414224	82.235626	74.154044	75.5764	81.995272	94.03854	84.771901	83.410136	78.103666	85.350215
3019.0	86.218671	90.92258	77.471385	82.271371	74.150476	75.463357	81.988295	94.037557	84.771598	83.407301	78.096202	85.286254
3018.0	86.243286	90.939882	77.51848	82.306043	74.142615	75.303371	81.980609	94.036582	84.762591	83.402067	78.085979	85.204572
3017.0	86.265513	90.956782	77.561211	82.345307	74.129309	75.079617	81.974165	94.035809	84.751905	83.396404	78.072943	85.094369
3016.0	86.292584	90.976656	77.605983	82.389278	74.115755	74.770413	81.97164	94.035451	84.747727	83.393607	78.059226	84.940679
3015.0	86.326277	91.000932	77.652245	82.430241	74.10603	74.340945	81.973873	94.034959	84.752903	83.395619	78.048764	84.725151
3014.0	86.359827	91.026071	77.6921	82.4568	74.098975	73.744634	81.978263	94.032857	84.763739	83.402048	78.044962	84.426543
3013.0	86.383983	91.045478	77.717534	82.462586	74.093054	72.944352	81.980461	94.028728	84.77481	83.410948	78.047641	84.027044
3012.0	86.393879	91.054736	77.725591	82.450619	74.091271	71.950005	81.978564	94.026282	84.784304	83.420823	78.053184	83.528849
3011.0	86.388725	91.0546	77.715298	82.427494	74.097895	70.85512	81.975322	94.031951	84.794643	83.432147	78.058356	82.974913
3010.0	86.36714	91.048297	77.680752	82.393409	74.111605	69.841635	81.974684	94.047069	84.808757	83.446124	78.062697	82.455742
3009.0	86.324396	91.034865	77.60796	82.33877	74.123856	69.126745	81.975201	94.062495	84.825907	83.460902	78.065562	82.085504
3008.0	86.25249	91.004628	77.4787	82.249738	74.122733	68.867409	81.968046	94.06476	84.839772	83.469534	78.061555	81.953282
3007.0	86.142849	90.943015	77.281502	82.117428	74.097076	69.081546	81.943229	94.048394	84.839793	83.463025	78.040576	82.078468
3006.0	85.994408	90.84307	77.026342	81.946442	74.038348	69.646445	81.897382	94.019864	84.815409	83.434989	77.992481	82.403361
3005.0	85.824816	90.717478	76.753896	81.76058	73.941257	70.372466	81.833944	93.989062	84.759985	83.381416	77.911197	82.827766
3004.0	85.672925	90.598168	76.528297	81.600822	73.805678	71.092828	81.757285	93.960102	84.671543	83.297363	77.797099	83.258321
3003.0	85.583455	90.521024	76.412287	81.510907	73.642014	71.71227	81.671549	93.932052	84.553242	83.180638	77.660996	83.63908
3002.0	85.583332	90.507664	76.438838	81.516413	73.478212	72.202997	81.587816	93.905751	84.419445	83.044556	77.528773	83.951325
3001.0	85.667836	90.556987	76.595847	81.611308	73.358862	72.575452	81.528585	93.88685	84.30302	82.92522	77.438512	84.197275
3000.0	85.805796	90.649609	76.832697	81.762342	73.328136	72.851025	81.518926	93.882858	84.248728	82.867858	77.425034	84.386194
2999.0	85.956699	90.758821	77.083893	81.927001	73.404191	73.04885	81.569815	93.89898	84.287939	82.899313	77.500137	84.529334
2998.0	86.087114	90.860971	77.295259	82.070702	73.565021	73.185037	81.668652	93.935258	84.413923	83.010228	77.642529	84.638735
2997.0	86.177737	90.940667	77.436497	82.171919	73.75711	73.275558	81.783436	93.984501	84.582303	83.160995	77.804463	84.724887
2996.0	86.219542	90.989173	77.494887	82.216123	73.916072	73.334827	81.873541	94.031928	84.734579	83.300493	77.928331	84.794151
2995.0	86.205203	90.999593	77.46096	82.18902	73.983028	73.370832	81.900121	94.058937	84.820773	83.380622	77.96332	84.848964
2994.0	86.12436	90.964618	77.319967	82.076334	73.913674	73.38495	81.836022	94.050452	84.807115	83.363437	77.87716	84.89099
2993.0	85.966639	90.878664	77.054273	81.868438	73.688594	73.378167	81.6759	94.001895	84.678653	83.229303	77.664418	84.923444
2992.0	85.72949	90.740885	76.65457	81.565644	73.327635	73.355396	81.441988	93.922536	84.448457	82.989145	77.353127	84.949846
2991.0	85.426275	90.557109	76.13646	81.183994	72.895461	73.32258	81.179183	93.833109	84.163843	82.689914	77.003582	84.971499
2990.0	85.091671	90.343125	75.554736	80.761747	72.484644	73.282147	80.940186	93.757664	83.893879	82.402117	76.691581	84.987795
2989.0	84.778569	90.127805	74.9992	80.358512	72.178491	73.233235	80.76753	93.7127	83.700019	82.190877	76.478046	84.998925
2988.0	84.540333	89.94744	74.562566	80.037855	72.017361	73.174295	80.681535	93.700848	83.611457	82.088631	76.385125	85.006361
2987.0	84.406136	89.829204	74.298756	79.840617	71.994112	73.102479	80.67964	93.714096	83.622913	82.089767	76.398953	85.009545
2986.0	84.370189	89.777152	74.205663	79.770502	72.078013	73.011081	80.745038	93.742977	83.711099	82.168592	76.493658	85.003131
2985.0	84.407321	89.776607	74.247268	79.805252	72.240922	72.89028	80.857393	93.782813	83.852681	82.301453	76.650269	84.97875
2984.0	84.498879	89.812658	74.390988	79.920321	72.462825	72.731269	80.999048	93.832493	84.030606	82.473247	76.854459	84.929026
2983.0	84.642166	89.882458	74.624456	80.10162	72.722989	72.528457	81.156397	93.889918	84.23063	82.670349	77.086201	84.8491
2982.0	84.83706	89.989629	74.941495	80.339646	72.99689	72.276503	81.319183	93.950413	84.437879	82.875992	77.320633	84.734985
2981.0	85.069356	90.130651	75.319175	80.617746	73.263994	71.966186	81.479665	94.009198	84.639098	83.075127	77.53915	84.582157
2980.0	85.309944	90.289273	75.713183	80.90907	73.514672	71.586046	81.632473	94.063972	84.826931	83.260488	77.736126	84.386574
2979.0	85.528379	90.442916	76.07606	81.18351	73.747709	71.1315	81.775035	94.114166	84.999493	83.43096	77.915141	84.147053
2978.0	85.706041	90.572482	76.379116	81.417077	73.964038	70.614197	81.907533	94.158158	85.155807	83.585693	78.082258	83.867298
2977.0	85.838865	90.667089	76.617521	81.59773	74.164313	70.062124	82.031173	94.192112	85.293866	83.722067	78.24226	83.556612
2976.0	85.931161	90.722666	76.798566	81.726401	74.350307	69.511186	82.146432	94.211634	85.413759	83.838566	78.396821	83.229205
2975.0	85.98827	90.739409	76.929485	81.813821	74.526964	68.998442	82.254212	94.214554	85.520568	83.93775	78.544376	82.902984
2974.0	86.015429	90.723258	77.016842	81.874878	74.703884	68.562794	82.359121	94.20375	85.622769	84.026839	78.684613	82.59945
2973.0	86.023997	90.691005	77.073512	81.924659	74.894835	68.244678	82.470346	94.190169	85.72949	84.117692	78.825293	82.344142
2972.0	86.036498	90.670763	77.121879	81.978155	75.112968	68.074584	82.598118	94.193094	85.85006	84.226439	78.983095	82.163586
2971.0	86.080082	90.690668	77.188012	82.049983	75.363387	68.056576	82.748977	94.232566	85.992648	84.36987	79.174662	82.076691
2970.0	86.16995	90.761345	77.289962	82.149313	75.638866	68.162968	82.922864	94.315522	86.158572	84.556799	79.404377	82.08461
2969.0	86.298428	90.868568	77.428028	82.27304	75.922297	68.346687	83.112087	94.427987	86.337786	84.778952	79.659205	82.167263
2968.0	86.441848	90.984768	77.585483	82.406407	76.193916	68.560722	83.302725	94.543594	86.513439	85.010755	79.914992	82.290801
2967.0	86.578024	91.088606	77.741296	82.53312	76.439311	68.771584	83.480385	94.64183	86.672871	85.222399	80.150061	82.42202
2966.0	86.697059	91.174529	77.884531	82.645195	76.654485	68.961811	83.637904	94.718448	86.813881	85.397852	80.356275	82.540335
2965.0	86.798745	91.247248	78.016262	82.742985	76.845006	69.124949	83.777787	94.780426	86.941371	85.541805	80.538933	82.640216
2964.0	86.885297	91.311367	78.138809	82.828405	77.019676	69.259203	83.906661	94.835184	87.060403	85.66944	80.706579	82.724704
2963.0	86.957439	91.366007	78.246531	82.900504	77.183605	69.364161	84.027921	94.885298	87.172032	85.790187	80.861239	82.796435
2962.0	87.012861	91.405514	78.327969	82.955788	77.335635	69.441267	84.139354	94.929202	87.272325	85.901197	80.997905	82.853398
2961.0	87.044969	91.42344	78.373427	82.989237	77.469839	69.494298	84.235338	94.963485	87.354039	85.993692	81.110837	82.891916
2960.0	87.045043	91.417256	78.377806	82.99486	77.578275	69.52743	84.309738	94.985814	87.411656	86.06182	81.197384	82.91255
2959.0	87.009053	91.390404	78.338905	82.968246	77.654287	69.543977	84.358736	94.99804	87.446545	86.105516	81.256308	82.922128
2958.0	86.942096	91.348865	78.256584	82.909504	77.695349	69.548656	84.383139	95.005476	87.465355	86.127805	81.285277	82.929216
2957.0	86.854214	91.295533	78.13351	82.822101	77.70189	69.549454	84.386868	95.01108	87.471451	86.130563	81.281498	82.937417
2956.0	86.752644	91.229605	77.975582	82.709459	77.672286	69.553982	84.371484	95.011224	87.459257	86.11127	81.243941	82.943602
2955.0	86.64053	91.151858	77.793247	82.576106	77.601377	69.563604	84.333551	94.998969	87.418878	86.063158	81.174375	82.942782
2954.0	86.522268	91.068469	77.60343	82.432777	77.48696	69.57282	84.269484	94.97096	87.345905	85.980542	81.07676	82.934089
2953.0	86.406456	90.988369	77.426997	82.296271	77.33646	69.574518	84.181774	94.929605	87.24569	85.865564	80.955576	82.921344
2952.0	86.302163	90.918387	77.280589	82.180848	77.163969	69.564515	84.077902	94.879649	87.129292	85.729166	80.814386	82.908626
2951.0	86.21458	90.862017	77.170709	82.09079	76.981429	69.542252	83.964177	94.82515	87.007078	85.585229	80.656843	82.896855
2950.0	86.145548	90.82078	77.09592	82.022708	76.795654	69.510492	83.843779	94.769852	86.88551	85.444841	80.490091	82.884752
2949.0	86.095526	90.794077	77.051314	81.972554	76.612331	69.475254	83.720329	94.717994	86.767405	85.315088	80.325356	82.87133
2948.0	86.062186	90.778304	77.028029	81.937216	76.437352	69.443622	83.599236	94.672978	86.653529	85.199158	80.17176	82.856113
2947.0	86.038253	90.768209	77.011693	81.910749	76.272117	69.419592	83.483619	94.635174	86.543574	85.0944	80.028607	82.837911
2946.0	86.01415	90.759139	76.986841	81.883183	76.110997	69.402094	83.371209	94.601428	86.435834	84.992211	79.886191	82.815102
2945.0	85.983952	90.746911	76.944255	81.844852	75.946856	69.387077	83.257876	94.567423	86.327379	84.884251	79.736695	82.787457
2944.0	85.947708	90.727261	76.883149	81.79148	75.778977	69.370682	83.143912	94.531719	86.217211	84.770795	79.584137	82.757034
2943.0	85.907607	90.69852	76.807451	81.725436	75.614895	69.350764	83.035666	94.497637	86.11032	84.661844	79.442451	82.727028
2942.0	85.863274	90.664913	76.721754	81.653428	75.464967	69.326933	82.940983	94.469777	86.016353	84.568924	79.32359	82.699668
2941.0	85.812153	90.634069	76.629423	81.582796	75.335244	69.299743	82.863369	94.448433	85.942004	84.496237	79.228517	82.674717
2940.0	85.753999	90.609842	76.53206	81.518091	75.224895	69.269452	82.800318	94.429693	85.885967	84.440253	79.150392	82.649651
2939.0	85.693494	90.588725	76.430852	81.459294	75.130565	69.235484	82.746832	94.41205	85.843197	84.396467	79.085186	82.621672
2938.0	85.637205	90.563748	76.328794	81.402402	75.053151	69.196943	82.700584	94.399943	85.812422	84.364549	79.03644	82.589645
2937.0	85.587889	90.530224	76.229277	81.341602	74.998321	69.152342	82.663781	94.397901	85.796198	84.346758	79.008462	82.553373
2936.0	85.542648	90.487743	76.131678	81.272229	74.969169	69.09833	82.640452	94.40363	85.794677	84.343853	78.998089	82.511254
2935.0	85.496698	90.439798	76.03192	81.193963	74.960867	69.030751	82.632609	94.410662	85.803728	84.354365	78.997291	82.460588
2934.0	85.447532	90.393118	75.929689	81.111678	74.965538	68.948748	82.638847	94.416566	85.820165	84.376489	79.003535	82.401014
2933.0	85.394494	90.354818	75.831309	81.031656	74.980939	68.856325	82.655646	94.423941	85.845235	84.408096	79.022843	82.335588
2932.0	85.336696	90.327094	75.742178	80.956143	75.011463	68.758019	82.680098	94.433845	85.881434	84.445694	79.061231	82.266702
2931.0	85.274723	90.305236	75.659783	80.882851	75.061565	68.654376	82.712886	94.443448	85.928697	84.486581	79.11681	82.192528
2930.0	85.214049	90.282384	75.578188	80.810061	75.131088	68.543482	82.758665	94.451815	85.985338	84.532599	79.182753	82.110024
2929.0	85.162789	90.255299	75.496124	80.740212	75.215908	68.424866	82.820962	94.463269	86.049726	84.588757	79.254728	82.020738
2928.0	85.124026	90.224733	75.415776	80.677521	75.30978	68.298943	82.895186	94.481769	86.118585	84.656837	79.332299	81.930999
2927.0	85.092678	90.192427	75.336353	80.623579	75.406334	68.164136	82.969059	94.50483	86.186204	84.732984	79.415399	81.846025
2926.0	85.061761	90.160567	75.255186	80.576375	75.503029	68.018412	83.032686	94.526529	86.248817	84.812999	79.503295	81.765808
2925.0	85.029779	90.132584	75.174496	80.532257	75.603476	67.86333	83.087634	94.544834	86.308974	84.896962	79.595925	81.68699
2924.0	85.000064	90.110783	75.10156	80.488283	75.712807	67.703142	83.144113	94.562763	86.372632	84.986164	79.692958	81.606976
2923.0	84.975364	90.092907	75.041808	80.444595	75.830664	67.539929	83.210176	94.583543	86.442364	85.078307	79.792272	81.525658
2922.0	84.956372	90.074043	74.995787	80.405445	75.951421	67.372919	83.285823	94.607999	86.515913	85.169161	79.892244	81.444469
2921.0	84.943956	90.053037	74.962382	80.375957	76.070737	67.202717	83.366145	94.636072	86.590586	85.257217	79.994944	81.36435
2920.0	84.938871	90.035057	74.940734	80.356813	76.188617	67.032781	83.446743	94.667263	86.665517	85.343278	80.104244	81.284046
2919.0	84.939189	90.026893	74.929023	80.343955	76.306588	66.865982	83.525692	94.698584	86.738852	85.426879	80.22099	81.200958
2918.0	84.941427	90.03079	74.92531	80.334428	76.425865	66.702729	83.603556	94.724912	86.806181	85.506869	80.341905	81.115049
2917.0	84.945378	90.043063	74.929935	80.330379	76.548612	66.543447	83.683462	94.743578	86.864625	85.585019	80.462312	81.031252
2916.0	84.955252	90.057074	74.944137	80.336076	76.676825	66.389741	83.769554	94.757788	86.917548	85.665307	80.577756	80.955778
2915.0	84.974491	90.067155	74.96677	80.352997	76.808261	66.241095	83.863161	94.774124	86.972977	85.749062	80.684571	80.889666
2914.0	85.001029	90.071909	74.995479	80.378982	76.936395	66.09248	83.960129	94.796619	87.036849	85.833467	80.782529	80.827583
2913.0	85.029384	90.075341	75.030411	80.410052	77.056145	65.937749	84.052759	94.824071	87.108599	85.915352	80.876746	80.76343
2912.0	85.056226	90.083859	75.072932	80.441687	77.167984	65.77517	84.135082	94.852651	87.182749	85.994143	80.973548	80.695413
2911.0	85.081882	90.100284	75.120567	80.470739	77.27563	65.608388	84.206961	94.880081	87.253319	86.070481	81.073538	80.62493
2910.0	85.106699	90.120682	75.166519	80.497906	77.381853	65.442265	84.27364	94.906596	87.3165	86.144087	81.170931	80.552201
2909.0	85.128596	90.13791	75.204913	80.526345	77.487472	65.278832	84.341166	94.932527	87.371021	86.213824	81.25999	80.475097
2908.0	85.146152	90.148568	75.234554	80.556271	77.59219	65.117271	84.411647	94.956694	87.418228	86.278665	81.340356	80.392686
2907.0	85.162866	90.155794	75.257915	80.583316	77.694911	64.956938	84.482736	94.978193	87.462014	86.338309	81.415895	80.309081
2906.0	85.185273	90.1653	75.278874	80.604165	77.794455	64.79934	84.551312	94.998917	87.506938	86.39398	81.490857	80.232402
2905.0	85.215199	90.179203	75.300813	80.621236	77.890501	64.646823	84.616569	95.022318	87.55479	86.448241	81.567309	80.168387
2904.0	85.245734	90.194133	75.323749	80.638695	77.98223	64.499912	84.678979	95.04909	87.602921	86.502325	81.643856	80.114481
2903.0	85.267136	90.204621	75.343397	80.656018	78.065602	64.356991	84.737271	95.075273	87.646356	86.553611	81.715651	80.061873
2902.0	85.276198	90.207511	75.354263	80.667671	78.134246	64.215561	84.787703	95.09563	87.681564	86.597129	81.777377	80.003613
2901.0	85.2773	90.202713	75.354457	80.669371	78.184923	64.073712	84.826589	95.107956	87.708092	86.629507	81.826527	79.941323
2900.0	85.275187	90.192164	75.344674	80.660872	78.221198	63.930709	84.853186	95.114643	87.727544	86.65105	81.864293	79.882055
2899.0	85.269226	90.178205	75.324772	80.644287	78.250955	63.788961	84.871073	95.11967	87.742053	86.665052	81.892486	79.830626
2898.0	85.256179	90.163536	75.294885	80.622656	78.280406	63.655262	84.886866	95.126158	87.753092	86.676754	81.91325	79.786829
2897.0	85.235285	90.150499	75.258186	80.598802	78.3101	63.536278	84.906148	95.135424	87.760958	86.690944	81.930672	79.747761
2896.0	85.208559	90.139536	75.218588	80.572848	78.335746	63.431386	84.929442	95.146401	87.765138	86.707639	81.949066	79.710165
2895.0	85.178075	90.128745	75.175347	80.540807	78.352956	63.332329	84.95223	95.15518	87.765814	86.721138	81.968286	79.671013
2894.0	85.14526	90.115114	75.12344	80.497977	78.362376	63.231597	84.969779	95.156302	87.764555	86.726109	81.983564	79.628993
2893.0	85.111337	90.095789	75.059706	80.443711	78.369904	63.129071	84.981459	95.146512	87.762778	86.723875	81.991837	79.585958
2892.0	85.076158	90.068708	74.985969	80.381375	78.380678	63.029076	84.98973	95.128337	87.760194	86.719874	81.995854	79.544672
2891.0	85.037504	90.033922	74.906415	80.314713	78.393404	62.93434	84.996045	95.10997	87.756182	86.716742	82.000075	79.505225
2890.0	84.993533	89.994918	74.824891	80.24622	78.402135	62.846036	84.99927	95.100388	87.752341	86.714121	82.004707	79.46651
2889.0	84.94493	89.956981	74.744366	80.177666	78.403	62.767444	84.99787	95.103085	87.751925	86.713986	82.006779	79.431852
2888.0	84.892816	89.922902	74.665376	80.109265	78.397462	62.703592	84.992521	95.114099	87.756527	86.720165	82.005996	79.409855
2887.0	84.835999	89.890734	74.584268	80.03871	78.389908	62.657401	84.986558	95.126518	87.764678	86.731502	82.006386	79.407132
2886.0	84.773232	89.856315	74.496092	79.963788	78.38454	62.628399	84.984353	95.136701	87.773873	86.741127	82.011817	79.421471
2885.0	84.707669	89.817193	74.400391	79.886323	78.384576	62.614081	84.988735	95.145548	87.782466	86.745228	82.022492	79.443568
2884.0	84.646114	89.774215	74.302156	79.811767	78.392313	62.610119	84.999432	95.154289	87.789647	86.748443	82.037164	79.464627
2883.0	84.593295	89.731353	74.206896	79.744879	78.409194	62.610563	85.014538	95.161308	87.796079	86.757783	82.057001	79.48132
2882.0	84.548608	89.694614	74.116872	79.687005	78.436182	62.611032	85.033692	95.16417	87.805584	86.774883	82.084989	79.494756
2881.0	84.508188	89.668053	74.031813	79.636451	78.472685	62.611748	85.058459	95.163312	87.823736	86.797197	82.121469	79.506572
2880.0	84.467888	89.648432	73.950499	79.589313	78.513936	62.615211	85.088818	95.162041	87.852478	86.823173	82.16207	79.516091
2879.0	84.424607	89.625872	73.871262	79.540772	78.552103	62.621347	85.120917	95.163408	87.886934	86.852112	82.201261	79.520582
2878.0	84.37783	89.593255	73.793538	79.488282	78.583323	62.627168	85.15	95.168277	87.919372	86.881284	82.237352	79.51836
2877.0	84.3312	89.55443	73.719658	79.433941	78.612247	62.630542	85.174661	95.175693	87.945801	86.907714	82.272859	79.511479
2876.0	84.290252	89.520214	73.653093	79.382041	78.646009	62.631582	85.196682	95.183487	87.967515	86.931914	82.310093	79.504362
2875.0	84.256946	89.496655	73.594458	79.334439	78.68483	62.630375	85.217739	95.188872	87.987212	86.956147	82.347789	79.499673
2874.0	84.227668	89.480104	73.540883	79.289856	78.722787	62.625995	85.23823	95.190356	88.005634	86.979479	82.382519	79.496745
2873.0	84.197899	89.463556	73.48937	79.247062	78.757102	62.618414	85.258693	95.189578	88.021911	86.998033	82.412354	79.49414
2872.0	84.167548	89.44404	73.438962	79.206445	78.791344	62.609637	85.279935	95.189976	88.035517	87.010312	82.438171	79.491924
2871.0	84.140113	89.422501	73.389677	79.168276	78.828316	62.602308	85.301287	95.19317	88.047136	87.01921	82.461847	79.490477
2870.0	84.116925	89.399404	73.340914	79.131234	78.864347	62.598073	85.320236	95.197616	88.057784	87.027869	82.483715	79.488619
2869.0	84.093794	89.373359	73.291065	79.093087	78.89284	62.596993	85.334348	95.200844	88.06689	87.035899	82.501567	79.4845
2868.0	84.064277	89.343508	73.237876	79.05199	78.910394	62.59743	85.343022	95.201705	88.071441	87.041042	82.512468	79.477959
2867.0	84.026474	89.311995	73.180235	79.00759	78.91789	62.597189	85.347902	95.200242	88.068651	87.043274	82.51665	79.471306
2866.0	83.98655	89.284168	73.120833	78.962306	78.918985	62.596538	85.352694	95.197463	88.060563	87.045833	82.519407	79.468415
