ν	LD-Alanina No Magnetizada  Eppendorf	LD-Alanina Magnetizada  Eppendorf	LD-Alanina  No Magnetizada Petri	LD-Alanina  Magnetizada Petri	L-Alanina No Magnetizada  Eppendorf	L-Alanina Magnetizada Petri	L-Alanina Magnetizada Eppendorf	L-Alanina  No Magnetizada Petri	D-Alanina No Magnetizada Eppendorf	D-Alanina Magnetizada Eppendorf	D-Alanina  No Magnetizada Petri	D-Alanina  Magnetizada Petri
2393.0	93.662538	94.253263	87.333276	90.412727	91.833416	78.249782	94.490057	97.41554	94.46139	94.668217	93.306998	90.675025
2392.0	93.68628	94.266457	87.381123	90.451773	91.823393	78.419311	94.471883	97.414441	94.45818	94.673588	93.313334	90.740522
2391.0	93.713976	94.27632	87.426144	90.492995	91.820646	78.583969	94.464759	97.414814	94.460905	94.677115	93.324227	90.80742
2390.0	93.740849	94.288423	87.472671	90.533464	91.829642	78.747215	94.471587	97.416301	94.468217	94.675999	93.338454	90.875885
2389.0	93.765345	94.306783	87.527413	90.574845	91.854301	78.913132	94.489227	97.419555	94.476722	94.676379	93.361186	90.94502
2388.0	93.790207	94.333728	87.595019	90.623476	91.896255	79.086457	94.513718	97.426157	94.486701	94.68695	93.399521	91.017719
2387.0	93.818183	94.369311	87.673395	90.682892	91.951306	79.268744	94.54161	97.436425	94.499552	94.71009	93.452017	91.097777
2386.0	93.850128	94.409414	87.756617	90.751499	92.012254	79.458619	94.568627	97.448553	94.5132	94.742263	93.50859	91.184129
2385.0	93.887102	94.446091	87.841478	90.827361	92.076207	79.655734	94.591951	97.461216	94.525543	94.781232	93.562022	91.271262
2384.0	93.930273	94.4728	87.928102	90.909408	92.14544	79.85998	94.61423	97.475667	94.540992	94.828548	93.613967	91.354415
2383.0	93.977274	94.490538	88.015999	90.99281	92.220268	80.066424	94.641588	97.492909	94.568493	94.884951	93.667901	91.432043
2382.0	94.022141	94.507612	88.103825	91.068829	92.29542	80.265545	94.676595	97.509349	94.613074	94.947597	93.72228	91.504761
2381.0	94.061498	94.532073	88.191333	91.132618	92.365485	80.450003	94.716051	97.518605	94.672933	95.013618	93.773686	91.575001
2380.0	94.098183	94.564815	88.275978	91.188021	92.430136	80.618269	94.756467	97.519178	94.743859	95.083363	93.82073	91.647367
2379.0	94.135913	94.600826	88.349444	91.242008	92.491323	80.770734	94.797834	97.51786	94.821203	95.157742	93.860681	91.726151
2378.0	94.173284	94.635573	88.404803	91.296618	92.548344	80.904633	94.839265	97.522911	94.896334	95.233455	93.888697	91.810525
2377.0	94.205972	94.667039	88.445684	91.347416	92.597194	81.015552	94.87366	97.534647	94.955956	95.300743	93.905482	91.893081
2376.0	94.232693	94.692523	88.482261	91.388515	92.633151	81.101662	94.892541	97.545742	94.98897	95.346646	93.920468	91.963528
2375.0	94.256351	94.709775	88.518523	91.419253	92.654152	81.168198	94.897573	97.551595	94.995307	95.363033	93.943079	92.01632
2374.0	94.280624	94.722318	88.55508	91.449169	92.66712	81.229474	94.903294	97.557568	94.989166	95.357346	93.974961	92.058666
2373.0	94.309808	94.738901	88.602084	91.493363	92.689739	81.30211	94.924751	97.573233	94.992635	95.352502	94.016666	92.108364
2372.0	94.345789	94.762952	88.672821	91.555786	92.735824	81.39103	94.961919	97.598134	95.020102	95.367362	94.070029	92.176858
2371.0	94.382732	94.787969	88.762071	91.620581	92.798466	81.485719	95.00066	97.616415	95.064966	95.398662	94.128233	92.252195
2370.0	94.410397	94.808288	88.846391	91.669588	92.858279	81.575462	95.030058	97.609789	95.107182	95.430217	94.174157	92.307041
2369.0	94.428232	94.827109	88.908099	91.703336	92.906988	81.66307	95.052552	97.576646	95.137637	95.455309	94.19821	92.329272
2368.0	94.4463	94.844569	88.945063	91.731296	92.947483	81.754453	95.071667	97.534297	95.165155	95.476815	94.20547	92.335952
2367.0	94.46699	94.848612	88.958515	91.748333	92.973371	81.842464	95.079107	97.50214	95.192972	95.490848	94.201936	92.349046
2366.0	94.476531	94.834481	88.953303	91.743568	92.973995	81.915937	95.067132	97.488121	95.204619	95.491325	94.190704	92.368589
2365.0	94.46592	94.826219	88.950121	91.73036	92.963606	81.986629	95.048408	97.492643	95.190681	95.489338	94.186875	92.384199
2364.0	94.451922	94.855463	88.980248	91.7442	92.980234	82.086787	95.047643	97.516834	95.177032	95.511339	94.211047	92.401925
2363.0	94.471195	94.923501	89.059042	91.806506	93.044271	82.220725	95.07574	97.561448	95.203152	95.569561	94.266724	92.43611
2362.0	94.541953	94.99933	89.164423	91.902685	93.129904	82.355835	95.120528	97.618437	95.276648	95.638165	94.332857	92.491098
2361.0	94.639255	95.048625	89.264708	92.003426	93.199674	82.466257	95.16655	97.670341	95.364496	95.686473	94.385852	92.562409
2360.0	94.720517	95.059518	89.340393	92.085009	93.246434	82.549687	95.21073	97.700291	95.422132	95.710075	94.426975	92.63291
2359.0	94.751107	95.035661	89.36744	92.122809	93.279434	82.615606	95.247525	97.697764	95.427159	95.715163	94.455671	92.679293
2358.0	94.728314	94.990305	89.340718	92.110067	93.30948	82.66025	95.269037	97.666206	95.394664	95.713314	94.458168	92.686897
2357.0	94.687842	94.958034	89.287871	92.076534	93.347253	82.688662	95.28214	97.62904	95.372205	95.716051	94.44297	92.668628
2356.0	94.669091	94.971406	89.260159	92.068405	93.40272	82.737313	95.306789	97.61486	95.408241	95.739177	94.436491	92.66127
2355.0	94.698991	95.034774	89.293558	92.104985	93.477476	82.836484	95.358009	97.635513	95.511019	95.793082	94.465937	92.677926
2354.0	94.776066	95.119979	89.380785	92.165043	93.555894	82.971336	95.427912	97.675273	95.640629	95.862414	94.528358	92.700921
2353.0	94.876699	95.192899	89.489889	92.221661	93.616545	83.083906	95.491738	97.711448	95.73607	95.91072	94.603842	92.711365
2352.0	94.954278	95.232743	89.573108	92.259884	93.635762	83.144926	95.519247	97.730516	95.761391	95.896311	94.662502	92.720453
2351.0	94.966943	95.230652	89.614284	92.281806	93.611066	83.182598	95.498909	97.728627	95.726568	95.825955	94.676144	92.753944
2350.0	94.927152	95.202896	89.641485	92.302261	93.574025	83.239811	95.454848	97.712072	95.668656	95.755717	94.663979	92.806867
2349.0	94.877839	95.177037	89.688992	92.332889	93.562583	83.345087	95.42275	97.692934	95.623965	95.741812	94.671053	92.860601
2348.0	94.857796	95.171546	89.771203	92.377098	93.59536	83.480168	95.424014	97.686158	95.61093	95.805284	94.730495	92.904614
2347.0	94.87248	95.185258	89.848069	92.41772	93.644001	83.600612	95.44802	97.698908	95.624824	95.898369	94.823201	92.946207
2346.0	94.893544	95.196001	89.873905	92.435819	93.660256	83.664451	95.465624	97.723029	95.639035	95.951477	94.875704	92.987405
2345.0	94.900868	95.196716	89.841354	92.430353	93.627907	83.676375	95.463027	97.743337	95.635342	95.934774	94.848562	93.009264
2344.0	94.890619	95.197469	89.802277	92.420549	93.581141	83.681645	95.450215	97.751797	95.624111	95.887075	94.772073	93.011095
2343.0	94.894125	95.215106	89.805483	92.424937	93.565849	83.695663	95.450216	97.759982	95.622702	95.864053	94.728145	93.001722
2342.0	94.924584	95.242093	89.829251	92.438435	93.586521	83.713133	95.467485	97.77139	95.640082	95.873015	94.737942	92.990039
2341.0	94.972548	95.25447	89.848638	92.459762	93.632613	83.730788	95.492215	97.775227	95.675478	95.900335	94.768433	92.978152
2340.0	95.025474	95.252708	89.863693	92.493967	93.69505	83.764625	95.514619	97.767497	95.723942	95.921808	94.799824	92.971576
2339.0	95.071706	95.255145	89.89106	92.538613	93.764992	83.8232	95.534334	97.763085	95.774795	95.927128	94.831626	92.98164
2338.0	95.105528	95.277785	89.922623	92.576455	93.82596	83.897879	95.559803	97.778426	95.815613	95.919846	94.869577	93.003045
2337.0	95.112978	95.31109	89.940457	92.593647	93.862418	83.97092	95.593026	97.805146	95.838725	95.912137	94.900468	93.019724
2336.0	95.093266	95.338137	89.9379	92.590324	93.871258	84.039103	95.625189	97.822287	95.843337	95.90597	94.923225	93.022525
2335.0	95.055718	95.348217	89.934582	92.577056	93.864549	84.105822	95.644897	97.821514	95.832554	95.897973	94.940208	93.020222
2334.0	95.026558	95.349114	89.946913	92.562277	93.861068	84.178083	95.655296	97.818112	95.812685	95.891818	94.964078	93.028241
2333.0	95.012225	95.349174	89.984812	92.555581	93.87636	84.246861	95.667809	97.826258	95.790767	95.904474	94.988569	93.055077
2332.0	95.009297	95.356268	90.030601	92.558615	93.905491	84.301136	95.687404	97.845993	95.772166	95.93585	95.015298	93.093868
2331.0	94.997269	95.362576	90.066948	92.564152	93.924153	84.334437	95.701763	97.862159	95.758923	95.96462	95.027951	93.129056
2330.0	94.990209	95.365826	90.084246	92.562174	93.914559	84.342517	95.70175	97.870402	95.748696	95.96494	95.035462	93.136456
2329.0	94.987335	95.357405	90.076607	92.545435	93.873344	84.336323	95.677779	97.869696	95.737201	95.922771	95.025925	93.116635
2328.0	94.981328	95.329366	90.048732	92.517579	93.817984	84.315681	95.628151	97.860046	95.712876	95.855037	94.99909	93.08058
2327.0	94.944318	95.277363	89.989769	92.475944	93.753491	84.284089	95.552484	97.832513	95.665432	95.771095	94.94768	93.038026
2326.0	94.872646	95.20713	89.910369	92.424233	93.685618	84.247677	95.468522	97.785705	95.595053	95.690328	94.878581	92.992016
2325.0	94.798571	95.147468	89.834685	92.378274	93.628889	84.225663	95.408757	97.73492	95.522066	95.628198	94.821669	92.947797
2324.0	94.760409	95.126058	89.794741	92.360327	93.60755	84.239139	95.394634	97.703458	95.475428	95.601861	94.803663	92.929924
2323.0	94.777207	95.152257	89.801514	92.379425	93.635704	84.276776	95.419258	97.703659	95.466839	95.611031	94.83461	92.944769
2322.0	94.825576	95.201119	89.826921	92.414367	93.694004	84.310974	95.452901	97.723242	95.48105	95.630451	94.88484	92.971629
2321.0	94.870292	95.236597	89.848461	92.441346	93.75589	84.318815	95.480795	97.743556	95.492894	95.6453	94.918319	92.975425
2320.0	94.895652	95.249083	89.856856	92.450539	93.805957	84.314218	95.510169	97.761337	95.494345	95.656329	94.928384	92.949719
2319.0	94.903526	95.250744	89.86589	92.450333	93.844888	84.322484	95.547405	97.78338	95.49535	95.677538	94.923539	92.920922
2318.0	94.909888	95.260445	89.882045	92.449251	93.873009	84.364094	95.585101	97.810512	95.509639	95.709171	94.921693	92.913436
2317.0	94.918217	95.278146	89.91329	92.453126	93.89165	84.44111	95.612112	97.830713	95.544189	95.749058	94.922767	92.934291
2316.0	94.937563	95.302218	89.958058	92.463597	93.907685	84.541196	95.631262	97.839676	95.593958	95.795807	94.939578	92.973119
2315.0	94.961836	95.329047	90.006514	92.478707	93.924973	84.641367	95.647068	97.843352	95.641662	95.844201	94.968988	93.020602
2314.0	94.990186	95.358382	90.04084	92.494618	93.93932	84.720765	95.659111	97.853597	95.665169	95.879467	95.00981	93.065005
2313.0	95.00493	95.377089	90.051548	92.507513	93.937106	84.773553	95.656561	97.868621	95.654719	95.883341	95.038385	93.095694
2312.0	94.998518	95.372204	90.041313	92.512517	93.909191	84.805885	95.634221	97.880274	95.616718	95.852833	95.044686	93.101984
2311.0	94.963752	95.341967	90.014793	92.50185	93.853678	84.826076	95.5938	97.88056	95.564061	95.797769	95.016834	93.082546
2310.0	94.918967	95.306559	89.976491	92.473912	93.784012	84.838124	95.54985	97.872661	95.505865	95.738223	94.963685	93.047192
2309.0	94.882571	95.287445	89.934493	92.43857	93.720075	84.846884	95.518313	97.861083	95.452372	95.687927	94.895202	93.01621
2308.0	94.869857	95.290261	89.900569	92.408637	93.677346	84.856482	95.507833	97.849829	95.415063	95.653648	94.832568	93.009596
2307.0	94.870115	95.300905	89.876079	92.384716	93.650056	84.867997	95.50581	97.838247	95.396021	95.627263	94.782074	93.032068
2306.0	94.866388	95.303409	89.850288	92.356915	93.620102	84.88258	95.489643	97.826939	95.380092	95.597337	94.741997	93.068757
2305.0	94.840507	95.290022	89.812427	92.319757	93.573581	84.903561	95.44583	97.816312	95.347557	95.555524	94.699616	93.095458
2304.0	94.790936	95.261309	89.76025	92.277533	93.509849	84.931353	95.384027	97.807881	95.292705	95.503054	94.651893	93.098449
2303.0	94.724684	95.21795	89.698749	92.237365	93.43182	84.957505	95.323268	97.799233	95.227445	95.444426	94.596782	93.082431
2302.0	94.663236	95.165322	89.63403	92.202633	93.34329	84.975537	95.275868	97.786454	95.169753	95.387236	94.539494	93.064746
2301.0	94.624165	95.115842	89.574772	92.175367	93.25415	84.992499	95.240192	97.766522	95.13211	95.340944	94.481585	93.061002
2300.0	94.615647	95.087653	89.529455	92.157376	93.181035	85.019676	95.211029	97.744436	95.115091	95.312576	94.431765	93.071569
2299.0	94.622668	95.087921	89.50104	92.147597	93.129477	85.054575	95.183685	97.726849	95.107368	95.294927	94.391956	93.082927
2298.0	94.628541	95.105751	89.48837	92.14368	93.088247	85.080387	95.156697	97.714744	95.093432	95.274036	94.361977	93.081309
2297.0	94.625858	95.11835	89.489168	92.144857	93.042022	85.087766	95.129518	97.699844	95.068737	95.243283	94.333247	93.067423
2296.0	94.625616	95.111506	89.501624	92.151841	92.991788	85.08229	95.105866	97.677485	95.044416	95.213259	94.302201	93.052064
2295.0	94.639548	95.090206	89.519432	92.163149	92.950664	85.075408	95.09103	97.653604	95.035852	95.195206	94.269559	93.041545
2294.0	94.672947	95.070375	89.540586	92.179086	92.929836	85.071692	95.088867	97.638799	95.045865	95.191103	94.244527	93.031768
2293.0	94.719314	95.061569	89.570571	92.203367	92.928109	85.070721	95.097312	97.634096	95.063963	95.192271	94.235996	93.015713
2292.0	94.764615	95.060307	89.616795	92.236996	92.937786	85.067754	95.110334	97.63118	95.078163	95.190938	94.243828	92.991025
2291.0	94.794883	95.062274	89.674428	92.27189	92.953688	85.05351	95.123659	97.624702	95.085676	95.183427	94.256901	92.956754
2290.0	94.808741	95.071686	89.731762	92.299375	92.979237	85.020702	95.139455	97.618734	95.09251	95.174656	94.265653	92.913133
2289.0	94.821477	95.0949	89.783779	92.322055	93.022939	84.975685	95.163747	97.618811	95.107227	95.177923	94.2761	92.864849
2288.0	94.849503	95.126223	89.835077	92.350075	93.088163	84.935906	95.199024	97.623491	95.134922	95.207214	94.302975	92.821888
2287.0	94.8945	95.152329	89.888606	92.387755	93.167763	84.912967	95.242963	97.62918	95.175482	95.263989	94.354569	92.789956
2286.0	94.944775	95.169645	89.942108	92.43141	93.251356	84.903902	95.294077	97.63862	95.226353	95.336163	94.426706	92.766309
2285.0	94.991829	95.189973	89.994896	92.477874	93.335961	84.898413	95.354822	97.659095	95.284582	95.410811	94.512699	92.744849
2284.0	95.03444	95.223464	90.048825	92.525742	93.423572	84.888211	95.425481	97.692006	95.344664	95.481729	94.605217	92.722644
2283.0	95.072874	95.264911	90.103336	92.571063	93.512178	84.86941	95.500452	97.730164	95.397731	95.545719	94.693266	92.6988
2282.0	95.107132	95.301668	90.157197	92.61082	93.595959	84.845814	95.573495	97.764975	95.439734	95.600081	94.76642	92.673535
2281.0	95.14273	95.328866	90.214139	92.648736	93.673339	84.82786	95.642393	97.792804	95.478561	95.648388	94.827804	92.649108
2280.0	95.184025	95.34953	90.273745	92.686371	93.744592	84.819382	95.703085	97.81289	95.525268	95.69753	94.890249	92.625943
2279.0	95.221186	95.365536	90.320869	92.712697	93.804507	84.806481	95.747208	97.824321	95.577881	95.746514	94.957649	92.596546
2278.0	95.236238	95.378351	90.337094	92.716201	93.849144	84.774976	95.774729	97.828366	95.624582	95.786905	95.020933	92.551403
2277.0	95.227093	95.393762	90.325484	92.706338	93.890053	84.737263	95.802911	97.831291	95.663455	95.820121	95.075051	92.493939
2276.0	95.21359	95.415648	90.306907	92.70554	93.945576	84.724374	95.849144	97.840755	95.705458	95.859912	95.127114	92.440403
2275.0	95.210498	95.435418	90.290868	92.718105	94.014723	84.746831	95.907379	97.858708	95.753104	95.910955	95.179821	92.402148
2274.0	95.207919	95.439517	90.265352	92.723292	94.075543	84.779934	95.956359	97.880021	95.791655	95.957787	95.223491	92.375155
2273.0	95.186195	95.426293	90.21871	92.702806	94.114499	84.795874	95.988825	97.897266	95.812117	95.985192	95.250181	92.351932
2272.0	95.143515	95.405817	90.156534	92.661064	94.143782	84.794343	96.017224	97.907009	95.829589	96.000086	95.265373	92.333876
2271.0	95.096865	95.38312	90.090289	92.613895	94.181495	84.79238	96.049544	97.912844	95.864515	96.02047	95.276706	92.326477
2270.0	95.062505	95.354312	90.024133	92.572271	94.229413	84.798975	96.078279	97.923601	95.914437	96.052233	95.28554	92.329893
2269.0	95.044778	95.321676	89.959897	92.542042	94.278584	84.813339	96.097839	97.945509	95.959233	96.087968	95.297269	92.340177
2268.0	95.040074	95.298767	89.904518	92.52504	94.323271	84.83706	96.114649	97.973438	95.987855	96.121312	95.324946	92.353907
2267.0	95.041407	95.292919	89.866449	92.51384	94.357979	84.872099	96.130717	97.992037	96.004188	96.149197	95.369819	92.366564
2266.0	95.040547	95.293	89.85176	92.497696	94.371942	84.911371	96.133338	97.989568	96.010109	96.164721	95.410669	92.373378
2265.0	95.034154	95.284347	89.865602	92.480626	94.359936	84.945176	96.113515	97.970529	96.000684	96.161117	95.424885	92.377715
2264.0	95.030764	95.270518	89.910382	92.483552	94.333077	84.974859	96.082742	97.952196	95.978238	96.14232	95.411962	92.391791
2263.0	95.045568	95.269811	89.980456	92.521429	94.307595	85.011942	96.057463	97.948349	95.956578	96.118566	95.384924	92.423071
2262.0	95.084897	95.290694	90.066333	92.586462	94.286653	85.063197	96.035355	97.957289	95.944714	96.092827	95.348841	92.463602
2261.0	95.138454	95.319726	90.160492	92.65749	94.258663	85.122241	95.999945	97.963993	95.934904	96.057851	95.301504	92.496115
2260.0	95.189424	95.337431	90.25516	92.720376	94.210564	85.175997	95.944881	97.952958	95.912858	96.007981	95.245882	92.509235
2259.0	95.235245	95.344962	90.344168	92.779465	94.141914	85.216736	95.885233	97.92342	95.875726	95.950731	95.192347	92.507277
2258.0	95.293165	95.369367	90.437411	92.855851	94.070458	85.251066	95.84584	97.894199	95.835965	95.905984	95.151064	92.512824
2257.0	95.380289	95.437753	90.563029	92.97253	94.02235	85.295861	95.84179	97.889008	95.807901	95.892418	95.128892	92.555818
2256.0	95.487614	95.545836	90.734225	93.129669	94.005357	85.361407	95.863963	97.911123	95.791878	95.906685	95.124445	92.647157
2255.0	95.583251	95.657131	90.922365	93.295864	93.993468	85.437829	95.880941	97.936319	95.772143	95.917974	95.11997	92.760414
2254.0	95.647061	95.736835	91.082654	93.433343	93.95078	85.504311	95.863013	97.937271	95.732499	95.892168	95.089793	92.850875
2253.0	95.692706	95.780285	91.203305	93.529884	93.871614	85.550699	95.809319	97.911581	95.673987	95.825124	95.0245	92.897254
2252.0	95.748127	95.805462	91.307664	93.597077	93.784879	85.582416	95.74669	97.879211	95.614199	95.744545	94.941256	92.914694
2251.0	95.821167	95.827204	91.413257	93.646567	93.721143	85.60705	95.700963	97.856614	95.570358	95.680228	94.864296	92.928032
2250.0	95.897442	95.850808	91.514373	93.685917	93.69262	85.627138	95.67828	97.844721	95.54773	95.643986	94.807806	92.946437
2249.0	95.964057	95.883004	91.603093	93.730479	93.701568	85.647544	95.67303	97.839479	95.543018	95.635388	94.779411	92.96749
2248.0	96.022171	95.932017	91.681154	93.794644	93.74495	85.676095	95.681463	97.841318	95.551082	95.649872	94.786695	92.988371
2247.0	96.076807	95.994151	91.747426	93.870645	93.805273	85.712731	95.703253	97.849749	95.567907	95.676227	94.829172	93.005958
2246.0	96.128842	96.05347	91.797397	93.936786	93.8589	85.746069	95.740039	97.859483	95.593782	95.702138	94.896202	93.018325
2245.0	96.175782	96.097711	91.837827	93.987058	93.903234	85.763249	95.794863	97.866449	95.633904	95.728874	94.976943	93.030785
2244.0	96.209761	96.125672	91.881303	94.033392	93.959817	85.758083	95.863372	97.871674	95.688621	95.768425	95.062972	93.04904
2243.0	96.218446	96.138974	91.925423	94.07965	94.042158	85.732273	95.926616	97.876909	95.744802	95.821383	95.14019	93.063813
2242.0	96.202472	96.139566	91.961001	94.117801	94.137683	85.698946	95.968603	97.884545	95.789	95.873524	95.196627	93.059219
2241.0	96.188715	96.138362	92.0003	94.151735	94.230253	85.681637	96.003603	97.9041	95.830016	95.920399	95.244982	93.040796
2240.0	96.207581	96.152029	92.069315	94.199223	94.322794	85.695335	96.066875	97.947703	95.89294	95.978116	95.316896	93.036927
2239.0	96.256292	96.183875	92.167474	94.264082	94.42512	85.728562	96.169929	98.012177	95.983956	96.059306	95.422439	93.063856
2238.0	96.301855	96.217981	92.260565	94.328795	94.533194	85.756865	96.281788	98.073318	96.074323	96.153166	95.531667	93.105264
2237.0	96.3213	96.238591	92.31874	94.379199	94.632566	85.771085	96.363607	98.105398	96.12847	96.23929	95.608689	93.133219
2236.0	96.321048	96.245964	92.338964	94.4133	94.711589	85.776948	96.405399	98.102262	96.138506	96.306371	95.64875	93.132387
2235.0	96.315857	96.247467	92.330036	94.423463	94.763751	85.771297	96.419086	98.076451	96.124133	96.347452	95.670185	93.097554
2234.0	96.311878	96.244872	92.30563	94.400528	94.791088	85.742783	96.417148	98.047384	96.11177	96.35538	95.68767	93.03065
2233.0	96.317458	96.240485	92.296038	94.364751	94.813685	85.698969	96.416507	98.036077	96.123717	96.339425	95.708405	92.954325
2232.0	96.346428	96.246143	92.332373	94.36033	94.859419	85.66767	96.443843	98.057959	96.172825	96.330754	95.737258	92.907031
2231.0	96.396101	96.272735	92.407994	94.40297	94.932928	85.661838	96.510443	98.107042	96.250878	96.353102	95.769157	92.905907
2230.0	96.438815	96.313397	92.482859	94.459667	95.007382	85.663784	96.588804	98.153323	96.328656	96.398424	95.791177	92.928269
2229.0	96.450593	96.346662	92.534609	94.497136	95.055328	85.654443	96.635841	98.169355	96.381752	96.445107	95.806753	92.943367
2228.0	96.438275	96.357533	92.577974	94.52478	95.074859	85.638946	96.63825	98.158601	96.413851	96.487378	95.841162	92.947464
2227.0	96.427305	96.350916	92.626877	94.569042	95.079251	85.630031	96.620075	98.148379	96.44503	96.530688	95.906085	92.953072
2226.0	96.433463	96.344111	92.669576	94.627558	95.078315	85.623621	96.609974	98.157823	96.482397	96.570328	95.975491	92.959658
2225.0	96.456022	96.3486	92.693268	94.673015	95.079507	85.607722	96.616892	98.181971	96.512612	96.594088	96.015537	92.954546
2224.0	96.487439	96.360056	92.703825	94.68842	95.090986	85.584575	96.634916	98.203564	96.519547	96.599767	96.025239	92.93355
2223.0	96.519043	96.368362	92.708873	94.679118	95.113132	85.568994	96.656996	98.20935	96.501139	96.595388	96.029211	92.905553
2222.0	96.544316	96.3769	92.708678	94.660968	95.139087	85.56994	96.680659	98.195015	96.471696	96.588688	96.043257	92.882716
2221.0	96.563448	96.401919	92.712724	94.651048	95.167686	85.58196	96.705883	98.164951	96.451788	96.587115	96.064741	92.873317
2220.0	96.578782	96.445078	92.735262	94.658181	95.200975	85.588745	96.727273	98.13163	96.4506	96.5978	96.084536	92.873501
2219.0	96.585127	96.478442	92.766302	94.672155	95.229583	85.571732	96.7303	98.110907	96.45722	96.616327	96.091824	92.862827
2218.0	96.575838	96.474333	92.780195	94.675938	95.243146	85.525603	96.706863	98.114832	96.458148	96.627817	96.079548	92.825515
2217.0	96.558498	96.444492	92.781478	94.675062	95.256004	85.469564	96.676265	98.146498	96.461565	96.630922	96.060146	92.780403
2216.0	96.549721	96.428327	92.804552	94.695304	95.293731	85.431464	96.672955	98.196839	96.487809	96.646725	96.061624	92.766481
2215.0	96.554162	96.4422	92.855002	94.742627	95.348937	85.416643	96.705207	98.246535	96.534461	96.689494	96.093428	92.790801
2214.0	96.566533	96.463707	92.891764	94.78857	95.383535	85.405262	96.744192	98.279646	96.573474	96.742994	96.132889	92.817923
2213.0	96.593993	96.471169	92.887249	94.808257	95.386619	85.38359	96.765493	98.29946	96.591752	96.782129	96.160585	92.823218
2212.0	96.651769	96.474754	92.866942	94.810086	95.395814	85.362497	96.781856	98.322015	96.611349	96.805068	96.188942	92.826468
2211.0	96.729906	96.495728	92.865296	94.812317	95.441875	85.359085	96.816883	98.349375	96.65406	96.826209	96.235516	92.852979
2210.0	96.788348	96.533908	92.877828	94.813188	95.503391	85.374993	96.864045	98.362096	96.706907	96.849468	96.287932	92.890713
2209.0	96.797393	96.571553	92.884058	94.803462	95.540197	85.399966	96.895798	98.347637	96.742195	96.867681	96.320892	92.912824
2208.0	96.76488	96.596794	92.886103	94.788546	95.54549	85.423102	96.903064	98.323225	96.754703	96.878834	96.333133	92.918933
2207.0	96.713701	96.609025	92.894403	94.777468	95.539127	85.4329	96.901865	98.315041	96.757618	96.88466	96.341591	92.924622
2206.0	96.654781	96.610784	92.900014	94.765597	95.532012	85.418809	96.906245	98.323897	96.755971	96.880907	96.350861	92.928931
2205.0	96.595645	96.60688	92.890212	94.747492	95.524929	85.382744	96.916885	98.329036	96.747426	96.865859	96.354365	92.922654
2204.0	96.553422	96.603547	92.873567	94.733356	95.525569	85.34266	96.934212	98.321414	96.738481	96.852032	96.357201	92.914314
2203.0	96.541434	96.599655	92.867335	94.735427	95.541195	85.321433	96.962676	98.315623	96.737096	96.855256	96.373952	92.91953
2202.0	96.557365	96.58795	92.876785	94.749725	95.565584	85.338342	96.999713	98.328301	96.736844	96.878056	96.408265	92.936237
2201.0	96.595612	96.570888	92.900881	94.76497	95.590277	85.403711	97.033647	98.357947	96.728119	96.912192	96.450264	92.954379
2200.0	96.652969	96.561719	92.935212	94.777324	95.614638	85.502572	97.053627	98.386968	96.717196	96.946501	96.485358	92.97601
2199.0	96.709826	96.562608	92.955854	94.784849	95.631071	85.586578	97.053468	98.394078	96.715151	96.964551	96.492932	93.000881
2198.0	96.727409	96.557999	92.928248	94.781268	95.619838	85.607482	97.02996	98.366733	96.716875	96.951286	96.453109	93.007459
2197.0	96.685381	96.540103	92.851011	94.766291	95.575719	85.567517	96.987014	98.312822	96.711654	96.914664	96.374468	92.977796
2196.0	96.610644	96.523711	92.766292	94.747438	95.521436	85.518371	96.936057	98.259134	96.705825	96.883987	96.299289	92.930906
2195.0	96.551654	96.521713	92.711126	94.722622	95.479233	85.503423	96.883884	98.228704	96.711976	96.873452	96.259844	92.904216
2194.0	96.533106	96.522702	92.685072	94.679007	95.449632	85.519665	96.828195	98.222073	96.721734	96.865209	96.243987	92.911068
2193.0	96.544453	96.510164	92.676577	94.619248	95.431504	85.540638	96.773315	98.227469	96.713155	96.840647	96.223068	92.939805
2192.0	96.558049	96.490003	92.685242	94.568801	95.436742	85.553968	96.738832	98.24092	96.683381	96.806626	96.196561	92.981643
2191.0	96.548843	96.48005	92.699089	94.545291	95.465693	85.566632	96.740593	98.263323	96.652641	96.775246	96.185011	93.03227
2190.0	96.511536	96.48367	92.685367	94.54069	95.492	85.592777	96.771886	98.284911	96.636349	96.743511	96.19358	93.076597
2189.0	96.469097	96.492488	92.630787	94.544803	95.49301	85.646584	96.812375	98.290735	96.631818	96.714899	96.208175	93.10134
2188.0	96.449226	96.504158	92.563461	94.562368	95.47452	85.728497	96.843984	98.28035	96.631015	96.714335	96.216285	93.116606
2187.0	96.445846	96.516607	92.512332	94.590491	95.44746	85.809863	96.848989	98.266815	96.62831	96.751319	96.208651	93.14012
2186.0	96.425708	96.514807	92.474366	94.602479	95.407256	85.852442	96.811899	98.258559	96.617592	96.789645	96.174458	93.169628
2185.0	96.381386	96.488938	92.443539	94.578175	95.359863	85.855875	96.74449	98.257799	96.60146	96.788598	96.12204	93.196127
2184.0	96.34955	96.46161	92.437427	94.535967	95.339467	85.865109	96.69446	98.272484	96.602334	96.760944	96.091658	93.230475
2183.0	96.35874	96.469434	92.46437	94.511964	95.367406	85.914463	96.701624	98.308693	96.642865	96.754653	96.116479	93.284378
