ν	D-Alanina No Magnetizada Irradiada Petri	D-Alanina No Magnetizada Eppendorf	D-Alanina Magnetizada Irradiada Petri	D-Alanina Magnetizada Eppendorf	D-Alanina Irradiada No Magnetizada Eppendorf	D-Alanina Irradiada Magnetizada Eppendorf	D-Alanina  No Magnetizada Petri	D-Alanina  Magnetizada Petri
2289.0	92.823016	95.107227	94.209424	95.177923	91.392297	96.084671	94.2761	92.864849
2288.0	92.859785	95.134922	94.232879	95.207214	91.485925	96.107943	94.302975	92.821888
2287.0	92.916263	95.175482	94.275313	95.263989	91.592369	96.142069	94.354569	92.789956
2286.0	92.987083	95.226353	94.340652	95.336163	91.703661	96.184111	94.426706	92.766309
2285.0	93.070005	95.284582	94.427504	95.410811	91.813698	96.228934	94.512699	92.744849
2284.0	93.165479	95.344664	94.530602	95.481729	91.922064	96.274536	94.605217	92.722644
2283.0	93.269742	95.397731	94.635588	95.545719	92.027865	96.318795	94.693266	92.6988
2282.0	93.375264	95.439734	94.724235	95.600081	92.127905	96.356491	94.76642	92.673535
2281.0	93.479898	95.478561	94.791287	95.648388	92.223383	96.384908	94.827804	92.649108
2280.0	93.583109	95.525268	94.847576	95.69753	92.320223	96.408822	94.890249	92.625943
2279.0	93.674836	95.577881	94.901521	95.746514	92.4184	96.433909	94.957649	92.596546
2278.0	93.741613	95.624582	94.950199	95.786905	92.510366	96.459275	95.020933	92.551403
2277.0	93.7874	95.663455	94.993883	95.820121	92.593577	96.482599	95.075051	92.493939
2276.0	93.833863	95.705458	95.04397	95.859912	92.674744	96.509054	95.127114	92.440403
2275.0	93.891398	95.753104	95.105005	95.910955	92.756992	96.546164	95.179821	92.402148
2274.0	93.946255	95.791655	95.16242	95.957787	92.833469	96.590418	95.223491	92.375155
2273.0	93.98373	95.812117	95.20118	95.985192	92.899471	96.627352	95.250181	92.351932
2272.0	94.012642	95.829589	95.226008	96.000086	92.959941	96.647266	95.265373	92.333876
2271.0	94.052273	95.864515	95.250879	96.02047	93.018415	96.655194	95.276706	92.326477
2270.0	94.105048	95.914437	95.279224	96.052233	93.068637	96.662861	95.28554	92.329893
2269.0	94.154493	95.959233	95.30811	96.087968	93.104927	96.675997	95.297269	92.340177
2268.0	94.185634	95.987855	95.341379	96.121312	93.131882	96.692907	95.324946	92.353907
2267.0	94.196593	96.004188	95.382258	96.149197	93.156304	96.711436	95.369819	92.366564
2266.0	94.194087	96.010109	95.419245	96.164721	93.177	96.731287	95.410669	92.373378
2265.0	94.185878	96.000684	95.435391	96.161117	93.189096	96.749275	95.424885	92.377715
2264.0	94.176473	95.978238	95.428835	96.14232	93.190944	96.756757	95.411962	92.391791
2263.0	94.163641	95.956578	95.411559	96.118566	93.181848	96.745753	95.384924	92.423071
2262.0	94.140013	95.944714	95.389456	96.092827	93.16	96.717341	95.348841	92.463602
2261.0	94.100805	95.934904	95.354556	96.057851	93.126511	96.681845	95.301504	92.496115
2260.0	94.046764	95.912858	95.297267	96.007981	93.084132	96.649894	95.245882	92.509235
2259.0	93.983614	95.875726	95.221156	95.950731	93.030436	96.625017	95.192347	92.507277
2258.0	93.923407	95.835965	95.14639	95.905984	92.961721	96.605333	95.151064	92.512824
2257.0	93.883548	95.807901	95.097174	95.892418	92.883179	96.588087	95.128892	92.555818
2256.0	93.870945	95.791878	95.077937	95.906685	92.803008	96.569586	95.124445	92.647157
2255.0	93.866818	95.772143	95.061639	95.917974	92.715619	96.543979	95.11997	92.760414
2254.0	93.84022	95.732499	95.013826	95.892168	92.606723	96.507909	95.089793	92.850875
2253.0	93.778529	95.673987	94.930629	95.825124	92.478717	96.465863	95.0245	92.897254
2252.0	93.696863	95.614199	94.841446	95.744545	92.355968	96.426852	94.941256	92.914694
2251.0	93.618535	95.570358	94.774198	95.680228	92.26088	96.396357	94.864296	92.928032
2250.0	93.561883	95.54773	94.734815	95.643986	92.199286	96.374795	94.807806	92.946437
2249.0	93.542612	95.543018	94.721893	95.635388	92.172448	96.362385	94.779411	92.96749
2248.0	93.570233	95.551082	94.739281	95.649872	92.186172	96.360922	94.786695	92.988371
2247.0	93.635649	95.567907	94.784868	95.676227	92.24072	96.371166	94.829172	93.005958
2246.0	93.715997	95.593782	94.845017	95.702138	92.325231	96.391586	94.896202	93.018325
2245.0	93.795226	95.633904	94.911701	95.728874	92.430023	96.419171	94.976943	93.030785
2244.0	93.870014	95.688621	94.990062	95.768425	92.553596	96.450086	95.062972	93.04904
2243.0	93.938219	95.744802	95.079879	95.821383	92.692161	96.482705	95.14019	93.063813
2242.0	94.000064	95.789	95.167316	95.873524	92.833982	96.52201	95.196627	93.059219
2241.0	94.071621	95.830016	95.247224	95.920399	92.969732	96.575093	95.244982	93.040796
2240.0	94.174867	95.89294	95.335305	95.978116	93.097243	96.637194	95.316896	93.036927
2239.0	94.306859	95.983956	95.44208	96.059306	93.211954	96.688836	95.422439	93.063856
2238.0	94.435979	96.074323	95.54951	96.153166	93.306478	96.715953	95.531667	93.105264
2237.0	94.534779	96.12847	95.629289	96.23929	93.384831	96.72852	95.608689	93.133219
2236.0	94.599654	96.138506	95.671984	96.306371	93.462216	96.748588	95.64875	93.132387
2235.0	94.635559	96.124133	95.685942	96.347452	93.544025	96.782444	95.670185	93.097554
2234.0	94.64655	96.11177	95.684815	96.35538	93.619315	96.816413	95.68767	93.03065
2233.0	94.651888	96.123717	95.691463	96.339425	93.681022	96.839303	95.708405	92.954325
2232.0	94.685541	96.172825	95.733814	96.330754	93.73696	96.85585	95.737258	92.907031
2231.0	94.761766	96.250878	95.814542	96.353102	93.793942	96.875609	95.769157	92.905907
2230.0	94.857687	96.328656	95.898126	96.398424	93.847447	96.900592	95.791177	92.928269
2229.0	94.942689	96.381752	95.948061	96.445107	93.894853	96.928059	95.806753	92.943367
2228.0	95.008529	96.413851	95.96625	96.487378	93.942501	96.955528	95.841162	92.947464
2227.0	95.058766	96.44503	95.978752	96.530688	93.991125	96.97868	95.906085	92.953072
2226.0	95.089566	96.482397	95.997836	96.570328	94.030598	96.992771	95.975491	92.959658
2225.0	95.099441	96.512612	96.018659	96.594088	94.058156	96.999686	96.015537	92.954546
2224.0	95.102886	96.519547	96.039194	96.599767	94.086124	97.005931	96.025239	92.93355
2223.0	95.116767	96.501139	96.061025	96.595388	94.123082	97.012388	96.029211	92.905553
2222.0	95.143121	96.471696	96.080007	96.588688	94.163418	97.015885	96.043257	92.882716
2221.0	95.174699	96.451788	96.095159	96.587115	94.203192	97.021918	96.064741	92.873317
2220.0	95.204058	96.4506	96.11658	96.5978	94.248499	97.0428	96.084536	92.873501
2219.0	95.221058	96.45722	96.147676	96.616327	94.299402	97.078906	96.091824	92.862827
2218.0	95.220576	96.458148	96.17233	96.627817	94.343802	97.113817	96.079548	92.825515
2217.0	95.220176	96.461565	96.177293	96.630922	94.377405	97.134122	96.060146	92.780403
2216.0	95.246847	96.487809	96.173661	96.646725	94.41232	97.143858	96.061624	92.766481
2215.0	95.295847	96.534461	96.178633	96.689494	94.455576	97.153586	96.093428	92.790801
2214.0	95.328857	96.573474	96.192462	96.742994	94.496539	97.165733	96.132889	92.817923
2213.0	95.327954	96.591752	96.213331	96.782129	94.525818	97.177191	96.160585	92.823218
2212.0	95.325013	96.611349	96.255963	96.805068	94.54927	97.186111	96.188942	92.826468
2211.0	95.357479	96.65406	96.328949	96.826209	94.573613	97.189174	96.235516	92.852979
2210.0	95.418822	96.706907	96.407201	96.849468	94.596087	97.182007	96.287932	92.890713
2209.0	95.474804	96.742195	96.453895	96.867681	94.617616	97.169819	96.320892	92.912824
2208.0	95.507806	96.754703	96.46086	96.878834	94.646727	97.167986	96.333133	92.918933
2207.0	95.521585	96.757618	96.444489	96.88466	94.68026	97.183622	96.341591	92.924622
2206.0	95.521044	96.755971	96.414957	96.880907	94.700025	97.204287	96.350861	92.928931
2205.0	95.513481	96.747426	96.376778	96.865859	94.699465	97.2124	96.354365	92.922654
2204.0	95.515759	96.738481	96.348115	96.852032	94.693746	97.20399	96.357201	92.914314
2203.0	95.536309	96.737096	96.349099	96.855256	94.692852	97.187275	96.373952	92.91953
2202.0	95.560102	96.736844	96.374386	96.878056	94.686713	97.171567	96.408265	92.936237
2201.0	95.568687	96.728119	96.399542	96.912192	94.669531	97.165057	96.450264	92.954379
2200.0	95.562164	96.717196	96.409913	96.946501	94.656479	97.174796	96.485358	92.97601
2199.0	95.546093	96.715151	96.405261	96.964551	94.661015	97.199642	96.492932	93.000881
2198.0	95.514988	96.716875	96.386725	96.951286	94.675273	97.22832	96.453109	93.007459
2197.0	95.468995	96.711654	96.361332	96.914664	94.687751	97.250658	96.374468	92.977796
2196.0	95.429655	96.705825	96.34854	96.883987	94.7016	97.265377	96.299289	92.930906
2195.0	95.416317	96.711976	96.358683	96.873452	94.720514	97.272478	96.259844	92.904216
2194.0	95.41934	96.721734	96.373883	96.865209	94.733813	97.266443	96.243987	92.911068
2193.0	95.415573	96.713155	96.371527	96.840647	94.729942	97.244096	96.223068	92.939805
2192.0	95.39849	96.683381	96.355778	96.806626	94.709635	97.212424	96.196561	92.981643
2191.0	95.376615	96.652641	96.343859	96.775246	94.675622	97.18239	96.185011	93.03227
2190.0	95.355982	96.636349	96.334563	96.743511	94.62786	97.161034	96.19358	93.076597
2189.0	95.340584	96.631818	96.316312	96.714899	94.578285	97.152761	96.208175	93.10134
2188.0	95.335516	96.631015	96.293935	96.714335	94.548059	97.158766	96.216285	93.116606
2187.0	95.3343	96.62831	96.279489	96.751319	94.538914	97.1707	96.208651	93.14012
2186.0	95.3198	96.617592	96.267923	96.789645	94.529748	97.175702	96.174458	93.169628
2185.0	95.293049	96.60146	96.25183	96.788598	94.512835	97.174522	96.12204	93.196127
2184.0	95.281081	96.602334	96.249066	96.760944	94.508076	97.18381	96.091658	93.230475
2183.0	95.297113	96.642865	96.280294	96.754653	94.526115	97.211084	96.116479	93.284378
2182.0	95.313987	96.71229	96.32386	96.786457	94.542687	97.236935	96.176862	93.335511
2181.0	95.299363	96.771767	96.328946	96.827573	94.529157	97.233209	96.219228	93.348866
2180.0	95.258654	96.797772	96.276118	96.848507	94.488003	97.19319	96.214188	93.328981
2179.0	95.220691	96.800956	96.195362	96.843506	94.441221	97.135736	96.171391	93.315178
2178.0	95.199381	96.796518	96.124625	96.813628	94.4039	97.087496	96.107399	93.325998
2177.0	95.188637	96.775145	96.07646	96.758768	94.382335	97.068293	96.028705	93.339147
2176.0	95.175331	96.715133	96.042204	96.689794	94.376064	97.083212	95.942534	93.327772
2175.0	95.139105	96.615105	96.005158	96.625468	94.368974	97.117814	95.860395	93.291197
2174.0	95.060698	96.505319	95.950901	96.575343	94.338137	97.144526	95.791156	93.246731
2173.0	94.951041	96.427266	95.884162	96.539655	94.280725	97.140526	95.743725	93.212335
2172.0	94.85201	96.402939	95.832244	96.518968	94.211923	97.099827	95.727834	93.199316
2171.0	94.788683	96.420381	95.814403	96.508474	94.132461	97.03056	95.737648	93.204732
2170.0	94.740637	96.445997	95.813446	96.492159	94.026111	96.949389	95.744554	93.21008
2169.0	94.678034	96.450211	95.793958	96.459175	93.897109	96.878471	95.722003	93.198621
2168.0	94.603181	96.423084	95.741406	96.416629	93.780108	96.834493	95.669935	93.169339
2167.0	94.53109	96.371008	95.665413	96.370046	93.699179	96.814543	95.601026	93.12459
2166.0	94.449864	96.306944	95.574505	96.304966	93.642028	96.799954	95.515625	93.058496
2165.0	94.335645	96.244185	95.472609	96.210753	93.586037	96.776661	95.410085	92.97499
2164.0	94.201993	96.191183	95.376411	96.113447	93.524577	96.745214	95.302468	92.902024
2163.0	94.109454	96.154258	95.315685	96.062906	93.460457	96.713241	95.234422	92.867435
2162.0	94.129276	96.154649	95.321059	96.095069	93.406614	96.692562	95.254316	92.877385
2161.0	94.303267	96.231311	95.420958	96.219161	93.403005	96.704178	95.399309	92.937965
2160.0	94.608646	96.396398	95.624139	96.419507	93.488612	96.765586	95.662416	93.070197
2159.0	94.940719	96.586947	95.876249	96.645362	93.634122	96.864181	95.959494	93.263206
2158.0	95.163342	96.702855	96.064974	96.820613	93.750204	96.961214	96.16503	93.435903
2157.0	95.209358	96.704139	96.1152	96.896716	93.785877	97.029381	96.210778	93.500971
2156.0	95.114724	96.632464	96.056416	96.883151	93.766905	97.068004	96.125054	93.452195
2155.0	94.956686	96.542044	95.968013	96.814475	93.730348	97.082416	95.973999	93.350474
2154.0	94.798675	96.455235	95.893195	96.717429	93.682162	97.073164	95.808198	93.250877
2153.0	94.687943	96.381173	95.829509	96.618176	93.62756	97.04742	95.665892	93.171642
2152.0	94.652212	96.331941	95.771087	96.544811	93.589204	97.019746	95.577834	93.109569
2151.0	94.675967	96.306084	95.724402	96.501316	93.573292	96.99539	95.546425	93.055772
2150.0	94.708086	96.285016	95.690851	96.462712	93.552835	96.967321	95.545481	93.00378
2149.0	94.713882	96.261958	95.663214	96.415015	93.506475	96.93385	95.55691	92.962252
2148.0	94.702753	96.252677	95.64021	96.379043	93.448185	96.90548	95.587054	92.952516
2147.0	94.691891	96.264455	95.626405	96.375659	93.401435	96.890588	95.634881	92.978852
2146.0	94.669567	96.278309	95.618876	96.390497	93.368212	96.887118	95.6717	93.012612
2145.0	94.615357	96.278381	95.606689	96.395701	93.338261	96.89057	95.672215	93.020891
2144.0	94.5328	96.27481	95.578171	96.38579	93.305087	96.896629	95.641833	92.998559
2143.0	94.436737	96.276019	95.518493	96.36744	93.259055	96.894581	95.591921	92.957262
2142.0	94.325829	96.259453	95.412442	96.332949	93.186485	96.873736	95.511221	92.900232
2141.0	94.192051	96.196763	95.26653	96.271563	93.088393	96.840179	95.386521	92.829526
2140.0	94.046266	96.096869	95.119115	96.194325	92.981502	96.812063	95.234436	92.764149
2139.0	93.913557	96.000176	95.011061	96.123235	92.873209	96.794016	95.088576	92.726268
2138.0	93.808512	95.935453	94.950005	96.065626	92.756061	96.771587	94.966443	92.714597
2137.0	93.726649	95.898852	94.911501	96.018038	92.630739	96.735631	94.86622	92.709914
2136.0	93.651879	95.868383	94.865545	95.98191	92.508024	96.69483	94.782863	92.703591
2135.0	93.562726	95.823312	94.791862	95.953881	92.380364	96.655264	94.708426	92.705323
2134.0	93.440106	95.753458	94.680399	95.911615	92.219049	96.60449	94.62487	92.724369
2133.0	93.278902	95.663378	94.53328	95.831435	92.011501	96.529565	94.513339	92.754813
2132.0	93.0861	95.566135	94.362543	95.712931	91.777132	96.438498	94.367004	92.777279
2131.0	92.864602	95.465766	94.176095	95.56981	91.535371	96.349774	94.187137	92.768341
2130.0	92.610236	95.351226	93.970483	95.407596	91.280518	96.267887	93.976124	92.715417
2129.0	92.327996	95.213276	93.74247	95.227191	90.999226	96.180284	93.742553	92.631774
2128.0	92.037559	95.058819	93.499176	95.039491	90.694027	96.074848	93.503152	92.551089
2127.0	91.755752	94.900284	93.2507	94.857667	90.377227	95.952281	93.270617	92.50021
2126.0	91.48355	94.739006	93.000921	94.680711	90.05427	95.822574	93.045319	92.482918
2125.0	91.214682	94.56917	92.750484	94.499347	89.723418	95.69499	92.821692	92.490573
2124.0	90.945994	94.39198	92.499285	94.31194	89.383377	95.571434	92.59381	92.513242
2123.0	90.67387	94.215426	92.24152	94.120459	89.035448	95.447181	92.354048	92.533927
2122.0	90.391629	94.044168	91.970441	93.918956	88.685174	95.318253	92.100649	92.530367
2121.0	90.099847	93.879727	91.69609	93.704868	88.343443	95.187451	91.85179	92.500101
2120.0	89.813832	93.727889	91.447129	93.497883	88.0184	95.061069	91.637605	92.473833
2119.0	89.553613	93.595246	91.244544	93.3271	87.708017	94.941317	91.469192	92.486068
2118.0	89.328408	93.477273	91.08061	93.196228	87.409477	94.825965	91.325551	92.536257
2117.0	89.133452	93.358178	90.9319	93.077033	87.131866	94.714202	91.178486	92.59135
2116.0	88.960006	93.226908	90.786384	92.94417	86.889071	94.60854	91.022432	92.622764
2115.0	88.807048	93.089819	90.649614	92.806102	86.685269	94.512322	90.873777	92.62941
2114.0	88.682969	92.964692	90.531253	92.693982	86.519399	94.430158	90.750177	92.62862
2113.0	88.594391	92.864628	90.437028	92.627385	86.397482	94.369254	90.659274	92.638131
2112.0	88.535363	92.790902	90.371211	92.599576	86.325497	94.334512	90.60153	92.66664
2111.0	88.494661	92.740817	90.336589	92.5936	86.295118	94.322692	90.575516	92.711433
2110.0	88.474169	92.717612	90.330866	92.603133	86.292883	94.326026	90.58148	92.762615
2109.0	88.489639	92.728221	90.349341	92.633147	86.320834	94.340752	90.622066	92.812698
2108.0	88.549226	92.773155	90.391843	92.685192	86.3923	94.367957	90.69626	92.860214
2107.0	88.642277	92.844375	90.462857	92.751218	86.509246	94.408059	90.792753	92.903993
2106.0	88.754731	92.932976	90.56498	92.825482	86.659319	94.459938	90.895584	92.942603
2105.0	88.88202	93.032005	90.694525	92.914901	86.833216	94.523701	90.997238	92.981882
2104.0	89.017691	93.130452	90.841132	93.027036	87.028074	94.597733	91.099971	93.031117
2103.0	89.145137	93.214626	90.989475	93.150052	87.234038	94.673748	91.206154	93.087304
2102.0	89.258738	93.283947	91.127089	93.258492	87.435696	94.741812	91.319261	93.137738
2101.0	89.383731	93.359297	91.256853	93.343612	87.631193	94.801726	91.454703	93.185112
2100.0	89.553845	93.464451	91.397806	93.426253	87.835028	94.864334	91.632686	93.25223
2099.0	89.771244	93.60051	91.566905	93.532719	88.057351	94.940435	91.851246	93.34875
2098.0	90.005273	93.747525	91.76197	93.669074	88.293435	95.032056	92.077466	93.449081
2097.0	90.22793	93.888231	91.965957	93.825843	88.535021	95.132645	92.275578	93.520663
2096.0	90.432881	94.018801	92.161562	93.99266	88.776131	95.229925	92.437108	93.56279
2095.0	90.621089	94.137934	92.335431	94.154273	89.004286	95.310718	92.576194	93.599626
2094.0	90.78955	94.241128	92.476834	94.285565	89.203006	95.371131	92.705808	93.645948
2093.0	90.93904	94.330333	92.584697	94.371616	89.370033	95.422183	92.828802	93.699102
2092.0	91.07423	94.41459	92.672066	94.427575	89.519617	95.478076	92.942239	93.754835
2091.0	91.190122	94.49358	92.753087	94.48112	89.66241	95.539179	93.038775	93.810683
2090.0	91.274853	94.552346	92.82861	94.538661	89.796451	95.59383	93.110192	93.858842
2089.0	91.332685	94.581799	92.893083	94.584043	89.920282	95.635959	93.158961	93.893087
2088.0	91.389249	94.596034	92.950783	94.607957	90.038946	95.6713	93.200847	93.920308
2087.0	91.465527	94.619211	93.013473	94.621757	90.152141	95.704736	93.249225	93.952601
2086.0	91.557761	94.66029	93.082897	94.640739	90.251454	95.73204	93.302795	93.992378
2085.0	91.647802	94.707763	93.145473	94.668515	90.334054	95.748394	93.352239	94.03585
2084.0	91.722116	94.744831	93.18655	94.701767	90.404141	95.756563	93.390355	94.084383
2083.0	91.776596	94.764222	93.206004	94.739692	90.457756	95.762231	93.4128	94.141459
2082.0	91.814904	94.771701	93.22096	94.783477	90.484805	95.768657	93.420974	94.205176
2081.0	91.848306	94.77954	93.255081	94.831555	90.491953	95.779706	93.429187	94.273173
2080.0	91.888575	94.794228	93.31881	94.877176	90.50398	95.800241	93.455744	94.34561
2079.0	91.938681	94.810382	93.395769	94.908153	90.534258	95.828507	93.500775	94.414116
2078.0	91.997784	94.821249	93.455068	94.913261	90.572546	95.854214	93.546457	94.461594
2077.0	92.069612	94.831027	93.48201	94.895294	90.609492	95.868482	93.584534	94.486305
2076.0	92.150921	94.8465	93.489784	94.873437	90.653084	95.871569	93.626211	94.510944
2075.0	92.218274	94.861273	93.498341	94.866434	90.710654	95.869802	93.676554	94.551761
2074.0	92.249889	94.865677	93.516064	94.879288	90.773637	95.871497	93.720279	94.595313
2073.0	92.261544	94.872742	93.548585	94.91161	90.832901	95.885712	93.748269	94.624865
2072.0	92.297532	94.912257	93.607058	94.967587	90.892341	95.914514	93.780158	94.652327
2071.0	92.381555	94.991734	93.691496	95.045331	90.955874	95.944941	93.840413	94.699437
2070.0	92.497844	95.082666	93.778558	95.12513	91.018205	95.960621	93.924009	94.760954
2069.0	92.621659	95.154989	93.845019	95.184555	91.080555	95.965933	94.004088	94.81311
2068.0	92.743549	95.207757	93.897103	95.223769	91.159178	95.98706	94.065956	94.848827
2067.0	92.858509	95.254304	93.960531	95.263509	91.265197	96.041798	94.118005	94.878342
2066.0	92.957801	95.296568	94.048094	95.320318	91.389128	96.117039	94.176566	94.902468
2065.0	93.04325	95.331795	94.152301	95.393249	91.515369	96.182737	94.254085	94.911682
2064.0	93.129065	95.369384	94.262483	95.470011	91.639456	96.221662	94.354817	94.907323
2063.0	93.220757	95.42131	94.371732	95.536079	91.763691	96.239684	94.469321	94.900116
2062.0	93.312174	95.485108	94.472259	95.582868	91.891234	96.254876	94.578957	94.89206
2061.0	93.4053	95.550939	94.561469	95.617176	92.031252	96.28436	94.67358	94.879318
2060.0	93.506666	95.615029	94.647877	95.656397	92.191454	96.334048	94.756397	94.864753
2059.0	93.602128	95.673093	94.734851	95.705691	92.358324	96.393135	94.827526	94.849081
2058.0	93.667881	95.713738	94.805976	95.750718	92.504872	96.443401	94.880104	94.822248
2057.0	93.712783	95.734874	94.845816	95.783488	92.625903	96.478511	94.921209	94.785361
2056.0	93.772157	95.754558	94.868476	95.819543	92.74273	96.508342	94.9744	94.765835
2055.0	93.846618	95.787902	94.903959	95.871578	92.862767	96.54115	95.045086	94.782322
2054.0	93.888523	95.824229	94.960576	95.921135	92.960677	96.570406	95.103657	94.806607
2053.0	93.873672	95.845978	95.023093	95.942115	93.016498	96.585436	95.123961	94.793852
2052.0	93.850387	95.859392	95.084594	95.944105	93.04826	96.587232	95.123046	94.745736
2051.0	93.88791	95.886206	95.154965	95.966277	93.08869	96.587523	95.142579	94.712903
2050.0	94.001495	95.932833	95.235034	96.03068	93.151058	96.598758	95.203065	94.735686
2049.0	94.150764	95.987278	95.306118	96.121786	93.233204	96.628281	95.291526	94.806225
2048.0	94.291184	96.042108	95.355849	96.213043	93.331376	96.673811	95.382601	94.891228
2047.0	94.399286	96.098853	95.394602	96.291733	93.429844	96.721349	95.453217	94.966643
2046.0	94.467212	96.151252	95.434708	96.353027	93.500343	96.756062	95.487235	95.020329
2045.0	94.509175	96.186797	95.471393	96.394527	93.535318	96.778213	95.489151	95.048108
2044.0	94.558134	96.204918	95.493293	96.423037	93.56009	96.799626	95.484857	95.061137
2043.0	94.625998	96.21494	95.49725	96.445588	93.592296	96.823312	95.489568	95.078043
2042.0	94.683476	96.217828	95.486608	96.451593	93.614288	96.838424	95.487525	95.102343
2041.0	94.699183	96.206126	95.466519	96.424286	93.605818	96.837023	95.459509	95.120615
2040.0	94.672995	96.178346	95.443922	96.36983	93.576769	96.821961	95.411918	95.122065
2039.0	94.610669	96.139481	95.423223	96.313364	93.544915	96.796276	95.359106	95.106311
2038.0	94.505658	96.094996	95.40359	96.267829	93.509562	96.761818	95.301136	95.078511
2037.0	94.379497	96.058187	95.388595	96.22863	93.470541	96.731614	95.244675	95.052782
2036.0	94.300303	96.0508	95.391159	96.197597	93.444297	96.723534	95.223003	95.049466
2035.0	94.315802	96.077965	95.415946	96.188982	93.436559	96.735472	95.263268	95.070685
2034.0	94.394731	96.112975	95.44379	96.20773	93.426722	96.746436	95.347153	95.090403
2033.0	94.47119	96.125234	95.450197	96.240047	93.403398	96.748023	95.42975	95.086368
2032.0	94.518672	96.113712	95.436424	96.269493	93.386655	96.752758	95.484935	95.06704
2031.0	94.545524	96.096796	95.429217	96.289549	93.393152	96.765319	95.511609	95.051746
2030.0	94.557816	96.086051	95.455725	96.303086	93.412062	96.772048	95.517875	95.0492
2029.0	94.575595	96.090651	95.528333	96.323841	93.437594	96.770195	95.527358	95.073475
2028.0	94.650975	96.128267	95.641835	96.370351	93.491354	96.782618	95.578387	95.147266
2027.0	94.813872	96.205743	95.771089	96.44168	93.589282	96.8286	95.683956	95.261436
2026.0	95.016192	96.299757	95.880782	96.510017	93.716187	96.898798	95.805793	95.361623
2025.0	95.174238	96.380868	95.95381	96.557642	93.854785	96.971345	95.893329	95.409697
2024.0	95.260685	96.449354	96.007551	96.610946	94.010589	97.035954	95.939991	95.435341
2023.0	95.32127	96.525242	96.072327	96.709995	94.185865	97.091274	95.981949	95.491319
2022.0	95.412735	96.61151	96.161315	96.849099	94.35745	97.136127	96.055819	95.581125
2021.0	95.55415	96.689921	96.266951	96.973014	94.502384	97.175987	96.174669	95.666831
2020.0	95.720929	96.748805	96.370024	97.033262	94.62051	97.221842	96.325261	95.725616
2019.0	95.858248	96.79456	96.444419	97.029106	94.714609	97.271045	96.468515	95.761001
2018.0	95.916572	96.838102	96.473574	96.996212	94.779353	97.304712	96.558999	95.776885
2017.0	95.902995	96.884633	96.476976	96.976682	94.82887	97.314812	96.585767	95.778257
2016.0	95.881526	96.932384	96.4976	96.996161	94.898293	97.317121	96.581274	95.78108
2015.0	95.901294	96.971888	96.548289	97.050217	94.994745	97.326049	96.576489	95.789701
2014.0	95.953738	96.995166	96.598866	97.1109	95.081836	97.335138	96.573862	95.787484
2013.0	96.013889	97.012396	96.630742	97.153558	95.13273	97.333407	96.575117	95.779268
2012.0	96.081679	97.043341	96.669766	97.173956	95.165518	97.324212	96.598161	95.811162
2011.0	96.158008	97.083837	96.738703	97.177637	95.207978	97.319433	96.646503	95.910506
2010.0	96.22246	97.104708	96.809209	97.172439	95.262629	97.331042	96.696087	96.035833
2009.0	96.273475	97.101689	96.842463	97.18556	95.327673	97.37393	96.73735	96.130005
2008.0	96.355633	97.120673	96.85854	97.260963	95.414205	97.455231	96.799132	96.197313
2007.0	96.499003	97.203077	96.916092	97.40643	95.515527	97.551541	96.900318	96.275288
2006.0	96.656369	97.322879	97.02667	97.556713	95.592161	97.61834	97.006088	96.352572
2005.0	96.747253	97.409998	97.13372	97.623849	95.615363	97.634229	97.063926	96.379302
2004.0	96.747539	97.425146	97.182536	97.584164	95.59824	97.618026	97.060684	96.349152
2003.0	96.699078	97.385311	97.176682	97.493635	95.567288	97.595633	97.01957	96.313142
2002.0	96.653	97.330266	97.159318	97.427517	95.537335	97.573012	96.968948	96.315648
2001.0	96.635253	97.289988	97.16446	97.422688	95.524339	97.548352	96.935394	96.357569
2000.0	96.644308	97.27508	97.188736	97.462438	95.544836	97.527474	96.93506	96.414837
1999.0	96.652786	97.273431	97.197573	97.495899	95.585394	97.514997	96.947326	96.458863
1998.0	96.626444	97.259007	97.158674	97.477654	95.605577	97.506789	96.923645	96.464727
1997.0	96.565451	97.220499	97.077872	97.407839	95.589339	97.501297	96.84775	96.431561
1996.0	96.512894	97.177885	97.000516	97.332796	95.561074	97.502348	96.766008	96.392278
1995.0	96.504917	97.1615	96.97293	97.296674	95.537152	97.503284	96.737207	96.379981
1994.0	96.532966	97.18323	97.009454	97.302451	95.501509	97.486509	96.774274	96.395544
1993.0	96.569679	97.235404	97.092188	97.327257	95.450302	97.449803	96.849442	96.428027
1992.0	96.605868	97.302626	97.183232	97.357577	95.419451	97.416886	96.929986	96.485219
1991.0	96.638542	97.36203	97.235918	97.390486	95.436145	97.409607	96.989043	96.568227
1990.0	96.647561	97.384533	97.217736	97.41277	95.47884	97.426629	97.005047	96.632505
1989.0	96.616641	97.355102	97.137264	97.406187	95.514195	97.457835	96.978182	96.6207
1988.0	96.560783	97.289218	97.036846	97.371066	95.536753	97.496383	96.932083	96.532586
1987.0	96.507336	97.219115	96.949505	97.325113	95.549409	97.528087	96.881717	96.429206
1986.0	96.464065	97.168534	96.877971	97.280732	95.543608	97.534679	96.820014	96.369995
1985.0	96.423463	97.144915	96.820653	97.238256	95.525365	97.521019	96.750367	96.371004
1984.0	96.379246	97.142812	96.791052	97.19789	95.523699	97.514876	96.702665	96.414898
1983.0	96.323045	97.146078	96.795588	97.164995	95.543638	97.524483	96.694606	96.46959
