ν	D-Alanina No Magnetizada Irradiada Petri	D-Alanina No Magnetizada Eppendorf	D-Alanina Magnetizada Irradiada Petri	D-Alanina Magnetizada Eppendorf	D-Alanina Irradiada No Magnetizada Eppendorf	D-Alanina Irradiada Magnetizada Eppendorf	D-Alanina  No Magnetizada Petri	D-Alanina  Magnetizada Petri
3163.0	91.253945	95.300048	93.564397	94.985451	90.117888	96.226584	93.319932	83.271182
3162.0	91.139156	95.242484	93.480944	94.920747	90.012743	96.190298	93.241197	83.155807
3161.0	91.026126	95.18247	93.408004	94.850617	89.903914	96.153579	93.155292	83.054388
3160.0	90.919589	95.119094	93.338487	94.777524	89.791955	96.114555	93.061082	82.96443
3159.0	90.819944	95.051605	93.258285	94.704687	89.676389	96.070767	92.958626	82.879304
3158.0	90.722318	94.981751	93.15869	94.633019	89.55508	96.022352	92.849311	82.794509
3157.0	90.622111	94.915271	93.04501	94.561669	89.427543	95.973343	92.738205	82.713591
3156.0	90.519104	94.857546	92.932792	94.490194	89.296509	95.928318	92.633675	82.646293
3155.0	90.413708	94.804585	92.833659	94.417832	89.164369	95.887243	92.540265	82.598801
3154.0	90.302396	94.741804	92.745063	94.341391	89.029794	95.844736	92.452762	82.56729
3153.0	90.181271	94.657555	92.655158	94.257032	88.889647	95.795369	92.360897	82.543457
3152.0	90.052697	94.557444	92.555941	94.165277	88.743082	95.738982	92.259457	82.52466
3151.0	89.923917	94.460295	92.448526	94.072304	88.592447	95.680032	92.150629	82.514829
3150.0	89.799173	94.379087	92.33694	93.98465	88.441244	95.622696	92.037599	82.516146
3149.0	89.676624	94.309655	92.222134	93.903371	88.29218	95.567891	91.9206	82.524901
3148.0	89.552995	94.238771	92.104204	93.824503	88.145818	95.514204	91.800111	82.537528
3147.0	89.427835	94.159126	91.986769	93.744511	87.999958	95.459704	91.679927	82.557198
3146.0	89.30241	94.074159	91.875211	93.663609	87.851477	95.402601	91.564685	82.591104
3145.0	89.177248	93.991104	91.770906	93.583419	87.699843	95.341876	91.455814	82.642405
3144.0	89.052266	93.912545	91.669426	93.502779	87.547945	95.278461	91.350731	82.707313
3143.0	88.927788	93.834509	91.56498	93.417629	87.398728	95.215246	91.244426	82.779871
3142.0	88.804237	93.75119	91.455782	93.325392	87.252015	95.15506	91.131427	82.857768
3141.0	88.681404	93.661126	91.344698	93.228376	87.104958	95.098379	91.008711	82.943444
3140.0	88.558394	93.568731	91.234967	93.131801	86.954303	95.042918	90.878753	83.040711
3139.0	88.433832	93.47973	91.125848	93.038558	86.797735	94.985272	90.748814	83.150381
3138.0	88.30635	93.396041	91.013149	92.946648	86.634498	94.923241	90.625588	83.268335
3137.0	88.17578	93.316054	90.894359	92.851934	86.465648	94.857086	90.510074	83.387988
3136.0	88.043768	93.238185	90.772474	92.752908	86.293114	94.788852	90.397792	83.505627
3135.0	87.912245	93.161131	90.653579	92.652338	86.118531	94.720745	90.283238	83.623353
3134.0	87.780755	93.080591	90.540321	92.553923	85.943588	94.654309	90.163254	83.745947
3133.0	87.645319	92.989145	90.428111	92.456982	85.770152	94.590282	90.036304	83.87494
3132.0	87.500192	92.882138	90.308012	92.355034	85.597759	94.527618	89.900206	84.006937
3131.0	87.341722	92.76343	90.173711	92.241507	85.421644	94.462386	89.752649	84.138041
3130.0	87.17176	92.643887	90.026529	92.117673	85.236063	94.38946	89.594684	84.268467
3129.0	86.997246	92.533331	89.874379	91.993131	85.039781	94.306882	89.432044	84.401371
3128.0	86.825137	92.433004	89.725637	91.876469	84.83614	94.218154	89.270814	84.537664
3127.0	86.657074	92.334875	89.583079	91.766155	84.628059	94.129266	89.111698	84.673665
3126.0	86.489216	92.228359	89.442629	91.652411	84.415717	94.043785	88.949936	84.804529
3125.0	86.316152	92.10841	89.296709	91.526973	84.199192	93.961293	88.780548	84.928786
3124.0	86.133313	91.977537	89.13823	91.388337	83.979721	93.87924	88.601811	85.048207
3123.0	85.937168	91.840844	88.963247	91.238447	83.756634	93.794427	88.414268	85.164013
3122.0	85.727302	91.700972	88.773202	91.078974	83.525461	93.703183	88.219489	85.275361
3121.0	85.509358	91.558324	88.575472	90.912737	83.280884	93.602511	88.020479	85.38216
3120.0	85.292078	91.413395	88.378836	90.745066	83.020095	93.492169	87.819906	85.487308
3119.0	85.078555	91.265838	88.185874	90.579811	82.742294	93.374634	87.615875	85.59413
3118.0	84.861828	91.112216	87.990762	90.414487	82.446841	93.252274	87.401656	85.702107
3117.0	84.631018	90.947938	87.786171	90.241694	82.133531	93.125006	87.171637	85.807056
3116.0	84.380636	90.772029	87.570828	90.055328	81.803766	92.991105	86.926009	85.90607
3115.0	84.113005	90.587727	87.347941	89.854424	81.460509	92.849691	86.668484	86.000986
3114.0	83.834313	90.397689	87.117602	89.642031	81.107562	92.701935	86.402122	86.096019
3113.0	83.550994	90.200659	86.874882	89.422209	80.748428	92.550078	86.129676	86.192881
3112.0	83.267986	89.994177	86.616681	89.197702	80.384226	92.395682	85.855251	86.28945
3111.0	82.986744	89.77928	86.347568	88.968518	80.012734	92.238909	85.581371	86.383182
3110.0	82.70435	89.561051	86.076393	88.732259	79.631068	92.07945	85.304986	86.474483
3109.0	82.416441	89.344892	85.808253	88.486848	79.239354	91.91799	85.020013	86.565741
3108.0	82.121545	89.133024	85.54192	88.233685	78.840601	91.756258	84.72513	86.657597
3107.0	81.822119	88.924162	85.274659	87.978289	78.437881	91.595313	84.427329	86.747512
3106.0	81.52207	88.715461	85.006963	87.727886	78.03366	91.434173	84.136695	86.832521
3105.0	81.224336	88.504419	84.741347	87.487611	77.631055	91.27084	83.857721	86.911817
3104.0	80.930132	88.289669	84.478085	87.257328	77.232602	91.104731	83.585529	86.985235
3103.0	80.639123	88.071181	84.214251	87.031376	76.837583	90.937801	83.310499	87.050345
3102.0	80.350345	87.850426	83.947082	86.802437	76.44305	90.773313	83.027222	87.103743
3101.0	80.063453	87.629861	83.677141	86.566926	76.047834	90.613706	82.739268	87.145915
3100.0	79.778439	87.411023	83.407863	86.32661	75.653385	90.459212	82.454453	87.182474
3099.0	79.493839	87.192902	83.143116	86.085253	75.260816	90.307857	82.176429	87.218786
3098.0	79.206989	86.97335	82.885688	85.845152	74.870051	90.156889	81.903002	87.25429
3097.0	78.918184	86.75275	82.636824	85.60761	74.482297	90.00502	81.632076	87.283611
3096.0	78.63424	86.535378	82.395838	85.375255	74.100627	89.853648	81.36579	87.302847
3095.0	78.365377	86.326167	82.160524	85.15202	73.72726	89.705597	81.107647	87.313403
3094.0	78.116567	86.126641	81.928907	84.940443	73.362449	89.562584	80.858459	87.31947
3093.0	77.88218	85.934862	81.70065	84.739403	73.006302	89.424247	80.617236	87.323177
3092.0	77.650575	85.7489	81.476845	84.544657	72.659191	89.289579	80.384099	87.323469
3091.0	77.415013	85.569313	81.259391	84.351957	72.319895	89.158661	80.15992	87.31946
3090.0	77.179628	85.397912	81.050743	84.160483	71.986008	89.032711	79.943974	87.313192
3089.0	76.953612	85.234378	80.85251	83.973461	71.657251	88.912743	79.733682	87.307362
3088.0	76.740402	85.074661	80.663068	83.795184	71.336442	88.798437	79.526697	87.300629
3087.0	76.534977	84.913847	80.477946	83.627731	71.02649	88.688104	79.323054	87.287608
3086.0	76.331915	84.751701	80.294408	83.470868	70.728054	88.579668	79.126292	87.265358
3085.0	76.132725	84.594774	80.114965	83.324104	70.440615	88.472343	78.942175	87.238372
3084.0	75.943082	84.451421	79.944886	83.187373	70.164092	88.36796	78.774144	87.214668
3083.0	75.765588	84.324462	79.787032	83.060351	69.898925	88.270388	78.619342	87.197213
3082.0	75.598297	84.209719	79.640508	82.942955	69.645882	88.182666	78.470875	87.180974
3081.0	75.438597	84.10162	79.503149	82.836454	69.40576	88.104109	78.324899	87.157903
3080.0	75.28525	83.998754	79.37313	82.742229	69.178164	88.030615	78.184016	87.122833
3079.0	75.137791	83.903728	79.248829	82.658995	68.961402	87.9583	78.053499	87.075599
3078.0	74.997441	83.819391	79.129904	82.582777	68.755431	87.886892	77.936407	87.021293
3077.0	74.867915	83.746028	79.018781	82.510168	68.564047	87.819628	77.832688	86.969038
3076.0	74.751676	83.681029	78.918744	82.440559	68.391957	87.760437	77.740084	86.926158
3075.0	74.645599	83.620954	78.829618	82.375305	68.240266	87.711435	77.654512	86.890785
3074.0	74.543982	83.565426	78.746909	82.316879	68.106696	87.672104	77.57248	86.852682
3073.0	74.446027	83.519448	78.666303	82.269517	67.989031	87.639765	77.495323	86.803923
3072.0	74.356691	83.489703	78.588588	82.238337	67.8859	87.611289	77.429337	86.747157
3071.0	74.279337	83.477169	78.519793	82.225406	67.795408	87.585703	77.379744	86.691011
3070.0	74.211344	83.475044	78.466584	82.226887	67.716057	87.565072	77.34592	86.639487
3069.0	74.148544	83.475467	78.430657	82.235486	67.648451	87.551714	77.323542	86.588926
3068.0	74.090792	83.477069	78.406372	82.24607	67.593248	87.544496	77.30906	86.533983
3067.0	74.040705	83.484075	78.384457	82.258497	67.548067	87.539224	77.300268	86.473113
3066.0	73.998842	83.499068	78.359391	82.275264	67.509575	87.533098	77.294896	86.408209
3065.0	73.962266	83.519179	78.332978	82.297462	67.478343	87.52747	77.291564	86.341871
3064.0	73.926755	83.539813	78.310052	82.323829	67.458551	87.525578	77.29125	86.275884
3063.0	73.889395	83.560683	78.292313	82.353761	67.453186	87.52892	77.295941	86.210561
3062.0	73.850974	83.58749	78.278842	82.390348	67.462567	87.536974	77.307091	86.14509
3061.0	73.817669	83.627952	78.271523	82.439288	67.486999	87.549314	77.327045	86.079836
3060.0	73.798621	83.685577	78.275901	82.504073	67.526987	87.566536	77.359794	86.018208
3059.0	73.79893	83.756425	78.294887	82.582174	67.580384	87.589402	77.407163	85.964512
3058.0	73.814563	83.832189	78.323909	82.665916	67.64294	87.618151	77.464928	85.919551
3057.0	73.835328	83.907066	78.354861	82.747094	67.712826	87.652327	77.525581	85.879791
3056.0	73.853459	83.981413	78.384659	82.821976	67.792163	87.690431	77.58539	85.841299
3055.0	73.869245	84.058556	78.417997	82.893408	67.883285	87.730234	77.646851	85.803214
3054.0	73.888678	84.139469	78.460842	82.968004	67.985753	87.770526	77.71425	85.766856
3053.0	73.916418	84.221776	78.512221	83.049682	68.097235	87.812404	77.788527	85.733049
3052.0	73.951189	84.302699	78.563765	83.135402	68.214345	87.857857	77.866136	85.701759
3051.0	73.987795	84.380917	78.607906	83.218709	68.331975	87.906982	77.94075	85.673766
3050.0	74.022935	84.455698	78.645508	83.297456	68.444621	87.957143	78.006121	85.651311
3049.0	74.058126	84.526328	78.684206	83.375704	68.549801	88.004645	78.060013	85.636555
3048.0	74.096877	84.593491	78.729984	83.457228	68.648664	88.046658	78.107071	85.629784
3047.0	74.140305	84.660135	78.782495	83.539903	68.742648	88.081891	78.156592	85.62947
3046.0	74.186068	84.729282	78.83817	83.618009	68.831201	88.11045	78.215538	85.633684
3045.0	74.229819	84.799937	78.89392	83.686558	68.912726	88.133433	78.282751	85.64053
3044.0	74.266317	84.865048	78.94569	83.740652	68.985389	88.152271	78.349401	85.647036
3043.0	74.291038	84.914793	78.98668	83.774418	69.046776	88.168276	78.404758	85.648857
3042.0	74.303409	84.943855	79.011196	83.786389	69.095152	88.18258	78.44224	85.642669
3041.0	74.308138	84.956311	79.020039	83.785328	69.131715	88.195572	78.461836	85.628961
3040.0	74.311178	84.962326	79.019646	83.785322	69.159579	88.205831	78.468135	85.611475
3039.0	74.314236	84.969127	79.016304	83.793451	69.179899	88.210568	78.466411	85.594038
3038.0	74.314541	84.975796	79.013035	83.805119	69.190751	88.208176	78.460092	85.578985
3037.0	74.309173	84.977034	79.010501	83.81143	69.189988	88.199903	78.450729	85.568073
3036.0	74.297475	84.970368	79.007273	83.80722	69.177343	88.188102	78.43869	85.562196
3035.0	74.279486	84.958025	78.99913	83.791123	69.153846	88.173674	78.422783	85.558912
3034.0	74.254505	84.942677	78.981582	83.762867	69.121784	88.156678	78.400053	85.552326
3033.0	74.22211	84.923649	78.95456	83.724121	69.085671	88.138731	78.367782	85.537916
3032.0	74.18353	84.898218	78.922831	83.679673	69.050647	88.12251	78.32673	85.517183
3031.0	74.14197	84.86611	78.891303	83.634888	69.018723	88.108416	78.282397	85.496152
3030.0	74.1026	84.832311	78.861864	83.59327	68.988221	88.093621	78.242854	85.479822
3029.0	74.071414	84.805033	78.835219	83.558067	68.95752	88.075559	78.214744	85.469524
3028.0	74.051762	84.78975	78.812868	83.533212	68.9276	88.055208	78.199849	85.464872
3027.0	74.041269	84.784233	78.795173	83.519015	68.900639	88.036028	78.193766	85.465613
3026.0	74.033332	84.780165	78.778724	83.508395	68.878028	88.020566	78.188105	85.470556
3025.0	74.022166	84.771081	78.75784	83.491721	68.860187	88.008992	78.176002	85.475954
3024.0	74.006176	84.758796	78.729454	83.466455	68.846433	88.000153	78.156988	85.476046
3023.0	73.987617	84.751198	78.696724	83.439824	68.834394	87.992627	78.136542	85.465299
3022.0	73.970505	84.753703	78.667878	83.421056	68.821036	87.984739	78.120559	85.440514
3021.0	73.95796	84.763513	78.650598	83.412727	68.804763	87.974909	78.110539	85.401603
3020.0	73.949264	84.771901	78.646063	83.410136	68.78562	87.963063	78.103666	85.350215
3019.0	73.939602	84.771598	78.648593	83.407301	68.76421	87.951608	78.096202	85.286254
3018.0	73.924455	84.762591	78.65196	83.402067	68.742513	87.944201	78.085979	85.204572
3017.0	73.904071	84.751905	78.655199	83.396404	68.725339	87.942828	78.072943	85.094369
3016.0	73.882081	84.747727	78.660724	83.393607	68.717968	87.945843	78.059226	84.940679
3015.0	73.860498	84.752903	78.667969	83.395619	68.721419	87.949127	78.048764	84.725151
3014.0	73.838609	84.763739	78.672181	83.402048	68.731731	87.949315	78.044962	84.426543
3013.0	73.816449	84.77481	78.670111	83.410948	68.744134	87.945954	78.047641	84.027044
3012.0	73.796605	84.784304	78.664419	83.420823	68.756277	87.940877	78.053184	83.528849
3011.0	73.781649	84.794643	78.661008	83.432147	68.767572	87.936126	78.058356	82.974913
3010.0	73.771117	84.808757	78.663061	83.446124	68.777728	87.932471	78.062697	82.455742
3009.0	73.760806	84.825907	78.668105	83.460902	68.786208	87.929081	78.065562	82.085504
3008.0	73.742997	84.839772	78.668842	83.469534	68.790571	87.924057	78.061555	81.953282
3007.0	73.707498	84.839793	78.655133	83.463025	68.783632	87.915397	78.040576	82.078468
3006.0	73.645382	84.815409	78.615819	83.434989	68.752179	87.901114	77.992481	82.403361
3005.0	73.553998	84.759985	78.54077	83.381416	68.678234	87.877323	77.911197	82.827766
3004.0	73.439641	84.671543	78.424731	83.297363	68.543938	87.836815	77.797099	83.258321
3003.0	73.317637	84.553242	78.274265	83.180638	68.344019	87.773273	77.660996	83.63908
3002.0	73.212074	84.419445	78.114969	83.044556	68.104159	87.690935	77.528773	83.951325
3001.0	73.152541	84.30302	77.989815	82.92522	67.888231	87.610443	77.438512	84.197275
3000.0	73.163116	84.248728	77.942086	82.867858	67.775349	87.561536	77.425034	84.386194
2999.0	73.247885	84.287939	77.991641	82.899313	67.815084	87.565904	77.500137	84.529334
2998.0	73.384487	84.413923	78.122821	83.010228	67.995765	87.624106	77.642529	84.638735
2997.0	73.53123	84.582303	78.292641	83.160995	68.251993	87.716299	77.804463	84.724887
2996.0	73.639872	84.734579	78.447886	83.300493	68.497481	87.812043	77.928331	84.794151
2995.0	73.666294	84.820773	78.537122	83.380622	68.651396	87.878587	77.96332	84.848964
2994.0	73.579858	84.807115	78.517668	83.363437	68.647712	87.884892	77.87716	84.89099
2993.0	73.374549	84.678653	78.366617	83.229303	68.444555	87.807716	77.664418	84.923444
2992.0	73.077451	84.448457	78.096038	82.989145	68.046314	87.64368	77.353127	84.949846
2991.0	72.744403	84.163843	77.757793	82.689914	67.520884	87.41897	77.003582	84.971499
2990.0	72.44109	83.893879	77.427067	82.402117	66.985431	87.184431	76.691581	84.987795
2989.0	72.218663	83.700019	77.171081	82.190877	66.558246	86.994189	76.478046	84.998925
2988.0	72.099091	83.611457	77.024549	82.088631	66.309124	86.881945	76.385125	85.006361
2987.0	72.078482	83.622913	76.988369	82.089767	66.245342	86.852602	76.398953	85.009545
2986.0	72.141591	83.711099	77.046182	82.168592	66.335639	86.891692	76.493658	85.003131
2985.0	72.272718	83.852681	77.179421	82.301453	66.541976	86.979817	76.650269	84.97875
2984.0	72.455348	84.030606	77.368937	82.473247	66.831071	87.099467	76.854459	84.929026
2983.0	72.668244	84.23063	77.591066	82.670349	67.16955	87.234984	77.086201	84.8491
2982.0	72.888015	84.437879	77.820643	82.875992	67.522576	87.372887	77.320633	84.734985
2981.0	73.096993	84.639098	78.040002	83.075127	67.862121	87.504284	77.53915	84.582157
2980.0	73.288276	84.826931	78.243454	83.260488	68.174517	87.625778	77.736126	84.386574
2979.0	73.464088	84.999493	78.43279	83.43096	68.458766	87.737306	77.915141	84.147053
2978.0	73.630991	85.155807	78.610696	83.585693	68.719959	87.83971	78.082258	83.867298
2977.0	73.795181	85.293866	78.778675	83.722067	68.964501	87.934082	78.24226	83.556612
2976.0	73.959451	85.413759	78.938676	83.838566	69.197817	88.022118	78.396821	83.229205
2975.0	74.123958	85.520568	79.09497	83.93775	69.423206	88.106445	78.544376	82.902984
2974.0	74.291069	85.622769	79.254952	84.026839	69.64345	88.190925	78.684613	82.59945
2973.0	74.468565	85.72949	79.427901	84.117692	69.865727	88.280735	78.825293	82.344142
2972.0	74.665445	85.85006	79.620262	84.226439	70.104511	88.381421	78.983095	82.163586
2971.0	74.883706	85.992648	79.829948	84.36987	70.37618	88.496744	79.174662	82.076691
2970.0	75.115104	86.158572	80.045806	84.556799	70.686559	88.625966	79.404377	82.08461
2969.0	75.34604	86.337786	80.25437	84.778952	71.021885	88.762162	79.659205	82.167263
2968.0	75.564688	86.513439	80.447656	85.010755	71.353446	88.893938	79.914992	82.290801
2967.0	75.765215	86.672871	80.625117	85.222399	71.654421	89.011341	80.150061	82.42202
2966.0	75.948697	86.813881	80.790024	85.397852	71.914845	89.111928	80.356275	82.540335
2965.0	76.121475	86.941371	80.945805	85.541805	72.141882	89.200886	80.538933	82.640216
2964.0	76.290156	87.060403	81.094857	85.66944	72.348285	89.284916	80.706579	82.724704
2963.0	76.455245	87.172032	81.237698	85.790187	72.542275	89.366607	80.861239	82.796435
2962.0	76.608673	87.272325	81.371282	85.901197	72.725643	89.444418	80.997905	82.853398
2961.0	76.738164	87.354039	81.488951	85.993692	72.895489	89.515809	81.110837	82.891916
2960.0	76.834572	87.411656	81.58388	86.06182	73.044645	89.578462	81.197384	82.91255
2959.0	76.896327	87.446545	81.65326	86.105516	73.162961	89.62939	81.256308	82.922128
2958.0	76.927952	87.465355	81.698257	86.127805	73.240977	89.664492	81.285277	82.929216
2957.0	76.934473	87.471451	81.719313	86.130563	73.271938	89.679114	81.281498	82.937417
2956.0	76.916457	87.459257	81.712359	86.11127	73.25057	89.669086	81.243941	82.943602
2955.0	76.870054	87.418878	81.670963	86.063158	73.173818	89.632999	81.174375	82.942782
2954.0	76.791844	87.345905	81.592438	85.980542	73.045693	89.574842	81.07676	82.934089
2953.0	76.683335	87.24569	81.481223	85.865564	72.879005	89.502967	80.955576	82.921344
2952.0	76.550778	87.129292	81.346666	85.729166	72.689062	89.424706	80.814386	82.908626
2951.0	76.401898	87.007078	81.198918	85.585229	72.486466	89.342824	80.656843	82.896855
2950.0	76.243684	86.88551	81.046841	85.444841	72.277274	89.258212	80.490091	82.884752
2949.0	76.081892	86.767405	80.896845	85.315088	72.066605	89.173633	80.325356	82.87133
2948.0	75.920543	86.653529	80.751008	85.199158	71.858012	89.091841	80.17176	82.856113
2947.0	75.761383	86.543574	80.606784	85.0944	71.651138	89.011478	80.028607	82.837911
2946.0	75.60454	86.435834	80.460898	84.992211	71.444413	88.928708	79.886191	82.815102
2945.0	75.450019	86.327379	80.31428	84.884251	71.239942	88.843342	79.736695	82.787457
2944.0	75.298792	86.217211	80.172185	84.770795	71.042667	88.760434	79.584137	82.757034
2943.0	75.153466	86.11032	80.039362	84.661844	70.855471	88.68507	79.442451	82.727028
2942.0	75.018276	86.016353	79.916409	84.568924	70.678468	88.617832	79.32359	82.699668
2941.0	74.897325	85.942004	79.801976	84.496237	70.513154	88.556262	79.228517	82.674717
2940.0	74.792444	85.885967	79.697942	84.440253	70.364376	88.498797	79.150392	82.649651
2939.0	74.703817	85.843197	79.610932	84.396467	70.238113	88.446645	79.085186	82.621672
2938.0	74.632806	85.812422	79.547473	84.364549	70.139389	88.403704	79.03644	82.589645
2937.0	74.581876	85.796198	79.507527	84.346758	70.071461	88.37537	79.008462	82.553373
2936.0	74.550992	85.794677	79.483934	84.343853	70.034139	88.365369	78.998089	82.511254
2935.0	74.536552	85.803728	79.469103	84.354365	70.023125	88.372208	78.997291	82.460588
2934.0	74.535683	85.820165	79.461606	84.376489	70.033655	88.389587	79.003535	82.401014
2933.0	74.54941	85.845235	79.465416	84.408096	70.064696	88.411046	79.022843	82.335588
2932.0	74.579619	85.881434	79.484327	84.445694	70.11772	88.433901	79.061231	82.266702
2931.0	74.624427	85.928697	79.519311	84.486581	70.192189	88.459329	79.11681	82.192528
2930.0	74.678667	85.985338	79.570257	84.532599	70.28476	88.490627	79.182753	82.110024
2929.0	74.737688	86.049726	79.636526	84.588757	70.392034	88.531355	79.254728	82.020738
2928.0	74.799318	86.118585	79.714685	84.656837	70.511253	88.582566	79.332299	81.930999
2927.0	74.863915	86.186204	79.798523	84.732984	70.638861	88.640565	79.415399	81.846025
2926.0	74.934525	86.248817	79.883072	84.812999	70.771444	88.698865	79.503295	81.765808
2925.0	75.015281	86.308974	79.967256	84.896962	70.908159	88.753415	79.595925	81.68699
2924.0	75.107281	86.372632	80.052083	84.986164	71.049645	88.804923	79.692958	81.606976
2923.0	75.206972	86.442364	80.139006	85.078307	71.194617	88.856029	79.792272	81.525658
2922.0	75.309777	86.515913	80.230935	85.169161	71.339995	88.908376	79.892244	81.444469
2921.0	75.413403	86.590586	80.330871	85.257217	71.484469	88.963113	79.994944	81.36435
2920.0	75.516122	86.665517	80.436384	85.343278	71.629781	89.021789	80.104244	81.284046
2919.0	75.614993	86.738852	80.538257	85.426879	71.778529	89.084805	80.22099	81.200958
2918.0	75.709066	86.806181	80.628824	85.506869	71.932306	89.15017	80.341905	81.115049
2917.0	75.802494	86.864625	80.710809	85.585019	72.091154	89.215308	80.462312	81.031252
2916.0	75.901047	86.917548	80.794374	85.665307	72.252509	89.279162	80.577756	80.955778
2915.0	76.006411	86.972977	80.885715	85.749062	72.411199	89.341451	80.684571	80.889666
2914.0	76.116298	87.036849	80.981662	85.833467	72.563028	89.401096	80.782529	80.827583
2913.0	76.228425	87.108599	81.075666	85.915352	72.708213	89.456971	80.876746	80.76343
2912.0	76.340906	87.182749	81.165576	85.994143	72.849613	89.509683	80.973548	80.695413
2911.0	76.449567	87.253319	81.253803	86.070481	72.988165	89.561346	81.073538	80.62493
2910.0	76.548785	87.3165	81.34211	86.144087	73.122379	89.613859	81.170931	80.552201
2909.0	76.635821	87.371021	81.428756	86.213824	73.25146	89.667939	81.25999	80.475097
2908.0	76.712622	87.418228	81.510581	86.278665	73.375945	89.722826	81.340356	80.392686
2907.0	76.783593	87.462014	81.586468	86.338309	73.495109	89.775858	81.415895	80.309081
2906.0	76.853224	87.506938	81.658166	86.39398	73.606487	89.823328	81.490857	80.232402
2905.0	76.924342	87.55479	81.727959	86.448241	73.708513	89.863433	81.567309	80.168387
2904.0	76.99544	87.602921	81.796035	86.502325	73.801691	89.898436	81.643856	80.114481
2903.0	77.060006	87.646356	81.860186	86.553611	73.886514	89.932715	81.715651	80.061873
2902.0	77.111647	87.681564	81.917632	86.597129	73.962879	89.968924	81.777377	80.003613
2901.0	77.150494	87.708092	81.96606	86.629507	74.030597	90.005726	81.826527	79.941323
2900.0	77.182231	87.727544	82.003874	86.65105	74.089388	90.039243	81.864293	79.882055
2899.0	77.211142	87.742053	82.031379	86.665052	74.137724	90.06589	81.892486	79.830626
2898.0	77.236708	87.753092	82.052032	86.676754	74.173585	90.084473	81.91325	79.786829
2897.0	77.257245	87.760958	82.070531	86.690944	74.197451	90.097077	81.930672	79.747761
2896.0	77.273846	87.765138	82.088322	86.707639	74.212874	90.107737	81.949066	79.710165
2895.0	77.289167	87.765814	82.102319	86.721138	74.224031	90.119351	81.968286	79.671013
2894.0	77.303927	87.764555	82.10906	86.726109	74.234157	90.131598	81.983564	79.628993
2893.0	77.315812	87.762778	82.108807	86.723875	74.246049	90.142068	81.991837	79.585958
2892.0	77.321589	87.760194	82.104721	86.719874	74.261787	90.149157	81.995854	79.544672
2891.0	77.320749	87.756182	82.100164	86.716742	74.281003	90.153582	82.000075	79.505225
2890.0	77.318088	87.752341	82.098351	86.714121	74.300771	90.157532	82.004707	79.46651
2889.0	77.321568	87.751925	82.102303	86.713986	74.31789	90.162736	82.006779	79.431852
2888.0	77.335504	87.756527	82.112195	86.720165	74.330765	90.168856	82.005996	79.409855
2887.0	77.355987	87.764678	82.123688	86.731502	74.339742	90.173324	82.006386	79.407132
2886.0	77.375187	87.773873	82.131661	86.741127	74.347098	90.173487	82.011817	79.421471
2885.0	77.390327	87.782466	82.135841	86.745228	74.356565	90.169748	82.022492	79.443568
2884.0	77.406789	87.789647	82.141414	86.748443	74.371495	90.166219	82.037164	79.464627
2883.0	77.432393	87.796079	82.154766	86.757783	74.393525	90.167628	82.057001	79.48132
2882.0	77.470124	87.805584	82.17984	86.774883	74.423679	90.17593	82.084989	79.494756
2881.0	77.516115	87.823736	82.216886	86.797197	74.463409	90.190146	82.121469	79.506572
2880.0	77.563018	87.852478	82.261943	86.823173	74.512761	90.208414	82.16207	79.516091
2879.0	77.605542	87.886934	82.307936	86.852112	74.568511	90.229043	82.201261	79.520582
2878.0	77.644243	87.919372	82.348871	86.881284	74.626332	90.250274	82.237352	79.51836
2877.0	77.684102	87.945801	82.383706	86.907714	74.684234	90.270746	82.272859	79.511479
2876.0	77.728332	87.967515	82.415221	86.931914	74.741855	90.290542	82.310093	79.504362
2875.0	77.774479	87.987212	82.445872	86.956147	74.797367	90.310843	82.347789	79.499673
2874.0	77.818007	88.005634	82.476226	86.979479	74.848059	90.33216	82.382519	79.496745
2873.0	77.858402	88.021911	82.506133	86.998033	74.893869	90.353338	82.412354	79.49414
2872.0	77.899	88.035517	82.534973	87.010312	74.937296	90.372262	82.438171	79.491924
2871.0	77.941167	88.047136	82.561073	87.01921	74.979054	90.387051	82.461847	79.490477
2870.0	77.981283	88.057784	82.582993	87.027869	75.016167	90.396994	82.483715	79.488619
2869.0	78.013873	88.06689	82.601096	87.035899	75.04522	90.403415	82.501567	79.4845
2868.0	78.036028	88.071441	82.616127	87.041042	75.065646	90.409564	82.512468	79.477959
2867.0	78.048896	88.068651	82.627278	87.043274	75.079009	90.418316	82.51665	79.471306
2866.0	78.056979	88.060563	82.634111	87.045833	75.086929	90.429222	82.519407	79.468415
2865.0	78.06583	88.054383	82.639318	87.05198	75.09077	90.438652	82.526923	79.473335
2864.0	78.077986	88.055977	82.64593	87.060963	75.091934	90.44357	82.539228	79.488076
2863.0	78.090428	88.063223	82.651706	87.067616	75.091252	90.444669	82.549114	79.510119
2862.0	78.097621	88.067283	82.650153	87.06676	75.088636	90.445107	82.549454	79.532743
2861.0	78.09716	88.060182	82.638465	87.057973	75.083815	90.446745	82.539947	79.549518
2860.0	78.091154	88.04043	82.621668	87.045131	75.076888	90.448601	82.525605	79.55929
2859.0	78.082804	88.012812	82.607369	87.031618	75.068231	90.448841	82.511054	79.566772
2858.0	78.074089	87.985441	82.598706	87.01803	75.058672	90.447233	82.498539	79.578668
2857.0	78.066578	87.96633	82.593953	87.00491	75.049613	90.44533	82.489224	79.598946
