ν,LD-Alanina No Magnetizada  Eppendorf,LD-Alanina Magnetizada  Eppendorf,LD-Alanina Irradiada No Magnetizada Eppendorf,LD-Alanina Irradiada Magnetizada Eppendorf,L-Alanina No Magnetizada  Eppendorf,L-Alanina Magnetizada Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina Irradiada  Magnetizada Eppendorf,D-Alanina No Magnetizada Eppendorf,D-Alanina Magnetizada Eppendorf,D-Alanina Irradiada No Magnetizada Eppendorf,D-Alanina Irradiada Magnetizada Eppendorf
2202.0,96.557365,96.58795,94.004524,94.840035,95.565584,96.999713,95.657298,96.24463,96.736844,96.878056,94.686713,97.171567
2201.0,96.595612,96.570888,93.979912,94.822821,95.590277,97.033647,95.65798,96.230435,96.728119,96.912192,94.669531,97.165057
2200.0,96.652969,96.561719,93.954283,94.804306,95.614638,97.053627,95.660793,96.224644,96.717196,96.946501,94.656479,97.174796
2199.0,96.709826,96.562608,93.930305,94.787036,95.631071,97.053468,95.66635,96.220369,96.715151,96.964551,94.661015,97.199642
2198.0,96.727409,96.557999,93.902713,94.763482,95.619838,97.02996,95.661958,96.200465,96.716875,96.951286,94.675273,97.22832
2197.0,96.685381,96.540103,93.876375,94.735525,95.575719,96.987014,95.645166,96.167056,96.711654,96.914664,94.687751,97.250658
2196.0,96.610644,96.523711,93.866462,94.718355,95.521436,96.936057,95.63229,96.147712,96.705825,96.883987,94.7016,97.265377
2195.0,96.551654,96.521713,93.872334,94.714986,95.479233,96.883884,95.631873,96.154981,96.711976,96.873452,94.720514,97.272478
2194.0,96.533106,96.522702,93.872593,94.707893,95.449632,96.828195,95.631957,96.163954,96.721734,96.865209,94.733813,97.266443
2193.0,96.544453,96.510164,93.852892,94.683968,95.431504,96.773315,95.623815,96.147258,96.713155,96.840647,94.729942,97.244096
2192.0,96.558049,96.490003,93.817269,94.647718,95.436742,96.738832,95.614322,96.108969,96.683381,96.806626,94.709635,97.212424
2191.0,96.548843,96.48005,93.768554,94.605175,95.465693,96.740593,95.604343,96.067336,96.652641,96.775246,94.675622,97.18239
2190.0,96.511536,96.48367,93.70445,94.557592,95.492,96.771886,95.581464,96.02944,96.636349,96.743511,94.62786,97.161034
2189.0,96.469097,96.492488,93.637846,94.51429,95.49301,96.812375,95.547106,96.000466,96.631818,96.714899,94.578285,97.152761
2188.0,96.449226,96.504158,93.590443,94.485988,95.47452,96.843984,95.524009,95.991096,96.631015,96.714335,94.548059,97.158766
2187.0,96.445846,96.516607,93.559175,94.462467,95.44746,96.848989,95.521744,95.995786,96.62831,96.751319,94.538914,97.1707
2186.0,96.425708,96.514807,93.521256,94.425067,95.407256,96.811899,95.521115,95.989553,96.617592,96.789645,94.529748,97.175702
2185.0,96.381386,96.488938,93.480981,94.3844,95.359863,96.74449,95.508143,95.967047,96.60146,96.788598,94.512835,97.174522
2184.0,96.34955,96.46161,93.474254,94.372928,95.339467,96.69446,95.496812,95.958804,96.602334,96.760944,94.508076,97.18381
2183.0,96.35874,96.469434,93.509418,94.39242,95.367406,96.701624,95.500056,95.984475,96.642865,96.754653,94.526115,97.211084
2182.0,96.385766,96.513418,93.537787,94.401526,95.413314,96.750296,95.504232,96.014242,96.71229,96.786457,94.542687,97.236935
2181.0,96.387159,96.550322,93.506151,94.366122,95.428066,96.787507,95.491575,96.002747,96.771767,96.827573,94.529157,97.233209
2180.0,96.352416,96.542229,93.413657,94.292344,95.400793,96.785981,95.46428,95.942342,96.797772,96.848507,94.488003,97.19319
2179.0,96.302114,96.497289,93.299786,94.202712,95.356839,96.767469,95.430297,95.86095,96.800956,96.843506,94.441221,97.135736
2178.0,96.25364,96.452133,93.203653,94.11357,95.316154,96.764851,95.391597,95.788727,96.796518,96.813628,94.4039,97.087496
2177.0,96.212649,96.426398,93.14868,94.043678,95.278321,96.780661,95.360994,95.745562,96.775145,96.758768,94.382335,97.068293
2176.0,96.181109,96.402987,93.135468,94.008224,95.233361,96.785525,95.360567,95.736941,96.715133,96.689794,94.376064,97.083212
2175.0,96.151747,96.349979,93.132441,93.991099,95.167651,96.747103,95.38389,95.741365,96.615105,96.625468,94.368974,97.117814
2174.0,96.107921,96.257782,93.096991,93.953003,95.074289,96.65974,95.386591,95.720145,96.505319,96.575343,94.338137,97.144526
2173.0,96.046361,96.153491,93.017898,93.877842,94.972539,96.552028,95.334319,95.655383,96.427266,96.539655,94.280725,97.140526
2172.0,95.985723,96.077974,92.916876,93.78528,94.898529,96.46347,95.238003,95.562851,96.402939,96.518968,94.211923,97.099827
2171.0,95.938194,96.050613,92.806896,93.693638,94.86419,96.410515,95.127892,95.461608,96.420381,96.508474,94.132461,97.03056
2170.0,95.88974,96.059032,92.680062,93.601118,94.845929,96.379496,95.019742,95.35607,96.445997,96.492159,94.026111,96.949389
2169.0,95.823531,96.076715,92.541884,93.508914,94.822472,96.349573,94.921686,95.255546,96.450211,96.459175,93.897109,96.878471
2168.0,95.745988,96.080049,92.421736,93.430969,94.795779,96.30809,94.846342,95.181338,96.423084,96.416629,93.780108,96.834493
2167.0,95.672635,96.051257,92.33397,93.370953,94.759709,96.241422,94.795601,95.138568,96.371008,96.370046,93.699179,96.814543
2166.0,95.604811,95.983661,92.256192,93.315,94.682093,96.133725,94.753226,95.103539,96.306944,96.304966,93.642028,96.799954
2165.0,95.53933,95.894617,92.160007,93.252839,94.547552,95.992836,94.707247,95.051547,96.244185,96.210753,93.586037,96.776661
2164.0,95.487462,95.821344,92.040993,93.182577,94.395315,95.865046,94.660406,94.978718,96.191183,96.113447,93.524577,96.745214
2163.0,95.468683,95.795561,91.914205,93.100486,94.289478,95.809371,94.611989,94.896077,96.154258,96.062906,93.460457,96.713241
2162.0,95.500821,95.833449,91.812224,93.023156,94.276106,95.866475,94.561733,94.835673,96.154649,96.095069,93.406614,96.692562
2161.0,95.60481,95.94897,91.7901,93.013106,94.382807,96.051157,94.543091,94.862769,96.231311,96.219161,93.403005,96.704178
2160.0,95.787693,96.146141,91.882651,93.123843,94.611258,96.340292,94.608596,95.025984,96.396398,96.419507,93.488612,96.765586
2159.0,95.9993,96.379585,92.038499,93.306457,94.892317,96.649019,94.752957,95.273322,96.586947,96.645362,93.634122,96.864181
2158.0,96.143817,96.55515,92.14747,93.436024,95.097676,96.857704,94.894967,95.476746,96.702855,96.820613,93.750204,96.961214
2157.0,96.166292,96.605212,92.150388,93.446404,95.150147,96.904694,94.968542,95.564262,96.704139,96.896716,93.785877,97.029381
2156.0,96.091506,96.542426,92.070849,93.371175,95.086887,96.834456,94.983447,95.566076,96.632464,96.883151,93.766905,97.068004
2155.0,95.963617,96.421644,91.944816,93.256012,94.989215,96.737378,94.976754,95.528756,96.542044,96.814475,93.730348,97.082416
2154.0,95.79786,96.281225,91.782403,93.107002,94.899947,96.668601,94.959484,95.459489,96.455235,96.717429,93.682162,97.073164
2153.0,95.607579,96.137418,91.596076,92.926198,94.824236,96.630082,94.929392,95.362488,96.381173,96.618176,93.62756,97.04742
2152.0,95.43221,96.007209,91.408904,92.735312,94.76069,96.601086,94.893916,95.266245,96.331941,96.544811,93.589204,97.019746
2151.0,95.304878,95.908371,91.222383,92.547867,94.701076,96.567817,94.858238,95.189737,96.306084,96.501316,93.573292,96.99539
2150.0,95.214117,95.841518,91.014229,92.357028,94.62913,96.534919,94.816945,95.121624,96.285016,96.462712,93.552835,96.967321
2149.0,95.123679,95.789528,90.777957,92.163128,94.549805,96.521612,94.773143,95.053238,96.261958,96.415015,93.506475,96.93385
2148.0,95.015978,95.735773,90.532904,91.981124,94.500806,96.539278,94.742828,94.999977,96.252677,96.379043,93.448185,96.90548
2147.0,94.89564,95.674139,90.290493,91.813103,94.511289,96.567647,94.729169,94.972887,96.264455,96.375659,93.401435,96.890588
2146.0,94.767709,95.603997,90.043546,91.64243,94.564529,96.566755,94.715895,94.958052,96.278309,96.390497,93.368212,96.887118
2145.0,94.637803,95.525335,89.792175,91.459666,94.616239,96.519133,94.69414,94.937462,96.278381,96.395701,93.338261,96.89057
2144.0,94.521038,95.437938,89.54624,91.267775,94.630245,96.444759,94.670889,94.902837,96.27481,96.38579,93.305087,96.896629
2143.0,94.425321,95.339493,89.298994,91.062357,94.583138,96.366895,94.644207,94.840647,96.276019,96.36744,93.259055,96.894581
2142.0,94.331353,95.227758,89.032134,90.835884,94.461945,96.282803,94.597409,94.735881,96.259453,96.332949,93.186485,96.873736
2141.0,94.208422,95.109005,88.751623,90.600819,94.282678,96.17957,94.525954,94.602228,96.196763,96.271563,93.088393,96.840179
2140.0,94.047331,94.998315,88.486622,90.379321,94.09278,96.060317,94.443869,94.477277,96.096869,96.194325,92.981502,96.812063
2139.0,93.864802,94.905456,88.248202,90.171697,93.933142,95.94037,94.35636,94.375696,96.000176,96.123235,92.873209,96.794016
2138.0,93.682256,94.825512,88.019516,89.964029,93.809601,95.832564,94.253926,94.276151,95.935453,96.065626,92.756061,96.771587
2137.0,93.514458,94.748963,87.791129,89.763348,93.710112,95.749652,94.140816,94.16261,95.898852,96.018038,92.630739,96.735631
2136.0,93.372806,94.676147,87.575085,89.591956,93.627366,95.705105,94.038358,94.045257,95.868383,95.98191,92.508024,96.69483
2135.0,93.263891,94.614898,87.375859,89.445689,93.549788,95.693556,93.94756,93.927121,95.823312,95.953881,92.380364,96.655264
2134.0,93.18299,94.566806,87.17612,89.290819,93.45195,95.679945,93.837113,93.783417,95.753458,95.911615,92.219049,96.60449
2133.0,93.116182,94.522463,86.96329,89.108946,93.314582,95.623886,93.682929,93.593549,95.663378,95.831435,92.011501,96.529565
2132.0,93.049315,94.469495,86.748448,88.918441,93.141633,95.510064,93.49498,93.367686,95.566135,95.712931,91.777132,96.438498
2131.0,92.9727,94.401118,86.549703,88.74668,92.944964,95.347249,93.293295,93.125236,95.465766,95.56981,91.535371,96.349774
2130.0,92.882322,94.318327,86.374072,88.604065,92.726789,95.15089,93.082047,92.869778,95.351226,95.407596,91.280518,96.267887
2129.0,92.782237,94.227861,86.221285,88.48838,92.487504,94.939329,92.859301,92.598612,95.213276,95.227191,90.999226,96.180284
2128.0,92.683107,94.137785,86.090759,88.394573,92.2356,94.735019,92.630691,92.317313,95.058819,95.039491,90.694027,96.074848
2127.0,92.594788,94.053132,85.980045,88.315771,91.978809,94.552552,92.399478,92.031883,94.900284,94.857667,90.377227,95.952281
2126.0,92.522226,93.976094,85.886598,88.248263,91.717599,94.387568,92.158094,91.741076,94.739006,94.680711,90.05427,95.822574
2125.0,92.467339,93.909579,85.812707,88.197133,91.454872,94.225819,91.900737,91.445797,94.56917,94.499347,89.723418,95.69499
2124.0,92.427894,93.857508,85.76033,88.16657,91.198366,94.059123,91.632994,91.153568,94.39198,94.31194,89.383377,95.571434
2123.0,92.39377,93.821288,85.723478,88.148334,90.94617,93.885906,91.362216,90.867923,94.215426,94.120459,89.035448,95.447181
2122.0,92.353525,93.799023,85.695865,88.13271,90.685137,93.704122,91.090524,90.586025,94.044168,93.918956,88.685174,95.318253
2121.0,92.309794,93.788818,85.682713,88.12597,90.413399,93.5158,90.822372,90.310116,93.879727,93.704868,88.343443,95.187451
2120.0,92.281453,93.789811,85.693688,88.141877,90.150708,93.334595,90.566447,90.048053,93.727889,93.497883,88.0184,95.061069
2119.0,92.284257,93.798567,85.727621,88.180075,89.91545,93.175997,90.325823,89.800774,93.595246,93.3271,87.708017,94.941317
2118.0,92.313519,93.807303,85.775762,88.228596,89.703107,93.039569,90.098028,89.563763,93.477273,93.196228,87.409477,94.825965
2117.0,92.350818,93.808502,85.835688,88.283648,89.498549,92.910837,89.887194,89.342705,93.358178,93.077033,87.131866,94.714202
2116.0,92.384619,93.801389,85.909131,88.350381,89.300874,92.783293,89.703938,89.153376,93.226908,92.94417,86.889071,94.60854
2115.0,92.419432,93.793739,85.990543,88.427569,89.125507,92.670079,89.551985,89.00447,93.089819,92.806102,86.685269,94.512322
2114.0,92.466362,93.798221,86.072761,88.509171,88.987541,92.588765,89.427837,88.894109,92.964692,92.693982,86.519399,94.430158
2113.0,92.529007,93.825409,86.161522,88.598889,88.891466,92.540577,89.334102,88.822794,92.864628,92.627385,86.397482,94.369254
2112.0,92.599017,93.875688,86.269253,88.705324,88.833124,92.511883,89.278906,88.794172,92.790902,92.599576,86.325497,94.334512
2111.0,92.664607,93.935617,86.396029,88.824368,88.805321,92.493713,89.261053,88.802547,92.740817,92.5936,86.295118,94.322692
2110.0,92.723731,93.984653,86.531468,88.944755,88.803857,92.490926,89.270566,88.835858,92.717612,92.603133,86.292883,94.326026
2109.0,92.787289,94.009639,86.673221,89.069307,88.830819,92.509912,89.305434,88.892617,92.728221,92.633147,86.320834,94.340752
2108.0,92.866691,94.015783,86.827024,89.21007,88.888782,92.545617,89.372804,88.980239,92.773155,92.685192,86.3923,94.367957
2107.0,92.960817,94.024769,86.989641,89.362329,88.972031,92.588383,89.471845,89.09566,92.844375,92.751218,86.509246,94.408059
2106.0,93.059409,94.060757,87.149635,89.505309,89.069884,92.639602,89.591409,89.225283,92.932976,92.825482,86.659319,94.459938
2105.0,93.154693,94.132624,87.306122,89.631848,89.178634,92.710452,89.727115,89.366654,93.032005,92.914901,86.833216,94.523701
2104.0,93.241982,94.225055,87.469281,89.756529,89.302479,92.803571,89.883704,89.531466,93.130452,93.027036,87.028074,94.597733
2103.0,93.314456,94.309514,87.639922,89.889372,89.443054,92.905285,90.056052,89.7211,93.214626,93.150052,87.234038,94.673748
2102.0,93.372179,94.369263,87.805431,90.021339,89.597809,93.001743,90.225652,89.916695,93.283947,93.258492,87.435696,94.741812
2101.0,93.435762,94.413537,87.959537,90.14267,89.7685,93.096059,90.38375,90.101828,93.359297,93.343612,87.631193,94.801726
2100.0,93.533109,94.463717,88.110842,90.2583,89.958691,93.20174,90.54279,90.281141,93.464451,93.426253,87.835028,94.864334
2099.0,93.665798,94.527628,88.268732,90.378468,90.161175,93.323706,90.716451,90.468928,93.60051,93.532719,88.057351,94.940435
2098.0,93.802684,94.594117,88.435663,90.509083,90.361732,93.455456,90.902013,90.671634,93.747525,93.669074,88.293435,95.032056
2097.0,93.915305,94.652571,88.613941,90.654593,90.55873,93.592504,91.089202,90.886699,93.888231,93.825843,88.535021,95.132645
2096.0,94.007033,94.708651,88.80264,90.813284,90.763266,93.736206,91.271443,91.10412,94.018801,93.99266,88.776131,95.229925
2095.0,94.097186,94.776074,88.986353,90.966809,90.973285,93.881498,91.440771,91.303615,94.137934,94.154273,89.004286,95.310718
2094.0,94.190612,94.858441,89.145783,91.092767,91.164688,94.012122,91.587233,91.465421,94.241128,94.285565,89.203006,95.371131
2093.0,94.27837,94.944292,89.282895,91.19216,91.317747,94.115146,91.71274,91.590962,94.330333,94.371616,89.370033,95.422183
2092.0,94.357719,95.016722,89.418153,91.287742,91.436742,94.193536,91.831483,91.700123,94.41459,94.427575,89.519617,95.478076
2091.0,94.433925,95.064252,89.561541,91.393679,91.534049,94.258622,91.948811,91.804914,94.49358,94.48112,89.66241,95.539179
2090.0,94.507137,95.086271,89.704964,91.505014,91.611884,94.315987,92.053617,91.900501,94.552346,94.538661,89.796451,95.59383
2089.0,94.57287,95.093196,89.844394,91.617869,91.672605,94.364133,92.138466,91.983781,94.581799,94.584043,89.920282,95.635959
2088.0,94.634932,95.100491,89.987726,91.738129,91.731746,94.402198,92.212266,92.062018,94.596034,94.607957,90.038946,95.6713
2087.0,94.705196,95.119762,90.135453,91.864267,91.803619,94.433054,92.284559,92.13723,94.619211,94.621757,90.152141,95.704736
2086.0,94.78779,95.154785,90.275274,91.982355,91.882463,94.461122,92.352271,92.20034,94.66029,94.640739,90.251454,95.73204
2085.0,94.871361,95.203733,90.404647,92.087176,91.951663,94.490805,92.410383,92.248241,94.707763,94.668515,90.334054,95.748394
2084.0,94.940876,95.262772,90.538783,92.190671,92.005685,94.524589,92.460635,92.290004,94.744831,94.701767,90.404141,95.756563
2083.0,94.994766,95.329423,90.686207,92.300946,92.05221,94.560165,92.501392,92.32938,94.764222,94.739692,90.457756,95.762231
2082.0,95.048576,95.405042,90.835523,92.410349,92.099216,94.591698,92.525336,92.359145,94.771701,94.783477,90.484805,95.768657
2081.0,95.119589,95.491058,90.97672,92.513019,92.14956,94.614929,92.537101,92.380319,94.77954,94.831555,90.491953,95.779706
2080.0,95.204962,95.579734,91.11598,92.616599,92.201527,94.629109,92.556656,92.4084,94.794228,94.877176,90.50398,95.800241
2079.0,95.279942,95.654558,91.256627,92.726145,92.247075,94.636058,92.593681,92.451236,94.810382,94.908153,90.534258,95.828507
2078.0,95.326837,95.706766,91.384302,92.832558,92.27736,94.64259,92.634297,92.49836,94.821249,94.913261,90.572546,95.854214
2077.0,95.361705,95.745844,91.486766,92.927953,92.296022,94.660936,92.664294,92.541488,94.831027,94.895294,90.609492,95.868482
2076.0,95.41674,95.782803,91.573904,93.018643,92.317148,94.697745,92.68989,92.588198,94.8465,94.873437,90.653084,95.871569
2075.0,95.497127,95.809467,91.663993,93.113367,92.345547,94.743991,92.723847,92.645676,94.861273,94.866434,90.710654,95.869802
2074.0,95.576625,95.811814,91.762855,93.210631,92.37365,94.78573,92.766663,92.708316,94.865677,94.879288,90.773637,95.871497
2073.0,95.64022,95.802339,91.867892,93.304708,92.403666,94.824848,92.81419,92.771229,94.872742,94.91161,90.832901,95.885712
2072.0,95.706435,95.818207,91.977169,93.391198,92.454176,94.878228,92.868657,92.839618,94.912257,94.967587,90.892341,95.914514
2071.0,95.792451,95.879332,92.083386,93.462636,92.5338,94.954457,92.92952,92.915348,94.991734,95.045331,90.955874,95.944941
2070.0,95.879756,95.964973,92.174245,93.514398,92.625736,95.042662,92.988315,92.991039,95.082666,95.12513,91.018205,95.960621
2069.0,95.936719,96.039532,92.249664,93.558561,92.71238,95.126554,93.044732,93.066487,95.154989,95.184555,91.080555,95.965933
2068.0,95.961815,96.088125,92.323875,93.614326,92.800912,95.19908,93.11301,93.154264,95.207757,95.223769,91.159178,95.98706
2067.0,95.981604,96.118244,92.401736,93.680868,92.908899,95.260878,93.200034,93.260318,95.254304,95.263509,91.265197,96.041798
2066.0,96.014499,96.140938,92.470273,93.73743,93.03581,95.316171,93.291911,93.374986,95.296568,95.320318,91.389128,96.117039
2065.0,96.05683,96.163297,92.522827,93.77276,93.162498,95.373791,93.374551,93.489913,95.331795,95.393249,91.515369,96.182737
2064.0,96.098278,96.189485,92.572067,93.795635,93.269745,95.440165,93.453602,93.607161,95.369384,95.470011,91.639456,96.221662
2063.0,96.131387,96.2175,92.62756,93.815428,93.347518,95.507866,93.541849,93.725977,95.42131,95.536079,91.763691,96.239684
2062.0,96.148326,96.24045,92.680083,93.835004,93.398687,95.562984,93.641958,93.839791,95.485108,95.582868,91.891234,96.254876
2061.0,96.14435,96.254804,92.718363,93.861983,93.444126,95.604783,93.752498,93.951083,95.550939,95.617176,92.031252,96.28436
2060.0,96.123276,96.257018,92.741563,93.899354,93.509086,95.64376,93.873951,94.068336,95.615029,95.656397,92.191454,96.334048
2059.0,96.09018,96.232048,92.746893,93.92422,93.594188,95.680612,93.997352,94.184776,95.673093,95.705691,92.358324,96.393135
2058.0,96.045562,96.166422,92.727506,93.906334,93.676239,95.70739,94.104166,94.284561,95.713738,95.750718,92.504872,96.443401
2057.0,95.994899,96.081018,92.693037,93.852004,93.745478,95.731793,94.189419,94.373439,95.734874,95.783488,92.625903,96.478511
2056.0,95.950436,96.026202,92.667293,93.798153,93.818266,95.773817,94.267273,94.472946,95.754558,95.819543,92.74273,96.508342
2055.0,95.910817,96.025018,92.651608,93.756917,93.899652,95.827442,94.341929,94.576064,95.787902,95.871578,92.862767,96.54115
2054.0,95.855107,96.039419,92.614693,93.700657,93.961289,95.852478,94.393505,94.64262,95.824229,95.921135,92.960677,96.570406
2053.0,95.776974,96.015824,92.537167,93.61402,93.981256,95.825168,94.408493,94.654665,95.845978,95.942115,93.016498,96.585436
2052.0,95.712788,95.952856,92.44669,93.527683,93.985071,95.778364,94.405216,94.64592,95.859392,95.944105,93.04826,96.587232
2051.0,95.712417,95.902239,92.394202,93.485069,94.021179,95.771381,94.413697,94.659339,95.886206,95.966277,93.08869,96.587523
2050.0,95.784354,95.911555,92.412035,93.501835,94.108303,95.832522,94.448306,94.70374,95.932833,96.03068,93.151058,96.598758
2049.0,95.885925,95.983345,92.500999,93.568346,94.225021,95.942677,94.511781,94.767283,95.987278,96.121786,93.233204,96.628281
2048.0,95.972316,96.085867,92.636392,93.666038,94.340152,96.062644,94.60358,94.844384,96.042108,96.213043,93.331376,96.673811
2047.0,96.037734,96.18498,92.776096,93.768242,94.433226,96.160062,94.706071,94.925487,96.098853,96.291733,93.429844,96.721349
2046.0,96.099968,96.26032,92.882361,93.849398,94.495768,96.219184,94.784511,94.987385,96.151252,96.353027,93.500343,96.756062
2045.0,96.165671,96.308684,92.951375,93.909249,94.536817,96.246695,94.822126,95.020057,96.186797,96.394527,93.535318,96.778213
2044.0,96.222763,96.34123,93.009362,93.96849,94.576791,96.263174,94.836873,95.039514,96.204918,96.423037,93.56009,96.799626
2043.0,96.254772,96.367529,93.073857,94.033768,94.616103,96.273882,94.846812,95.054011,96.21494,96.445588,93.592296,96.823312
2042.0,96.256593,96.381872,93.13926,94.091724,94.626243,96.261247,94.842088,95.044583,96.217828,96.451593,93.614288,96.838424
2041.0,96.243688,96.374547,93.203095,94.139781,94.589831,96.220183,94.808686,94.997874,96.206126,96.424286,93.605818,96.837023
2040.0,96.244515,96.350816,93.275847,94.190265,94.526781,96.178638,94.754922,94.930019,96.178346,96.36983,93.576769,96.821961
2039.0,96.275047,96.325694,93.356502,94.241456,94.459947,96.160373,94.695508,94.860685,96.139481,96.313364,93.544915,96.796276
2038.0,96.324075,96.308145,93.430392,94.282785,94.385793,96.150278,94.635663,94.79513,96.094996,96.267829,93.509562,96.761818
2037.0,96.369768,96.305294,93.501826,94.332249,94.306696,96.124213,94.588041,94.745422,96.058187,96.22863,93.470541,96.731614
2036.0,96.405139,96.332533,93.595287,94.423377,94.260652,96.095632,94.575432,94.731251,96.0508,96.197597,93.444297,96.723534
2035.0,96.440232,96.399692,93.711454,94.546032,94.280727,96.101838,94.597093,94.743197,96.077965,96.188982,93.436559,96.735472
2034.0,96.486221,96.490889,93.817592,94.648722,94.345322,96.154911,94.621545,94.745647,96.112975,96.20773,93.426722,96.746436
2033.0,96.545197,96.574879,93.8964,94.712862,94.402934,96.233433,94.630631,94.733906,96.125234,96.240047,93.403398,96.748023
2032.0,96.607444,96.633471,93.966245,94.772201,94.430079,96.310523,94.639606,94.745464,96.113712,96.269493,93.386655,96.752758
2031.0,96.653722,96.667679,94.03729,94.843219,94.436657,96.363151,94.658677,94.797423,96.096796,96.289549,93.393152,96.765319
2030.0,96.673072,96.686831,94.090025,94.894666,94.439131,96.37079,94.674296,94.86149,96.086051,96.303086,93.412062,96.772048
2029.0,96.684654,96.709315,94.115803,94.908656,94.461003,96.341713,94.686868,94.919644,96.090651,96.323841,93.437594,96.770195
2028.0,96.723997,96.759245,94.137348,94.916432,94.534183,96.329298,94.725226,94.996499,96.128267,96.370351,93.491354,96.782618
2027.0,96.79745,96.837183,94.170613,94.947799,94.664905,96.383745,94.801463,95.113019,96.205743,96.44168,93.589282,96.8286
2026.0,96.87023,96.904087,94.204158,94.993571,94.815368,96.491039,94.890135,95.252229,96.299757,96.510017,93.716187,96.898798
2025.0,96.910768,96.919567,94.232338,95.042161,94.945484,96.58866,94.974282,95.392673,96.380868,96.557642,93.854785,96.971345
2024.0,96.928028,96.894325,94.269403,95.105829,95.055114,96.641721,95.074019,95.534976,96.449354,96.610946,94.010589,97.035954
2023.0,96.949408,96.879726,94.316318,95.185088,95.16317,96.676395,95.204,95.674068,96.525242,96.709995,94.185865,97.091274
2022.0,96.982604,96.908375,94.353986,95.250201,95.272117,96.738386,95.339961,95.787402,96.61151,96.849099,94.35745,97.136127
2021.0,97.017995,96.964972,94.380933,95.281761,95.381436,96.844486,95.454114,95.873238,96.689921,96.973014,94.502384,97.175987
2020.0,97.050869,97.011042,94.415441,95.291536,95.506701,96.976084,95.55015,95.959361,96.748805,97.033262,94.62051,97.221842
2019.0,97.081118,97.018357,94.45038,95.285909,95.649471,97.098341,95.63676,96.052887,96.79456,97.029106,94.714609,97.271045
2018.0,97.102539,96.980882,94.454755,95.252595,95.770079,97.180176,95.701488,96.125044,96.838102,96.996212,94.779353,97.304712
2017.0,97.10849,96.917242,94.435646,95.202991,95.826184,97.212238,95.740359,96.166633,96.884633,96.976682,94.82887,97.314812
2016.0,97.098597,96.862886,94.444969,95.180158,95.823115,97.210854,95.779971,96.21138,96.932384,96.996161,94.898293,97.317121
2015.0,97.071922,96.84293,94.50199,95.201527,95.796405,97.197637,95.838585,96.27866,96.971888,97.050217,94.994745,97.326049
2014.0,97.031333,96.854097,94.561353,95.236626,95.769675,97.183724,95.896429,96.342129,96.995166,97.1109,95.081836,97.335138
2013.0,97.00083,96.879871,94.58032,95.257397,95.758964,97.178991,95.930165,96.379557,97.012396,97.153558,95.13273,97.333407
2012.0,97.011714,96.911699,94.572405,95.269614,95.78669,97.196893,95.947374,96.408543,97.043341,97.173956,95.165518,97.324212
2011.0,97.059951,96.943642,94.574191,95.283919,95.856588,97.237379,95.965685,96.450314,97.083837,97.177637,95.207978,97.319433
2010.0,97.106493,96.962371,94.602558,95.300613,95.939976,97.284659,95.988784,96.502929,97.104708,97.172439,95.262629,97.331042
2009.0,97.136189,96.967908,94.665985,95.337492,96.019068,97.338512,96.023837,96.571443,97.101689,97.18556,95.327673,97.37393
2008.0,97.185579,96.995184,94.771303,95.423225,96.118985,97.42691,96.087761,96.674377,97.120673,97.260963,95.414205,97.455231
2007.0,97.284128,97.081065,94.892648,95.542297,96.25972,97.561688,96.172172,96.792197,97.203077,97.40643,95.515527,97.551541
2006.0,97.397011,97.207264,94.975071,95.632678,96.401412,97.698679,96.235922,96.86016,97.322879,97.556713,95.592161,97.61834
2005.0,97.463039,97.305095,94.997107,95.659734,96.481198,97.772327,96.256514,96.84511,97.409998,97.623849,95.615363,97.634229
2004.0,97.470087,97.326709,94.993628,95.649918,96.487044,97.762034,96.256769,96.785603,97.425146,97.584164,95.59824,97.618026
2003.0,97.457036,97.288757,94.999878,95.637755,96.458106,97.700147,96.262291,96.731689,97.385311,97.493635,95.567288,97.595633
2002.0,97.456951,97.242982,95.014084,95.628432,96.431281,97.628906,96.269821,96.692888,97.330266,97.427517,95.537335,97.573012
2001.0,97.46929,97.22533,95.026828,95.62424,96.419226,97.573529,96.271683,96.66476,97.289988,97.422688,95.524339,97.548352
2000.0,97.477184,97.236009,95.046622,95.641035,96.420865,97.543547,96.275487,96.657241,97.27508,97.462438,95.544836,97.527474
1999.0,97.466428,97.25241,95.076824,95.678314,96.421516,97.533334,96.280678,96.670491,97.273431,97.495899,95.585394,97.514997
1998.0,97.430034,97.249299,95.102815,95.709432,96.395322,97.521181,96.267891,96.680657,97.259007,97.477654,95.605577,97.506789
1997.0,97.375246,97.217613,95.121656,95.720568,96.333263,97.487333,96.232171,96.675232,97.220499,97.407839,95.589339,97.501297
1996.0,97.325661,97.174677,95.148872,95.725572,96.260918,97.437191,96.19591,96.670481,97.177885,97.332796,95.561074,97.502348
1995.0,97.304333,97.15337,95.179697,95.729859,96.211721,97.399143,96.171104,96.674303,97.1615,97.296674,95.537152,97.503284
1994.0,97.317149,97.175674,95.181789,95.718208,96.198289,97.402227,96.141359,96.667531,97.18323,97.302451,95.501509,97.486509
1993.0,97.356467,97.235206,95.148693,95.694764,96.222475,97.457914,96.099462,96.642076,97.235404,97.327257,95.450302,97.449803
1992.0,97.410285,97.303963,95.12444,95.694307,96.287171,97.549633,96.069524,96.621773,97.302626,97.357577,95.419451,97.416886
