ν	LD-Alanina Magnetizada Irradiada Petri	LD-Alanina Magnetizada  Eppendorf	LD-Alanina Irradiada Magnetizada Eppendorf	LD-Alanina  Magnetizada Petri	L-Alanina Magnetizada Petri	L-Alanina Magnetizada Irradiada Petri	L-Alanina Magnetizada Eppendorf	L-Alanina Irradiada  Magnetizada Eppendorf	D-Alanina Magnetizada Irradiada Petri	D-Alanina Magnetizada Eppendorf	D-Alanina Irradiada Magnetizada Eppendorf	D-Alanina  Magnetizada Petri
3382.0	98.459862	99.104948	98.045824	98.801404	99.084	98.725071	99.326835	98.493689	99.574754	99.335349	98.810676	98.928275
3381.0	98.448625	99.100253	98.044542	98.793364	99.066278	98.721501	99.297646	98.482099	99.567899	99.321671	98.802443	98.916304
3380.0	98.445167	99.089448	98.039114	98.77653	99.042495	98.70857	99.274798	98.468668	99.55072	99.304995	98.792017	98.905043
3379.0	98.450739	99.080525	98.031049	98.76149	99.022484	98.690981	99.269448	98.460127	99.533921	99.294876	98.784388	98.8967
3378.0	98.4588	99.079518	98.022677	98.754058	99.012529	98.674006	99.279074	98.458376	99.526361	99.295375	98.781874	98.889371
3377.0	98.461796	99.085527	98.017116	98.752241	99.011033	98.663032	99.291949	98.461189	99.529748	99.302194	98.782903	98.881442
3376.0	98.457729	99.092701	98.016936	98.751008	99.011	98.661096	99.298147	98.465159	99.538916	99.30732	98.78397	98.874993
3375.0	98.449286	99.095869	98.02133	98.747704	99.005218	98.665831	99.295593	98.466998	99.545579	99.305058	98.782077	98.872905
3374.0	98.439986	99.094056	98.025792	98.743166	98.990868	98.671508	99.288607	98.46439	99.543771	99.295142	98.776266	98.87485
3373.0	98.433392	99.089787	98.026295	98.739425	98.9714	98.674992	99.283674	98.457964	99.53404	99.282596	98.768613	98.878426
3372.0	98.433401	99.086055	98.023378	98.737151	98.953609	98.677849	99.285291	98.451769	99.522522	99.27432	98.763839	98.882496
3371.0	98.442038	99.084119	98.020874	98.735318	98.941943	98.682581	99.292563	98.449987	99.515456	99.273889	98.766281	98.886945
3370.0	98.457067	99.0839	98.021021	98.733316	98.936231	98.689638	99.299271	98.452974	99.514986	99.279473	98.775928	98.890559
3369.0	98.47288	99.085805	98.022052	98.732745	98.934731	98.698667	99.299078	98.457003	99.519663	99.287316	98.78756	98.892029
3368.0	98.483451	99.091174	98.020516	98.736194	98.937057	98.709437	99.291608	98.457562	99.526774	99.295976	98.794632	98.892429
3367.0	98.485018	99.100582	98.015027	98.744684	98.942978	98.719917	99.282852	98.452807	99.533265	99.305559	98.794557	98.894188
3366.0	98.478545	99.11223	98.007652	98.757241	98.950076	98.726141	99.279488	98.444919	99.536307	99.314049	98.790452	98.897535
3365.0	98.470442	99.122387	98.002049	98.771935	98.953925	98.726192	99.282933	98.438712	99.534858	99.316968	98.787691	98.899577
3364.0	98.468191	99.127248	98.000161	98.785349	98.949727	98.722662	99.288493	98.437875	99.530399	99.311417	98.788636	98.896837
3363.0	98.473365	99.124697	98.000694	98.792032	98.9342	98.719598	99.289967	98.441728	99.525837	99.299662	98.790854	98.887845
3362.0	98.480241	99.115643	98.001199	98.788072	98.908871	98.718594	99.285763	98.446045	99.524612	99.288622	98.790602	98.874386
3361.0	98.482204	99.104095	98.001301	98.775976	98.882131	98.718971	99.280746	98.447226	99.53014	99.285496	98.787582	98.861482
3360.0	98.477523	99.094489	98.002656	98.762759	98.864032	98.719601	99.280878	98.444785	99.542781	99.292138	98.785281	98.854455
3359.0	98.468011	99.08767	98.005534	98.752024	98.856289	98.718661	99.285498	98.439957	99.555984	99.302378	98.78657	98.853558
3358.0	98.455091	99.080405	98.007016	98.740942	98.849591	98.713632	99.28648	98.433655	99.558942	99.30621	98.790174	98.852194
3357.0	98.4398	99.070329	98.00384	98.726848	98.833388	98.70394	99.276513	98.426709	99.546787	99.298608	98.792352	98.842882
3356.0	98.424814	99.06033	97.996369	98.71345	98.806616	98.692358	99.257111	98.420703	99.526605	99.283816	98.791336	98.825041
3355.0	98.413252	99.055467	97.988742	98.706849	98.776653	98.681569	99.236862	98.417216	99.509578	99.2699	98.789033	98.805264
3354.0	98.405417	99.055075	97.985141	98.70698	98.750014	98.670266	99.222643	98.416642	99.497677	99.260062	98.788639	98.790118
3353.0	98.398524	99.051008	97.986463	98.706931	98.727513	98.655001	99.214713	98.418256	99.482661	99.251205	98.79183	98.780498
3352.0	98.389982	99.036499	97.990303	98.700979	98.707291	98.635577	99.209908	98.420633	99.459227	99.240069	98.798443	98.772943
3351.0	98.380964	99.016381	97.99369	98.690981	98.688922	98.617087	99.206942	98.421597	99.435403	99.228345	98.807592	98.764538
3350.0	98.37743	99.005686	97.995744	98.68436	98.674178	98.606598	99.20742	98.418922	99.426719	99.221384	98.817884	98.75591
3349.0	98.386611	99.015881	97.997474	98.686867	98.665462	98.608183	99.212809	98.412048	99.440707	99.223164	98.826696	98.750129
3348.0	98.409252	99.042415	97.999029	98.696904	98.663015	98.61968	99.221582	98.402825	99.468572	99.232639	98.830542	98.748762
3347.0	98.434426	99.066911	97.998169	98.705983	98.662332	98.632961	99.22936	98.394224	99.491502	99.2442	98.827473	98.748964
3346.0	98.446045	99.07271	97.992806	98.705808	98.655774	98.639305	99.23191	98.388631	99.494903	99.25229	98.819502	98.745356
3345.0	98.437776	99.058662	97.984407	98.696666	98.63927	98.637143	99.228612	98.387001	99.478564	99.256723	98.811788	98.735703
3344.0	98.419745	99.038731	97.977127	98.688252	98.616892	98.634221	99.223216	98.388305	99.455856	99.263072	98.808493	98.723849
3343.0	98.407673	99.029034	97.973411	98.690027	98.596588	98.639684	99.220606	98.389585	99.442845	99.276162	98.809328	98.715853
3342.0	98.406579	99.034909	97.971741	98.700587	98.581571	98.653285	99.222056	98.387714	99.445342	99.292758	98.810532	98.713403
3341.0	98.407792	99.048434	97.968844	98.708063	98.567426	98.663712	99.223246	98.38156	99.454512	99.30173	98.808867	98.711246
3340.0	98.400503	99.056196	97.962724	98.701493	98.547078	98.65829	99.217249	98.371954	99.455305	99.292302	98.803988	98.700631
3339.0	98.382849	99.049611	97.953467	98.681169	98.517053	98.634453	99.200814	98.359996	99.440373	99.263189	98.797433	98.676288
3338.0	98.361476	99.02985	97.942637	98.657758	98.479462	98.602057	99.178697	98.346655	99.41594	99.224775	98.790727	98.642563
3337.0	98.343366	99.005117	97.932305	98.642376	98.439786	98.575041	99.160933	98.333542	99.394235	99.192495	98.784819	98.612719
3336.0	98.329824	98.984174	97.923493	98.637882	98.402745	98.560614	99.15405	98.322197	99.38172	99.176306	98.780211	98.598482
3335.0	98.317406	98.971772	97.915401	98.639023	98.368988	98.555755	99.154849	98.312579	99.376032	99.174771	98.776924	98.598004
3334.0	98.303293	98.968103	97.907293	98.63965	98.335361	98.553146	99.154039	98.304066	99.372727	99.17874	98.774921	98.596538
3333.0	98.288742	98.969905	97.900648	98.638003	98.297972	98.548491	99.145194	98.297899	99.370554	99.179642	98.774881	98.580648
3332.0	98.276809	98.97153	97.897569	98.634419	98.254188	98.541201	99.128282	98.296453	99.368525	99.173378	98.777802	98.549624
3331.0	98.267911	98.967894	97.897238	98.626525	98.203106	98.530873	99.105923	98.299554	99.36187	99.158956	98.783422	98.512315
3330.0	98.260307	98.959767	97.896214	98.611115	98.14792	98.517798	99.080982	98.303431	99.346183	99.138878	98.789651	98.477394
3329.0	98.255123	98.95568	97.892515	98.591574	98.098247	98.507386	99.059233	98.304009	99.325469	99.122118	98.794001	98.450034
3328.0	98.257088	98.965045	97.887193	98.578796	98.064697	98.509151	99.049256	98.299752	99.311375	99.120817	98.795206	98.433032
3327.0	98.26769	98.987412	97.881467	98.580539	98.04691	98.527444	99.05464	98.291189	99.311779	99.138488	98.793481	98.42434
3326.0	98.280344	99.010322	97.874922	98.591643	98.029975	98.554921	99.067932	98.279982	99.322447	99.163597	98.790153	98.414929
3325.0	98.285997	99.019912	97.867328	98.599134	97.997143	98.577916	99.076687	98.269115	99.332073	99.179709	98.787223	98.39599
3324.0	98.282138	99.013176	97.859422	98.596496	97.944415	98.58722	99.075266	98.261371	99.333294	99.181068	98.786188	98.369075
3323.0	98.272807	98.998698	97.850528	98.588545	97.879196	98.582129	99.067557	98.255986	99.326162	99.174218	98.786692	98.343958
3322.0	98.260589	98.986243	97.838115	98.581247	97.807765	98.566724	99.058945	98.248582	99.31297	99.165697	98.787121	98.325384
3321.0	98.242937	98.977602	97.821857	98.571507	97.730859	98.546215	99.050067	98.236113	99.294582	99.154559	98.786828	98.306895
3320.0	98.217111	98.967486	97.805912	98.550937	97.650902	98.52592	99.039236	98.220676	99.272831	99.138266	98.786678	98.279384
3319.0	98.185324	98.951178	97.794555	98.517868	97.57582	98.509257	99.026661	98.207144	99.252522	99.119818	98.786906	98.241166
3318.0	98.153304	98.929862	97.786738	98.481371	97.511521	98.495188	99.013534	98.197875	99.237708	99.104331	98.785689	98.196902
3317.0	98.125996	98.909123	97.777441	98.452551	97.454511	98.479978	98.999442	98.190588	99.227086	99.091384	98.780909	98.150787
3316.0	98.106175	98.893923	97.763674	98.434735	97.39613	98.46256	98.983834	98.18035	99.216023	99.075917	98.772611	98.105262
3315.0	98.094949	98.885454	97.747106	98.42366	97.332544	98.446486	98.969308	98.16304	99.203379	99.056816	98.763002	98.064236
3314.0	98.090865	98.881641	97.731146	98.415058	97.267514	98.435572	98.96077	98.138386	99.193855	99.040844	98.754678	98.032411
3313.0	98.088939	98.879192	97.717259	98.408763	97.205703	98.428905	98.960383	98.110697	99.19176	99.035787	98.749347	98.010055
3312.0	98.082853	98.875165	97.704291	98.405097	97.14581	98.421175	98.964015	98.085685	99.193622	99.040906	98.747109	97.990729
3311.0	98.069245	98.868269	97.690194	98.400177	97.081455	98.407346	98.963171	98.065922	99.189219	99.046122	98.746011	97.965916
3310.0	98.049679	98.859876	97.674128	98.387538	97.008565	98.386715	98.950906	98.050095	99.170707	99.04137	98.74314	97.931915
3309.0	98.028267	98.853033	97.657018	98.364579	96.931274	98.363278	98.926987	98.036177	99.139872	99.026032	98.737251	97.891812
3308.0	98.007513	98.849108	97.639575	98.335762	96.859101	98.342467	98.897898	98.022928	99.105885	99.007982	98.72967	97.850679
3307.0	97.986234	98.845455	97.619995	98.308379	96.797175	98.326598	98.871265	98.007913	99.076696	98.993768	98.721812	97.809563
3306.0	97.960956	98.837321	97.595101	98.285437	96.740112	98.312626	98.84958	97.986999	99.052941	98.981874	98.712807	97.765592
3305.0	97.929319	98.822063	97.564281	98.263323	96.677404	98.294528	98.829295	97.957825	99.029185	98.966788	98.700888	97.718353
3304.0	97.893052	98.801104	97.530882	98.236663	96.60474	98.268477	98.805946	97.922359	99.000382	98.94756	98.686511	97.673816
3303.0	97.85856	98.778673	97.499083	98.205333	96.528512	98.236246	98.779691	97.884746	98.96801	98.929241	98.672689	97.639643
3302.0	97.83376	98.759907	97.470893	98.17596	96.459266	98.204122	98.755673	97.847986	98.9405	98.916106	98.662339	97.617586
3301.0	97.821706	98.749195	97.446553	98.15559	96.40242	98.17847	98.739116	97.813552	98.925978	98.906235	98.656057	97.602873
3300.0	97.815761	98.747639	97.425493	98.143938	96.355428	98.161556	98.729883	97.781993	98.922927	98.894062	98.651962	97.590152
3299.0	97.802977	98.751039	97.405286	98.133278	96.311871	98.150682	98.721757	97.75194	98.919128	98.876685	98.646556	97.576807
3298.0	97.775376	98.752092	97.381969	98.116474	96.266853	98.140876	98.707717	97.720066	98.901929	98.856377	98.636154	97.560663
3297.0	97.738295	98.746089	97.353948	98.093675	96.219326	98.128162	98.68676	97.684395	98.869345	98.837811	98.619214	97.53868
3296.0	97.70551	98.734367	97.324499	98.0703	96.170782	98.110398	98.665152	97.647166	98.829856	98.823913	98.598101	97.510348
3295.0	97.685693	98.721961	97.298258	98.050257	96.122427	98.086326	98.649858	97.61289	98.792675	98.813872	98.578047	97.479906
3294.0	97.675541	98.713026	97.276044	98.033315	96.074049	98.055841	98.640793	97.583841	98.761125	98.804045	98.563718	97.452338
3293.0	97.666062	98.708827	97.255213	98.017768	96.025369	98.021494	98.630643	97.558377	98.734595	98.790794	98.556273	97.427714
3292.0	97.652461	98.708334	97.234369	98.002522	95.977231	97.988136	98.6126	97.532989	98.712459	98.773284	98.553159	97.401183
3291.0	97.636199	98.709018	97.215229	97.986489	95.93054	97.960112	98.587259	97.505152	98.693967	98.754045	98.550497	97.368466
3290.0	97.619929	98.70766	97.199593	97.968777	95.884802	97.939444	98.561059	97.474803	98.676864	98.736815	98.546028	97.330453
3289.0	97.604003	98.702104	97.186629	97.950697	95.838755	97.926698	98.538872	97.443972	98.658948	98.723733	98.539947	97.292756
3288.0	97.587953	98.692894	97.174054	97.935642	95.791671	97.921559	98.519846	97.414748	98.640427	98.714393	98.532973	97.261684
3287.0	97.572659	98.682564	97.160764	97.925326	95.742604	97.921125	98.50069	97.387545	98.623175	98.707185	98.524478	97.239965
3286.0	97.559124	98.672614	97.147337	97.916754	95.688767	97.91882	98.481084	97.361925	98.60783	98.700858	98.513677	97.224646
3285.0	97.545241	98.661144	97.134374	97.903752	95.626442	97.90734	98.463478	97.338486	98.592373	98.694036	98.502138	97.208203
3284.0	97.525457	98.644308	97.120988	97.88152	95.55454	97.883761	98.447759	97.317921	98.573366	98.683514	98.492841	97.1826
3283.0	97.495979	98.621312	97.105147	97.850337	95.477201	97.852042	98.429443	97.298188	98.548861	98.665004	98.48612	97.1445
3282.0	97.461217	98.597975	97.085587	97.816142	95.402684	97.820644	98.405877	97.275306	98.521166	98.63749	98.478628	97.098586
3281.0	97.432769	98.583467	97.063287	97.78738	95.339031	97.797051	98.382674	97.248385	98.496432	98.606523	98.467827	97.055574
3280.0	97.418911	98.581769	97.040817	97.769451	95.289181	97.783166	98.369871	97.222159	98.479609	98.58102	98.456013	97.0244
3279.0	97.415552	98.587355	97.020391	97.761417	95.249357	97.775347	98.37056	97.202851	98.469411	98.565861	98.44803	97.004521
3278.0	97.410576	98.591203	97.003014	97.758643	95.212605	97.769112	98.376329	97.192473	98.460085	98.558554	98.445981	96.986718
3277.0	97.397263	98.590424	96.989018	97.758252	95.174174	97.763357	98.37607	97.187942	98.448664	98.553308	98.447959	96.963082
3276.0	97.380392	98.589688	96.978184	97.760781	95.132929	97.759319	98.367389	97.184227	98.438383	98.547026	98.451229	96.935752
3275.0	97.368538	98.593249	96.969195	97.76678	95.088374	97.756581	98.356879	97.176979	98.433664	98.540937	98.454536	96.914173
3274.0	97.364037	98.598302	96.96	97.773674	95.039202	97.752258	98.350316	97.1633	98.433346	98.537858	98.45709	96.903668
3273.0	97.362513	98.597288	96.948922	97.776237	94.98592	97.743739	98.345398	97.141982	98.430316	98.538626	98.457128	96.897903
3272.0	97.358789	98.584644	96.934677	97.768628	94.932181	97.729838	98.333969	97.113531	98.416746	98.539967	98.452636	96.882745
3271.0	97.350082	98.560602	96.91582	97.746292	94.881321	97.70934	98.309095	97.07991	98.389171	98.535497	98.44314	96.847574
3270.0	97.335464	98.530862	96.891902	97.708748	94.833207	97.681477	98.270134	97.044478	98.350792	98.520778	98.430419	96.794639
3269.0	97.315551	98.503959	96.865429	97.662119	94.786385	97.648954	98.223657	97.011332	98.310776	98.4983	98.417406	96.739157
3268.0	97.292095	98.486425	96.840909	97.617406	94.74137	97.618045	98.180617	96.982874	98.279476	98.475565	98.406089	96.698906
3267.0	97.265872	98.477913	96.821201	97.584271	94.699074	97.593992	98.150592	96.957865	98.260987	98.45708	98.396377	96.680503
3266.0	97.236103	98.471998	96.805846	97.56569	94.657638	97.577506	98.136216	96.933478	98.249568	98.44035	98.387368	96.674624
3265.0	97.203962	98.463579	96.79297	97.557488	94.614395	97.566061	98.132118	96.909171	98.234646	98.421271	98.379378	96.665365
3264.0	97.175226	98.454521	96.780821	97.551802	94.570943	97.556293	98.129133	96.886568	98.210217	98.401154	98.373452	96.644292
3263.0	97.156762	98.450352	96.767057	97.541969	94.532984	97.544673	98.120104	96.865597	98.179921	98.385705	98.368868	96.614943
3262.0	97.150685	98.452775	96.748984	97.526901	94.503959	97.529063	98.103421	96.843684	98.153945	98.378268	98.363093	96.585741
3261.0	97.153438	98.457874	96.726166	97.511328	94.480454	97.511318	98.083101	96.819614	98.140888	98.376638	98.355095	96.561762
3260.0	97.159044	98.460639	96.701307	97.499536	94.454068	97.495463	98.065523	96.795323	98.140367	98.375287	98.346816	96.542745
3259.0	97.160772	98.45856	96.676955	97.488469	94.416453	97.481345	98.054074	96.772201	98.141711	98.368144	98.339937	96.524967
3258.0	97.151149	98.450877	96.652582	97.469652	94.363273	97.463026	98.045638	96.74807	98.130837	98.350458	98.332906	96.502903
3257.0	97.124872	98.437255	96.626341	97.439355	94.296511	97.436176	98.032752	96.71999	98.100668	98.321678	98.323233	96.471668
3256.0	97.083679	98.418349	96.598532	97.404225	94.224101	97.40447	98.009954	96.688272	98.056085	98.287069	98.311656	96.431043
3255.0	97.036648	98.395995	96.571473	97.374416	94.155069	97.374981	97.978063	96.655474	98.009106	98.253824	98.301655	96.386936
3254.0	96.994212	98.371838	96.546643	97.352651	94.092981	97.348935	97.942467	96.622882	97.969594	98.224827	98.295098	96.346632
3253.0	96.961872	98.347107	96.523604	97.332696	94.03453	97.32089	97.908265	96.590276	97.939787	98.198107	98.290204	96.311563
3252.0	96.938811	98.324343	96.501533	97.307966	93.974636	97.286592	97.877814	96.558068	97.915553	98.172475	98.28364	96.27528
3251.0	96.920469	98.307398	96.480347	97.278826	93.911345	97.248302	97.852298	96.527048	97.891277	98.150715	98.273058	96.229245
3250.0	96.901685	98.297936	96.459951	97.250802	93.845235	97.212132	97.83361	96.495975	97.863874	98.135696	98.258009	96.171241
3249.0	96.878932	98.292418	96.439311	97.227472	93.775981	97.182465	97.822697	96.461649	97.833122	98.12534	98.240537	96.10824
3248.0	96.85123	98.284028	96.416791	97.206803	93.701631	97.158748	97.815653	96.422249	97.798875	98.11333	98.225012	96.050452
3247.0	96.819564	98.267851	96.391425	97.184417	93.621009	97.135477	97.803361	96.379791	97.759594	98.094107	98.215262	96.001807
3246.0	96.785873	98.244021	96.363953	97.159052	93.535515	97.105861	97.777892	96.338683	97.715468	98.066286	98.210788	95.956519
3245.0	96.752841	98.216954	96.336455	97.133365	93.448199	97.068455	97.740531	96.301903	97.672387	98.032554	98.206835	95.905773
3244.0	96.72391	98.193057	96.310508	97.10955	93.361547	97.030673	97.702113	96.268571	97.639795	97.99837	98.198935	95.847684
3243.0	96.702104	98.178509	96.285791	97.086272	93.276135	97.003213	97.673592	96.235204	97.622852	97.970559	98.186725	95.789658
3242.0	96.687844	98.176105	96.26082	97.061165	93.190638	96.98978	97.655913	96.199168	97.617419	97.954302	98.17305	95.740599
3241.0	96.677347	98.181679	96.234617	97.034234	93.102436	96.983169	97.639406	96.160417	97.612696	97.948542	98.16042	95.701182
3240.0	96.663228	98.184583	96.206999	97.006372	93.008713	96.97167	97.612896	96.120028	97.597833	97.94404	98.148996	95.661949
3239.0	96.638314	98.175116	96.177721	96.976208	92.908605	96.948727	97.57389	96.078501	97.567613	97.92879	98.137416	95.611097
3238.0	96.601237	98.153165	96.146275	96.942068	92.80532	96.917008	97.531083	96.036541	97.525591	97.898385	98.124811	95.544722
3237.0	96.558827	98.128197	96.112265	96.906895	92.705109	96.884633	97.497395	95.996101	97.482678	97.860939	98.111847	95.469849
3236.0	96.521341	98.109373	96.075491	96.877253	92.611951	96.857574	97.479393	95.958668	97.449272	97.829537	98.099928	95.397536
3235.0	96.494209	98.096988	96.036615	96.856191	92.522898	96.834512	97.472147	95.9231	97.426093	97.809286	98.089498	95.333622
3234.0	96.474922	98.0852	95.998584	96.839806	92.429998	96.80864	97.46396	95.886905	97.403904	97.79353	98.0793	95.27624
3233.0	96.457427	98.07128	95.965517	96.821738	92.327142	96.77474	97.445767	95.848841	97.373369	97.772752	98.067201	95.220107
3232.0	96.437345	98.058439	95.937899	96.798121	92.213792	96.734102	97.415823	95.808346	97.333785	97.744309	98.051449	95.160302
3231.0	96.412602	98.049014	95.910142	96.767195	92.092551	96.692441	97.377117	95.763663	97.291763	97.712077	98.031588	95.09274
3230.0	96.382263	98.038876	95.875782	96.728493	91.966345	96.654763	97.333737	95.713616	97.254277	97.679697	98.00915	95.015791
3229.0	96.347332	98.021769	95.834801	96.685698	91.839162	96.623485	97.290743	95.660945	97.224522	97.647668	97.987392	94.933504
3228.0	96.311238	97.997869	95.793167	96.647428	91.716059	96.59947	97.25424	95.610735	97.201285	97.61595	97.968958	94.853725
3227.0	96.27722	97.97506	95.75561	96.620873	91.598944	96.581806	97.228046	95.565136	97.179274	97.586182	97.953187	94.779918
3226.0	96.246201	97.961384	95.722128	96.605142	91.483682	96.566755	97.210697	95.522256	97.152114	97.561015	97.936906	94.707189
3225.0	96.218933	97.958029	95.691514	96.593392	91.364352	96.549655	97.197661	95.480222	97.118375	97.542943	97.918468	94.629306
3224.0	96.1983	97.960033	95.664084	96.580393	91.239513	96.528569	97.185804	95.439008	97.083681	97.53332	97.899739	94.546996
3223.0	96.18601	97.961891	95.639267	96.565126	91.111059	96.504435	97.173734	95.397734	97.054127	97.530439	97.883292	94.465002
3222.0	96.177269	97.960976	95.613676	96.547082	90.977311	96.477282	97.158625	95.353789	97.02844	97.528657	97.86904	94.382808
3221.0	96.162333	97.956135	95.584092	96.52399	90.831133	96.444302	97.135862	95.306358	96.999361	97.521505	97.855001	94.293841
3220.0	96.135169	97.945027	95.550694	96.494425	90.666958	96.403052	97.103219	95.258353	96.962109	97.506325	97.840327	94.19443
3219.0	96.099018	97.92475	95.515735	96.460189	90.487693	96.355903	97.064134	95.213142	96.918634	97.484937	97.825987	94.088518
3218.0	96.062136	97.895774	95.480695	96.424517	90.302517	96.31008	97.02569	95.171198	96.873811	97.459982	97.812882	93.981347
3217.0	96.029566	97.864596	95.446204	96.389127	90.118549	96.272733	96.993425	95.130876	96.83078	97.432282	97.800594	93.872526
3216.0	96.000611	97.841144	95.412938	96.354044	89.936009	96.245425	96.967776	95.090393	96.79102	97.402025	97.78781	93.758474
3215.0	95.972976	97.832308	95.380632	96.319673	89.751001	96.222933	96.944481	95.048143	96.756148	97.371194	97.773199	93.639103
3214.0	95.946469	97.836935	95.347215	96.2881	89.561501	96.197804	96.918399	95.003356	96.727254	97.343928	97.756368	93.518323
3213.0	95.921714	97.846326	95.310477	96.262066	89.369906	96.166895	96.887919	94.95746	96.703173	97.324088	97.738551	93.39859
3212.0	95.897298	97.849588	95.270204	96.242158	89.179981	96.133506	96.856099	94.912849	96.681103	97.311547	97.721714	93.278154
3211.0	95.870722	97.840063	95.228208	96.224578	88.992124	96.103084	96.827526	94.869669	96.65915	97.300525	97.706511	93.154441
3210.0	95.842068	97.818923	95.187127	96.202672	88.802518	96.077425	96.804568	94.825939	96.637317	97.283143	97.692097	93.028005
3209.0	95.814089	97.793319	95.149197	96.172083	88.606688	96.05316	96.786688	94.781089	96.615229	97.25612	97.678416	92.90112
3208.0	95.787097	97.769801	95.114382	96.134275	88.402584	96.024687	96.771618	94.736516	96.589289	97.22284	97.666923	92.772507
3207.0	95.755764	97.748692	95.079175	96.093845	88.189737	95.98787	96.75545	94.692025	96.55393	97.18768	97.657781	92.635214
3206.0	95.713885	97.725251	95.038906	96.052706	87.967263	95.942484	96.732807	94.644957	96.507447	97.150576	97.647998	92.48173
3205.0	95.662118	97.696369	94.991925	96.00849	87.734796	95.893223	96.70005	94.593957	96.456052	97.11004	97.63427	92.311905
3204.0	95.608382	97.665196	94.940079	95.958975	87.494928	95.848025	96.659383	94.540372	96.409754	97.069755	97.616476	92.134865
3203.0	95.559682	97.638881	94.884967	95.906216	87.252308	95.813081	96.617898	94.484549	96.373226	97.037309	97.596331	91.962007
3202.0	95.515209	97.622244	94.826024	95.854494	87.008914	95.787951	96.580901	94.424293	96.34189	97.014741	97.573689	91.798025
3201.0	95.46841	97.613359	94.763257	95.804746	86.760853	95.765727	96.546669	94.359349	96.307206	96.993457	97.547051	91.638523
3200.0	95.414594	97.604088	94.699508	95.753491	86.501405	95.738579	96.508976	94.294374	96.264211	96.961325	97.517696	91.474859
3199.0	95.355726	97.585378	94.638226	95.698914	86.228384	95.703876	96.464849	94.234252	96.213875	96.914726	97.490538	91.300642
3198.0	95.298774	97.554394	94.580133	95.646385	85.948276	95.665576	96.418987	94.177991	96.160927	96.862782	97.469606	91.115108
3197.0	95.249732	97.517734	94.523173	95.60431	85.671308	95.629623	96.379575	94.119495	96.110807	96.819709	97.453848	90.922076
3196.0	95.207834	97.486047	94.464577	95.572916	85.400467	95.597026	96.349253	94.053001	96.066031	96.792462	97.438151	90.725258
3195.0	95.16491	97.464081	94.402156	95.539938	85.125554	95.5612	96.320718	93.976244	96.022719	96.774352	97.417703	90.523758
3194.0	95.111712	97.44665	94.334984	95.490805	84.829841	95.513309	96.282313	93.890642	95.971859	96.750296	97.391157	90.312856
3193.0	95.045929	97.424767	94.263829	95.422915	84.503733	95.45119	96.228317	93.800964	95.906777	96.709366	97.360623	90.08982
3192.0	94.97335	97.39418	94.189968	95.347416	84.152204	95.382406	96.163192	93.713149	95.829747	96.653338	97.329135	89.85754
3191.0	94.90087	97.356938	94.113234	95.276758	83.789769	95.317393	96.096026	93.629738	95.750178	96.593515	97.297787	89.621179
3190.0	94.829986	97.317002	94.032584	95.213107	83.429518	95.25976	96.032718	93.547883	95.67675	96.540371	97.265421	89.382812
3189.0	94.758084	97.277316	93.948674	95.149473	83.075782	95.203813	95.974374	93.463099	95.611957	96.496984	97.231399	89.141022
3188.0	94.683926	97.240487	93.863674	95.079068	82.723852	95.140795	95.920451	93.373569	95.552387	96.460043	97.197702	88.894059
3187.0	94.609027	97.208518	93.777939	95.000895	82.364558	95.066505	95.86969	93.27962	95.491718	96.423101	97.167101	88.640443
3186.0	94.533919	97.17998	93.689097	94.917989	81.990855	94.983582	95.818212	93.181345	95.424016	96.378265	97.13966	88.377511
3185.0	94.455974	97.149415	93.595644	94.833954	81.60285	94.898617	95.7607	93.079332	95.347358	96.319155	97.112308	88.1033
3184.0	94.372794	97.111928	93.49971	94.752321	81.207464	94.818369	95.695949	92.976522	95.266172	96.246305	97.081687	87.82115
3183.0	94.286576	97.068528	93.405106	94.677073	80.812812	94.747531	95.629716	92.876542	95.189131	96.169304	97.046519	87.539831
3182.0	94.202744	97.025521	93.314244	94.610849	80.422117	94.68706	95.569731	92.78008	95.122653	96.100836	97.007756	87.266831
3181.0	94.123694	96.988355	93.227676	94.551727	80.031869	94.632375	95.518059	92.68398	95.06484	96.047133	96.96775	87.002033
3180.0	94.04579	96.956796	93.144503	94.49308	79.634907	94.574207	95.469586	92.583514	95.005575	96.003952	96.928963	86.738986
3179.0	93.964283	96.926217	93.061933	94.428506	79.226452	94.504613	95.417369	92.475212	94.93413	95.960864	96.891989	86.472175
3178.0	93.87994	96.892291	92.976492	94.357032	78.80942	94.423768	95.357522	92.359129	94.848444	95.908606	96.854858	86.202606
3177.0	93.797868	96.85334	92.887617	94.281944	78.393941	94.338769	95.288838	92.239513	94.756519	95.843405	96.815472	85.9365
3176.0	93.720003	96.809373	92.79878	94.204845	77.990044	94.254227	95.210798	92.121774	94.667575	95.767041	96.774307	85.679203
3175.0	93.642635	96.761827	92.713479	94.124193	77.600581	94.16665	95.125062	92.007311	94.583022	95.684766	96.73295	85.431098
3174.0	93.562718	96.715141	92.631192	94.040969	77.22185	94.070873	95.037928	91.892234	94.497751	95.602713	96.6902	85.189434
3173.0	93.482745	96.67563	92.548582	93.9618	76.849653	93.969665	94.957284	91.772172	94.408021	95.525288	96.642	84.952847
3172.0	93.406364	96.645805	92.463734	93.892482	76.482891	93.872545	94.885268	91.647283	94.313962	95.453868	96.586438	84.722841
