ν,LD-Alanina No Magnetizada Irradiada Petri,LD-Alanina No Magnetizada  Eppendorf,LD-Alanina Irradiada No Magnetizada Eppendorf,LD-Alanina  No Magnetizada Petri,L-Alanina No Magnetizada Irradiada Petri,L-Alanina No Magnetizada  Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina  No Magnetizada Petri,D-Alanina No Magnetizada Irradiada Petri,D-Alanina No Magnetizada Eppendorf,D-Alanina Irradiada No Magnetizada Eppendorf,D-Alanina  No Magnetizada Petri
2296.0,98.92716,94.625616,89.820899,89.501624,91.107146,92.991788,93.20363,97.677485,92.759895,95.044416,91.121795,94.302201
2295.0,98.908756,94.639548,89.879209,89.519432,91.067031,92.950664,93.205356,97.653604,92.711209,95.035852,91.119145,94.269559
2294.0,98.908704,94.672947,89.954096,89.540586,91.050446,92.929836,93.22078,97.638799,92.698167,95.045865,91.134462,94.244527
2293.0,98.927779,94.719314,90.036447,89.570571,91.057316,92.928109,93.249447,97.634096,92.718454,95.063963,91.160444,94.235996
2292.0,98.947891,94.764615,90.122298,89.616795,91.085442,92.937786,93.290868,97.63118,92.753296,95.078163,91.197472,94.243828
2291.0,98.951044,94.794883,90.210666,89.674428,91.126897,92.953688,93.341471,97.624702,92.78293,95.085676,91.248702,94.256901
2290.0,98.936977,94.808741,90.297881,89.731762,91.175121,92.979237,93.394652,97.618734,92.802175,95.09251,91.313771,94.265653
2289.0,98.922683,94.821477,90.387474,89.783779,91.237686,93.022939,93.451694,97.618811,92.823016,95.107227,91.392297,94.2761
2288.0,98.923056,94.849503,90.48338,89.835077,91.329567,93.088163,93.521124,97.623491,92.859785,95.134922,91.485925,94.302975
2287.0,98.938358,94.8945,90.582875,89.888606,91.450682,93.167763,93.604762,97.62918,92.916263,95.175482,91.592369,94.354569
2286.0,98.957771,94.944775,90.673599,89.942108,91.581286,93.251356,93.694114,97.63862,92.987083,95.226353,91.703661,94.426706
2285.0,98.970024,94.991829,90.750273,89.994896,91.704042,93.335961,93.781675,97.659095,93.070005,95.284582,91.813698,94.512699
2284.0,98.971561,95.03444,90.817945,90.048825,91.817354,93.423572,93.868537,97.692006,93.165479,95.344664,91.922064,94.605217
2283.0,98.969966,95.072874,90.883018,90.103336,91.924369,93.512178,93.954056,97.730164,93.269742,95.397731,92.027865,94.693266
2282.0,98.981225,95.107132,90.943663,90.157197,92.022234,93.595959,94.031652,97.764975,93.375264,95.439734,92.127905,94.76642
2281.0,99.015542,95.14273,90.997208,90.214139,92.109984,93.673339,94.09754,97.792804,93.479898,95.478561,92.223383,94.827804
2280.0,99.063525,95.184025,91.043686,90.273745,92.193436,93.744592,94.156731,97.81289,93.583109,95.525268,92.320223,94.890249
2279.0,99.100305,95.221186,91.08029,90.320869,92.27539,93.804507,94.211623,97.824321,93.674836,95.577881,92.4184,94.957649
2278.0,99.109563,95.236238,91.09979,90.337094,92.35261,93.849144,94.257143,97.828366,93.741613,95.624582,92.510366,95.020933
2277.0,99.09917,95.227093,91.100531,90.325484,92.428825,93.890053,94.293002,97.831291,93.7874,95.663455,92.593577,95.075051
2276.0,99.09007,95.21359,91.091079,90.306907,92.516139,93.945576,94.331215,97.840755,93.833863,95.705458,92.674744,95.127114
2275.0,99.091645,95.210498,91.076308,90.290868,92.614421,94.014723,94.382232,97.858708,93.891398,95.753104,92.756992,95.179821
2274.0,99.093886,95.207919,91.052017,90.265352,92.703723,94.075543,94.440793,97.880021,93.946255,95.791655,92.833469,95.223491
2273.0,99.083242,95.186195,91.011059,90.21871,92.766713,94.114499,94.494835,97.897266,93.98373,95.812117,92.899471,95.250181
2272.0,99.060364,95.143515,90.952252,90.156534,92.808109,94.143782,94.539246,97.907009,94.012642,95.829589,92.959941,95.265373
2271.0,99.040557,95.096865,90.879051,90.090289,92.843184,94.181495,94.575081,97.912844,94.052273,95.864515,93.018415,95.276706
2270.0,99.038914,95.062505,90.798794,90.024133,92.880345,94.229413,94.601985,97.923601,94.105048,95.914437,93.068637,95.28554
2269.0,99.05769,95.044778,90.724856,89.959897,92.922742,94.278584,94.62104,97.945509,94.154493,95.959233,93.104927,95.297269
2268.0,99.08603,95.040074,90.669582,89.904518,92.972393,94.323271,94.6384,97.973438,94.185634,95.987855,93.131882,95.324946
2267.0,99.109137,95.041407,90.636404,89.866449,93.020842,94.357979,94.658749,97.992037,94.196593,96.004188,93.156304,95.369819
2266.0,99.117549,95.040547,90.625814,89.85176,93.047732,94.371942,94.678516,97.989568,94.194087,96.010109,93.177,95.410669
2265.0,99.112196,95.034154,90.643496,89.865602,93.040817,94.359936,94.690471,97.970529,94.185878,96.000684,93.189096,95.424885
2264.0,99.103703,95.030764,90.694916,89.910382,93.009812,94.333077,94.689784,97.952196,94.176473,95.978238,93.190944,95.411962
2263.0,99.104486,95.045568,90.773152,89.980456,92.971595,94.307595,94.675174,97.948349,94.163641,95.956578,93.181848,95.384924
2262.0,99.115009,95.084897,90.866769,90.066333,92.930107,94.286653,94.650082,97.957289,94.140013,95.944714,93.16,95.348841
2261.0,99.119254,95.138454,90.975894,90.160492,92.877219,94.258663,94.62282,97.963993,94.100805,95.934904,93.126511,95.301504
2260.0,99.101742,95.189424,91.103872,90.25516,92.805117,94.210564,94.596739,97.952958,94.046764,95.912858,93.084132,95.245882
2259.0,99.071776,95.235245,91.24301,90.344168,92.714518,94.141914,94.560183,97.92342,93.983614,95.875726,93.030436,95.192347
2258.0,99.061766,95.293165,91.37981,90.437411,92.618148,94.070458,94.499428,97.894199,93.923407,95.835965,92.961721,95.151064
2257.0,99.0923,95.380289,91.516755,90.563029,92.535745,94.02235,94.419292,97.889008,93.883548,95.807901,92.883179,95.128892
2256.0,99.14575,95.487614,91.666415,90.734225,92.472318,94.005357,94.338019,97.911123,93.870945,95.791878,92.803008,95.124445
2255.0,99.184386,95.583251,91.825525,90.922365,92.402488,93.993468,94.260906,97.936319,93.866818,95.772143,92.715619,95.11997
2254.0,99.191781,95.647061,91.975557,91.082654,92.293011,93.95078,94.17776,97.937271,93.84022,95.732499,92.606723,95.089793
2253.0,99.183706,95.692706,92.109372,91.203305,92.142963,93.871614,94.089002,97.911581,93.778529,95.673987,92.478717,95.0245
2252.0,99.180353,95.748127,92.239369,91.307664,91.987715,93.784879,94.013308,97.879211,93.696863,95.614199,92.355968,94.941256
2251.0,99.184264,95.821167,92.370574,91.413257,91.864862,93.721143,93.963378,97.856614,93.618535,95.570358,92.26088,94.864296
2250.0,99.189549,95.897442,92.489644,91.514373,91.794129,93.69262,93.931762,97.844721,93.561883,95.54773,92.199286,94.807806
2249.0,99.197555,95.964057,92.586,91.603093,91.784879,93.701568,93.911078,97.839479,93.542612,95.543018,92.172448,94.779411
2248.0,99.21203,96.022171,92.668107,91.681154,91.837619,93.74495,93.910825,97.841318,93.570233,95.551082,92.186172,94.786695
2247.0,99.228431,96.076807,92.74883,91.747426,91.93367,93.805273,93.942929,97.849749,93.635649,95.567907,92.24072,94.829172
2246.0,99.238744,96.128842,92.829761,91.797397,92.044296,93.8589,94.002929,97.859483,93.715997,95.593782,92.325231,94.896202
2245.0,99.24179,96.175782,92.907856,91.837827,92.155129,93.903234,94.076911,97.866449,93.795226,95.633904,92.430023,94.976943
2244.0,99.238919,96.209761,92.98307,91.881303,92.266686,93.959817,94.158061,97.871674,93.870014,95.688621,92.553596,95.062972
2243.0,99.225464,96.218446,93.05358,91.925423,92.374367,94.042158,94.247888,97.876909,93.938219,95.744802,92.692161,95.14019
2242.0,99.198776,96.202472,93.115839,91.961001,92.473214,94.137683,94.348003,97.884545,94.000064,95.789,92.833982,95.196627
2241.0,99.17294,96.188715,93.174174,92.0003,92.582057,94.230253,94.456257,97.9041,94.071621,95.830016,92.969732,95.244982
2240.0,99.172725,96.207581,93.235532,92.069315,92.731286,94.322794,94.563537,97.947703,94.174867,95.89294,93.097243,95.316896
2239.0,99.209146,96.256292,93.2931,92.167474,92.916819,94.42512,94.652771,98.012177,94.306859,95.983956,93.211954,95.422439
2238.0,99.26694,96.301855,93.332356,92.260565,93.092756,94.533194,94.713014,98.073318,94.435979,96.074323,93.306478,95.531667
2237.0,99.316177,96.3213,93.356773,92.31874,93.220494,94.632566,94.75624,98.105398,94.534779,96.12847,93.384831,95.608689
2236.0,99.331275,96.321048,93.387119,92.338964,93.301927,94.711589,94.805888,98.102262,94.599654,96.138506,93.462216,95.64875
2235.0,99.302558,96.315857,93.43031,92.330036,93.356436,94.763751,94.866461,98.076451,94.635559,96.124133,93.544025,95.670185
2234.0,99.242222,96.311878,93.469405,92.30563,93.395096,94.791088,94.921549,98.047384,94.64655,96.11177,93.619315,95.68767
2233.0,99.1828,96.317458,93.491816,92.296038,93.431766,94.813685,94.964494,98.036077,94.651888,96.123717,93.681022,95.708405
2232.0,99.158417,96.346428,93.506933,92.332373,93.488955,94.859419,95.009795,98.057959,94.685541,96.172825,93.73696,95.737258
2231.0,99.178625,96.396101,93.527561,92.407994,93.571338,94.932928,95.066574,98.107042,94.761766,96.250878,93.793942,95.769157
2230.0,99.223619,96.438815,93.554309,92.482859,93.655172,95.007382,95.122013,98.153323,94.857687,96.328656,93.847447,95.791177
2229.0,99.267415,96.450593,93.587694,92.534609,93.721934,95.055328,95.161971,98.169355,94.942689,96.381752,93.894853,95.806753
2228.0,99.300673,96.438275,93.635512,92.577974,93.782986,95.074859,95.189387,98.158601,95.008529,96.413851,93.942501,95.841162
2227.0,99.328122,96.427305,93.696199,92.626877,93.854479,95.079251,95.210797,98.148379,95.058766,96.44503,93.991125,95.906085
2226.0,99.351878,96.433463,93.751902,92.669576,93.927282,95.078315,95.223372,98.157823,95.089566,96.482397,94.030598,95.975491
2225.0,99.366395,96.456022,93.789213,92.693268,93.978537,95.079507,95.22872,98.181971,95.099441,96.512612,94.058156,96.015537
2224.0,99.367181,96.487439,93.813275,92.703825,93.997765,95.090986,95.242106,98.203564,95.102886,96.519547,94.086124,96.025239
2223.0,99.356353,96.519043,93.834203,92.708873,93.990238,95.113132,95.273169,98.20935,95.116767,96.501139,94.123082,96.029211
2222.0,99.338084,96.544316,93.855569,92.708678,93.971608,95.139087,95.311286,98.195015,95.143121,96.471696,94.163418,96.043257
2221.0,99.312648,96.563448,93.881902,92.712724,93.967077,95.167686,95.342978,98.164951,95.174699,96.451788,94.203192,96.064741
2220.0,99.277205,96.578782,93.919068,92.735262,93.994933,95.200975,95.370792,98.13163,95.204058,96.4506,94.248499,96.084536
2219.0,99.233197,96.585127,93.960147,92.766302,94.043243,95.229583,95.403403,98.110907,95.221058,96.45722,94.299402,96.091824
2218.0,99.193582,96.575838,93.988614,92.780195,94.083623,95.243146,95.439768,98.114832,95.220576,96.458148,94.343802,96.079548
2217.0,99.178958,96.558498,94.00161,92.781478,94.110882,95.256004,95.474177,98.146498,95.220176,96.461565,94.377405,96.060146
2216.0,99.199167,96.549721,94.012427,92.804552,94.142978,95.293731,95.505308,98.196839,95.246847,96.487809,94.41232,96.061624
2215.0,99.238761,96.554162,94.026371,92.855002,94.180849,95.348937,95.531239,98.246535,95.295847,96.534461,94.455576,96.093428
2214.0,99.269237,96.566533,94.035254,92.891764,94.204986,95.383535,95.547479,98.279646,95.328857,96.573474,94.496539,96.132889
2213.0,99.279365,96.593993,94.039431,92.887249,94.219432,95.386619,95.55714,98.29946,95.327954,96.591752,94.525818,96.160585
2212.0,99.285222,96.651769,94.050435,92.866942,94.257367,95.395814,95.570224,98.322015,95.325013,96.611349,94.54927,96.188942
2211.0,99.304248,96.729906,94.065639,92.865296,94.325347,95.441875,95.587852,98.349375,95.357479,96.65406,94.573613,96.235516
2210.0,99.329062,96.788348,94.066183,92.877828,94.38073,95.503391,95.602091,98.362096,95.418822,96.706907,94.596087,96.287932
2209.0,99.339049,96.797393,94.049238,92.884058,94.388317,95.540197,95.614345,98.347637,95.474804,96.742195,94.617616,96.320892
2208.0,99.332448,96.76488,94.036972,92.886103,94.367614,95.54549,95.63484,98.323225,95.507806,96.754703,94.646727,96.333133
2207.0,99.330505,96.713701,94.042491,92.894403,94.359863,95.539127,95.659559,98.315041,95.521585,96.757618,94.68026,96.341591
2206.0,99.346608,96.654781,94.051083,92.900014,94.377995,95.532012,95.669596,98.323897,95.521044,96.755971,94.700025,96.350861
2205.0,99.36531,96.595645,94.046772,92.890212,94.412675,95.524929,95.660523,98.329036,95.513481,96.747426,94.699465,96.354365
2204.0,99.361563,96.553422,94.034128,92.873567,94.459279,95.525569,95.650704,98.321414,95.515759,96.738481,94.693746,96.357201
2203.0,99.334025,96.541434,94.021443,92.867335,94.513869,95.541195,95.652442,98.315623,95.536309,96.737096,94.692852,96.373952
2202.0,99.308786,96.557365,94.004524,92.876785,94.56444,95.565584,95.657298,98.328301,95.560102,96.736844,94.686713,96.408265
2201.0,99.310518,96.595612,93.979912,92.900881,94.60463,95.590277,95.65798,98.357947,95.568687,96.728119,94.669531,96.450264
2200.0,99.336365,96.652969,93.954283,92.935212,94.634046,95.614638,95.660793,98.386968,95.562164,96.717196,94.656479,96.485358
2199.0,99.36009,96.709826,93.930305,92.955854,94.635135,95.631071,95.66635,98.394078,95.546093,96.715151,94.661015,96.492932
2198.0,99.357671,96.727409,93.902713,92.928248,94.584198,95.619838,95.661958,98.366733,95.514988,96.716875,94.675273,96.453109
2197.0,99.32606,96.685381,93.876375,92.851011,94.500942,95.575719,95.645166,98.312822,95.468995,96.711654,94.687751,96.374468
2196.0,99.280027,96.610644,93.866462,92.766292,94.446714,95.521436,95.63229,98.259134,95.429655,96.705825,94.7016,96.299289
2195.0,99.236594,96.551654,93.872334,92.711126,94.448976,95.479233,95.631873,98.228704,95.416317,96.711976,94.720514,96.259844
2194.0,99.205643,96.533106,93.872593,92.685072,94.464558,95.449632,95.631957,98.222073,95.41934,96.721734,94.733813,96.243987
2193.0,99.190699,96.544453,93.852892,92.676577,94.443408,95.431504,95.623815,98.227469,95.415573,96.713155,94.729942,96.223068
2192.0,99.190235,96.558049,93.817269,92.685242,94.393048,95.436742,95.614322,98.24092,95.39849,96.683381,94.709635,96.196561
2191.0,99.196338,96.548843,93.768554,92.699089,94.350622,95.465693,95.604343,98.263323,95.376615,96.652641,94.675622,96.185011
2190.0,99.198607,96.511536,93.70445,92.685367,94.327421,95.492,95.581464,98.284911,95.355982,96.636349,94.62786,96.19358
2189.0,99.194625,96.469097,93.637846,92.630787,94.315905,95.49301,95.547106,98.290735,95.340584,96.631818,94.578285,96.208175
2188.0,99.193732,96.449226,93.590443,92.563461,94.31913,95.47452,95.524009,98.28035,95.335516,96.631015,94.548059,96.216285
2187.0,99.205931,96.445846,93.559175,92.512332,94.334088,95.44746,95.521744,98.266815,95.3343,96.62831,94.538914,96.208651
2186.0,99.23003,96.425708,93.521256,92.474366,94.330774,95.407256,95.521115,98.258559,95.3198,96.617592,94.529748,96.174458
2185.0,99.257594,96.381386,93.480981,92.443539,94.286892,95.359863,95.508143,98.257799,95.293049,96.60146,94.512835,96.12204
2184.0,99.285163,96.34955,93.474254,92.437427,94.226444,95.339467,95.496812,98.272484,95.281081,96.602334,94.508076,96.091658
2183.0,99.31448,96.35874,93.509418,92.46437,94.190432,95.367406,95.500056,98.308693,95.297113,96.642865,94.526115,96.116479
2182.0,99.34122,96.385766,93.537787,92.492366,94.185305,95.413314,95.504232,98.350674,95.313987,96.71229,94.542687,96.176862
2181.0,99.352749,96.387159,93.506151,92.483011,94.187882,95.428066,95.491575,98.370355,95.299363,96.771767,94.529157,96.219228
2180.0,99.340964,96.352416,93.413657,92.436083,94.182611,95.400793,95.46428,98.361815,95.258654,96.797772,94.488003,96.214188
2179.0,99.311919,96.302114,93.299786,92.375551,94.167222,95.356839,95.430297,98.3463,95.220691,96.800956,94.441221,96.171391
2178.0,99.28036,96.25364,93.203653,92.314056,94.139108,95.316154,95.391597,98.338113,95.199381,96.796518,94.4039,96.107399
2177.0,99.258171,96.212649,93.14868,92.252208,94.09844,95.278321,95.360994,98.324676,95.188637,96.775145,94.382335,96.028705
2176.0,99.247154,96.181109,93.135468,92.189286,94.047692,95.233361,95.360567,98.287887,95.175331,96.715133,94.376064,95.942534
2175.0,99.238596,96.151747,93.132441,92.116858,93.974517,95.167651,95.38389,98.230039,95.139105,96.615105,94.368974,95.860395
2174.0,99.220497,96.107921,93.096991,92.02496,93.860668,95.074289,95.386591,98.169392,95.060698,96.505319,94.338137,95.791156
2173.0,99.190025,96.046361,93.017898,91.927125,93.720811,94.972539,95.334319,98.121393,94.951041,96.427266,94.280725,95.743725
2172.0,99.15919,95.985723,92.916876,91.851873,93.600693,94.898529,95.238003,98.091106,94.85201,96.402939,94.211923,95.727834
2171.0,99.143996,95.938194,92.806896,91.799684,93.521867,94.86419,95.127892,98.074326,94.788683,96.420381,94.132461,95.737648
2170.0,99.14831,95.88974,92.680062,91.740138,93.460799,94.845929,95.019742,98.060498,94.740637,96.445997,94.026111,95.744554
2169.0,99.162632,95.823531,92.541884,91.662056,93.396591,94.822472,94.921686,98.042101,94.678034,96.450211,93.897109,95.722003
2168.0,99.177335,95.745988,92.421736,91.589605,93.341776,94.795779,94.846342,98.023138,94.603181,96.423084,93.780108,95.669935
2167.0,99.188417,95.672635,92.33397,91.531203,93.302839,94.759709,94.795601,98.008597,94.53109,96.371008,93.699179,95.601026
2166.0,99.18758,95.604811,92.256192,91.450674,93.247357,94.682093,94.753226,97.986008,94.449864,96.306944,93.642028,95.515625
2165.0,99.158382,95.53933,92.160007,91.316666,93.143265,94.547552,94.707247,97.934413,94.335645,96.244185,93.586037,95.410085
2164.0,99.095153,95.487462,92.040993,91.152279,93.005366,94.395315,94.660406,97.858882,94.201993,96.191183,93.524577,95.302468
2163.0,99.025029,95.468683,91.914205,91.015275,92.878035,94.289478,94.611989,97.802112,94.109454,96.154258,93.460457,95.234422
2162.0,99.003152,95.500821,91.812224,90.962411,92.803503,94.276106,94.561733,97.813247,94.129276,96.154649,93.406614,95.254316
2161.0,99.077782,95.60481,91.7901,91.042994,92.826257,94.382807,94.543091,97.911048,94.303267,96.231311,93.403005,95.399309
2160.0,99.248432,95.787693,91.882651,91.266151,92.976448,94.611258,94.608596,98.074486,94.608646,96.396398,93.488612,95.662416
2159.0,99.453405,95.9993,92.038499,91.539942,93.207428,94.892317,94.752957,98.255133,94.940719,96.586947,93.634122,95.959494
2158.0,99.609144,96.143817,92.14747,91.708285,93.399468,95.097676,94.894967,98.397368,95.163342,96.702855,93.750204,96.16503
2157.0,99.671461,96.166292,92.150388,91.695518,93.4725,95.150147,94.968542,98.465205,95.209358,96.704139,93.785877,96.210778
2156.0,99.655565,96.091506,92.070849,91.559113,93.448994,95.086887,94.983447,98.45974,95.114724,96.632464,93.766905,96.125054
2155.0,99.601697,95.963617,91.944816,91.385296,93.386459,94.989215,94.976754,98.40644,94.956686,96.542044,93.730348,95.973999
2154.0,99.538059,95.79786,91.782403,91.202083,93.310752,94.899947,94.959484,98.331735,94.798675,96.455235,93.682162,95.808198
2153.0,99.477109,95.607579,91.596076,91.003507,93.231078,94.824236,94.929392,98.258697,94.687943,96.381173,93.62756,95.665892
2152.0,99.428931,95.43221,91.408904,90.794159,93.163408,94.76069,94.893916,98.21247,94.652212,96.331941,93.589204,95.577834
2151.0,99.40256,95.304878,91.222383,90.581927,93.112371,94.701076,94.858238,98.210334,94.675967,96.306084,93.573292,95.546425
2150.0,99.396648,95.214117,91.014229,90.366116,93.068003,94.62913,94.816945,98.2451,94.708086,96.285016,93.552835,95.545481
2149.0,99.40118,95.123679,90.777957,90.15752,93.041106,94.549805,94.773143,98.29087,94.713882,96.261958,93.506475,95.55691
2148.0,99.410926,95.015978,90.532904,89.978777,93.063479,94.500806,94.742828,98.327167,94.702753,96.252677,93.448185,95.587054
2147.0,99.427572,94.89564,90.290493,89.826362,93.129307,94.511289,94.729169,98.346875,94.691891,96.264455,93.401435,95.634881
2146.0,99.44645,94.767709,90.043546,89.663577,93.173915,94.564529,94.715895,98.344387,94.669567,96.278309,93.368212,95.6717
2145.0,99.452963,94.637803,89.792175,89.468396,93.139908,94.616239,94.69414,98.31623,94.615357,96.278381,93.338261,95.672215
2144.0,99.437653,94.521038,89.54624,89.257246,93.035492,94.630245,94.670889,98.275461,94.5328,96.27481,93.305087,95.641833
2143.0,99.404913,94.425321,89.298994,89.045106,92.902084,94.583138,94.644207,98.244411,94.436737,96.276019,93.259055,95.591921
2142.0,99.361846,94.331353,89.032134,88.815379,92.756911,94.461945,94.597409,98.225702,94.325829,96.259453,93.186485,95.511221
2141.0,99.30947,94.208422,88.751623,88.550487,92.597136,94.282678,94.525954,98.197044,94.192051,96.196763,93.088393,95.386521
2140.0,99.252696,94.047331,88.486622,88.265435,92.432726,94.09278,94.443869,98.143896,94.046266,96.096869,92.981502,95.234436
2139.0,99.209305,93.864802,88.248202,87.991336,92.281549,93.933142,94.35636,98.083184,93.913557,96.000176,92.873209,95.088576
2138.0,99.196899,93.682256,88.019516,87.747498,92.14444,93.809601,94.253926,98.044189,93.808512,95.935453,92.756061,94.966443
2137.0,99.213824,93.514458,87.791129,87.543572,92.00684,93.710112,94.140816,98.037221,93.726649,95.898852,92.630739,94.86622
2136.0,99.242315,93.372806,87.575085,87.38405,91.855537,93.627366,94.038358,98.050833,93.651879,95.868383,92.508024,94.782863
2135.0,99.268599,93.263891,87.375859,87.253203,91.682,93.549788,93.94756,98.069448,93.562726,95.823312,92.380364,94.708426
2134.0,99.29027,93.18299,87.17612,87.115973,91.482801,93.45195,93.837113,98.081079,93.440106,95.753458,92.219049,94.62487
2133.0,99.305326,93.116182,86.96329,86.951815,91.265521,93.314582,93.682929,98.075344,93.278902,95.663378,92.011501,94.513339
2132.0,99.305566,93.049315,86.748448,86.773814,91.038686,93.141633,93.49498,98.047908,93.0861,95.566135,91.777132,94.367004
2131.0,99.284509,92.9727,86.549703,86.603326,90.79094,92.944964,93.293295,98.004496,92.864602,95.465766,91.535371,94.187137
2130.0,99.245371,92.882322,86.374072,86.442176,90.498416,92.726789,93.082047,97.95193,92.610236,95.351226,91.280518,93.976124
2129.0,99.198092,92.782237,86.221285,86.281439,90.156855,92.487504,92.859301,97.888477,92.327996,95.213276,90.999226,93.742553
2128.0,99.15185,92.683107,86.090759,86.123864,89.787389,92.2356,92.630691,97.810305,92.037559,95.058819,90.694027,93.503152
2127.0,99.11274,92.594788,85.980045,85.984247,89.406881,91.978809,92.399478,97.723455,91.755752,94.900284,90.377227,93.270617
2126.0,99.085891,92.522226,85.886598,85.874026,89.014368,91.717599,92.158094,97.640112,91.48355,94.739006,90.05427,93.045319
2125.0,99.075163,92.467339,85.812707,85.793901,88.611476,91.454872,91.900737,97.563699,91.214682,94.56917,89.723418,92.821692
2124.0,99.078472,92.427894,85.76033,85.736814,88.211582,91.198366,91.632994,97.48587,90.945994,94.39198,89.383377,92.59381
2123.0,99.08446,92.39377,85.723478,85.693083,87.818841,90.94617,91.362216,97.400049,90.67387,94.215426,89.035448,92.354048
2122.0,99.077903,92.353525,85.695865,85.657153,87.420546,90.685137,91.090524,97.31212,90.391629,94.044168,88.685174,92.100649
2121.0,99.053292,92.309794,85.682713,85.633182,87.014005,90.413399,90.822372,97.235781,90.099847,93.879727,88.343443,91.85179
2120.0,99.022632,92.281453,85.693688,85.630982,86.623979,90.150708,90.566447,97.180799,89.813832,93.727889,88.0184,91.637605
2119.0,99.00366,92.284257,85.727621,85.655641,86.279214,89.91545,90.325823,97.145539,89.553613,93.595246,87.708017,91.469192
2118.0,98.998707,92.313519,85.775762,85.703932,85.983339,89.703107,90.098028,97.11613,89.328408,93.477273,87.409477,91.325551
2117.0,98.991746,92.350818,85.835688,85.767607,85.720425,89.498549,89.887194,97.0739,89.133452,93.358178,87.131866,91.178486
2116.0,98.97004,92.384619,85.909131,85.834894,85.481433,89.300874,89.703938,97.01167,88.960006,93.226908,86.889071,91.022432
2115.0,98.940949,92.419432,85.990543,85.894119,85.275788,89.125507,89.551985,96.944622,88.807048,93.089819,86.685269,90.873777
2114.0,98.919452,92.466362,86.072761,85.945664,85.120472,88.987541,89.427837,96.897506,88.682969,92.964692,86.519399,90.750177
2113.0,98.906163,92.529007,86.161522,86.007551,85.022492,88.891466,89.334102,96.877796,88.594391,92.864628,86.397482,90.659274
2112.0,98.890587,92.599017,86.269253,86.098665,84.969969,88.833124,89.278906,96.868976,88.535363,92.790902,86.325497,90.60153
2111.0,98.873669,92.664607,86.396029,86.218096,84.941242,88.805321,89.261053,96.854778,88.494661,92.740817,86.295118,90.575516
2110.0,98.871343,92.723731,86.531468,86.350308,84.92709,88.803857,89.270566,96.840027,88.474169,92.717612,86.292883,90.58148
2109.0,98.89103,92.787289,86.673221,86.486352,84.941732,88.830819,89.305434,96.837865,88.489639,92.728221,86.320834,90.622066
2108.0,98.91763,92.866691,86.827024,86.627964,85.006715,88.888782,89.372804,96.844958,88.549226,92.773155,86.3923,90.69626
2107.0,98.931536,92.960817,86.989641,86.77504,85.128479,88.972031,89.471845,96.845235,88.642277,92.844375,86.509246,90.792753
2106.0,98.931342,93.059409,87.149635,86.923863,85.298278,89.069884,89.591409,96.836667,88.754731,92.932976,86.659319,90.895584
2105.0,98.929144,93.154693,87.306122,87.075364,85.505713,89.178634,89.727115,96.837834,88.88202,93.032005,86.833216,90.997238
2104.0,98.930216,93.241982,87.469281,87.229798,85.739921,89.302479,89.883704,96.862345,89.017691,93.130452,87.028074,91.099971
2103.0,98.929709,93.314456,87.639922,87.375563,85.983347,89.443054,90.056052,96.899945,89.145137,93.214626,87.234038,91.206154
2102.0,98.928577,93.372179,87.805431,87.500894,86.220851,89.597809,90.225652,96.932741,89.258738,93.283947,87.435696,91.319261
2101.0,98.941412,93.435762,87.959537,87.616232,86.455925,89.7685,90.38375,96.960886,89.383731,93.359297,87.631193,91.454703
2100.0,98.982553,93.533109,88.110842,87.746361,86.705243,89.958691,90.54279,96.999967,89.553845,93.464451,87.835028,91.632686
2099.0,99.047487,93.665798,88.268732,87.898925,86.976197,90.161175,90.716451,97.057228,89.771244,93.60051,88.057351,91.851246
2098.0,99.111568,93.802684,88.435663,88.059333,87.260011,90.361732,90.902013,97.122866,90.005273,93.747525,88.293435,92.077466
2097.0,99.148183,93.915305,88.613941,88.21789,87.543707,90.55873,91.089202,97.184775,90.22793,93.888231,88.535021,92.275578
2096.0,99.150589,94.007033,88.80264,88.380141,87.814868,90.763266,91.271443,97.240338,90.432881,94.018801,88.776131,92.437108
2095.0,99.137,94.097186,88.986353,88.54542,88.058189,90.973285,91.440771,97.290067,90.621089,94.137934,89.004286,92.576194
2094.0,99.133105,94.190612,89.145783,88.697952,88.266168,91.164688,91.587233,97.330185,90.78955,94.241128,89.203006,92.705808
2093.0,99.148787,94.27837,89.282895,88.829337,88.453745,91.317747,91.71274,97.358951,90.93904,94.330333,89.370033,92.828802
2092.0,99.171221,94.357719,89.418153,88.950913,88.643361,91.436742,91.831483,97.383426,91.07423,94.41459,89.519617,92.942239
2091.0,99.177981,94.433925,89.561541,89.073806,88.833032,91.534049,91.948811,97.411861,91.190122,94.49358,89.66241,93.038775
2090.0,99.15491,94.507137,89.704964,89.192867,88.996476,91.611884,92.053617,97.442551,91.274853,94.552346,89.796451,93.110192
2089.0,99.1059,94.57287,89.844394,89.3005,89.117394,91.672605,92.138466,97.466684,91.332685,94.581799,89.920282,93.158961
2088.0,99.052363,94.634932,89.987726,89.403397,89.206555,91.731746,92.212266,97.480723,91.389249,94.596034,90.038946,93.200847
2087.0,99.022665,94.705196,90.135453,89.515635,89.281879,91.803619,92.284559,97.490031,91.465527,94.619211,90.152141,93.249225
2086.0,99.033572,94.78779,90.275274,89.644192,89.35093,91.882463,92.352271,97.500709,91.557761,94.66029,90.251454,93.302795
