ν,LD-Alanina No Magnetizada Irradiada Petri,LD-Alanina No Magnetizada  Eppendorf,LD-Alanina Irradiada No Magnetizada Eppendorf,LD-Alanina  No Magnetizada Petri,L-Alanina No Magnetizada Irradiada Petri,L-Alanina No Magnetizada  Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina  No Magnetizada Petri,D-Alanina No Magnetizada Irradiada Petri,D-Alanina No Magnetizada Eppendorf,D-Alanina Irradiada No Magnetizada Eppendorf,D-Alanina  No Magnetizada Petri
3324.0,100.488149,98.956153,97.75577,98.103197,97.870145,98.725466,98.068702,100.101742,98.572483,99.163988,97.465595,98.979905
3323.0,100.490391,98.94789,97.746746,98.089883,97.851986,98.712242,98.060075,100.102669,98.567248,99.159543,97.461889,98.97498
3322.0,100.495766,98.940279,97.73724,98.074359,97.833153,98.69947,98.04981,100.101233,98.565703,99.145823,97.454699,98.969262
3321.0,100.49941,98.927501,97.72587,98.057123,97.812263,98.683637,98.039364,100.097727,98.558842,99.126414,97.443237,98.958115
3320.0,100.492701,98.904113,97.713636,98.035562,97.787908,98.659698,98.031209,100.089793,98.539502,99.105008,97.431092,98.93911
3319.0,100.474697,98.87363,97.702201,98.00906,97.765621,98.630417,98.026613,100.077459,98.509585,99.087796,97.422134,98.917022
3318.0,100.45388,98.844897,97.691148,97.979288,97.752399,98.603626,98.024367,100.063152,98.4769,99.079039,97.416194,98.89789
3317.0,100.439447,98.823693,97.678433,97.948229,97.746875,98.58348,98.021879,100.048812,98.448521,99.075242,97.409211,98.880639
3316.0,100.43415,98.810444,97.662975,97.918941,97.739547,98.568167,98.016619,100.03609,98.427685,99.068393,97.396832,98.858964
3315.0,100.435335,98.803373,97.645546,97.896659,97.722876,98.555089,98.006688,100.028643,98.414011,99.055939,97.37767,98.832072
3314.0,100.439534,98.800914,97.627413,97.885492,97.698617,98.545127,97.991685,100.031091,98.405208,99.044172,97.354404,98.809997
3313.0,100.444147,98.801799,97.609161,97.883024,97.674521,98.540641,97.973833,100.043993,98.399449,99.039935,97.33236,98.804527
3312.0,100.446307,98.804388,97.590655,97.879962,97.655667,98.540203,97.957019,100.060534,98.395817,99.041696,97.315886,98.815047
3311.0,100.442693,98.805326,97.571445,97.866862,97.640214,98.536896,97.943687,100.069483,98.391418,99.041277,97.305162,98.826374
3310.0,100.43174,98.798604,97.551171,97.841592,97.622636,98.52332,97.933023,100.062639,98.379713,99.032681,97.296874,98.822261
3309.0,100.416162,98.77847,97.529498,97.809958,97.59936,98.498555,97.922236,100.040516,98.355047,99.016211,97.287669,98.799622
3308.0,100.402556,98.745447,97.505211,97.779267,97.570723,98.468722,97.908606,100.011294,98.319063,98.994918,97.275528,98.768175
3307.0,100.396997,98.708117,97.476141,97.752172,97.538879,98.440144,97.890365,99.984018,98.27992,98.971177,97.258217,98.738643
3306.0,100.399785,98.676562,97.44166,97.726845,97.505641,98.413614,97.867273,99.962583,98.244511,98.947958,97.233279,98.714588
3305.0,100.404578,98.654224,97.405093,97.701332,97.472433,98.38626,97.841209,99.946035,98.213612,98.929976,97.200911,98.694387
3304.0,100.403652,98.637696,97.371614,97.675676,97.440718,98.356829,97.815214,99.933434,98.185272,98.920501,97.164907,98.676113
3303.0,100.394612,98.623543,97.343184,97.650396,97.411295,98.327107,97.791237,99.926471,98.160029,98.9183,97.129258,98.658517
3302.0,100.382101,98.612406,97.317381,97.625312,97.383508,98.299667,97.769333,99.926712,98.140373,98.919684,97.095252,98.64027
3301.0,100.373111,98.605324,97.291516,97.600537,97.355446,98.276188,97.748801,99.931571,98.125998,98.921973,97.062767,98.620845
3300.0,100.370742,98.598532,97.265508,97.576678,97.324595,98.256523,97.728663,99.934635,98.111626,98.922482,97.032302,98.601078
3299.0,100.372183,98.585206,97.239643,97.553219,97.288699,98.237171,97.706951,99.930534,98.090013,98.916038,97.003816,98.581557
3298.0,100.372356,98.56294,97.212293,97.528517,97.247407,98.212181,97.681447,99.919615,98.056789,98.898113,96.975383,98.561774
3297.0,100.369595,98.537456,97.182251,97.502675,97.203709,98.178652,97.652234,99.908254,98.01328,98.871263,96.945357,98.541696
3296.0,100.367692,98.51752,97.151786,97.47892,97.16261,98.141069,97.622342,99.90467,97.966033,98.845005,96.914886,98.52246
3295.0,100.371727,98.506954,97.124909,97.460243,97.127215,98.107476,97.595038,99.913014,97.923732,98.827064,96.886163,98.503893
3294.0,100.381691,98.502839,97.102886,97.44531,97.095922,98.081021,97.571108,99.929557,97.892935,98.816004,96.858689,98.483016
3293.0,100.391144,98.500417,97.082962,97.429208,97.06346,98.057194,97.548974,99.943909,97.874645,98.803577,96.829159,98.457141
3292.0,100.393183,98.497437,97.06131,97.408184,97.024725,98.029805,97.526413,99.945468,97.863824,98.783395,96.794962,98.427842
3291.0,100.387505,98.493496,97.036402,97.382881,96.9787,97.998329,97.502029,99.931145,97.852658,98.757097,96.756661,98.400046
3290.0,100.38062,98.487469,97.010072,97.356941,96.92995,97.968925,97.476344,99.908038,97.835614,98.733213,96.717595,98.377208
3289.0,100.379264,98.47745,96.986172,97.333058,96.886047,97.948967,97.451787,99.88806,97.812424,98.719959,96.682302,98.358708
3288.0,100.384558,98.462638,96.967665,97.310736,96.852075,97.940324,97.430532,99.878977,97.786683,98.717386,96.654564,98.341988
3287.0,100.392127,98.443991,96.954173,97.287881,96.82703,97.936801,97.412277,99.879723,97.761631,98.716097,96.635063,98.325862
3286.0,100.396037,98.422951,96.942448,97.264074,96.805664,97.928012,97.395265,99.883334,97.7368,98.705254,96.620495,98.310718
3285.0,100.391928,98.40026,96.929279,97.241044,96.783139,97.906595,97.379063,99.883167,97.708146,98.682363,96.605871,98.29557
3284.0,100.378341,98.376517,96.913255,97.219633,96.757469,97.872471,97.364297,99.876312,97.671639,98.654149,96.587882,98.27634
3283.0,100.357709,98.354128,96.894165,97.198509,96.729527,97.831561,97.34971,99.863331,97.627968,98.628782,96.566203,98.249145
3282.0,100.3363,98.338079,96.872507,97.17787,96.703159,97.792133,97.332233,99.847133,97.584423,98.609974,96.542731,98.216001
3281.0,100.320955,98.332773,96.850098,97.162493,96.684088,97.761773,97.311112,99.831912,97.551026,98.598093,96.520407,98.185322
3280.0,100.314193,98.336376,96.829673,97.157364,96.675225,97.744385,97.29002,99.820956,97.533183,98.592597,96.501797,98.164488
3279.0,100.313019,98.339739,96.812806,97.160569,96.672428,97.737867,97.273562,99.814671,97.527817,98.59141,96.48739,98.152852
3278.0,100.313364,98.334103,96.798975,97.164013,96.667215,97.735836,97.262947,99.81158,97.526879,98.591125,96.475461,98.144318
3277.0,100.314913,98.320253,96.786749,97.161811,96.654305,97.732731,97.25602,99.810991,97.523894,98.590336,96.464141,98.135892
3276.0,100.320313,98.307607,96.774664,97.155047,96.634974,97.726223,97.25014,99.813038,97.51677,98.590827,96.45301,98.130572
3275.0,100.330102,98.303352,96.761067,97.147416,96.613534,97.715003,97.243904,99.815992,97.50602,98.593784,96.442188,98.13129
3274.0,100.340194,98.304473,96.744953,97.139407,96.593258,97.697853,97.23697,99.815843,97.492281,98.596924,96.430812,98.134846
3273.0,100.344738,98.300966,96.727391,97.128435,96.575656,97.676579,97.229117,99.809764,97.474844,98.596837,96.417242,98.133048
3272.0,100.340282,98.284207,96.710405,97.111964,96.560183,97.656105,97.219012,99.798401,97.450842,98.591329,96.400041,98.118019
3271.0,100.32728,98.2519,96.693969,97.088814,96.543419,97.638329,97.204012,99.783708,97.41684,98.577587,96.378166,98.086396
3270.0,100.30976,98.20917,96.675751,97.0597,96.521234,97.618316,97.182471,99.766353,97.373601,98.551748,96.351269,98.041707
3269.0,100.294416,98.167692,96.654278,97.028035,96.493184,97.59029,97.156318,99.746907,97.328699,98.514471,96.320764,97.994165
3268.0,100.287523,98.140179,96.630669,96.997857,96.462562,97.555856,97.12977,99.728206,97.291471,98.475149,96.289739,97.955334
3267.0,100.289843,98.130686,96.606958,96.969411,96.431343,97.522539,97.105393,99.714443,97.264896,98.446013,96.26086,97.930206
3266.0,100.295025,98.130238,96.584592,96.939248,96.397916,97.495073,97.083121,99.70816,97.244562,98.431598,96.234811,97.914904
3265.0,100.295372,98.124736,96.564796,96.906367,96.361429,97.471706,97.06297,99.709026,97.225577,98.42632,96.211037,97.902514
3264.0,100.289608,98.107471,96.547849,96.875723,96.32588,97.448901,97.045941,99.714739,97.207761,98.421942,96.188671,97.889248
3263.0,100.283691,98.082929,96.531277,96.853186,96.297677,97.426269,97.031414,99.722121,97.193446,98.414869,96.166206,97.874364
3262.0,100.283961,98.060295,96.51125,96.839168,96.280301,97.406152,97.016431,99.728472,97.183063,98.406581,96.141883,97.857563
3261.0,100.290603,98.046032,96.487015,96.829363,96.272106,97.390718,96.999101,99.733326,97.17435,98.399936,96.115725,97.83972
3260.0,100.297452,98.040825,96.461818,96.819257,96.266907,97.379733,96.980705,99.737709,97.163658,98.395593,96.090084,97.824164
3259.0,100.296732,98.039404,96.438302,96.805355,96.255523,97.369007,96.962864,99.740477,97.146761,98.390007,96.066887,97.813529
3258.0,100.284486,98.032831,96.415345,96.784542,96.22994,97.350989,96.944765,99.736919,97.120514,98.376621,96.045381,97.804772
3257.0,100.26388,98.014408,96.390748,96.756203,96.189405,97.319649,96.925029,99.723156,97.08547,98.350934,96.023598,97.789554
3256.0,100.244077,97.985225,96.364679,96.723883,96.14165,97.276141,96.904339,99.700858,97.045516,98.315306,96.000752,97.760808
3255.0,100.233799,97.95295,96.338501,96.691468,96.095787,97.228518,96.883648,99.675481,97.003883,98.278001,95.976553,97.718906
3254.0,100.23415,97.924992,96.312275,96.658524,96.054265,97.185416,96.860921,99.651056,96.961036,98.24729,95.949421,97.671835
3253.0,100.238066,97.903805,96.285619,96.622901,96.012965,97.150817,96.832401,99.629295,96.917257,98.226714,95.917593,97.629765
3252.0,100.237061,97.887937,96.259751,96.587133,95.96801,97.124023,96.797241,99.612442,96.875028,98.214786,95.881974,97.598663
3251.0,100.227648,97.874873,96.236589,96.557932,95.920404,97.101873,96.759378,99.602524,96.837081,98.207339,95.846059,97.577641
3250.0,100.211737,97.862325,96.216376,96.538276,95.873977,97.079675,96.724518,99.596907,96.803417,98.200158,95.812468,97.561668
3249.0,100.193579,97.84864,96.197541,96.522895,95.830297,97.051802,96.695979,99.588207,96.77172,98.190792,95.780644,97.545905
3248.0,100.1777,97.832564,96.178087,96.502982,95.786688,97.013952,96.672966,99.571007,96.739646,98.178246,95.748327,97.526961
3247.0,100.167266,97.811924,96.15612,96.473584,95.739961,96.96626,96.651705,99.547396,96.705864,98.160862,95.714419,97.501538
3246.0,100.161618,97.78379,96.130093,96.436051,95.692082,96.91453,96.628222,99.524941,96.670502,98.13591,95.679674,97.466928
3245.0,100.156396,97.74874,96.099853,96.39603,95.650266,96.867587,96.600858,99.510762,96.635966,98.103054,95.644934,97.42429
3244.0,100.148692,97.714612,96.067053,96.360711,95.619509,96.831631,96.570794,99.50826,96.605982,98.06779,95.609576,97.380153
3243.0,100.141731,97.692018,96.033968,96.335645,95.596218,96.806089,96.540706,99.516898,96.582017,98.039464,95.572368,97.343042
3242.0,100.141641,97.683774,96.00235,96.320806,95.571616,96.78503,96.512962,99.532316,96.560717,98.02468,95.533402,97.317931
3241.0,100.149044,97.680425,95.973058,96.308904,95.540037,96.762046,96.487929,99.547011,96.535242,98.022076,95.494032,97.302698
3240.0,100.156207,97.668241,95.945233,96.289183,95.500776,96.732901,96.462841,99.553115,96.498917,98.022626,95.454605,97.288732
3239.0,100.154096,97.641711,95.916011,96.254941,95.453476,96.695138,96.43325,99.546061,96.449069,98.015279,95.413703,97.266557
3238.0,100.141199,97.607761,95.883039,96.208693,95.397454,96.648952,96.39739,99.526428,96.390093,97.994221,95.370716,97.233642
3237.0,100.124265,97.578474,95.847544,96.16048,95.336925,96.599441,96.358742,99.499263,96.332832,97.962041,95.327914,97.196677
3236.0,100.111497,97.560251,95.813053,96.120495,95.281446,96.554275,96.322619,99.471472,96.287511,97.925704,95.288279,97.164109
3235.0,100.106352,97.549178,95.780908,96.092016,95.237175,96.51625,96.290491,99.448229,96.255112,97.889893,95.251912,97.137216
3234.0,100.106956,97.53559,95.749219,96.070077,95.199998,96.480102,96.259336,99.430689,96.226961,97.855629,95.216366,97.111075
3233.0,100.109094,97.512627,95.716243,96.046214,95.160108,96.439123,96.225876,99.417147,96.193349,97.824354,95.179833,97.082641
3232.0,100.108796,97.480756,95.682119,96.014705,95.111708,96.393114,96.189178,99.405985,96.150733,97.79946,95.141958,97.052709
3231.0,100.103563,97.445064,95.646848,95.97562,95.05648,96.347531,96.14976,99.396411,96.100892,97.782139,95.101975,97.019511
3230.0,100.093244,97.410038,95.6095,95.93361,94.999906,96.307007,96.109031,99.387121,96.0474,97.768825,95.058371,96.977138
3229.0,100.08055,97.377649,95.570692,95.89401,94.946687,96.273032,96.069801,99.37651,95.995155,97.755277,95.010865,96.924503
3228.0,100.069963,97.348554,95.533277,95.859066,94.898179,96.246067,96.034476,99.364559,95.949426,97.741159,94.961061,96.871741
3227.0,100.064995,97.322787,95.499077,95.827299,94.852099,96.225192,96.002048,99.352694,95.91106,97.728321,94.911011,96.832383
3226.0,100.066012,97.299742,95.467014,95.79653,94.805724,96.205576,95.969339,99.341436,95.874192,97.716799,94.86265,96.810381
3225.0,100.071009,97.279624,95.435477,95.76687,94.760415,96.180673,95.935604,99.330583,95.832493,97.705294,94.81813,96.798385
3224.0,100.078458,97.264913,95.404095,95.739856,94.721011,96.148806,95.903129,99.322432,95.787432,97.69348,94.778272,96.787186
3223.0,100.088603,97.258057,95.372036,95.715259,94.689342,96.114965,95.87263,99.321684,95.747567,97.680209,94.740669,96.772474
3222.0,100.101435,97.25674,95.337306,95.690594,94.660489,96.084081,95.841043,99.329552,95.719336,97.660857,94.701642,96.752773
3221.0,100.114112,97.253032,95.299721,95.663854,94.627286,96.053974,95.80528,99.339613,95.70003,97.630881,94.660614,96.725589
3220.0,100.121748,97.238678,95.262394,95.63511,94.586914,96.016992,95.765877,99.342457,95.679528,97.592603,94.620392,96.688444
3219.0,100.121093,97.211174,95.228072,95.60497,94.541574,95.96857,95.725641,99.334326,95.647788,97.555158,94.582777,96.642668
3218.0,100.112403,97.174595,95.195434,95.572983,94.494547,95.912854,95.686842,99.319155,95.601525,97.52647,94.546104,96.594432
3217.0,100.097267,97.135709,95.160694,95.538234,94.447313,95.859172,95.650736,99.302554,95.545654,97.507034,94.507489,96.551489
3216.0,100.076405,97.099996,95.121596,95.500452,94.398949,95.813255,95.61749,99.286015,95.488871,97.491627,94.465174,96.518049
3215.0,100.051742,97.070239,95.078622,95.460501,94.347066,95.772739,95.585181,99.267435,95.437358,97.474844,94.418367,96.492108
3214.0,100.030001,97.04696,95.033906,95.421116,94.291305,95.731849,95.550877,99.245754,95.392586,97.45464,94.367562,96.468173
3213.0,100.02084,97.029012,94.99043,95.386817,94.236856,95.68945,95.513913,99.224383,95.354142,97.432849,94.316005,96.442931
3212.0,100.028948,97.013717,94.950907,95.360472,94.191426,95.650244,95.476363,99.21039,95.32165,97.413513,94.268362,96.417248
3211.0,100.048716,96.997522,94.91584,95.338978,94.156402,95.617999,95.439777,99.209556,95.292295,97.399552,94.226524,96.392291
3210.0,100.068602,96.978203,94.882998,95.314506,94.123421,95.590358,95.403836,99.220544,95.25915,97.390044,94.188089,96.365824
3209.0,100.080666,96.956774,94.849311,95.281324,94.082176,95.561557,95.368728,99.233712,95.215722,97.380861,94.149447,96.334112
3208.0,100.084282,96.935482,94.812498,95.239649,94.029692,95.527713,95.335735,99.23707,95.162289,97.367536,94.108374,96.296365
3207.0,100.081198,96.912855,94.771032,95.191868,93.969764,95.487311,95.304092,99.224417,95.105335,97.346749,94.063452,96.255519
3206.0,100.070735,96.882696,94.724319,95.13791,93.906329,95.439052,95.270317,99.198131,95.050123,97.316311,94.014074,96.214966
3205.0,100.052235,96.840692,94.673333,95.077112,93.841297,95.38316,95.232379,99.165699,94.99545,97.276463,93.962429,96.175679
3204.0,100.0299,96.791409,94.619325,95.012957,93.777023,95.324488,95.19169,99.135213,94.93645,97.232042,93.912635,96.135981
3203.0,100.011321,96.745622,94.561632,94.95211,93.716012,95.27066,95.148881,99.11304,94.871385,97.191473,93.865666,96.09318
3202.0,100.000745,96.709558,94.49856,94.897861,93.657465,95.225307,95.100596,99.101911,94.804079,97.161611,93.816976,96.04561
3201.0,99.996131,96.678796,94.430795,94.846289,93.597228,95.184138,95.043704,99.098672,94.739331,97.142693,93.761337,95.993805
3200.0,99.99346,96.644222,94.362004,94.790181,93.532396,95.138638,94.981091,99.095136,94.677366,97.128002,93.698923,95.939903
3199.0,99.991914,96.602706,94.295724,94.726552,93.464595,95.083715,94.920052,99.084328,94.614903,97.108844,93.634904,95.886882
3198.0,99.993651,96.559973,94.233209,94.659796,93.398206,95.022151,94.865343,99.067172,94.551673,97.081273,93.573784,95.839014
3197.0,99.999954,96.523096,94.173666,94.597053,93.335974,94.961925,94.815612,99.051882,94.492393,97.048728,93.51538,95.800928
3196.0,100.008852,96.49181,94.113972,94.540242,93.275847,94.908419,94.765884,99.045333,94.439316,97.017152,93.455629,95.772339
3195.0,100.015541,96.458271,94.048674,94.483467,93.211349,94.858724,94.71169,99.04524,94.385142,96.987108,93.39027,95.743862
3194.0,100.014316,96.414786,93.974011,94.419021,93.136295,94.804159,94.651467,99.041739,94.318127,96.952344,93.318251,95.702475
3193.0,100.001756,96.360633,93.89261,94.345105,93.050806,94.738469,94.586786,99.026775,94.234655,96.907276,93.24202,95.643518
3192.0,99.980118,96.30114,93.810817,94.266151,92.961941,94.662324,94.520303,99.001348,94.143038,96.85428,93.164049,95.574788
3191.0,99.957028,96.241523,93.730587,94.186447,92.87655,94.579821,94.452811,98.973429,94.053905,96.801848,93.08353,95.506889
3190.0,99.93986,96.183468,93.647518,94.106165,92.793843,94.49338,94.382812,98.949925,93.970212,96.756681,92.997945,95.442358
3189.0,99.930063,96.127289,93.558086,94.023822,92.706502,94.404074,94.309092,98.931707,93.887904,96.719276,92.907508,95.376705
3188.0,99.923724,96.074342,93.464814,93.93967,92.608631,94.314708,94.232056,98.915618,93.802189,96.68554,92.815526,95.30699
3187.0,99.91695,96.024906,93.372225,93.854823,92.500771,94.228914,94.151856,98.898889,93.710116,96.649618,92.723991,95.234776
3186.0,99.909043,95.974985,93.280958,93.769048,92.387299,94.14698,94.067162,98.880379,93.610158,96.605762,92.631062,95.161398
3185.0,99.900945,95.918518,93.188427,93.681592,92.271376,94.065067,93.977208,98.859323,93.503903,96.551294,92.533865,95.084966
3184.0,99.893408,95.853886,93.092726,93.593445,92.15415,93.979492,93.883936,98.835498,93.397863,96.489533,92.43191,95.003832
3183.0,99.887845,95.786799,92.993561,93.507185,92.037824,93.890404,93.790848,98.81104,93.300058,96.427923,92.32685,94.921119
3182.0,99.886616,95.725328,92.891738,93.424387,91.926714,93.800226,93.700617,98.789669,93.21317,96.371483,92.220679,94.843538
3181.0,99.890079,95.67232,92.790041,93.343652,91.823326,93.70926,93.614146,98.772376,93.131665,96.318653,92.114972,94.775155
3180.0,99.894194,95.623089,92.692587,93.26111,91.723817,93.614053,93.530256,98.75494,93.046069,96.264241,92.010187,94.712106
3179.0,99.893256,95.570199,92.60093,93.173291,91.61938,93.510627,93.445441,98.73186,92.950465,96.205374,91.904774,94.643912
3178.0,99.885076,95.510099,92.512233,93.080345,91.502998,93.399081,93.35573,98.702624,92.846365,96.143132,91.796388,94.56133
3177.0,99.87187,95.44529,92.422983,92.985716,91.373687,93.284124,93.260153,98.671869,92.738941,96.078859,91.684511,94.46357
3176.0,99.856456,95.380674,92.332691,92.891506,91.234295,93.170757,93.161263,98.642937,92.62928,96.011352,91.570308,94.357538
3175.0,99.840082,95.31863,92.242297,92.795566,91.088637,93.060564,93.061471,98.61416,92.512384,95.939552,91.453752,94.251146
3174.0,99.824561,95.257785,92.151163,92.695473,90.942805,92.952904,92.960341,98.583211,92.385082,95.866855,91.33317,94.149005
3173.0,99.813539,95.195653,92.058001,92.594272,90.805452,92.847839,92.856452,98.552291,92.254063,95.799489,91.208413,94.053019
3172.0,99.809052,95.131503,91.963335,92.498867,90.681665,92.745804,92.750562,98.525463,92.131957,95.739245,91.08255,93.963141
3171.0,99.808232,95.067001,91.869069,92.412821,90.567439,92.64594,92.645903,98.502186,92.025229,95.680637,90.959558,93.876901
3170.0,99.806389,95.005342,91.776556,92.334294,90.454523,92.548023,92.546019,98.478178,91.929694,95.618499,90.84187,93.791946
3169.0,99.803301,94.949885,91.686433,92.261195,90.340482,92.45539,92.452577,98.453408,91.838253,95.556861,90.730507,93.710599
3168.0,99.80368,94.902274,91.59902,92.193741,90.229871,92.371894,92.364058,98.434858,91.748266,95.505792,90.625272,93.63868
3167.0,99.810458,94.861052,91.513696,92.129738,90.125708,92.295023,92.27653,98.428596,91.659334,95.468892,90.523967,93.577729
3166.0,99.81975,94.822657,91.429191,92.061673,90.024631,92.215631,92.187217,98.431505,91.568412,95.43789,90.423394,93.521211
3165.0,99.82411,94.784129,91.345339,91.982792,89.92135,92.126381,92.097294,98.433288,91.471075,95.401154,90.322054,93.460711
3164.0,99.819923,94.744194,91.262882,91.894865,89.813257,92.028213,92.009544,98.424671,91.365698,95.354211,90.220353,93.393191
3163.0,99.810482,94.701829,91.180718,91.80709,89.699146,91.927412,91.923599,98.401981,91.253945,95.300048,90.117888,93.319932
3162.0,99.802283,94.655081,91.095521,91.727451,89.577855,91.82887,91.835784,98.36677,91.139156,95.242484,90.012743,93.241197
3161.0,99.798587,94.601883,91.005501,91.655939,89.450599,91.733118,91.743511,98.324918,91.026126,95.18247,89.903914,93.155292
3160.0,99.795428,94.541238,90.912849,91.584516,89.321034,91.636568,91.646983,98.284656,90.919589,95.119094,89.791955,93.061082
3159.0,99.783653,94.473801,90.821194,91.502735,89.190733,91.532976,91.546464,98.251301,90.819944,95.051605,89.676389,92.958626
3158.0,99.75733,94.403047,90.732288,91.406112,89.057984,91.418281,91.441418,98.223671,90.722318,94.981751,89.55508,92.849311
3157.0,99.722059,94.335931,90.646122,91.301332,88.92301,91.296629,91.333563,98.197971,90.622111,94.915271,89.427543,92.738205
3156.0,99.693052,94.279234,90.561924,91.201334,88.78995,91.178291,91.227096,98.173802,90.519104,94.857546,89.296509,92.633675
3155.0,99.681941,94.232703,90.476963,91.112876,88.660124,91.0683,91.123167,98.152782,90.413708,94.804585,89.164369,92.540265
3154.0,99.685812,94.187127,90.385994,91.030294,88.527001,90.959689,91.016259,98.132463,90.302396,94.741804,89.029794,92.452762
3153.0,99.691574,94.131676,90.284301,90.943318,88.382628,90.841558,90.898762,98.106929,90.181271,94.657555,88.889647,92.360897
3152.0,99.690521,94.062988,90.171246,90.848702,88.227307,90.711706,90.76842,98.074586,90.052697,94.557444,88.743082,92.259457
3151.0,99.685399,93.985478,90.050098,90.750697,88.068629,90.577288,90.629849,98.040664,89.923917,94.460295,88.592447,92.150629
3150.0,99.683045,93.903762,89.925088,90.651502,87.911946,90.444701,90.489952,98.009679,89.799173,94.379087,88.441244,92.037599
3149.0,99.684407,93.817823,89.798912,90.546158,87.755827,90.313616,90.353286,97.979398,89.676624,94.309655,88.29218,91.9206
3148.0,99.684573,93.726524,89.67152,90.428709,87.596848,90.18074,90.220575,97.945661,89.552995,94.238771,88.145818,91.800111
3147.0,99.67999,93.633436,89.540368,90.300581,87.435448,90.045006,90.089845,97.910264,89.427835,94.159126,87.999958,91.679927
3146.0,99.672012,93.546372,89.402976,90.16979,87.276114,89.907788,89.959132,97.879768,89.30241,94.074159,87.851477,91.564685
3145.0,99.663712,93.469896,89.259797,90.041545,87.123337,89.770878,89.828772,97.857184,89.177248,93.991104,87.699843,91.455814
3144.0,99.656064,93.398651,89.113497,89.911242,86.977407,89.635443,89.700655,97.83823,89.052266,93.912545,87.547945,91.350731
3143.0,99.648017,93.319708,88.965238,89.76856,86.833023,89.501032,89.575337,97.816014,88.927788,93.834509,87.398728,91.244426
3142.0,99.638701,93.223481,88.813157,89.608808,86.682777,89.36488,89.450949,97.786871,88.804237,93.75119,87.252015,91.131427
3141.0,99.628517,93.112687,88.654449,89.438759,86.523597,89.223898,89.324627,97.75125,88.681404,93.661126,87.104958,91.008711
3140.0,99.618446,92.999081,88.487023,89.269795,86.359349,89.078005,89.193392,97.711516,88.558394,93.568731,86.954303,90.878753
3139.0,99.608677,92.890721,88.30917,89.10621,86.19597,88.930264,89.054213,97.670447,88.433832,93.47973,86.797735,90.748814
3138.0,99.598101,92.783939,88.120117,88.942033,86.034985,88.783501,88.905864,97.630825,88.30635,93.396041,86.634498,90.625588
3137.0,99.585837,92.668858,87.921567,88.768619,85.873376,88.637931,88.751273,97.594831,88.17578,93.316054,86.465648,90.510074
3136.0,99.573606,92.540856,87.71668,88.582738,85.708753,88.491924,88.595784,97.563359,88.043768,93.238185,86.293114,90.397792
3135.0,99.565281,92.404364,87.507196,88.387167,85.542117,88.34333,88.442445,97.535831,87.912245,93.161131,86.118531,90.283238
3134.0,99.562253,92.26637,87.293479,88.186272,85.375035,88.189515,88.290657,97.510166,87.780755,93.080591,85.943588,90.163254
3133.0,99.559424,92.128941,87.076739,87.982165,85.205745,88.0274,88.138876,97.482587,87.645319,92.989145,85.770152,90.036304
3132.0,99.54813,91.988721,86.857905,87.773161,85.02939,87.854622,87.985496,97.448186,87.500192,92.882138,85.597759,89.900206
3131.0,99.524674,91.842109,86.634137,87.554995,84.842208,87.670992,87.826859,97.403526,87.341722,92.76343,85.421644,89.752649
3130.0,99.495127,91.689809,86.400124,87.325256,84.645137,87.479414,87.658193,97.350604,87.17176,92.643887,85.236063,89.594684
3129.0,99.470076,91.536432,86.153948,87.087028,84.442885,87.285715,87.478242,97.298334,86.997246,92.533331,85.039781,89.432044
3128.0,99.454624,91.385499,85.898682,86.84581,84.239534,87.096141,87.290429,97.257645,86.825137,92.433004,84.83614,89.270814
3127.0,99.444737,91.23434,85.637492,86.602062,84.035775,86.912915,87.098257,97.232171,86.657074,92.334875,84.628059,89.111698
3126.0,99.433483,91.074467,85.37057,86.349658,83.830371,86.73178,86.902201,97.213305,86.489216,92.228359,84.415717,88.949936
3125.0,99.418683,90.897954,85.098156,86.08321,83.621754,86.544571,86.702144,97.185896,86.316152,92.10841,84.199192,88.780548
3124.0,99.402472,90.70366,84.822721,85.804593,83.405865,86.344371,86.499295,97.139717,86.133313,91.977537,83.979721,88.601811
3123.0,99.384894,90.497461,84.545476,85.520693,83.174565,86.128503,86.292894,97.076071,85.937168,91.840844,83.756634,88.414268
3122.0,99.362313,90.287716,84.263341,85.237127,82.921017,85.898293,86.077501,97.005168,85.727302,91.700972,83.525461,88.219489
3121.0,99.333849,90.081227,83.972172,84.955869,82.647697,85.657529,85.846845,96.938741,85.509358,91.558324,83.280884,88.020479
3120.0,99.305856,89.881703,83.671435,84.676023,82.365546,85.41022,85.599527,96.883254,85.292078,91.413395,83.020095,87.819906
3119.0,99.286142,89.68919,83.363779,84.393708,82.083291,85.157541,85.338856,96.836221,85.078555,91.265838,82.742294,87.615875
3118.0,99.27478,89.500191,83.051633,84.10292,81.799368,84.896307,85.067791,96.788155,84.861828,91.112216,82.446841,87.401656
3117.0,99.264109,89.309517,82.736124,83.800155,81.505195,84.621702,84.785696,96.730767,84.631018,90.947938,82.133531,87.171637
3116.0,99.247892,89.112792,82.418225,83.488574,81.19376,84.332454,84.489537,96.664557,84.380636,90.772029,81.803766,86.926009
3115.0,99.227266,88.907531,82.099576,83.176072,80.863514,84.032897,84.177232,96.596706,84.113005,90.587727,81.460509,86.668484
3114.0,99.207334,88.693417,81.783029,82.869582,80.516848,83.729199,83.85043,96.531486,83.834313,90.397689,81.107562,86.402122
