ν,LD-Alanina No Magnetizada Irradiada Petri,LD-Alanina Magnetizada Irradiada Petri,LD-Alanina Irradiada No Magnetizada Eppendorf,LD-Alanina Irradiada Magnetizada Eppendorf,L-Alanina No Magnetizada Irradiada Petri,L-Alanina Magnetizada Irradiada Petri,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina Irradiada  Magnetizada Eppendorf,D-Alanina No Magnetizada Irradiada Petri,D-Alanina Magnetizada Irradiada Petri,D-Alanina Irradiada No Magnetizada Eppendorf,D-Alanina Irradiada Magnetizada Eppendorf
3481.0,100.633859,98.473348,97.989537,98.041667,98.194353,98.762638,98.092717,98.538866,98.945115,99.622821,97.628086,98.731011
3480.0,100.626478,98.463526,97.980689,98.03684,98.180235,98.74275,98.097116,98.538876,98.933512,99.625755,97.63148,98.732337
3479.0,100.617034,98.466642,97.972502,98.029306,98.169406,98.724999,98.094469,98.539093,98.929888,99.621293,97.628437,98.732824
3478.0,100.611371,98.481408,97.966678,98.021666,98.168292,98.719181,98.085249,98.536911,98.937189,99.61531,97.617357,98.731336
3477.0,100.612412,98.500205,97.963844,98.015694,98.17636,98.726879,98.073129,98.530397,98.952282,99.611815,97.601498,98.727488
3476.0,100.617014,98.512647,97.963108,98.011588,98.18577,98.739699,98.062805,98.520777,98.966056,99.608964,97.586341,98.722236
3475.0,100.620415,98.512746,97.963037,98.008675,98.188451,98.747209,98.057937,98.511618,98.970491,99.603325,97.575662,98.717537
3474.0,100.622186,98.50347,97.963202,98.006875,98.183965,98.746464,98.060063,98.506091,98.967116,99.596477,97.570088,98.715027
3473.0,100.62615,98.494422,97.963808,98.006892,98.179317,98.742988,98.067987,98.505159,98.966511,99.595429,97.568185,98.714827
3472.0,100.635569,98.495147,97.963563,98.008407,98.180732,98.743382,98.077538,98.507529,98.977734,99.606151,97.567756,98.715753
3471.0,100.650074,98.509039,97.959592,98.00899,98.1867,98.748741,98.08332,98.510784,98.99847,99.626946,97.566901,98.716823
3470.0,100.666373,98.531264,97.951034,98.006301,98.190168,98.755441,98.082792,98.512945,99.016779,99.648443,97.565486,98.718465
3469.0,100.680076,98.552197,97.941748,98.001264,98.186913,98.760444,98.078763,98.513287,99.022804,99.661041,97.565611,98.721826
3468.0,100.687443,98.564543,97.937049,97.997442,98.180216,98.764053,98.076497,98.51182,99.017759,99.663556,97.569248,98.726756
3467.0,100.687848,98.568565,97.937649,97.996908,98.17737,98.768114,98.077907,98.508793,99.011479,99.665024,97.57525,98.731115
3466.0,100.68494,98.570054,97.939036,97.998132,98.182593,98.773086,98.079881,98.505455,99.01227,99.676696,97.579986,98.732698
3465.0,100.683653,98.573105,97.9376,97.998293,98.193512,98.777251,98.078833,98.504448,99.020043,99.701197,97.581163,98.731345
3464.0,100.685484,98.576174,97.935416,97.996181,98.203206,98.778147,98.075394,98.50786,99.028033,99.729447,97.579911,98.728484
3463.0,100.688146,98.575944,97.937592,97.99241,98.20562,98.7753,98.073632,98.514797,99.029715,99.748517,97.578898,98.725103
3462.0,100.69071,98.573868,97.945684,97.988426,98.201011,98.773017,98.076095,98.521917,99.025043,99.753331,97.579431,98.72132
3461.0,100.697353,98.576587,97.955165,97.986208,98.1968,98.779701,98.080717,98.526407,99.021511,99.750784,97.580866,98.717997
3460.0,100.713816,98.589137,97.959339,97.987448,98.201189,98.801299,98.082765,98.527546,99.028501,99.752273,97.581839,98.717428
3459.0,100.740136,98.608951,97.955309,97.991747,98.214139,98.833584,98.07973,98.526203,99.04816,99.762114,97.581502,98.721651
3458.0,100.768223,98.627726,97.946624,97.996459,98.225388,98.862688,98.074536,98.524534,99.071039,99.773526,97.580196,98.730571
3457.0,100.787396,98.63889,97.940134,97.999201,98.223442,98.875759,98.073474,98.525618,99.082808,99.776371,97.579046,98.742036
3456.0,100.792278,98.642125,97.940297,98.000109,98.206726,98.871159,98.080302,98.531013,99.076909,99.76849,97.578865,98.753463
3455.0,100.785795,98.640779,97.945759,98.000853,98.185181,98.857313,98.092172,98.538183,99.060201,99.758364,97.579335,98.763002
3454.0,100.775543,98.636726,97.951547,98.002353,98.170807,98.843163,98.101873,98.542427,99.045238,99.756183,97.580255,98.769844
3453.0,100.768158,98.629589,97.954255,98.004398,98.167931,98.832509,98.104555,98.542346,99.038133,99.763337,97.58304,98.773935
3452.0,100.766957,98.620385,97.954434,98.006649,98.172698,98.826845,98.10137,98.541425,99.035777,99.771881,97.58932,98.775277
3451.0,100.772501,98.613197,97.954656,98.008894,98.179296,98.828094,98.097061,98.54329,99.033488,99.773001,97.597644,98.773278
3450.0,100.782795,98.611735,97.956135,98.010369,98.184248,98.835191,98.09501,98.546866,99.032049,99.764647,97.602893,98.767117
3449.0,100.792689,98.615365,97.95785,98.009993,98.185692,98.841128,98.095462,98.547755,99.035746,99.752132,97.600769,98.757506
3448.0,100.795987,98.620327,97.958424,98.007728,98.18257,98.83882,98.097667,98.543664,99.045658,99.743843,97.592784,98.747994
3447.0,100.791044,98.624474,97.958447,98.005584,98.176837,98.830396,98.102232,98.537297,99.057347,99.745968,97.585961,98.74362
3446.0,100.78359,98.628898,97.960366,98.006711,98.173971,98.825984,98.110393,98.533951,99.06509,99.757871,97.586604,98.747222
3445.0,100.781205,98.634559,97.965655,98.012883,98.177375,98.831147,98.121071,98.536676,99.066271,99.771187,97.594626,98.75691
3444.0,100.784792,98.639634,97.972363,98.022436,98.182609,98.839301,98.129808,98.543609,99.061169,99.775244,97.604292,98.767237
3443.0,100.787492,98.641667,97.976135,98.030845,98.180367,98.838758,98.131946,98.549479,99.050829,99.765246,97.609703,98.772823
3442.0,100.782535,98.640921,97.97415,98.034035,98.166313,98.824903,98.127398,98.549853,99.036584,99.745496,97.609435,98.771763
3441.0,100.770686,98.6399,97.967743,98.031507,98.146446,98.803453,98.121159,98.544268,99.020688,99.72468,97.60634,98.766536
3440.0,100.758682,98.639983,97.960952,98.026117,98.131775,98.783753,98.118124,98.535351,99.00618,99.70949,97.603658,98.7618
3439.0,100.75188,98.640066,97.957121,98.021237,98.129493,98.772503,98.118488,98.52596,98.995946,99.703372,97.602079,98.760711
3438.0,100.750216,98.638175,97.957155,98.018547,98.139205,98.772667,98.118918,98.518084,98.991316,99.707781,97.600371,98.762471
3437.0,100.750231,98.633088,97.959695,98.017621,98.154351,98.783149,98.117069,98.513223,98.990333,99.720595,97.597593,98.762894
3436.0,100.748856,98.624655,97.962298,98.016642,98.165627,98.797711,98.11356,98.511668,98.987563,99.734446,97.594321,98.758047
3435.0,100.744922,98.613906,97.96318,98.013971,98.166196,98.807679,98.110433,98.511579,98.977979,99.740995,97.592348,98.748252
3434.0,100.738727,98.602828,97.963074,98.010386,98.156867,98.808632,98.109499,98.510805,98.962549,99.738137,97.594137,98.738762
3433.0,100.731533,98.593056,97.964872,98.00945,98.145914,98.803385,98.112073,98.509823,98.949359,99.730931,97.601445,98.735704
3432.0,100.725421,98.585344,97.970078,98.013854,98.142257,98.797194,98.117954,98.510813,98.947937,99.725016,97.612788,98.740455
3431.0,100.722925,98.581684,97.976038,98.021407,98.149338,98.79196,98.124342,98.513589,98.962202,99.721497,97.622752,98.74815
3430.0,100.726107,98.586271,97.977653,98.02629,98.165175,98.787236,98.12745,98.514844,98.987932,99.718794,97.625694,98.752033
3429.0,100.734942,98.600656,97.972144,98.024885,98.184446,98.784726,98.126315,98.512351,99.014598,99.716049,97.621142,98.749221
3428.0,100.745944,98.617688,97.961606,98.019071,98.198657,98.787853,98.124021,98.507713,99.02945,99.712407,97.614405,98.742038
3427.0,100.753377,98.624748,97.951318,98.013519,98.198996,98.796668,98.124151,98.503483,99.024279,99.705657,97.6111,98.734489
3426.0,100.753296,98.616017,97.946256,98.011303,98.184192,98.806243,98.126843,98.499526,99.002236,99.695177,97.611986,98.728658
3425.0,100.746358,98.598989,97.948465,98.012765,98.163744,98.811076,98.129305,98.494287,98.976735,99.685351,97.613828,98.724684
3424.0,100.735975,98.586181,97.956194,98.016814,98.149087,98.809082,98.129811,98.488547,98.95996,99.682783,97.614088,98.722891
3423.0,100.724555,98.582343,97.965208,98.021737,98.142683,98.800864,98.130163,98.485784,98.952273,99.689576,97.613293,98.724653
3422.0,100.713026,98.582663,97.971905,98.025525,98.139374,98.787953,98.133745,98.488459,98.945115,99.701153,97.613124,98.730894
3421.0,100.703062,98.581816,97.975366,98.026707,98.136353,98.773442,98.141076,98.494767,98.933548,99.71091,97.613483,98.739977
3420.0,100.696974,98.580336,97.976337,98.024931,98.135604,98.762153,98.147844,98.499487,98.921975,99.715242,97.6124,98.747682
3419.0,100.694827,98.581892,97.975437,98.020604,98.137022,98.757301,98.1484,98.498332,98.91748,99.714183,97.608666,98.750272
3418.0,100.693827,98.587873,97.973797,98.014745,98.136019,98.757337,98.141737,98.492145,98.921974,99.709603,97.604166,98.748356
3417.0,100.69109,98.595483,97.974132,98.009435,98.12995,98.757587,98.133264,98.486731,98.932288,99.703515,97.602922,98.74709
3416.0,100.685081,98.598584,97.978129,98.007061,98.121412,98.754526,98.129598,98.487357,98.943397,99.696146,97.607019,98.751125
3415.0,100.674276,98.590446,97.982604,98.008271,98.112635,98.747489,98.132082,98.493216,98.948907,99.685025,97.613741,98.759308
3414.0,100.657902,98.569581,97.981194,98.011457,98.101503,98.73771,98.136616,98.498516,98.942634,99.668242,97.617795,98.765716
3413.0,100.640082,98.544601,97.971595,98.014722,98.086886,98.728216,98.139473,98.499205,98.924937,99.649705,97.61662,98.766381
3412.0,100.630138,98.529843,97.959574,98.017549,98.074372,98.724355,98.141493,98.496776,98.906175,99.638568,97.612551,98.763537
3411.0,100.634693,98.532784,97.954051,98.020183,98.071896,98.730942,98.145974,98.494726,98.89888,99.64082,97.609581,98.762373
3410.0,100.650081,98.546564,97.958788,98.022623,98.080852,98.746358,98.154184,98.493733,98.905235,99.652633,97.6094,98.765268
3409.0,100.665564,98.556819,97.969715,98.02482,98.094849,98.760831,98.16397,98.49223,98.914977,99.664305,97.611154,98.770728
3408.0,100.673787,98.555357,97.979352,98.026729,98.106479,98.763541,98.171542,98.490123,98.916469,99.670095,97.613407,98.776458
3407.0,100.675472,98.546171,97.98302,98.027672,98.11277,98.752623,98.173719,98.489467,98.907661,99.672037,97.615075,98.781216
3406.0,100.67412,98.539073,97.981733,98.027101,98.114436,98.736824,98.169837,98.491785,98.894828,99.674203,97.615529,98.784202
3405.0,100.670132,98.539608,97.980062,98.026487,98.112496,98.726338,98.162858,98.496487,98.883031,99.675974,97.615136,98.785046
3404.0,100.662198,98.54523,97.981296,98.028686,98.106716,98.723327,98.157943,98.501917,98.871248,99.672482,97.615345,98.785039
3403.0,100.651995,98.549402,97.984427,98.03414,98.096731,98.722674,98.158325,98.506624,98.856963,99.660378,97.617147,98.786501
3402.0,100.64457,98.547981,97.986299,98.039224,98.084297,98.720737,98.162334,98.509488,98.842613,99.641741,97.620008,98.789923
3401.0,100.643837,98.541588,97.985887,98.04006,98.073836,98.720043,98.165141,98.509745,98.834715,99.622349,97.623019,98.792658
3400.0,100.648774,98.532801,97.984661,98.03692,98.069451,98.7243,98.163196,98.507279,98.836705,99.606926,97.626256,98.791463
3399.0,100.653711,98.522648,97.983077,98.033209,98.071116,98.731475,98.15671,98.502593,98.844798,99.596135,97.629896,98.785988
3398.0,100.651575,98.51064,97.979392,98.030934,98.074492,98.734328,98.148704,98.496486,98.851494,99.587196,97.632584,98.779364
3397.0,100.637837,98.497338,97.972955,98.028968,98.074218,98.727058,98.142653,98.489924,98.851484,99.576698,97.632071,98.775509
3396.0,100.613448,98.485542,97.966405,98.025654,98.066568,98.709905,98.140737,98.484018,98.843169,99.563154,97.627515,98.775834
3395.0,100.585273,98.478746,97.962902,98.021609,98.050651,98.688611,98.143309,98.479839,98.827237,99.548196,97.620621,98.778187
3394.0,100.56311,98.478794,97.962549,98.019432,98.030305,98.671789,98.149463,98.478273,98.807538,99.536286,97.614533,98.778924
3393.0,100.55454,98.484499,97.963078,98.021093,98.014401,98.667878,98.157771,98.479582,98.792719,99.532809,97.611725,98.776322
3392.0,100.560719,98.491949,97.962981,98.025607,98.011121,98.680479,98.166404,98.482434,98.792296,99.540852,97.612258,98.772201
3391.0,100.576307,98.4971,97.962457,98.029291,98.02015,98.70436,98.173196,98.483779,98.808314,99.558558,97.613755,98.770152
3390.0,100.593591,98.499011,97.961888,98.028999,98.033065,98.727241,98.176697,98.480997,98.832138,99.579097,97.613762,98.772383
3389.0,100.606979,98.499778,97.960757,98.025343,98.042184,98.737373,98.17726,98.474563,98.850536,99.593297,97.612312,98.778335
3388.0,100.614355,98.500708,97.958313,98.022074,98.046481,98.730974,98.176375,98.468036,98.854587,99.594009,97.611548,98.78581
3387.0,100.615874,98.500104,97.95507,98.022221,98.048874,98.714137,98.175002,98.465454,98.844042,99.580888,97.61284,98.792872
3386.0,100.613352,98.496061,97.953856,98.025816,98.052269,98.698818,98.173394,98.469089,98.826864,99.562583,97.615419,98.79901
3385.0,100.61043,98.489458,97.95829,98.031287,98.059786,98.695063,98.172195,98.478492,98.815181,99.55199,97.617788,98.804801
3384.0,100.610629,98.481848,97.968583,98.037397,98.073722,98.704061,98.172292,98.489844,98.817345,99.555806,97.619155,98.810199
3383.0,100.613181,98.47227,97.979136,98.042904,98.089802,98.717579,98.173496,98.496621,98.830192,99.567911,97.619095,98.813125
3382.0,100.612013,98.459862,97.982685,98.045824,98.095801,98.725071,98.174802,98.493689,98.840535,99.574754,97.617518,98.810676
3381.0,100.601323,98.448625,97.977423,98.044542,98.081874,98.721501,98.176239,98.482099,98.837536,99.567899,97.6157,98.802443
3380.0,100.582661,98.445167,97.968331,98.039114,98.052472,98.70857,98.178739,98.468668,98.823495,99.55072,97.615791,98.792017
3379.0,100.565178,98.450739,97.961547,98.031049,98.024573,98.690981,98.181878,98.460127,98.810925,99.533921,97.618459,98.784388
3378.0,100.557912,98.4588,97.959337,98.022677,98.013186,98.674006,98.1835,98.458376,98.80927,99.526361,97.622153,98.781874
3377.0,100.561689,98.461796,97.960719,98.017116,98.020189,98.663032,98.182465,98.461189,98.816174,99.529748,97.625329,98.782903
3376.0,100.568157,98.457729,97.963679,98.016936,98.036177,98.661096,98.180004,98.465159,98.821285,99.538916,97.627552,98.78397
3375.0,100.566454,98.449286,97.96523,98.02133,98.049798,98.665831,98.177219,98.466998,98.816933,99.545579,97.627516,98.782077
3374.0,100.552094,98.439986,97.962277,98.025792,98.054853,98.671508,98.173106,98.46439,98.805122,99.543771,97.622333,98.776266
3373.0,100.531352,98.433392,97.955219,98.026295,98.051899,98.674992,98.166746,98.457964,98.795668,99.53404,97.611132,98.768613
3372.0,100.517102,98.433401,97.949253,98.023378,98.045984,98.677849,98.160164,98.451769,98.797733,99.522522,97.598287,98.763839
3371.0,100.518382,98.442038,97.94956,98.020874,98.042574,98.682581,98.156903,98.449987,98.811975,99.515456,97.59072,98.766281
3370.0,100.532858,98.457067,97.955464,98.021021,98.044208,98.689638,98.158053,98.452974,98.830467,99.514986,97.591739,98.775928
3369.0,100.550075,98.47288,97.960734,98.022052,98.049885,98.698667,98.161128,98.457003,98.844166,99.519663,97.598529,98.78756
3368.0,100.56226,98.483451,97.959388,98.020516,98.056784,98.709437,98.162845,98.457562,98.849894,99.526774,97.605374,98.794632
3367.0,100.57051,98.485018,97.950448,98.015027,98.062164,98.719917,98.162015,98.452807,98.850097,99.533265,97.608352,98.794557
3366.0,100.579905,98.478545,97.938173,98.007652,98.064265,98.726141,98.15994,98.444919,98.848058,99.536307,97.607468,98.790452
3365.0,100.590756,98.470442,97.928836,98.002049,98.062492,98.726192,98.15886,98.438712,98.845252,99.534858,97.605522,98.787691
3364.0,100.597313,98.468191,97.926617,98.000161,98.057399,98.722662,98.159889,98.437875,98.842304,99.530399,97.605056,98.788636
3363.0,100.594861,98.473365,97.931486,98.000694,98.050927,98.719598,98.161998,98.441728,98.839832,99.525837,97.605955,98.790854
3362.0,100.585783,98.480241,97.940696,98.001199,98.046484,98.718594,98.163351,98.446045,98.83761,99.524612,97.606154,98.790602
3361.0,100.577471,98.482204,97.951557,98.001301,98.047188,98.718971,98.163911,98.447226,98.834264,99.53014,97.604652,98.787582
3360.0,100.575178,98.477523,97.961413,98.002656,98.052232,98.719601,98.165786,98.444785,98.828473,99.542781,97.602745,98.785281
3359.0,100.577644,98.468011,97.965843,98.005534,98.055557,98.718661,98.170199,98.439957,98.820065,99.555984,97.601757,98.78657
3358.0,100.579053,98.455091,97.960353,98.007016,98.050471,98.713632,98.174823,98.433655,98.809964,99.558942,97.600745,98.790174
3357.0,100.574484,98.4398,97.9457,98.00384,98.036563,98.70394,98.175412,98.426709,98.799593,99.546787,97.597774,98.792352
3356.0,100.563754,98.424814,97.929495,97.996369,98.020831,98.692358,98.170108,98.420703,98.79006,99.526605,97.592874,98.791336
3355.0,100.550917,98.413252,97.920212,97.988742,98.011328,98.681569,98.161469,98.417216,98.781077,99.509578,97.588541,98.789033
3354.0,100.54066,98.405417,97.919906,97.985141,98.010086,98.670266,98.154223,98.416642,98.770698,99.497677,97.587283,98.788639
3353.0,100.535465,98.398524,97.923793,97.986463,98.01199,98.655001,98.151538,98.418256,98.757048,99.482661,97.589392,98.79183
3352.0,100.53602,98.389982,97.925623,97.990303,98.009388,98.635577,98.153335,98.420633,98.740963,99.459227,97.592879,98.798443
3351.0,100.543127,98.380964,97.922486,97.99369,97.998773,98.617087,98.157361,98.421597,98.726923,99.435403,97.594993,98.807592
3350.0,100.55716,98.37743,97.915891,97.995744,97.985083,98.606598,98.161287,98.418922,98.720712,99.426719,97.593941,98.817884
3349.0,100.574694,98.386611,97.909905,97.997474,97.978516,98.608183,98.163669,98.412048,98.724882,99.440707,97.589745,98.826696
3348.0,100.58721,98.409252,97.907883,97.999029,97.984072,98.61968,98.163592,98.402825,98.735382,99.468572,97.583874,98.830542
3347.0,100.586133,98.434426,97.909689,97.998169,97.994214,98.632961,98.160577,98.394224,98.743208,99.491502,97.578259,98.827473
3346.0,100.570712,98.446045,97.912359,97.992806,97.995585,98.639305,98.155514,98.388631,98.741531,99.494903,97.574747,98.819502
3345.0,100.550047,98.437776,97.913619,97.984407,97.984042,98.637143,98.150789,98.387001,98.732253,99.478564,97.574388,98.811788
3344.0,100.536273,98.419745,97.913732,97.977127,97.969897,98.634221,98.148209,98.388305,98.724597,99.455856,97.576148,98.808493
3343.0,100.535485,98.407673,97.913647,97.973411,97.966706,98.639684,98.147069,98.389585,98.725906,99.442845,97.576859,98.809328
3342.0,100.544712,98.406579,97.91267,97.971741,97.977226,98.653285,98.145146,98.387714,98.733707,99.445342,97.57395,98.810532
3341.0,100.555492,98.407792,97.908932,97.968844,97.991639,98.663712,98.141311,98.38156,98.737314,99.454512,97.568149,98.808867
3340.0,100.559033,98.400503,97.901209,97.962724,97.996627,98.65829,98.136098,98.371954,98.727259,99.455305,97.562122,98.803988
3339.0,100.550151,98.382849,97.889753,97.953467,97.984681,98.634453,98.13017,98.359996,98.703543,99.440373,97.556681,98.797433
3338.0,100.530029,98.361476,97.876257,97.942637,97.957818,98.602057,98.123691,98.346655,98.67531,99.41594,97.550155,98.790727
3337.0,100.506177,98.343366,97.863174,97.932305,97.925768,98.575041,98.117054,98.333542,98.652935,99.394235,97.54144,98.784819
3336.0,100.487592,98.329824,97.851765,97.923493,97.899638,98.560614,98.110738,98.322197,98.640577,99.38172,97.531432,98.780211
3335.0,100.478416,98.317406,97.840703,97.915401,97.884802,98.555755,98.104466,98.312579,98.63618,99.376032,97.521001,98.776924
3334.0,100.476586,98.303293,97.828394,97.907293,97.879388,98.553146,98.098092,98.304066,98.636887,99.372727,97.510121,98.774921
3333.0,100.477714,98.288742,97.816726,97.900648,97.878621,98.548491,98.093279,98.297899,98.641046,99.370554,97.500238,98.774881
3332.0,100.47796,98.276809,97.810151,97.897569,97.878082,98.541201,98.092378,98.296453,98.644386,99.368525,97.495093,98.777802
3331.0,100.473794,98.267911,97.810023,97.897238,97.873579,98.530873,98.095074,98.299554,98.639077,99.36187,97.496853,98.783422
3330.0,100.463506,98.260307,97.811941,97.896214,97.863271,98.517798,98.097787,98.303431,98.621644,99.346183,97.502331,98.789651
3329.0,100.451437,98.255123,97.810068,97.892515,97.852446,98.507386,98.09721,98.304009,98.600042,99.325469,97.504976,98.794001
3328.0,100.447188,98.257088,97.802479,97.887193,97.85133,98.509151,98.093222,98.299752,98.587082,99.311375,97.500555,98.795206
3327.0,100.456171,98.26769,97.791087,97.881467,97.863297,98.527444,98.087713,98.291189,98.585874,99.311779,97.490178,98.793481
3326.0,100.472287,98.280344,97.778413,97.874922,97.878046,98.554921,98.081909,98.279982,98.586962,99.322447,97.478554,98.790153
3325.0,100.48418,98.285997,97.766245,97.867328,97.881427,98.577916,98.075766,98.269115,98.581615,99.332073,97.47007,98.787223
3324.0,100.488149,98.282138,97.75577,97.859422,97.870145,98.58722,98.068702,98.261371,98.572483,99.333294,97.465595,98.786188
3323.0,100.490391,98.272807,97.746746,97.850528,97.851986,98.582129,98.060075,98.255986,98.567248,99.326162,97.461889,98.786692
3322.0,100.495766,98.260589,97.73724,97.838115,97.833153,98.566724,98.04981,98.248582,98.565703,99.31297,97.454699,98.787121
3321.0,100.49941,98.242937,97.72587,97.821857,97.812263,98.546215,98.039364,98.236113,98.558842,99.294582,97.443237,98.786828
3320.0,100.492701,98.217111,97.713636,97.805912,97.787908,98.52592,98.031209,98.220676,98.539502,99.272831,97.431092,98.786678
3319.0,100.474697,98.185324,97.702201,97.794555,97.765621,98.509257,98.026613,98.207144,98.509585,99.252522,97.422134,98.786906
3318.0,100.45388,98.153304,97.691148,97.786738,97.752399,98.495188,98.024367,98.197875,98.4769,99.237708,97.416194,98.785689
3317.0,100.439447,98.125996,97.678433,97.777441,97.746875,98.479978,98.021879,98.190588,98.448521,99.227086,97.409211,98.780909
3316.0,100.43415,98.106175,97.662975,97.763674,97.739547,98.46256,98.016619,98.18035,98.427685,99.216023,97.396832,98.772611
3315.0,100.435335,98.094949,97.645546,97.747106,97.722876,98.446486,98.006688,98.16304,98.414011,99.203379,97.37767,98.763002
3314.0,100.439534,98.090865,97.627413,97.731146,97.698617,98.435572,97.991685,98.138386,98.405208,99.193855,97.354404,98.754678
3313.0,100.444147,98.088939,97.609161,97.717259,97.674521,98.428905,97.973833,98.110697,98.399449,99.19176,97.33236,98.749347
3312.0,100.446307,98.082853,97.590655,97.704291,97.655667,98.421175,97.957019,98.085685,98.395817,99.193622,97.315886,98.747109
3311.0,100.442693,98.069245,97.571445,97.690194,97.640214,98.407346,97.943687,98.065922,98.391418,99.189219,97.305162,98.746011
3310.0,100.43174,98.049679,97.551171,97.674128,97.622636,98.386715,97.933023,98.050095,98.379713,99.170707,97.296874,98.74314
3309.0,100.416162,98.028267,97.529498,97.657018,97.59936,98.363278,97.922236,98.036177,98.355047,99.139872,97.287669,98.737251
3308.0,100.402556,98.007513,97.505211,97.639575,97.570723,98.342467,97.908606,98.022928,98.319063,99.105885,97.275528,98.72967
3307.0,100.396997,97.986234,97.476141,97.619995,97.538879,98.326598,97.890365,98.007913,98.27992,99.076696,97.258217,98.721812
3306.0,100.399785,97.960956,97.44166,97.595101,97.505641,98.312626,97.867273,97.986999,98.244511,99.052941,97.233279,98.712807
3305.0,100.404578,97.929319,97.405093,97.564281,97.472433,98.294528,97.841209,97.957825,98.213612,99.029185,97.200911,98.700888
3304.0,100.403652,97.893052,97.371614,97.530882,97.440718,98.268477,97.815214,97.922359,98.185272,99.000382,97.164907,98.686511
3303.0,100.394612,97.85856,97.343184,97.499083,97.411295,98.236246,97.791237,97.884746,98.160029,98.96801,97.129258,98.672689
3302.0,100.382101,97.83376,97.317381,97.470893,97.383508,98.204122,97.769333,97.847986,98.140373,98.9405,97.095252,98.662339
3301.0,100.373111,97.821706,97.291516,97.446553,97.355446,98.17847,97.748801,97.813552,98.125998,98.925978,97.062767,98.656057
3300.0,100.370742,97.815761,97.265508,97.425493,97.324595,98.161556,97.728663,97.781993,98.111626,98.922927,97.032302,98.651962
3299.0,100.372183,97.802977,97.239643,97.405286,97.288699,98.150682,97.706951,97.75194,98.090013,98.919128,97.003816,98.646556
3298.0,100.372356,97.775376,97.212293,97.381969,97.247407,98.140876,97.681447,97.720066,98.056789,98.901929,96.975383,98.636154
3297.0,100.369595,97.738295,97.182251,97.353948,97.203709,98.128162,97.652234,97.684395,98.01328,98.869345,96.945357,98.619214
3296.0,100.367692,97.70551,97.151786,97.324499,97.16261,98.110398,97.622342,97.647166,97.966033,98.829856,96.914886,98.598101
3295.0,100.371727,97.685693,97.124909,97.298258,97.127215,98.086326,97.595038,97.61289,97.923732,98.792675,96.886163,98.578047
3294.0,100.381691,97.675541,97.102886,97.276044,97.095922,98.055841,97.571108,97.583841,97.892935,98.761125,96.858689,98.563718
3293.0,100.391144,97.666062,97.082962,97.255213,97.06346,98.021494,97.548974,97.558377,97.874645,98.734595,96.829159,98.556273
3292.0,100.393183,97.652461,97.06131,97.234369,97.024725,97.988136,97.526413,97.532989,97.863824,98.712459,96.794962,98.553159
3291.0,100.387505,97.636199,97.036402,97.215229,96.9787,97.960112,97.502029,97.505152,97.852658,98.693967,96.756661,98.550497
3290.0,100.38062,97.619929,97.010072,97.199593,96.92995,97.939444,97.476344,97.474803,97.835614,98.676864,96.717595,98.546028
3289.0,100.379264,97.604003,96.986172,97.186629,96.886047,97.926698,97.451787,97.443972,97.812424,98.658948,96.682302,98.539947
3288.0,100.384558,97.587953,96.967665,97.174054,96.852075,97.921559,97.430532,97.414748,97.786683,98.640427,96.654564,98.532973
3287.0,100.392127,97.572659,96.954173,97.160764,96.82703,97.921125,97.412277,97.387545,97.761631,98.623175,96.635063,98.524478
3286.0,100.396037,97.559124,96.942448,97.147337,96.805664,97.91882,97.395265,97.361925,97.7368,98.60783,96.620495,98.513677
3285.0,100.391928,97.545241,96.929279,97.134374,96.783139,97.90734,97.379063,97.338486,97.708146,98.592373,96.605871,98.502138
3284.0,100.378341,97.525457,96.913255,97.120988,96.757469,97.883761,97.364297,97.317921,97.671639,98.573366,96.587882,98.492841
3283.0,100.357709,97.495979,96.894165,97.105147,96.729527,97.852042,97.34971,97.298188,97.627968,98.548861,96.566203,98.48612
3282.0,100.3363,97.461217,96.872507,97.085587,96.703159,97.820644,97.332233,97.275306,97.584423,98.521166,96.542731,98.478628
3281.0,100.320955,97.432769,96.850098,97.063287,96.684088,97.797051,97.311112,97.248385,97.551026,98.496432,96.520407,98.467827
3280.0,100.314193,97.418911,96.829673,97.040817,96.675225,97.783166,97.29002,97.222159,97.533183,98.479609,96.501797,98.456013
3279.0,100.313019,97.415552,96.812806,97.020391,96.672428,97.775347,97.273562,97.202851,97.527817,98.469411,96.48739,98.44803
3278.0,100.313364,97.410576,96.798975,97.003014,96.667215,97.769112,97.262947,97.192473,97.526879,98.460085,96.475461,98.445981
3277.0,100.314913,97.397263,96.786749,96.989018,96.654305,97.763357,97.25602,97.187942,97.523894,98.448664,96.464141,98.447959
3276.0,100.320313,97.380392,96.774664,96.978184,96.634974,97.759319,97.25014,97.184227,97.51677,98.438383,96.45301,98.451229
3275.0,100.330102,97.368538,96.761067,96.969195,96.613534,97.756581,97.243904,97.176979,97.50602,98.433664,96.442188,98.454536
3274.0,100.340194,97.364037,96.744953,96.96,96.593258,97.752258,97.23697,97.1633,97.492281,98.433346,96.430812,98.45709
3273.0,100.344738,97.362513,96.727391,96.948922,96.575656,97.743739,97.229117,97.141982,97.474844,98.430316,96.417242,98.457128
3272.0,100.340282,97.358789,96.710405,96.934677,96.560183,97.729838,97.219012,97.113531,97.450842,98.416746,96.400041,98.452636
3271.0,100.32728,97.350082,96.693969,96.91582,96.543419,97.70934,97.204012,97.07991,97.41684,98.389171,96.378166,98.44314
