ν,LD-Alanina No Magnetizada Irradiada Petri,LD-Alanina Magnetizada Irradiada Petri,LD-Alanina Irradiada No Magnetizada Eppendorf,LD-Alanina Irradiada Magnetizada Eppendorf,L-Alanina No Magnetizada Irradiada Petri,L-Alanina Magnetizada Irradiada Petri,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina Irradiada  Magnetizada Eppendorf,D-Alanina No Magnetizada Irradiada Petri,D-Alanina Magnetizada Irradiada Petri,D-Alanina Irradiada No Magnetizada Eppendorf,D-Alanina Irradiada Magnetizada Eppendorf
2224.0,99.367181,92.666791,93.813275,94.679552,93.997765,95.163171,95.242106,95.886643,95.102886,96.039194,94.086124,97.005931
2223.0,99.356353,92.666661,93.834203,94.704755,93.990238,95.16929,95.273169,95.905609,95.116767,96.061025,94.123082,97.012388
2222.0,99.338084,92.670614,93.855569,94.732823,93.971608,95.179433,95.311286,95.926452,95.143121,96.080007,94.163418,97.015885
2221.0,99.312648,92.689329,93.881902,94.758337,93.967077,95.192715,95.342978,95.948159,95.174699,96.095159,94.203192,97.021918
2220.0,99.277205,92.725117,93.919068,94.787742,93.994933,95.20312,95.370792,95.979845,95.204058,96.11658,94.248499,97.0428
2219.0,99.233197,92.762968,93.960147,94.821285,94.043243,95.203927,95.403403,96.022209,95.221058,96.147676,94.299402,97.078906
2218.0,99.193582,92.782408,93.988614,94.847786,94.083623,95.19404,95.439768,96.062328,95.220576,96.17233,94.343802,97.113817
2217.0,99.178958,92.787026,94.00161,94.863858,94.110882,95.186934,95.474177,96.095471,95.220176,96.177293,94.377405,97.134122
2216.0,99.199167,92.801949,94.012427,94.878268,94.142978,95.200598,95.505308,96.130845,95.246847,96.173661,94.41232,97.143858
2215.0,99.238761,92.834144,94.026371,94.892854,94.180849,95.231824,95.531239,96.167553,95.295847,96.178633,94.455576,97.153586
2214.0,99.269237,92.86112,94.035254,94.900107,94.204986,95.25731,95.547479,96.189196,95.328857,96.192462,94.496539,97.165733
2213.0,99.279365,92.871104,94.039431,94.902424,94.219432,95.269133,95.55714,96.192556,95.327954,96.213331,94.525818,97.177191
2212.0,99.285222,92.886153,94.050435,94.910399,94.257367,95.288657,95.570224,96.19664,95.325013,96.255963,94.54927,97.186111
2211.0,99.304248,92.926417,94.065639,94.919474,94.325347,95.331409,95.587852,96.212208,95.357479,96.328949,94.573613,97.189174
2210.0,99.329062,92.976605,94.066183,94.913764,94.38073,95.379237,95.602091,96.22834,95.418822,96.407201,94.596087,97.182007
2209.0,99.339049,93.010501,94.049238,94.896742,94.388317,95.406724,95.614345,96.240725,95.474804,96.453895,94.617616,97.169819
2208.0,99.332448,93.028153,94.036972,94.890643,94.367614,95.417769,95.63484,96.264437,95.507806,96.46086,94.646727,97.167986
2207.0,99.330505,93.044306,94.042491,94.899604,94.359863,95.43356,95.659559,96.30239,95.521585,96.444489,94.68026,97.183622
2206.0,99.346608,93.056203,94.051083,94.901468,94.377995,95.457634,95.669596,96.328406,95.521044,96.414957,94.700025,97.204287
2205.0,99.36531,93.048819,94.046772,94.884169,94.412675,95.476234,95.660523,96.321073,95.513481,96.376778,94.699465,97.2124
2204.0,99.361563,93.023687,94.034128,94.862765,94.459279,95.485068,95.650704,96.292214,95.515759,96.348115,94.693746,97.20399
2203.0,99.334025,93.002164,94.021443,94.850585,94.513869,95.495051,95.652442,96.264697,95.536309,96.349099,94.692852,97.187275
2202.0,99.308786,93.004378,94.004524,94.840035,94.56444,95.516311,95.657298,96.24463,95.560102,96.374386,94.686713,97.171567
2201.0,99.310518,93.034929,93.979912,94.822821,94.60463,95.550996,95.65798,96.230435,95.568687,96.399542,94.669531,97.165057
2200.0,99.336365,93.079773,93.954283,94.804306,94.634046,95.594217,95.660793,96.224644,95.562164,96.409913,94.656479,97.174796
2199.0,99.36009,93.109848,93.930305,94.787036,94.635135,95.629152,95.66635,96.220369,95.546093,96.405261,94.661015,97.199642
2198.0,99.357671,93.101271,93.902713,94.763482,94.584198,95.631872,95.661958,96.200465,95.514988,96.386725,94.675273,97.22832
2197.0,99.32606,93.060532,93.876375,94.735525,94.500942,95.596771,95.645166,96.167056,95.468995,96.361332,94.687751,97.250658
2196.0,99.280027,93.016226,93.866462,94.718355,94.446714,95.548239,95.63229,96.147712,95.429655,96.34854,94.7016,97.265377
2195.0,99.236594,92.980899,93.872334,94.714986,94.448976,95.512848,95.631873,96.154981,95.416317,96.358683,94.720514,97.272478
2194.0,99.205643,92.940109,93.872593,94.707893,94.464558,95.490173,95.631957,96.163954,95.41934,96.373883,94.733813,97.266443
2193.0,99.190699,92.883861,93.852892,94.683968,94.443408,95.464502,95.623815,96.147258,95.415573,96.371527,94.729942,97.244096
2192.0,99.190235,92.824866,93.817269,94.647718,94.393048,95.433963,95.614322,96.108969,95.39849,96.355778,94.709635,97.212424
2191.0,99.196338,92.776393,93.768554,94.605175,94.350622,95.412216,95.604343,96.067336,95.376615,96.343859,94.675622,97.18239
2190.0,99.198607,92.736645,93.70445,94.557592,94.327421,95.409033,95.581464,96.02944,95.355982,96.334563,94.62786,97.161034
2189.0,99.194625,92.706612,93.637846,94.51429,94.315905,95.421936,95.547106,96.000466,95.340584,96.316312,94.578285,97.152761
2188.0,99.193732,92.698525,93.590443,94.485988,94.31913,95.439604,95.524009,95.991096,95.335516,96.293935,94.548059,97.158766
2187.0,99.205931,92.71176,93.559175,94.462467,94.334088,95.444716,95.521744,95.995786,95.3343,96.279489,94.538914,97.1707
2186.0,99.23003,92.722934,93.521256,94.425067,94.330774,95.424566,95.521115,95.989553,95.3198,96.267923,94.529748,97.175702
2185.0,99.257594,92.715267,93.480981,94.3844,94.286892,95.38888,95.508143,95.967047,95.293049,96.25183,94.512835,97.174522
2184.0,99.285163,92.697417,93.474254,94.372928,94.226444,95.364878,95.496812,95.958804,95.281081,96.249066,94.508076,97.18381
2183.0,99.31448,92.678955,93.509418,94.39242,94.190432,95.365333,95.500056,95.984475,95.297113,96.280294,94.526115,97.211084
2182.0,99.34122,92.649525,93.537787,94.401526,94.185305,95.37555,95.504232,96.014242,95.313987,96.32386,94.542687,97.236935
2181.0,99.352749,92.59851,93.506151,94.366122,94.187882,95.378946,95.491575,96.002747,95.299363,96.328946,94.529157,97.233209
2180.0,99.340964,92.535213,93.413657,94.292344,94.182611,95.376052,95.46428,95.942342,95.258654,96.276118,94.488003,97.19319
2179.0,99.311919,92.475592,93.299786,94.202712,94.167222,95.36864,95.430297,95.86095,95.220691,96.195362,94.441221,97.135736
2178.0,99.28036,92.427766,93.203653,94.11357,94.139108,95.347003,95.391597,95.788727,95.199381,96.124625,94.4039,97.087496
2177.0,99.258171,92.396591,93.14868,94.043678,94.09844,95.305966,95.360994,95.745562,95.188637,96.07646,94.382335,97.068293
2176.0,99.247154,92.37696,93.135468,94.008224,94.047692,95.25378,95.360567,95.736941,95.175331,96.042204,94.376064,97.083212
2175.0,99.238596,92.337252,93.132441,93.991099,93.974517,95.193686,95.38389,95.741365,95.139105,96.005158,94.368974,97.117814
2174.0,99.220497,92.242553,93.096991,93.953003,93.860668,95.118694,95.386591,95.720145,95.060698,95.950901,94.338137,97.144526
2173.0,99.190025,92.107553,93.017898,93.877842,93.720811,95.036647,95.334319,95.655383,94.951041,95.884162,94.280725,97.140526
2172.0,99.15919,91.995884,92.916876,93.78528,93.600693,94.975264,95.238003,95.562851,94.85201,95.832244,94.211923,97.099827
2171.0,99.143996,91.951621,92.806896,93.693638,93.521867,94.947033,95.127892,95.461608,94.788683,95.814403,94.132461,97.03056
2170.0,99.14831,91.955831,92.680062,93.601118,93.460799,94.931176,95.019742,95.35607,94.740637,95.813446,94.026111,96.949389
2169.0,99.162632,91.958862,92.541884,93.508914,93.396591,94.904693,94.921686,95.255546,94.678034,95.793958,93.897109,96.878471
2168.0,99.177335,91.926687,92.421736,93.430969,93.341776,94.868945,94.846342,95.181338,94.603181,95.741406,93.780108,96.834493
2167.0,99.188417,91.843147,92.33397,93.370953,93.302839,94.829633,94.795601,95.138568,94.53109,95.665413,93.699179,96.814543
2166.0,99.18758,91.70137,92.256192,93.315,93.247357,94.775767,94.753226,95.103539,94.449864,95.574505,93.642028,96.799954
2165.0,99.158382,91.521085,92.160007,93.252839,93.143265,94.701919,94.707247,95.051547,94.335645,95.472609,93.586037,96.776661
2164.0,99.095153,91.352295,92.040993,93.182577,93.005366,94.63044,94.660406,94.978718,94.201993,95.376411,93.524577,96.745214
2163.0,99.025029,91.240976,91.914205,93.100486,92.878035,94.588948,94.611989,94.896077,94.109454,95.315685,93.460457,96.713241
2162.0,99.003152,91.212231,91.812224,93.023156,92.803503,94.586246,94.561733,94.835673,94.129276,95.321059,93.406614,96.692562
2161.0,99.077782,91.290687,91.7901,93.013106,92.826257,94.628499,94.543091,94.862769,94.303267,95.420958,93.403005,96.704178
2160.0,99.248432,91.487621,91.882651,93.123843,92.976448,94.728927,94.608596,95.025984,94.608646,95.624139,93.488612,96.765586
2159.0,99.453405,91.738734,92.038499,93.306457,93.207428,94.87116,94.752957,95.273322,94.940719,95.876249,93.634122,96.864181
2158.0,99.609144,91.908166,92.14747,93.436024,93.399468,94.993496,94.894967,95.476746,95.163342,96.064974,93.750204,96.961214
2157.0,99.671461,91.903975,92.150388,93.446404,93.4725,95.046249,94.968542,95.564262,95.209358,96.1152,93.785877,97.029381
2156.0,99.655565,91.751655,92.070849,93.371175,93.448994,95.035329,94.983447,95.566076,95.114724,96.056416,93.766905,97.068004
2155.0,99.601697,91.533406,91.944816,93.256012,93.386459,94.988263,94.976754,95.528756,94.956686,95.968013,93.730348,97.082416
2154.0,99.538059,91.306644,91.782403,93.107002,93.310752,94.918156,94.959484,95.459489,94.798675,95.893195,93.682162,97.073164
2153.0,99.477109,91.092984,91.596076,92.926198,93.231078,94.839108,94.929392,95.362488,94.687943,95.829509,93.62756,97.04742
2152.0,99.428931,90.895815,91.408904,92.735312,93.163408,94.778083,94.893916,95.266245,94.652212,95.771087,93.589204,97.019746
2151.0,99.40256,90.701735,91.222383,92.547867,93.112371,94.746401,94.858238,95.189737,94.675967,95.724402,93.573292,96.99539
2150.0,99.396648,90.490343,91.014229,92.357028,93.068003,94.72531,94.816945,95.121624,94.708086,95.690851,93.552835,96.967321
2149.0,99.40118,90.264329,90.777957,92.163128,93.041106,94.700986,94.773143,95.053238,94.713882,95.663214,93.506475,96.93385
2148.0,99.410926,90.053954,90.532904,91.981124,93.063479,94.688483,94.742828,94.999977,94.702753,95.64021,93.448185,96.90548
2147.0,99.427572,89.879442,90.290493,91.813103,93.129307,94.698549,94.729169,94.972887,94.691891,95.626405,93.401435,96.890588
2146.0,99.44645,89.726882,90.043546,91.64243,93.173915,94.707783,94.715895,94.958052,94.669567,95.618876,93.368212,96.887118
2145.0,99.452963,89.568841,89.792175,91.459666,93.139908,94.690656,94.69414,94.937462,94.615357,95.606689,93.338261,96.89057
2144.0,99.437653,89.386856,89.54624,91.267775,93.035492,94.658184,94.670889,94.902837,94.5328,95.578171,93.305087,96.896629
2143.0,99.404913,89.164743,89.298994,91.062357,92.902084,94.632752,94.644207,94.840647,94.436737,95.518493,93.259055,96.894581
2142.0,99.361846,88.885628,89.032134,90.835884,92.756911,94.601849,94.597409,94.735881,94.325829,95.412442,93.186485,96.873736
2141.0,99.30947,88.554716,88.751623,90.600819,92.597136,94.529914,94.525954,94.602228,94.192051,95.26653,93.088393,96.840179
2140.0,99.252696,88.210127,88.486622,90.379321,92.432726,94.407691,94.443869,94.477277,94.046266,95.119115,92.981502,96.812063
2139.0,99.209305,87.896387,88.248202,90.171697,92.281549,94.262227,94.35636,94.375696,93.913557,95.011061,92.873209,96.794016
2138.0,99.196899,87.635707,88.019516,89.964029,92.14444,94.123596,94.253926,94.276151,93.808512,94.950005,92.756061,96.771587
2137.0,99.213824,87.427902,87.791129,89.763348,92.00684,94.004483,94.140816,94.16261,93.726649,94.911501,92.630739,96.735631
2136.0,99.242315,87.261792,87.575085,89.591956,91.855537,93.905501,94.038358,94.045257,93.651879,94.865545,92.508024,96.69483
2135.0,99.268599,87.118305,87.375859,89.445689,91.682,93.816846,93.94756,93.927121,93.562726,94.791862,92.380364,96.655264
2134.0,99.29027,86.973849,87.17612,89.290819,91.482801,93.715791,93.837113,93.783417,93.440106,94.680399,92.219049,96.60449
2133.0,99.305326,86.811096,86.96329,89.108946,91.265521,93.581921,93.682929,93.593549,93.278902,94.53328,92.011501,96.529565
2132.0,99.305566,86.62578,86.748448,88.918441,91.038686,93.4167,93.49498,93.367686,93.0861,94.362543,91.777132,96.438498
2131.0,99.284509,86.425119,86.549703,88.74668,90.79094,93.235948,93.293295,93.125236,92.864602,94.176095,91.535371,96.349774
2130.0,99.245371,86.226264,86.374072,88.604065,90.498416,93.045828,93.082047,92.869778,92.610236,93.970483,91.280518,96.267887
2129.0,99.198092,86.051508,86.221285,88.48838,90.156855,92.837843,92.859301,92.598612,92.327996,93.74247,90.999226,96.180284
2128.0,99.15185,85.912712,86.090759,88.394573,89.787389,92.605762,92.630691,92.317313,92.037559,93.499176,90.694027,96.074848
2127.0,99.11274,85.800749,85.980045,88.315771,89.406881,92.357112,92.399478,92.031883,91.755752,93.2507,90.377227,95.952281
2126.0,99.085891,85.698869,85.886598,88.248263,89.014368,92.106401,92.158094,91.741076,91.48355,93.000921,90.05427,95.822574
2125.0,99.075163,85.603995,85.812707,88.197133,88.611476,91.862076,91.900737,91.445797,91.214682,92.750484,89.723418,95.69499
2124.0,99.078472,85.525955,85.76033,88.16657,88.211582,91.619918,91.632994,91.153568,90.945994,92.499285,89.383377,95.571434
2123.0,99.08446,85.469322,85.723478,88.148334,87.818841,91.366977,91.362216,90.867923,90.67387,92.24152,89.035448,95.447181
2122.0,99.077903,85.428092,85.695865,88.13271,87.420546,91.095076,91.090524,90.586025,90.391629,91.970441,88.685174,95.318253
2121.0,99.053292,85.397853,85.682713,88.12597,87.014005,90.814049,90.822372,90.310116,90.099847,91.69609,88.343443,95.187451
2120.0,99.022632,85.381686,85.693688,88.141877,86.623979,90.548746,90.566447,90.048053,89.813832,91.447129,88.0184,95.061069
2119.0,99.00366,85.381874,85.727621,88.180075,86.279214,90.31868,90.325823,89.800774,89.553613,91.244544,87.708017,94.941317
2118.0,98.998707,85.394961,85.775762,88.228596,85.983339,90.121358,90.098028,89.563763,89.328408,91.08061,87.409477,94.825965
2117.0,98.991746,85.418237,85.835688,88.283648,85.720425,89.937809,89.887194,89.342705,89.133452,90.9319,87.131866,94.714202
2116.0,98.97004,85.455016,85.909131,88.350381,85.481433,89.75509,89.703938,89.153376,88.960006,90.786384,86.889071,94.60854
2115.0,98.940949,85.510724,85.990543,88.427569,85.275788,89.582973,89.551985,89.00447,88.807048,90.649614,86.685269,94.512322
2114.0,98.919452,85.586783,86.072761,88.509171,85.120472,89.446824,89.427837,88.894109,88.682969,90.531253,86.519399,94.430158
2113.0,98.906163,85.678252,86.161522,88.598889,85.022492,89.362269,89.334102,88.822794,88.594391,90.437028,86.397482,94.369254
2112.0,98.890587,85.7754,86.269253,88.705324,84.969969,89.319553,89.278906,88.794172,88.535363,90.371211,86.325497,94.334512
2111.0,98.873669,85.870662,86.396029,88.824368,84.941242,89.298372,89.261053,88.802547,88.494661,90.336589,86.295118,94.322692
2110.0,98.871343,85.967223,86.531468,88.944755,84.92709,89.294782,89.270566,88.835858,88.474169,90.330866,86.292883,94.326026
2109.0,98.89103,86.076204,86.673221,89.069307,84.941732,89.321773,89.305434,88.892617,88.489639,90.349341,86.320834,94.340752
2108.0,98.91763,86.201232,86.827024,89.21007,85.006715,89.382288,89.372804,88.980239,88.549226,90.391843,86.3923,94.367957
2107.0,98.931536,86.332196,86.989641,89.362329,85.128479,89.457782,89.471845,89.09566,88.642277,90.462857,86.509246,94.408059
2106.0,98.931342,86.45974,87.149635,89.505309,85.298278,89.533193,89.591409,89.225283,88.754731,90.56498,86.659319,94.459938
2105.0,98.929144,86.587396,87.306122,89.631848,85.505713,89.619628,89.727115,89.366654,88.88202,90.694525,86.833216,94.523701
2104.0,98.930216,86.720866,87.469281,89.756529,85.739921,89.736467,89.883704,89.531466,89.017691,90.841132,87.028074,94.597733
2103.0,98.929709,86.854746,87.639922,89.889372,85.983347,89.879254,90.056052,89.7211,89.145137,90.989475,87.234038,94.673748
2102.0,98.928577,86.983283,87.805431,90.021339,86.220851,90.024295,90.225652,89.916695,89.258738,91.127089,87.435696,94.741812
2101.0,98.941412,87.117154,87.959537,90.14267,86.455925,90.162452,90.38375,90.101828,89.383731,91.256853,87.631193,94.801726
2100.0,98.982553,87.272894,88.110842,90.2583,86.705243,90.309092,90.54279,90.281141,89.553845,91.397806,87.835028,94.864334
2099.0,99.047487,87.448087,88.268732,90.378468,86.976197,90.478038,90.716451,90.468928,89.771244,91.566905,88.057351,94.940435
2098.0,99.111568,87.622292,88.435663,90.509083,87.260011,90.663666,90.902013,90.671634,90.005273,91.76197,88.293435,95.032056
2097.0,99.148183,87.782097,88.613941,90.654593,87.543707,90.854898,91.089202,90.886699,90.22793,91.965957,88.535021,95.132645
2096.0,99.150589,87.931501,88.80264,90.813284,87.814868,91.049605,91.271443,91.10412,90.432881,92.161562,88.776131,95.229925
2095.0,99.137,88.078288,88.986353,90.966809,88.058189,91.244272,91.440771,91.303615,90.621089,92.335431,89.004286,95.310718
2094.0,99.133105,88.225519,89.145783,91.092767,88.266168,91.423059,91.587233,91.465421,90.78955,92.476834,89.203006,95.371131
2093.0,99.148787,88.376858,89.282895,91.19216,88.453745,91.570393,91.71274,91.590962,90.93904,92.584697,89.370033,95.422183
2092.0,99.171221,88.533994,89.418153,91.287742,88.643361,91.686257,91.831483,91.700123,91.07423,92.672066,89.519617,95.478076
2091.0,99.177981,88.686215,89.561541,91.393679,88.833032,91.77976,91.948811,91.804914,91.190122,92.753087,89.66241,95.539179
2090.0,99.15491,88.817448,89.704964,91.505014,88.996476,91.856837,92.053617,91.900501,91.274853,92.82861,89.796451,95.59383
2089.0,99.1059,88.928268,89.844394,91.617869,89.117394,91.923682,92.138466,91.983781,91.332685,92.893083,89.920282,95.635959
2088.0,99.052363,89.038851,89.987726,91.738129,89.206555,91.993087,92.212266,92.062018,91.389249,92.950783,90.038946,95.6713
2087.0,99.022665,89.166125,90.135453,91.864267,89.281879,92.074959,92.284559,92.13723,91.465527,93.013473,90.152141,95.704736
2086.0,99.033572,89.309286,90.275274,91.982355,89.35093,92.163866,92.352271,92.20034,91.557761,93.082897,90.251454,95.73204
2085.0,99.075722,89.459825,90.404647,92.087176,89.417271,92.244233,92.410383,92.248241,91.647802,93.145473,90.334054,95.748394
2084.0,99.120848,89.613004,90.538783,92.190671,89.484296,92.306105,92.460635,92.290004,91.722116,93.18655,90.404141,95.756563
2083.0,99.148241,89.765316,90.686207,92.300946,89.546702,92.351828,92.501392,92.32938,91.776596,93.206004,90.457756,95.762231
2082.0,99.160583,89.911994,90.835523,92.410349,89.595758,92.391365,92.525336,92.359145,91.814904,93.22096,90.484805,95.768657
2081.0,99.171043,90.051641,90.97672,92.513019,89.637424,92.433711,92.537101,92.380319,91.848306,93.255081,90.491953,95.779706
2080.0,99.181913,90.184804,91.11598,92.616599,89.687138,92.476745,92.556656,92.4084,91.888575,93.31881,90.50398,95.800241
2079.0,99.184596,90.307777,91.256627,92.726145,89.744099,92.504655,92.593681,92.451236,91.938681,93.395769,90.534258,95.828507
2078.0,99.17748,90.418836,91.384302,92.832558,89.792188,92.505277,92.634297,92.49836,91.997784,93.455068,90.572546,95.854214
2077.0,99.17188,90.528382,91.486766,92.927953,89.82971,92.491832,92.664294,92.541488,92.069612,93.48201,90.609492,95.868482
2076.0,99.176372,90.646644,91.573904,93.018643,89.874305,92.49391,92.68989,92.588198,92.150921,93.489784,90.653084,95.871569
2075.0,99.182864,90.762201,91.663993,93.113367,89.933429,92.522848,92.723847,92.645676,92.218274,93.498341,90.710654,95.869802
2074.0,99.175392,90.852805,91.762855,93.210631,89.996247,92.561708,92.766663,92.708316,92.249889,93.516064,90.773637,95.871497
2073.0,99.151469,90.920201,91.867892,93.304708,90.061664,92.596367,92.81419,92.771229,92.261544,93.548585,90.832901,95.885712
2072.0,99.129399,90.993516,91.977169,93.391198,90.146839,92.639821,92.868657,92.839618,92.297532,93.607058,90.892341,95.914514
2071.0,99.132564,91.092224,92.083386,93.462636,90.25749,92.712563,92.92952,92.915348,92.381555,93.691496,90.955874,95.944941
2070.0,99.167277,91.205709,92.174245,93.514398,90.376184,92.811593,92.988315,92.991039,92.497844,93.778558,91.018205,95.960621
2069.0,99.215884,91.314679,92.249664,93.558561,90.491467,92.913993,93.044732,93.066487,92.621659,93.845019,91.080555,95.965933
2068.0,99.251587,91.412553,92.323875,93.614326,90.613278,93.003952,93.11301,93.154264,92.743549,93.897103,91.159178,95.98706
2067.0,99.260352,91.498477,92.401736,93.680868,90.747119,93.083192,93.200034,93.260318,92.858509,93.960531,91.265197,96.041798
2066.0,99.248513,91.56946,92.470273,93.73743,90.878585,93.159418,93.291911,93.374986,92.957801,94.048094,91.389128,96.117039
2065.0,99.232052,91.628457,92.522827,93.77276,90.997459,93.236048,93.374551,93.489913,93.04325,94.152301,91.515369,96.182737
2064.0,99.222697,91.68185,92.572067,93.795635,91.113618,93.311283,93.453602,93.607161,93.129065,94.262483,91.639456,96.221662
2063.0,99.22497,91.722151,92.62756,93.815428,91.236376,93.381733,93.541849,93.725977,93.220757,94.371732,91.763691,96.239684
2062.0,99.239364,91.733499,92.680083,93.835004,91.363145,93.450603,93.641958,93.839791,93.312174,94.472259,91.891234,96.254876
2061.0,99.259565,91.719723,92.718363,93.861983,91.498245,93.531727,93.752498,93.951083,93.4053,94.561469,92.031252,96.28436
2060.0,99.268668,91.704346,92.741563,93.899354,91.652839,93.633749,93.873951,94.068336,93.506666,94.647877,92.191454,96.334048
2059.0,99.249484,91.697316,92.746893,93.92422,91.814429,93.739818,93.997352,94.184776,93.602128,94.734851,92.358324,96.393135
2058.0,99.204985,91.687395,92.727506,93.906334,91.949757,93.821408,94.104166,94.284561,93.667881,94.805976,92.504872,96.443401
2057.0,99.163308,91.673495,92.693037,93.852004,92.05383,93.878372,94.189419,94.373439,93.712783,94.845816,92.625903,96.478511
2056.0,99.153465,91.671836,92.667293,93.798153,92.160622,93.944176,94.267273,94.472946,93.772157,94.868476,92.74273,96.508342
2055.0,99.174144,91.678955,92.651608,93.756917,92.284303,94.038225,94.341929,94.576064,93.846618,94.903959,92.862767,96.54115
2054.0,99.191849,91.660849,92.614693,93.700657,92.387985,94.132848,94.393505,94.64262,93.888523,94.960576,92.960677,96.570406
2053.0,99.173926,91.603123,92.537167,93.61402,92.441399,94.187668,94.408493,94.654665,93.873672,95.023093,93.016498,96.585436
2052.0,99.121659,91.548647,92.44669,93.527683,92.476276,94.203732,94.405216,94.64592,93.850387,95.084594,93.04826,96.587232
2051.0,99.069091,91.56132,92.394202,93.485069,92.549037,94.22508,94.413697,94.659339,93.88791,95.154965,93.08869,96.587523
2050.0,99.051409,91.664139,92.412035,93.501835,92.672083,94.295834,94.448306,94.70374,94.001495,95.235034,93.151058,96.598758
2049.0,99.073509,91.822788,92.500999,93.568346,92.812746,94.425378,94.511781,94.767283,94.150764,95.306118,93.233204,96.628281
2048.0,99.109044,91.978674,92.636392,93.666038,92.94362,94.582667,94.60358,94.844384,94.291184,95.355849,93.331376,96.673811
2047.0,99.132382,92.088034,92.776096,93.768242,93.058886,94.712828,94.706071,94.925487,94.399286,95.394602,93.429844,96.721349
2046.0,99.145902,92.143031,92.882361,93.849398,93.152669,94.770226,94.784511,94.987385,94.467212,95.434708,93.500343,96.756062
2045.0,99.171797,92.174528,92.951375,93.909249,93.217557,94.753975,94.822126,95.020057,94.509175,95.471393,93.535318,96.778213
2044.0,99.221688,92.224385,93.009362,93.96849,93.255128,94.707799,94.836873,95.039514,94.558134,95.493293,93.56009,96.799626
2043.0,99.2801,92.301242,93.073857,94.033768,93.262996,94.6744,94.846812,95.054011,94.625998,95.49725,93.592296,96.823312
2042.0,99.318269,92.377837,93.13926,94.091724,93.228801,94.661069,94.842088,95.044583,94.683476,95.486608,93.614288,96.838424
2041.0,99.319782,92.437356,93.203095,94.139781,93.157113,94.655671,94.808686,94.997874,94.699183,95.466519,93.605818,96.837023
2040.0,99.289741,92.496259,93.275847,94.190265,93.076081,94.65212,94.754922,94.930019,94.672995,95.443922,93.576769,96.821961
2039.0,99.241653,92.569141,93.356502,94.241456,92.99758,94.644196,94.695508,94.860685,94.610669,95.423223,93.544915,96.796276
2038.0,99.185696,92.642663,93.430392,94.282785,92.905205,94.61725,94.635663,94.79513,94.505658,95.40359,93.509562,96.761818
2037.0,99.134708,92.703566,93.501826,94.332249,92.803345,94.568746,94.588041,94.745422,94.379497,95.388595,93.470541,96.731614
2036.0,99.111802,92.763992,93.595287,94.423377,92.738714,94.52087,94.575432,94.731251,94.300303,95.391159,93.444297,96.723534
2035.0,99.138864,92.836691,93.711454,94.546032,92.743011,94.493905,94.597093,94.743197,94.315802,95.415946,93.436559,96.735472
2034.0,99.21493,92.911401,93.817592,94.648722,92.789822,94.484412,94.621545,94.745647,94.394731,95.44379,93.426722,96.746436
2033.0,99.310676,92.977371,93.8964,94.712862,92.836068,94.484956,94.630631,94.733906,94.47119,95.450197,93.403398,96.748023
2032.0,99.386669,93.040448,93.966245,94.772201,92.868488,94.500673,94.639606,94.745464,94.518672,95.436424,93.386655,96.752758
2031.0,99.415488,93.096885,94.03729,94.843219,92.884506,94.528525,94.658677,94.797423,94.545524,95.429217,93.393152,96.765319
2030.0,99.393195,93.125278,94.090025,94.894666,92.878258,94.548667,94.674296,94.86149,94.557816,95.455725,93.412062,96.772048
2029.0,99.344986,93.130239,94.115803,94.908656,92.880833,94.561252,94.686868,94.919644,94.575595,95.528333,93.437594,96.770195
2028.0,99.316461,93.158303,94.137348,94.916432,92.961895,94.606435,94.725226,94.996499,94.650975,95.641835,93.491354,96.782618
2027.0,99.338328,93.238314,94.170613,94.947799,93.145811,94.718677,94.801463,95.113019,94.813872,95.771089,93.589282,96.8286
2026.0,99.392097,93.3363,94.204158,94.993571,93.36703,94.877532,94.890135,95.252229,95.016192,95.880782,93.716187,96.898798
2025.0,99.425376,93.401023,94.232338,95.042161,93.548799,95.02673,94.974282,95.392673,95.174238,95.95381,93.854785,96.971345
2024.0,99.411754,93.431283,94.269403,95.105829,93.690786,95.130896,95.074019,95.534976,95.260685,96.007551,94.010589,97.035954
2023.0,99.383216,93.46647,94.316318,95.185088,93.837131,95.195784,95.204,95.674068,95.32127,96.072327,94.185865,97.091274
2022.0,99.390896,93.530751,94.353986,95.250201,93.997892,95.248394,95.339961,95.787402,95.412735,96.161315,94.35745,97.136127
2021.0,99.445464,93.615654,94.380933,95.281761,94.153453,95.31669,95.454114,95.873238,95.55415,96.266951,94.502384,97.175987
2020.0,99.509551,93.699808,94.415441,95.291536,94.303924,95.410945,95.55015,95.959361,95.720929,96.370024,94.62051,97.221842
2019.0,99.540383,93.760114,94.45038,95.285909,94.459467,95.50756,95.63676,96.052887,95.858248,96.444419,94.714609,97.271045
2018.0,99.523145,93.778052,94.454755,95.252595,94.599932,95.567974,95.701488,96.125044,95.916572,96.473574,94.779353,97.304712
2017.0,99.470655,93.759674,94.435646,95.202991,94.691636,95.588135,95.740359,96.166633,95.902995,96.476976,94.82887,97.314812
2016.0,99.41059,93.738372,94.444969,95.180158,94.733136,95.607823,95.779971,96.21138,95.881526,96.4976,94.898293,97.317121
2015.0,99.373248,93.741535,94.50199,95.201527,94.747758,95.658109,95.838585,96.27866,95.901294,96.548289,94.994745,97.326049
2014.0,99.375802,93.76942,94.561353,95.236626,94.749811,95.730321,95.896429,96.342129,95.953738,96.598866,95.081836,97.335138
