ν	LD-Alanina No Magnetizada Irradiada Petri	LD-Alanina No Magnetizada  Eppendorf	LD-Alanina Magnetizada Irradiada Petri	LD-Alanina Magnetizada  Eppendorf	LD-Alanina Irradiada No Magnetizada Eppendorf	LD-Alanina Irradiada Magnetizada Eppendorf	LD-Alanina  No Magnetizada Petri	LD-Alanina  Magnetizada Petri
3341.0	100.555492	99.052779	98.407792	99.048434	97.908932	97.968844	98.221425	98.708063
3340.0	100.559033	99.042868	98.400503	99.056196	97.901209	97.962724	98.223135	98.701493
3339.0	100.550151	99.022075	98.382849	99.049611	97.889753	97.953467	98.211286	98.681169
3338.0	100.530029	98.998122	98.361476	99.02985	97.876257	97.942637	98.189188	98.657758
3337.0	100.506177	98.979761	98.343366	99.005117	97.863174	97.932305	98.165991	98.642376
3336.0	100.487592	98.972076	98.329824	98.984174	97.851765	97.923493	98.148525	98.637882
3335.0	100.478416	98.974609	98.317406	98.971772	97.840703	97.915401	98.136112	98.639023
3334.0	100.476586	98.982263	98.303293	98.968103	97.828394	97.907293	98.124893	98.63965
3333.0	100.477714	98.987594	98.288742	98.969905	97.816726	97.900648	98.115227	98.638003
3332.0	100.47796	98.98327	98.276809	98.97153	97.810151	97.897569	98.110515	98.634419
3331.0	100.473794	98.965652	98.267911	98.967894	97.810023	97.897238	98.10931	98.626525
3330.0	100.463506	98.939633	98.260307	98.959767	97.811941	97.896214	98.10483	98.611115
3329.0	100.451437	98.919159	98.255123	98.95568	97.810068	97.892515	98.095052	98.591574
3328.0	100.447188	98.917579	98.257088	98.965045	97.802479	97.887193	98.087931	98.578796
3327.0	100.456171	98.934258	98.26769	98.987412	97.791087	97.881467	98.091606	98.580539
3326.0	100.472287	98.953736	98.280344	99.010322	97.778413	97.874922	98.102474	98.591643
3325.0	100.48418	98.961186	98.285997	99.019912	97.766245	97.867328	98.108575	98.599134
3324.0	100.488149	98.956153	98.282138	99.013176	97.75577	97.859422	98.103197	98.596496
3323.0	100.490391	98.94789	98.272807	98.998698	97.746746	97.850528	98.089883	98.588545
3322.0	100.495766	98.940279	98.260589	98.986243	97.73724	97.838115	98.074359	98.581247
3321.0	100.49941	98.927501	98.242937	98.977602	97.72587	97.821857	98.057123	98.571507
3320.0	100.492701	98.904113	98.217111	98.967486	97.713636	97.805912	98.035562	98.550937
3319.0	100.474697	98.87363	98.185324	98.951178	97.702201	97.794555	98.00906	98.517868
3318.0	100.45388	98.844897	98.153304	98.929862	97.691148	97.786738	97.979288	98.481371
3317.0	100.439447	98.823693	98.125996	98.909123	97.678433	97.777441	97.948229	98.452551
3316.0	100.43415	98.810444	98.106175	98.893923	97.662975	97.763674	97.918941	98.434735
3315.0	100.435335	98.803373	98.094949	98.885454	97.645546	97.747106	97.896659	98.42366
3314.0	100.439534	98.800914	98.090865	98.881641	97.627413	97.731146	97.885492	98.415058
3313.0	100.444147	98.801799	98.088939	98.879192	97.609161	97.717259	97.883024	98.408763
3312.0	100.446307	98.804388	98.082853	98.875165	97.590655	97.704291	97.879962	98.405097
3311.0	100.442693	98.805326	98.069245	98.868269	97.571445	97.690194	97.866862	98.400177
3310.0	100.43174	98.798604	98.049679	98.859876	97.551171	97.674128	97.841592	98.387538
3309.0	100.416162	98.77847	98.028267	98.853033	97.529498	97.657018	97.809958	98.364579
3308.0	100.402556	98.745447	98.007513	98.849108	97.505211	97.639575	97.779267	98.335762
3307.0	100.396997	98.708117	97.986234	98.845455	97.476141	97.619995	97.752172	98.308379
3306.0	100.399785	98.676562	97.960956	98.837321	97.44166	97.595101	97.726845	98.285437
3305.0	100.404578	98.654224	97.929319	98.822063	97.405093	97.564281	97.701332	98.263323
3304.0	100.403652	98.637696	97.893052	98.801104	97.371614	97.530882	97.675676	98.236663
3303.0	100.394612	98.623543	97.85856	98.778673	97.343184	97.499083	97.650396	98.205333
3302.0	100.382101	98.612406	97.83376	98.759907	97.317381	97.470893	97.625312	98.17596
3301.0	100.373111	98.605324	97.821706	98.749195	97.291516	97.446553	97.600537	98.15559
3300.0	100.370742	98.598532	97.815761	98.747639	97.265508	97.425493	97.576678	98.143938
3299.0	100.372183	98.585206	97.802977	98.751039	97.239643	97.405286	97.553219	98.133278
3298.0	100.372356	98.56294	97.775376	98.752092	97.212293	97.381969	97.528517	98.116474
3297.0	100.369595	98.537456	97.738295	98.746089	97.182251	97.353948	97.502675	98.093675
3296.0	100.367692	98.51752	97.70551	98.734367	97.151786	97.324499	97.47892	98.0703
3295.0	100.371727	98.506954	97.685693	98.721961	97.124909	97.298258	97.460243	98.050257
3294.0	100.381691	98.502839	97.675541	98.713026	97.102886	97.276044	97.44531	98.033315
3293.0	100.391144	98.500417	97.666062	98.708827	97.082962	97.255213	97.429208	98.017768
3292.0	100.393183	98.497437	97.652461	98.708334	97.06131	97.234369	97.408184	98.002522
3291.0	100.387505	98.493496	97.636199	98.709018	97.036402	97.215229	97.382881	97.986489
3290.0	100.38062	98.487469	97.619929	98.70766	97.010072	97.199593	97.356941	97.968777
3289.0	100.379264	98.47745	97.604003	98.702104	96.986172	97.186629	97.333058	97.950697
3288.0	100.384558	98.462638	97.587953	98.692894	96.967665	97.174054	97.310736	97.935642
3287.0	100.392127	98.443991	97.572659	98.682564	96.954173	97.160764	97.287881	97.925326
3286.0	100.396037	98.422951	97.559124	98.672614	96.942448	97.147337	97.264074	97.916754
3285.0	100.391928	98.40026	97.545241	98.661144	96.929279	97.134374	97.241044	97.903752
3284.0	100.378341	98.376517	97.525457	98.644308	96.913255	97.120988	97.219633	97.88152
3283.0	100.357709	98.354128	97.495979	98.621312	96.894165	97.105147	97.198509	97.850337
3282.0	100.3363	98.338079	97.461217	98.597975	96.872507	97.085587	97.17787	97.816142
3281.0	100.320955	98.332773	97.432769	98.583467	96.850098	97.063287	97.162493	97.78738
3280.0	100.314193	98.336376	97.418911	98.581769	96.829673	97.040817	97.157364	97.769451
3279.0	100.313019	98.339739	97.415552	98.587355	96.812806	97.020391	97.160569	97.761417
3278.0	100.313364	98.334103	97.410576	98.591203	96.798975	97.003014	97.164013	97.758643
3277.0	100.314913	98.320253	97.397263	98.590424	96.786749	96.989018	97.161811	97.758252
3276.0	100.320313	98.307607	97.380392	98.589688	96.774664	96.978184	97.155047	97.760781
3275.0	100.330102	98.303352	97.368538	98.593249	96.761067	96.969195	97.147416	97.76678
3274.0	100.340194	98.304473	97.364037	98.598302	96.744953	96.96	97.139407	97.773674
3273.0	100.344738	98.300966	97.362513	98.597288	96.727391	96.948922	97.128435	97.776237
3272.0	100.340282	98.284207	97.358789	98.584644	96.710405	96.934677	97.111964	97.768628
3271.0	100.32728	98.2519	97.350082	98.560602	96.693969	96.91582	97.088814	97.746292
3270.0	100.30976	98.20917	97.335464	98.530862	96.675751	96.891902	97.0597	97.708748
3269.0	100.294416	98.167692	97.315551	98.503959	96.654278	96.865429	97.028035	97.662119
3268.0	100.287523	98.140179	97.292095	98.486425	96.630669	96.840909	96.997857	97.617406
3267.0	100.289843	98.130686	97.265872	98.477913	96.606958	96.821201	96.969411	97.584271
3266.0	100.295025	98.130238	97.236103	98.471998	96.584592	96.805846	96.939248	97.56569
3265.0	100.295372	98.124736	97.203962	98.463579	96.564796	96.79297	96.906367	97.557488
3264.0	100.289608	98.107471	97.175226	98.454521	96.547849	96.780821	96.875723	97.551802
3263.0	100.283691	98.082929	97.156762	98.450352	96.531277	96.767057	96.853186	97.541969
3262.0	100.283961	98.060295	97.150685	98.452775	96.51125	96.748984	96.839168	97.526901
3261.0	100.290603	98.046032	97.153438	98.457874	96.487015	96.726166	96.829363	97.511328
3260.0	100.297452	98.040825	97.159044	98.460639	96.461818	96.701307	96.819257	97.499536
3259.0	100.296732	98.039404	97.160772	98.45856	96.438302	96.676955	96.805355	97.488469
3258.0	100.284486	98.032831	97.151149	98.450877	96.415345	96.652582	96.784542	97.469652
3257.0	100.26388	98.014408	97.124872	98.437255	96.390748	96.626341	96.756203	97.439355
3256.0	100.244077	97.985225	97.083679	98.418349	96.364679	96.598532	96.723883	97.404225
3255.0	100.233799	97.95295	97.036648	98.395995	96.338501	96.571473	96.691468	97.374416
3254.0	100.23415	97.924992	96.994212	98.371838	96.312275	96.546643	96.658524	97.352651
3253.0	100.238066	97.903805	96.961872	98.347107	96.285619	96.523604	96.622901	97.332696
3252.0	100.237061	97.887937	96.938811	98.324343	96.259751	96.501533	96.587133	97.307966
3251.0	100.227648	97.874873	96.920469	98.307398	96.236589	96.480347	96.557932	97.278826
3250.0	100.211737	97.862325	96.901685	98.297936	96.216376	96.459951	96.538276	97.250802
3249.0	100.193579	97.84864	96.878932	98.292418	96.197541	96.439311	96.522895	97.227472
3248.0	100.1777	97.832564	96.85123	98.284028	96.178087	96.416791	96.502982	97.206803
3247.0	100.167266	97.811924	96.819564	98.267851	96.15612	96.391425	96.473584	97.184417
3246.0	100.161618	97.78379	96.785873	98.244021	96.130093	96.363953	96.436051	97.159052
3245.0	100.156396	97.74874	96.752841	98.216954	96.099853	96.336455	96.39603	97.133365
3244.0	100.148692	97.714612	96.72391	98.193057	96.067053	96.310508	96.360711	97.10955
3243.0	100.141731	97.692018	96.702104	98.178509	96.033968	96.285791	96.335645	97.086272
3242.0	100.141641	97.683774	96.687844	98.176105	96.00235	96.26082	96.320806	97.061165
3241.0	100.149044	97.680425	96.677347	98.181679	95.973058	96.234617	96.308904	97.034234
3240.0	100.156207	97.668241	96.663228	98.184583	95.945233	96.206999	96.289183	97.006372
3239.0	100.154096	97.641711	96.638314	98.175116	95.916011	96.177721	96.254941	96.976208
3238.0	100.141199	97.607761	96.601237	98.153165	95.883039	96.146275	96.208693	96.942068
3237.0	100.124265	97.578474	96.558827	98.128197	95.847544	96.112265	96.16048	96.906895
3236.0	100.111497	97.560251	96.521341	98.109373	95.813053	96.075491	96.120495	96.877253
3235.0	100.106352	97.549178	96.494209	98.096988	95.780908	96.036615	96.092016	96.856191
3234.0	100.106956	97.53559	96.474922	98.0852	95.749219	95.998584	96.070077	96.839806
3233.0	100.109094	97.512627	96.457427	98.07128	95.716243	95.965517	96.046214	96.821738
3232.0	100.108796	97.480756	96.437345	98.058439	95.682119	95.937899	96.014705	96.798121
3231.0	100.103563	97.445064	96.412602	98.049014	95.646848	95.910142	95.97562	96.767195
3230.0	100.093244	97.410038	96.382263	98.038876	95.6095	95.875782	95.93361	96.728493
3229.0	100.08055	97.377649	96.347332	98.021769	95.570692	95.834801	95.89401	96.685698
3228.0	100.069963	97.348554	96.311238	97.997869	95.533277	95.793167	95.859066	96.647428
3227.0	100.064995	97.322787	96.27722	97.97506	95.499077	95.75561	95.827299	96.620873
3226.0	100.066012	97.299742	96.246201	97.961384	95.467014	95.722128	95.79653	96.605142
3225.0	100.071009	97.279624	96.218933	97.958029	95.435477	95.691514	95.76687	96.593392
3224.0	100.078458	97.264913	96.1983	97.960033	95.404095	95.664084	95.739856	96.580393
3223.0	100.088603	97.258057	96.18601	97.961891	95.372036	95.639267	95.715259	96.565126
3222.0	100.101435	97.25674	96.177269	97.960976	95.337306	95.613676	95.690594	96.547082
3221.0	100.114112	97.253032	96.162333	97.956135	95.299721	95.584092	95.663854	96.52399
3220.0	100.121748	97.238678	96.135169	97.945027	95.262394	95.550694	95.63511	96.494425
3219.0	100.121093	97.211174	96.099018	97.92475	95.228072	95.515735	95.60497	96.460189
3218.0	100.112403	97.174595	96.062136	97.895774	95.195434	95.480695	95.572983	96.424517
3217.0	100.097267	97.135709	96.029566	97.864596	95.160694	95.446204	95.538234	96.389127
3216.0	100.076405	97.099996	96.000611	97.841144	95.121596	95.412938	95.500452	96.354044
3215.0	100.051742	97.070239	95.972976	97.832308	95.078622	95.380632	95.460501	96.319673
3214.0	100.030001	97.04696	95.946469	97.836935	95.033906	95.347215	95.421116	96.2881
3213.0	100.02084	97.029012	95.921714	97.846326	94.99043	95.310477	95.386817	96.262066
3212.0	100.028948	97.013717	95.897298	97.849588	94.950907	95.270204	95.360472	96.242158
3211.0	100.048716	96.997522	95.870722	97.840063	94.91584	95.228208	95.338978	96.224578
3210.0	100.068602	96.978203	95.842068	97.818923	94.882998	95.187127	95.314506	96.202672
3209.0	100.080666	96.956774	95.814089	97.793319	94.849311	95.149197	95.281324	96.172083
3208.0	100.084282	96.935482	95.787097	97.769801	94.812498	95.114382	95.239649	96.134275
3207.0	100.081198	96.912855	95.755764	97.748692	94.771032	95.079175	95.191868	96.093845
3206.0	100.070735	96.882696	95.713885	97.725251	94.724319	95.038906	95.13791	96.052706
3205.0	100.052235	96.840692	95.662118	97.696369	94.673333	94.991925	95.077112	96.00849
3204.0	100.0299	96.791409	95.608382	97.665196	94.619325	94.940079	95.012957	95.958975
3203.0	100.011321	96.745622	95.559682	97.638881	94.561632	94.884967	94.95211	95.906216
3202.0	100.000745	96.709558	95.515209	97.622244	94.49856	94.826024	94.897861	95.854494
3201.0	99.996131	96.678796	95.46841	97.613359	94.430795	94.763257	94.846289	95.804746
3200.0	99.99346	96.644222	95.414594	97.604088	94.362004	94.699508	94.790181	95.753491
3199.0	99.991914	96.602706	95.355726	97.585378	94.295724	94.638226	94.726552	95.698914
3198.0	99.993651	96.559973	95.298774	97.554394	94.233209	94.580133	94.659796	95.646385
3197.0	99.999954	96.523096	95.249732	97.517734	94.173666	94.523173	94.597053	95.60431
3196.0	100.008852	96.49181	95.207834	97.486047	94.113972	94.464577	94.540242	95.572916
3195.0	100.015541	96.458271	95.16491	97.464081	94.048674	94.402156	94.483467	95.539938
3194.0	100.014316	96.414786	95.111712	97.44665	93.974011	94.334984	94.419021	95.490805
3193.0	100.001756	96.360633	95.045929	97.424767	93.89261	94.263829	94.345105	95.422915
3192.0	99.980118	96.30114	94.97335	97.39418	93.810817	94.189968	94.266151	95.347416
3191.0	99.957028	96.241523	94.90087	97.356938	93.730587	94.113234	94.186447	95.276758
3190.0	99.93986	96.183468	94.829986	97.317002	93.647518	94.032584	94.106165	95.213107
3189.0	99.930063	96.127289	94.758084	97.277316	93.558086	93.948674	94.023822	95.149473
3188.0	99.923724	96.074342	94.683926	97.240487	93.464814	93.863674	93.93967	95.079068
3187.0	99.91695	96.024906	94.609027	97.208518	93.372225	93.777939	93.854823	95.000895
3186.0	99.909043	95.974985	94.533919	97.17998	93.280958	93.689097	93.769048	94.917989
3185.0	99.900945	95.918518	94.455974	97.149415	93.188427	93.595644	93.681592	94.833954
3184.0	99.893408	95.853886	94.372794	97.111928	93.092726	93.49971	93.593445	94.752321
3183.0	99.887845	95.786799	94.286576	97.068528	92.993561	93.405106	93.507185	94.677073
3182.0	99.886616	95.725328	94.202744	97.025521	92.891738	93.314244	93.424387	94.610849
3181.0	99.890079	95.67232	94.123694	96.988355	92.790041	93.227676	93.343652	94.551727
3180.0	99.894194	95.623089	94.04579	96.956796	92.692587	93.144503	93.26111	94.49308
3179.0	99.893256	95.570199	93.964283	96.926217	92.60093	93.061933	93.173291	94.428506
3178.0	99.885076	95.510099	93.87994	96.892291	92.512233	92.976492	93.080345	94.357032
3177.0	99.87187	95.44529	93.797868	96.85334	92.422983	92.887617	92.985716	94.281944
3176.0	99.856456	95.380674	93.720003	96.809373	92.332691	92.79878	92.891506	94.204845
3175.0	99.840082	95.31863	93.642635	96.761827	92.242297	92.713479	92.795566	94.124193
3174.0	99.824561	95.257785	93.562718	96.715141	92.151163	92.631192	92.695473	94.040969
3173.0	99.813539	95.195653	93.482745	96.67563	92.058001	92.548582	92.594272	93.9618
3172.0	99.809052	95.131503	93.406364	96.645805	91.963335	92.463734	92.498867	93.892482
3171.0	99.808232	95.067001	93.332524	96.620753	91.869069	92.377894	92.412821	93.830472
3170.0	99.806389	95.005342	93.258667	96.593136	91.776556	92.293719	92.334294	93.768484
3169.0	99.803301	94.949885	93.187898	96.561847	91.686433	92.212985	92.261195	93.704593
3168.0	99.80368	94.902274	93.127312	96.533126	91.59902	92.13556	92.193741	93.643643
3167.0	99.810458	94.861052	93.078411	96.512545	91.513696	92.059863	92.129738	93.588097
3166.0	99.81975	94.822657	93.03311	96.498352	91.429191	91.984454	92.061673	93.532807
3165.0	99.82411	94.784129	92.980154	96.483745	91.345339	91.909137	91.982792	93.471181
3164.0	99.819923	94.744194	92.912737	96.463346	91.262882	91.833894	91.894865	93.402539
3163.0	99.810482	94.701829	92.830597	96.436002	91.180718	91.757258	91.80709	93.330596
3162.0	99.802283	94.655081	92.739603	96.403101	91.095521	91.677301	91.727451	93.257687
3161.0	99.798587	94.601883	92.650329	96.36629	91.005501	91.594198	91.655939	93.183457
3160.0	99.795428	94.541238	92.571772	96.326161	90.912849	91.510087	91.584516	93.106962
3159.0	99.783653	94.473801	92.503081	96.282184	90.821194	91.426282	91.502735	93.027336
3158.0	99.75733	94.403047	92.434551	96.235052	90.732288	91.342567	91.406112	92.944494
3157.0	99.722059	94.335931	92.359443	96.189638	90.646122	91.259528	91.301332	92.861854
3156.0	99.693052	94.279234	92.281804	96.152892	90.561924	91.17894	91.201334	92.785952
3155.0	99.681941	94.232703	92.209488	96.126208	90.476963	91.100158	91.112876	92.719446
3154.0	99.685812	94.187127	92.142126	96.101307	90.385994	91.01782	91.030294	92.655361
3153.0	99.691574	94.131676	92.070209	96.066959	90.284301	90.925306	90.943318	92.582067
3152.0	99.690521	94.062988	91.985464	96.019987	90.171246	90.820369	90.848702	92.494654
3151.0	99.685399	93.985478	91.888684	95.967363	90.050098	90.706443	90.750697	92.399015
3150.0	99.683045	93.903762	91.787011	95.917268	89.925088	90.588825	90.651502	92.304204
3149.0	99.684407	93.817823	91.686157	95.87071	89.798912	90.470325	90.546158	92.213034
3148.0	99.684573	93.726524	91.586398	95.823292	89.67152	90.350133	90.428709	92.121289
3147.0	99.67999	93.633436	91.484878	95.773243	89.540368	90.225863	90.300581	92.024512
3146.0	99.672012	93.546372	91.380418	95.724851	89.402976	90.096152	90.16979	91.923402
3145.0	99.663712	93.469896	91.27524	95.683064	89.259797	89.961174	90.041545	91.821814
3144.0	99.656064	93.398651	91.171363	95.645817	89.113497	89.82118	89.911242	91.72024
3143.0	99.648017	93.319708	91.065903	95.603495	88.965238	89.675802	89.76856	91.613098
3142.0	99.638701	93.223481	90.951724	95.546995	88.813157	89.525272	89.608808	91.493729
3141.0	99.628517	93.112687	90.823564	95.475923	88.654449	89.370574	89.438759	91.361132
3140.0	99.618446	92.999081	90.682726	95.398142	88.487023	89.210946	89.269795	91.219945
3139.0	99.608677	92.890721	90.535637	95.321828	88.30917	89.042577	89.10621	91.074249
3138.0	99.598101	92.783939	90.388803	95.249363	88.120117	88.861824	88.942033	90.923926
3137.0	99.585837	92.668858	90.244809	95.178746	87.921567	88.668941	88.768619	90.767842
3136.0	99.573606	92.540856	90.101214	95.108512	87.71668	88.467041	88.582738	90.608149
3135.0	99.565281	92.404364	89.952595	95.039194	87.507196	88.258814	88.387167	90.449299
3134.0	99.562253	92.26637	89.795079	94.970456	87.293479	88.046497	88.186272	90.293234
3133.0	99.559424	92.128941	89.629392	94.898596	87.076739	87.833101	87.982165	90.136494
3132.0	99.54813	91.988721	89.458426	94.81803	86.857905	87.619535	87.773161	89.971862
3131.0	99.524674	91.842109	89.282269	94.725702	86.634137	87.400731	87.554995	89.793167
3130.0	99.495127	91.689809	89.097926	94.624376	86.400124	87.168618	87.325256	89.600073
3129.0	99.470076	91.536432	88.904212	94.521338	86.153948	86.920007	87.087028	89.398842
3128.0	99.454624	91.385499	88.704413	94.422958	85.898682	86.659116	86.84581	89.197321
3127.0	99.444737	91.23434	88.502939	94.329929	85.637492	86.392233	86.602062	88.998354
3126.0	99.433483	91.074467	88.300846	94.237753	85.37057	86.122949	86.349658	88.798309
3125.0	99.418683	90.897954	88.095128	94.140909	85.098156	85.852875	86.08321	88.590997
3124.0	99.402472	90.70366	87.880795	94.035471	84.822721	85.582912	85.804593	88.37139
3123.0	99.384894	90.497461	87.653858	93.919397	84.545476	85.311439	85.520693	88.137415
3122.0	99.362313	90.287716	87.415328	93.793991	84.263341	85.033827	85.237127	87.892656
3121.0	99.333849	90.081227	87.173437	93.665803	83.972172	84.746228	84.955869	87.647703
3120.0	99.305856	89.881703	86.938961	93.543456	83.671435	84.448694	84.676023	87.413677
3119.0	99.286142	89.68919	86.715897	93.429762	83.363779	84.143406	84.393708	87.191183
3118.0	99.27478	89.500191	86.497527	93.318446	83.051633	83.831592	84.10292	86.968258
3117.0	99.264109	89.309517	86.272605	93.201002	82.736124	83.513842	83.800155	86.732156
3116.0	99.247892	89.112792	86.034341	93.075969	82.418225	83.192309	83.488574	86.481361
3115.0	99.227266	88.907531	85.783428	92.949417	82.099576	82.870961	83.176072	86.224067
3114.0	99.207334	88.693417	85.525708	92.827236	81.783029	82.553822	82.869582	85.968184
3113.0	99.19161	88.473351	85.26938	92.709461	81.472426	82.243213	82.572152	85.716911
3112.0	99.181208	88.253578	85.022277	92.592217	81.16979	81.939006	82.283675	85.471768
3111.0	99.1756	88.040255	84.787969	92.472956	80.872133	81.639393	82.001754	85.234132
3110.0	99.170896	87.834818	84.563367	92.352726	80.573372	81.342761	81.722143	85.002728
3109.0	99.159838	87.633636	84.34111	92.234253	80.270469	81.048188	81.440875	84.773616
3108.0	99.137615	87.432669	84.11506	92.11886	79.965944	80.753559	81.157214	84.544667
3107.0	99.107638	87.231733	83.884256	92.005479	79.663958	80.455156	80.873996	84.317815
3106.0	99.078985	87.034043	83.652698	91.892722	79.366277	80.151564	80.59463	84.095189
3105.0	99.058334	86.842483	83.425314	91.781126	79.072991	79.847136	80.319449	83.874642
3104.0	99.046218	86.656591	83.202877	91.672188	78.784351	79.548643	80.044726	83.65133
3103.0	99.039696	86.472257	82.980577	91.565541	78.499868	79.258303	79.765518	83.423512
3102.0	99.035139	86.28403	82.752814	91.458754	78.217158	78.972146	79.480129	83.195133
3101.0	99.028092	86.088982	82.519498	91.350089	77.93327	78.684872	79.1915	82.971647
3100.0	99.013839	85.889124	82.285951	91.238961	77.646246	78.393714	78.903393	82.75346
3099.0	98.990423	85.689174	82.056384	91.122842	77.354881	78.09753	78.616011	82.534518
3098.0	98.960467	85.491196	81.829571	90.996871	77.058879	77.79548	78.326696	82.307894
3097.0	98.929404	85.29234	81.601805	90.859761	76.760286	77.48819	78.034205	82.07254
3096.0	98.902453	85.088904	81.372333	90.71903	76.462943	77.178286	77.740575	81.834394
3095.0	98.88272	84.8817	81.144245	90.586886	76.169136	76.868254	77.449137	81.601072
3094.0	98.870109	84.675427	80.920563	90.469791	75.877963	76.55865	77.162145	81.375345
3093.0	98.861249	84.473105	80.700732	90.363531	75.587417	76.248819	76.87966	81.153063
3092.0	98.851852	84.273793	80.481464	90.25875	75.296422	75.938256	76.598819	80.927212
3091.0	98.840138	84.076701	80.261139	90.149815	75.00462	75.627185	76.314804	80.695237
3090.0	98.827352	83.884836	80.042924	90.037939	74.712679	75.317116	76.024929	80.463169
3089.0	98.814779	83.701952	79.832024	89.927218	74.423984	75.010946	75.731838	80.241292
3088.0	98.801564	83.527478	79.629293	89.81929	74.143822	74.711326	75.441206	80.034665
3087.0	98.786082	83.357924	79.429701	89.712068	73.875308	74.419179	75.15726	79.839045
3086.0	98.76821	83.19336	79.229298	89.603121	73.61734	74.134982	74.882674	79.647534
3085.0	98.749273	83.039247	79.032243	89.493653	73.367811	73.86102	74.621214	79.459699
3084.0	98.730649	82.900684	78.84807	89.388764	73.127667	73.600826	74.376446	79.281902
3083.0	98.713419	82.777621	78.682676	89.294037	72.901051	73.356893	74.147655	79.119977
3082.0	98.698883	82.667337	78.534541	89.212179	72.692763	73.130378	73.930541	78.974445
3081.0	98.688483	82.569344	78.399411	89.142642	72.506239	72.922366	73.722864	78.842716
3080.0	98.683377	82.485402	78.275864	89.083566	72.342501	72.733799	73.526848	78.723055
3079.0	98.684466	82.416067	78.166014	89.033788	72.199869	72.564954	73.34603	78.61562
3078.0	98.692174	82.359795	78.073279	88.993438	72.075552	72.416986	73.183147	78.521716
3077.0	98.705094	82.315232	78.000011	88.962877	71.968481	72.293407	73.041724	78.443346
3076.0	98.718777	82.282864	77.945453	88.941029	71.880499	72.198086	72.925683	78.382643
3075.0	98.72703	82.264892	77.905804	88.925334	71.814884	72.132034	72.835334	78.341188
3074.0	98.725919	82.264796	77.878011	88.914321	71.774279	72.09358	72.766678	78.320054
3073.0	98.717664	82.286099	77.86343	88.91	71.759532	72.080939	72.716941	78.319632
3072.0	98.710318	82.329636	77.865884	88.91661	71.769196	72.092896	72.688815	78.338542
3071.0	98.711886	82.39214	77.886444	88.936613	71.799985	72.127661	72.686908	78.373847
3070.0	98.723662	82.468581	77.922514	88.968522	71.848358	72.182786	72.711478	78.423842
3069.0	98.740052	82.555444	77.971985	89.008565	71.911758	72.255908	72.757495	78.489287
3068.0	98.755711	82.65086	78.035532	89.053656	71.98852	72.34469	72.818774	78.56967
3067.0	98.771373	82.752729	78.113777	89.102928	72.077824	72.447129	72.891434	78.659509
3066.0	98.790614	82.858603	78.204054	89.157205	72.180263	72.563034	72.974316	78.751528
3065.0	98.812215	82.967058	78.301121	89.216721	72.296771	72.693569	73.068067	78.843523
3064.0	98.829479	83.077584	78.400236	89.278585	72.42561	72.837684	73.173958	78.939466
3063.0	98.838206	83.189597	78.499497	89.337603	72.561875	72.990711	73.292382	79.043631
3062.0	98.842644	83.303414	78.60036	89.391718	72.701551	73.148393	73.421878	79.156244
3061.0	98.851839	83.422007	78.70587	89.446286	72.844641	73.310531	73.55957	79.275089
3060.0	98.871546	83.54927	78.81695	89.510141	72.992415	73.478299	73.702261	79.398054
3059.0	98.90064	83.684962	78.930297	89.586184	73.142679	73.64925	73.846954	79.522358
3058.0	98.933281	83.822153	79.040858	89.667552	73.289926	73.817537	73.990673	79.643437
3057.0	98.962503	83.951191	79.146076	89.744112	73.429571	73.978394	74.130565	79.757409
3056.0	98.983296	84.067103	79.246841	89.811211	73.560556	74.130665	74.265112	79.864946
3055.0	98.995064	84.173084	79.345187	89.870743	73.68493	74.276295	74.395609	79.971265
3054.0	99.001326	84.276409	79.442507	89.925762	73.806834	74.419403	74.525249	80.081167
3053.0	99.005991	84.380942	79.538939	89.977076	73.930769	74.564229	74.654815	80.193599
3052.0	99.010683	84.484145	79.632508	90.025063	74.057974	74.710826	74.779443	80.301486
3051.0	99.016839	84.581687	79.719782	90.072261	74.18437	74.853496	74.892205	80.398182
3050.0	99.028572	84.673558	79.799652	90.122435	74.303755	74.986283	74.992331	80.484438
3049.0	99.050067	84.7641	79.876172	90.177356	74.413049	75.109698	75.088261	80.567818
3048.0	99.079814	84.857082	79.955709	90.235356	74.51382	75.229823	75.191053	80.654872
3047.0	99.110274	84.953287	80.04154	90.293554	74.610147	75.351293	75.305723	80.745861
3046.0	99.134358	85.052269	80.13237	90.350989	74.706608	75.473553	75.429466	80.837822
3045.0	99.150318	85.152175	80.224286	90.408255	74.806353	75.593296	75.555183	80.929226
3044.0	99.159656	85.246419	80.311697	90.463511	74.908074	75.707776	75.674419	81.018501
3043.0	99.163088	85.324882	80.388319	90.510613	75.005751	75.815815	75.779559	81.100352
3042.0	99.161205	85.382398	80.451188	90.543615	75.093994	75.917945	75.86765	81.168398
3041.0	99.15771	85.424762	80.503505	90.563182	75.173207	76.015916	75.942714	81.222277
3040.0	99.158636	85.463615	80.550636	90.576579	75.247786	76.110749	76.012334	81.269589
3039.0	99.167206	85.506585	80.59428	90.591029	75.320787	76.201674	76.082097	81.320204
3038.0	99.180441	85.554342	80.634052	90.608924	75.392983	76.288192	76.154217	81.379693
3037.0	99.191278	85.60434	80.673369	90.629458	75.465225	76.371961	76.229128	81.446711
3036.0	99.193635	85.653227	80.718018	90.651697	75.537873	76.45484	76.30492	81.513868
3035.0	99.186056	85.696652	80.767917	90.673828	75.608705	76.536406	76.376228	81.571835
