ν	LD-Alanina No Magnetizada Irradiada Petri	LD-Alanina No Magnetizada  Eppendorf	LD-Alanina Magnetizada Irradiada Petri	LD-Alanina Magnetizada  Eppendorf	LD-Alanina Irradiada No Magnetizada Eppendorf	LD-Alanina Irradiada Magnetizada Eppendorf	LD-Alanina  No Magnetizada Petri	LD-Alanina  Magnetizada Petri
2336.0	99.420265	95.093266	89.520163	95.338137	90.323299	92.20519	89.9379	92.590324
2335.0	99.386791	95.055718	89.509597	95.348217	90.315278	92.19129	89.934582	92.577056
2334.0	99.354216	95.026558	89.497055	95.349114	90.293449	92.160263	89.946913	92.562277
2333.0	99.337293	95.012225	89.500352	95.349174	90.28936	92.121811	89.984812	92.555581
2332.0	99.330205	95.009297	89.531	95.356268	90.312715	92.089411	90.030601	92.558615
2331.0	99.318612	94.997269	89.564318	95.362576	90.325841	92.069013	90.066948	92.564152
2330.0	99.298657	94.990209	89.591118	95.365826	90.324781	92.065811	90.084246	92.562174
2329.0	99.275278	94.987335	89.593984	95.357405	90.275409	92.065143	90.076607	92.545435
2328.0	99.235075	94.981328	89.578278	95.329366	90.19936	92.053727	90.048732	92.517579
2327.0	99.17252	94.944318	89.540208	95.277363	90.111694	92.015492	89.989769	92.475944
2326.0	99.094132	94.872646	89.487852	95.20713	90.039895	91.956603	89.910369	92.424233
2325.0	99.030563	94.798571	89.446599	95.147468	90.018637	91.905488	89.834685	92.378274
2324.0	99.002843	94.760409	89.431851	95.126058	90.027125	91.885193	89.794741	92.360327
2323.0	99.008254	94.777207	89.445087	95.152257	90.071404	91.908774	89.801514	92.379425
2322.0	99.028343	94.825576	89.463654	95.201119	90.126728	91.961373	89.826921	92.414367
2321.0	99.044167	94.870292	89.4772	95.236597	90.194848	92.027152	89.848461	92.441346
2320.0	99.052763	94.895652	89.491162	95.249083	90.255877	92.086513	89.856856	92.450539
2319.0	99.057094	94.903526	89.502803	95.250744	90.289663	92.125439	89.86589	92.450333
2318.0	99.062406	94.909888	89.507139	95.260445	90.298527	92.142535	89.882045	92.449251
2317.0	99.069042	94.918217	89.497976	95.278146	90.298621	92.151112	89.91329	92.453126
2316.0	99.07465	94.937563	89.494697	95.302218	90.316134	92.165304	89.958058	92.463597
2315.0	99.079869	94.961836	89.505564	95.329047	90.33692	92.178622	90.006514	92.478707
2314.0	99.087738	94.990186	89.535639	95.358382	90.341857	92.176061	90.04084	92.494618
2313.0	99.102734	95.00493	89.565761	95.377089	90.313757	92.151165	90.051548	92.507513
2312.0	99.118406	94.998518	89.582508	95.372204	90.267833	92.113966	90.041313	92.512517
2311.0	99.124393	94.963752	89.567217	95.341967	90.216468	92.073045	90.014793	92.50185
2310.0	99.110744	94.918967	89.525682	95.306559	90.171055	92.033745	89.976491	92.473912
2309.0	99.083249	94.882571	89.473388	95.287445	90.136165	92.003072	89.934493	92.43857
2308.0	99.054944	94.869857	89.430768	95.290261	90.115552	91.989407	89.900569	92.408637
2307.0	99.039799	94.870115	89.39005	95.300905	90.105967	91.99102	89.876079	92.384716
2306.0	99.03687	94.866388	89.332731	95.303409	90.093318	91.994489	89.850288	92.356915
2305.0	99.035299	94.840507	89.247206	95.290022	90.066396	91.986593	89.812427	92.319757
2304.0	99.023117	94.790936	89.147191	95.261309	90.016391	91.959939	89.76025	92.277533
2303.0	99.00105	94.724684	89.049229	95.21795	89.946624	91.914922	89.698749	92.237365
2302.0	98.978998	94.663236	88.96797	95.165322	89.871614	91.861214	89.63403	92.202633
2301.0	98.96713	94.624165	88.908843	95.115842	89.812025	91.817466	89.574772	92.175367
2300.0	98.965542	94.615647	88.877141	95.087653	89.782015	91.798696	89.529455	92.157376
2299.0	98.967855	94.622668	88.862733	95.087921	89.77398	91.802175	89.50104	92.147597
2298.0	98.964426	94.628541	88.851672	95.105751	89.776494	91.81641	89.48837	92.14368
2297.0	98.950261	94.625858	88.836024	95.11835	89.787889	91.837964	89.489168	92.144857
2296.0	98.92716	94.625616	88.828667	95.111506	89.820899	91.873749	89.501624	92.151841
2295.0	98.908756	94.639548	88.844302	95.090206	89.879209	91.924849	89.519432	92.163149
2294.0	98.908704	94.672947	88.887022	95.070375	89.954096	91.983928	89.540586	92.179086
2293.0	98.927779	94.719314	88.94632	95.061569	90.036447	92.046089	89.570571	92.203367
2292.0	98.947891	94.764615	89.0066	95.060307	90.122298	92.112133	89.616795	92.236996
2291.0	98.951044	94.794883	89.05449	95.062274	90.210666	92.17999	89.674428	92.27189
2290.0	98.936977	94.808741	89.086703	95.071686	90.297881	92.243033	89.731762	92.299375
2289.0	98.922683	94.821477	89.116106	95.0949	90.387474	92.300806	89.783779	92.322055
2288.0	98.923056	94.849503	89.161722	95.126223	90.48338	92.359426	89.835077	92.350075
2287.0	98.938358	94.8945	89.232065	95.152329	90.582875	92.421306	89.888606	92.387755
2286.0	98.957771	94.944775	89.318166	95.169645	90.673599	92.482177	89.942108	92.43141
2285.0	98.970024	94.991829	89.406856	95.189973	90.750273	92.541905	89.994896	92.477874
2284.0	98.971561	95.03444	89.490313	95.223464	90.817945	92.605492	90.048825	92.525742
2283.0	98.969966	95.072874	89.565891	95.264911	90.883018	92.671181	90.103336	92.571063
2282.0	98.981225	95.107132	89.63244	95.301668	90.943663	92.726614	90.157197	92.61082
2281.0	99.015542	95.14273	89.692501	95.328866	90.997208	92.762544	90.214139	92.648736
2280.0	99.063525	95.184025	89.747741	95.34953	91.043686	92.780425	90.273745	92.686371
2279.0	99.100305	95.221186	89.791489	95.365536	91.08029	92.784091	90.320869	92.712697
2278.0	99.109563	95.236238	89.814247	95.378351	91.09979	92.774452	90.337094	92.716201
2277.0	99.09917	95.227093	89.818914	95.393762	91.100531	92.75713	90.325484	92.706338
2276.0	99.09007	95.21359	89.819557	95.415648	91.091079	92.742935	90.306907	92.70554
2275.0	99.091645	95.210498	89.81899	95.435418	91.076308	92.733341	90.290868	92.718105
2274.0	99.093886	95.207919	89.802117	95.439517	91.052017	92.716313	90.265352	92.723292
2273.0	99.083242	95.186195	89.755987	95.426293	91.011059	92.681014	90.21871	92.702806
2272.0	99.060364	95.143515	89.688663	95.405817	90.952252	92.629033	90.156534	92.661064
2271.0	99.040557	95.096865	89.619715	95.38312	90.879051	92.566908	90.090289	92.613895
2270.0	99.038914	95.062505	89.561769	95.354312	90.798794	92.498781	90.024133	92.572271
2269.0	99.05769	95.044778	89.516899	95.321676	90.724856	92.431805	89.959897	92.542042
2268.0	99.08603	95.040074	89.483016	95.298767	90.669582	92.378673	89.904518	92.52504
2267.0	99.109137	95.041407	89.457355	95.292919	90.636404	92.349207	89.866449	92.51384
2266.0	99.117549	95.040547	89.440441	95.293	90.625814	92.345693	89.85176	92.497696
2265.0	99.112196	95.034154	89.440915	95.284347	90.643496	92.367908	89.865602	92.480626
2264.0	99.103703	95.030764	89.471935	95.270518	90.694916	92.415303	89.910382	92.483552
2263.0	99.104486	95.045568	89.538572	95.269811	90.773152	92.48239	89.980456	92.521429
2262.0	99.115009	95.084897	89.632676	95.290694	90.866769	92.561606	90.066333	92.586462
2261.0	99.119254	95.138454	89.741093	95.319726	90.975894	92.651574	90.160492	92.65749
2260.0	99.101742	95.189424	89.853448	95.337431	91.103872	92.753621	90.25516	92.720376
2259.0	99.071776	95.235245	89.967209	95.344962	91.24301	92.862131	90.344168	92.779465
2258.0	99.061766	95.293165	90.090797	95.369367	91.37981	92.96773	90.437411	92.855851
2257.0	99.0923	95.380289	90.239749	95.437753	91.516755	93.071227	90.563029	92.97253
2256.0	99.14575	95.487614	90.417653	95.545836	91.666415	93.18183	90.734225	93.129669
2255.0	99.184386	95.583251	90.602137	95.657131	91.825525	93.301104	90.922365	93.295864
2254.0	99.191781	95.647061	90.761254	95.736835	91.975557	93.420169	91.082654	93.433343
2253.0	99.183706	95.692706	90.882541	95.780285	92.109372	93.533085	91.203305	93.529884
2252.0	99.180353	95.748127	90.978139	95.805462	92.239369	93.640819	91.307664	93.597077
2251.0	99.184264	95.821167	91.063765	95.827204	92.370574	93.74029	91.413257	93.646567
2250.0	99.189549	95.897442	91.147874	95.850808	92.489644	93.823729	91.514373	93.685917
2249.0	99.197555	95.964057	91.235861	95.883004	92.586	93.891086	91.603093	93.730479
2248.0	99.21203	96.022171	91.329415	95.932017	92.668107	93.951051	91.681154	93.794644
2247.0	99.228431	96.076807	91.421084	95.994151	92.74883	94.007418	91.747426	93.870645
2246.0	99.238744	96.128842	91.505046	96.05347	92.829761	94.056526	91.797397	93.936786
2245.0	99.24179	96.175782	91.589403	96.097711	92.907856	94.099285	91.837827	93.987058
2244.0	99.238919	96.209761	91.680842	96.125672	92.98307	94.142978	91.881303	94.033392
2243.0	99.225464	96.218446	91.76249	96.138974	93.05358	94.189514	91.925423	94.07965
2242.0	99.198776	96.202472	91.811491	96.139566	93.115839	94.233786	91.961001	94.117801
2241.0	99.17294	96.188715	91.838599	96.138362	93.174174	94.274105	92.0003	94.151735
2240.0	99.172725	96.207581	91.883708	96.152029	93.235532	94.312171	92.069315	94.199223
2239.0	99.209146	96.256292	91.96634	96.183875	93.2931	94.344501	92.167474	94.264082
2238.0	99.26694	96.301855	92.063961	96.217981	93.332356	94.367687	92.260565	94.328795
2237.0	99.316177	96.3213	92.145118	96.238591	93.356773	94.389659	92.31874	94.379199
2236.0	99.331275	96.321048	92.200042	96.245964	93.387119	94.419732	92.338964	94.4133
2235.0	99.302558	96.315857	92.231663	96.247467	93.43031	94.450328	92.330036	94.423463
2234.0	99.242222	96.311878	92.243135	96.244872	93.469405	94.466541	92.30563	94.400528
2233.0	99.1828	96.317458	92.247779	96.240485	93.491816	94.471525	92.296038	94.364751
2232.0	99.158417	96.346428	92.268085	96.246143	93.506933	94.48264	92.332373	94.36033
2231.0	99.178625	96.396101	92.310285	96.272735	93.527561	94.504398	92.407994	94.40297
2230.0	99.223619	96.438815	92.358584	96.313397	93.554309	94.526964	92.482859	94.459667
2229.0	99.267415	96.450593	92.404913	96.346662	93.587694	94.550034	92.534609	94.497136
2228.0	99.300673	96.438275	92.462897	96.357533	93.635512	94.58371	92.577974	94.52478
2227.0	99.328122	96.427305	92.539076	96.350916	93.696199	94.624003	92.626877	94.569042
2226.0	99.351878	96.433463	92.611678	96.344111	93.751902	94.652546	92.669576	94.627558
2225.0	99.366395	96.456022	92.654499	96.3486	93.789213	94.665458	92.693268	94.673015
2224.0	99.367181	96.487439	92.666791	96.360056	93.813275	94.679552	92.703825	94.68842
2223.0	99.356353	96.519043	92.666661	96.368362	93.834203	94.704755	92.708873	94.679118
2222.0	99.338084	96.544316	92.670614	96.3769	93.855569	94.732823	92.708678	94.660968
2221.0	99.312648	96.563448	92.689329	96.401919	93.881902	94.758337	92.712724	94.651048
2220.0	99.277205	96.578782	92.725117	96.445078	93.919068	94.787742	92.735262	94.658181
2219.0	99.233197	96.585127	92.762968	96.478442	93.960147	94.821285	92.766302	94.672155
2218.0	99.193582	96.575838	92.782408	96.474333	93.988614	94.847786	92.780195	94.675938
2217.0	99.178958	96.558498	92.787026	96.444492	94.00161	94.863858	92.781478	94.675062
2216.0	99.199167	96.549721	92.801949	96.428327	94.012427	94.878268	92.804552	94.695304
2215.0	99.238761	96.554162	92.834144	96.4422	94.026371	94.892854	92.855002	94.742627
2214.0	99.269237	96.566533	92.86112	96.463707	94.035254	94.900107	92.891764	94.78857
2213.0	99.279365	96.593993	92.871104	96.471169	94.039431	94.902424	92.887249	94.808257
2212.0	99.285222	96.651769	92.886153	96.474754	94.050435	94.910399	92.866942	94.810086
2211.0	99.304248	96.729906	92.926417	96.495728	94.065639	94.919474	92.865296	94.812317
2210.0	99.329062	96.788348	92.976605	96.533908	94.066183	94.913764	92.877828	94.813188
2209.0	99.339049	96.797393	93.010501	96.571553	94.049238	94.896742	92.884058	94.803462
2208.0	99.332448	96.76488	93.028153	96.596794	94.036972	94.890643	92.886103	94.788546
2207.0	99.330505	96.713701	93.044306	96.609025	94.042491	94.899604	92.894403	94.777468
2206.0	99.346608	96.654781	93.056203	96.610784	94.051083	94.901468	92.900014	94.765597
2205.0	99.36531	96.595645	93.048819	96.60688	94.046772	94.884169	92.890212	94.747492
2204.0	99.361563	96.553422	93.023687	96.603547	94.034128	94.862765	92.873567	94.733356
2203.0	99.334025	96.541434	93.002164	96.599655	94.021443	94.850585	92.867335	94.735427
2202.0	99.308786	96.557365	93.004378	96.58795	94.004524	94.840035	92.876785	94.749725
2201.0	99.310518	96.595612	93.034929	96.570888	93.979912	94.822821	92.900881	94.76497
2200.0	99.336365	96.652969	93.079773	96.561719	93.954283	94.804306	92.935212	94.777324
2199.0	99.36009	96.709826	93.109848	96.562608	93.930305	94.787036	92.955854	94.784849
2198.0	99.357671	96.727409	93.101271	96.557999	93.902713	94.763482	92.928248	94.781268
2197.0	99.32606	96.685381	93.060532	96.540103	93.876375	94.735525	92.851011	94.766291
2196.0	99.280027	96.610644	93.016226	96.523711	93.866462	94.718355	92.766292	94.747438
2195.0	99.236594	96.551654	92.980899	96.521713	93.872334	94.714986	92.711126	94.722622
2194.0	99.205643	96.533106	92.940109	96.522702	93.872593	94.707893	92.685072	94.679007
2193.0	99.190699	96.544453	92.883861	96.510164	93.852892	94.683968	92.676577	94.619248
2192.0	99.190235	96.558049	92.824866	96.490003	93.817269	94.647718	92.685242	94.568801
2191.0	99.196338	96.548843	92.776393	96.48005	93.768554	94.605175	92.699089	94.545291
2190.0	99.198607	96.511536	92.736645	96.48367	93.70445	94.557592	92.685367	94.54069
2189.0	99.194625	96.469097	92.706612	96.492488	93.637846	94.51429	92.630787	94.544803
2188.0	99.193732	96.449226	92.698525	96.504158	93.590443	94.485988	92.563461	94.562368
2187.0	99.205931	96.445846	92.71176	96.516607	93.559175	94.462467	92.512332	94.590491
2186.0	99.23003	96.425708	92.722934	96.514807	93.521256	94.425067	92.474366	94.602479
2185.0	99.257594	96.381386	92.715267	96.488938	93.480981	94.3844	92.443539	94.578175
2184.0	99.285163	96.34955	92.697417	96.46161	93.474254	94.372928	92.437427	94.535967
2183.0	99.31448	96.35874	92.678955	96.469434	93.509418	94.39242	92.46437	94.511964
2182.0	99.34122	96.385766	92.649525	96.513418	93.537787	94.401526	92.492366	94.515846
2181.0	99.352749	96.387159	92.59851	96.550322	93.506151	94.366122	92.483011	94.523325
2180.0	99.340964	96.352416	92.535213	96.542229	93.413657	94.292344	92.436083	94.504294
2179.0	99.311919	96.302114	92.475592	96.497289	93.299786	94.202712	92.375551	94.44709
2178.0	99.28036	96.25364	92.427766	96.452133	93.203653	94.11357	92.314056	94.364414
2177.0	99.258171	96.212649	92.396591	96.426398	93.14868	94.043678	92.252208	94.284105
2176.0	99.247154	96.181109	92.37696	96.402987	93.135468	94.008224	92.189286	94.223559
2175.0	99.238596	96.151747	92.337252	96.349979	93.132441	93.991099	92.116858	94.170435
2174.0	99.220497	96.107921	92.242553	96.257782	93.096991	93.953003	92.02496	94.101826
2173.0	99.190025	96.046361	92.107553	96.153491	93.017898	93.877842	91.927125	94.017851
2172.0	99.15919	95.985723	91.995884	96.077974	92.916876	93.78528	91.851873	93.93594
2171.0	99.143996	95.938194	91.951621	96.050613	92.806896	93.693638	91.799684	93.859108
2170.0	99.14831	95.88974	91.955831	96.059032	92.680062	93.601118	91.740138	93.778987
2169.0	99.162632	95.823531	91.958862	96.076715	92.541884	93.508914	91.662056	93.707616
2168.0	99.177335	95.745988	91.926687	96.080049	92.421736	93.430969	91.589605	93.670773
2167.0	99.188417	95.672635	91.843147	96.051257	92.33397	93.370953	91.531203	93.662373
2166.0	99.18758	95.604811	91.70137	95.983661	92.256192	93.315	91.450674	93.638281
2165.0	99.158382	95.53933	91.521085	95.894617	92.160007	93.252839	91.316666	93.568646
2164.0	99.095153	95.487462	91.352295	95.821344	92.040993	93.182577	91.152279	93.470383
2163.0	99.025029	95.468683	91.240976	95.795561	91.914205	93.100486	91.015275	93.382158
2162.0	99.003152	95.500821	91.212231	95.833449	91.812224	93.023156	90.962411	93.343182
2161.0	99.077782	95.60481	91.290687	95.94897	91.7901	93.013106	91.042994	93.400333
2160.0	99.248432	95.787693	91.487621	96.146141	91.882651	93.123843	91.266151	93.578448
2159.0	99.453405	95.9993	91.738734	96.379585	92.038499	93.306457	91.539942	93.81505
2158.0	99.609144	96.143817	91.908166	96.55515	92.14747	93.436024	91.708285	93.98064
2157.0	99.671461	96.166292	91.903975	96.605212	92.150388	93.446404	91.695518	93.998655
2156.0	99.655565	96.091506	91.751655	96.542426	92.070849	93.371175	91.559113	93.89524
2155.0	99.601697	95.963617	91.533406	96.421644	91.944816	93.256012	91.385296	93.72399
2154.0	99.538059	95.79786	91.306644	96.281225	91.782403	93.107002	91.202083	93.50907
2153.0	99.477109	95.607579	91.092984	96.137418	91.596076	92.926198	91.003507	93.272391
2152.0	99.428931	95.43221	90.895815	96.007209	91.408904	92.735312	90.794159	93.056049
2151.0	99.40256	95.304878	90.701735	95.908371	91.222383	92.547867	90.581927	92.888389
2150.0	99.396648	95.214117	90.490343	95.841518	91.014229	92.357028	90.366116	92.758488
2149.0	99.40118	95.123679	90.264329	95.789528	90.777957	92.163128	90.15752	92.643576
2148.0	99.410926	95.015978	90.053954	95.735773	90.532904	91.981124	89.978777	92.535567
2147.0	99.427572	94.89564	89.879442	95.674139	90.290493	91.813103	89.826362	92.425033
2146.0	99.44645	94.767709	89.726882	95.603997	90.043546	91.64243	89.663577	92.287739
2145.0	99.452963	94.637803	89.568841	95.525335	89.792175	91.459666	89.468396	92.110754
2144.0	99.437653	94.521038	89.386856	95.437938	89.54624	91.267775	89.257246	91.91268
2143.0	99.404913	94.425321	89.164743	95.339493	89.298994	91.062357	89.045106	91.718205
2142.0	99.361846	94.331353	88.885628	95.227758	89.032134	90.835884	88.815379	91.527724
2141.0	99.30947	94.208422	88.554716	95.109005	88.751623	90.600819	88.550487	91.3267
2140.0	99.252696	94.047331	88.210127	94.998315	88.486622	90.379321	88.265435	91.111728
2139.0	99.209305	93.864802	87.896387	94.905456	88.248202	90.171697	87.991336	90.895195
2138.0	99.196899	93.682256	87.635707	94.825512	88.019516	89.964029	87.747498	90.693506
2137.0	99.213824	93.514458	87.427902	94.748963	87.791129	89.763348	87.543572	90.517353
2136.0	99.242315	93.372806	87.261792	94.676147	87.575085	89.591956	87.38405	90.364778
2135.0	99.268599	93.263891	87.118305	94.614898	87.375859	89.445689	87.253203	90.222505
2134.0	99.29027	93.18299	86.973849	94.566806	87.17612	89.290819	87.115973	90.083837
2133.0	99.305326	93.116182	86.811096	94.522463	86.96329	89.108946	86.951815	89.961044
2132.0	99.305566	93.049315	86.62578	94.469495	86.748448	88.918441	86.773814	89.865477
2131.0	99.284509	92.9727	86.425119	94.401118	86.549703	88.74668	86.603326	89.780595
2130.0	99.245371	92.882322	86.226264	94.318327	86.374072	88.604065	86.442176	89.674016
2129.0	99.198092	92.782237	86.051508	94.227861	86.221285	88.48838	86.281439	89.537291
2128.0	99.15185	92.683107	85.912712	94.137785	86.090759	88.394573	86.123864	89.397509
2127.0	99.11274	92.594788	85.800749	94.053132	85.980045	88.315771	85.984247	89.286415
2126.0	99.085891	92.522226	85.698869	93.976094	85.886598	88.248263	85.874026	89.21261
2125.0	99.075163	92.467339	85.603995	93.909579	85.812707	88.197133	85.793901	89.166507
2124.0	99.078472	92.427894	85.525955	93.857508	85.76033	88.16657	85.736814	89.136178
2123.0	99.08446	92.39377	85.469322	93.821288	85.723478	88.148334	85.693083	89.111422
2122.0	99.077903	92.353525	85.428092	93.799023	85.695865	88.13271	85.657153	89.085392
2121.0	99.053292	92.309794	85.397853	93.788818	85.682713	88.12597	85.633182	89.062426
2120.0	99.022632	92.281453	85.381686	93.789811	85.693688	88.141877	85.630982	89.057378
2119.0	99.00366	92.284257	85.381874	93.798567	85.727621	88.180075	85.655641	89.079603
2118.0	98.998707	92.313519	85.394961	93.807303	85.775762	88.228596	85.703932	89.121536
2117.0	98.991746	92.350818	85.418237	93.808502	85.835688	88.283648	85.767607	89.16671
2116.0	98.97004	92.384619	85.455016	93.801389	85.909131	88.350381	85.834894	89.205305
2115.0	98.940949	92.419432	85.510724	93.793739	85.990543	88.427569	85.894119	89.240242
2114.0	98.919452	92.466362	85.586783	93.798221	86.072761	88.509171	85.945664	89.28283
2113.0	98.906163	92.529007	85.678252	93.825409	86.161522	88.598889	86.007551	89.343807
2112.0	98.890587	92.599017	85.7754	93.875688	86.269253	88.705324	86.098665	89.423931
2111.0	98.873669	92.664607	85.870662	93.935617	86.396029	88.824368	86.218096	89.512882
2110.0	98.871343	92.723731	85.967223	93.984653	86.531468	88.944755	86.350308	89.601461
2109.0	98.89103	92.787289	86.076204	94.009639	86.673221	89.069307	86.486352	89.693007
2108.0	98.91763	92.866691	86.201232	94.015783	86.827024	89.21007	86.627964	89.797156
2107.0	98.931536	92.960817	86.332196	94.024769	86.989641	89.362329	86.77504	89.914842
2106.0	98.931342	93.059409	86.45974	94.060757	87.149635	89.505309	86.923863	90.036422
2105.0	98.929144	93.154693	86.587396	94.132624	87.306122	89.631848	87.075364	90.151955
2104.0	98.930216	93.241982	86.720866	94.225055	87.469281	89.756529	87.229798	90.256329
2103.0	98.929709	93.314456	86.854746	94.309514	87.639922	89.889372	87.375563	90.34886
2102.0	98.928577	93.372179	86.983283	94.369263	87.805431	90.021339	87.500894	90.437754
2101.0	98.941412	93.435762	87.117154	94.413537	87.959537	90.14267	87.616232	90.540828
2100.0	98.982553	93.533109	87.272894	94.463717	88.110842	90.2583	87.746361	90.669156
2099.0	99.047487	93.665798	87.448087	94.527628	88.268732	90.378468	87.898925	90.811629
2098.0	99.111568	93.802684	87.622292	94.594117	88.435663	90.509083	88.059333	90.947085
2097.0	99.148183	93.915305	87.782097	94.652571	88.613941	90.654593	88.21789	91.068932
2096.0	99.150589	94.007033	87.931501	94.708651	88.80264	90.813284	88.380141	91.185389
2095.0	99.137	94.097186	88.078288	94.776074	88.986353	90.966809	88.54542	91.299421
2094.0	99.133105	94.190612	88.225519	94.858441	89.145783	91.092767	88.697952	91.405637
2093.0	99.148787	94.27837	88.376858	94.944292	89.282895	91.19216	88.829337	91.506141
2092.0	99.171221	94.357719	88.533994	95.016722	89.418153	91.287742	88.950913	91.610975
2091.0	99.177981	94.433925	88.686215	95.064252	89.561541	91.393679	89.073806	91.720415
2090.0	99.15491	94.507137	88.817448	95.086271	89.704964	91.505014	89.192867	91.82272
2089.0	99.1059	94.57287	88.928268	95.093196	89.844394	91.617869	89.3005	91.913293
2088.0	99.052363	94.634932	89.038851	95.100491	89.987726	91.738129	89.403397	92.002695
2087.0	99.022665	94.705196	89.166125	95.119762	90.135453	91.864267	89.515635	92.101602
2086.0	99.033572	94.78779	89.309286	95.154785	90.275274	91.982355	89.644192	92.209185
2085.0	99.075722	94.871361	89.459825	95.203733	90.404647	92.087176	89.786419	92.318123
2084.0	99.120848	94.940876	89.613004	95.262772	90.538783	92.190671	89.932402	92.420051
2083.0	99.148241	94.994766	89.765316	95.329423	90.686207	92.300946	90.068392	92.507126
2082.0	99.160583	95.048576	89.911994	95.405042	90.835523	92.410349	90.189437	92.581326
2081.0	99.171043	95.119589	90.051641	95.491058	90.97672	92.513019	90.307995	92.659904
2080.0	99.181913	95.204962	90.184804	95.579734	91.11598	92.616599	90.435798	92.755512
2079.0	99.184596	95.279942	90.307777	95.654558	91.256627	92.726145	90.560544	92.854232
2078.0	99.17748	95.326837	90.418836	95.706766	91.384302	92.832558	90.661456	92.933822
2077.0	99.17188	95.361705	90.528382	95.745844	91.486766	92.927953	90.745822	93.000348
2076.0	99.176372	95.41674	90.646644	95.782803	91.573904	93.018643	90.842672	93.079491
2075.0	99.182864	95.497127	90.762201	95.809467	91.663993	93.113367	90.957283	93.169931
2074.0	99.175392	95.576625	90.852805	95.811814	91.762855	93.210631	91.061622	93.237207
2073.0	99.151469	95.64022	90.920201	95.802339	91.867892	93.304708	91.138457	93.265289
2072.0	99.129399	95.706435	90.993516	95.818207	91.977169	93.391198	91.205611	93.285312
2071.0	99.132564	95.792451	91.092224	95.879332	92.083386	93.462636	91.284134	93.33676
2070.0	99.167277	95.879756	91.205709	95.964973	92.174245	93.514398	91.370243	93.423557
2069.0	99.215884	95.936719	91.314679	96.039532	92.249664	93.558561	91.452423	93.523726
2068.0	99.251587	95.961815	91.412553	96.088125	92.323875	93.614326	91.530388	93.62083
2067.0	99.260352	95.981604	91.498477	96.118244	92.401736	93.680868	91.602814	93.708446
2066.0	99.248513	96.014499	91.56946	96.140938	92.470273	93.73743	91.660535	93.78044
2065.0	99.232052	96.05683	91.628457	96.163297	92.522827	93.77276	91.705979	93.834341
2064.0	99.222697	96.098278	91.68185	96.189485	92.572067	93.795635	91.755112	93.873434
2063.0	99.22497	96.131387	91.722151	96.2175	92.62756	93.815428	91.807662	93.896386
2062.0	99.239364	96.148326	91.733499	96.24045	92.680083	93.835004	91.842109	93.899545
2061.0	99.259565	96.14435	91.719723	96.254804	92.718363	93.861983	91.851463	93.893383
2060.0	99.268668	96.123276	91.704346	96.257018	92.741563	93.899354	91.854279	93.894486
2059.0	99.249484	96.09018	91.697316	96.232048	92.746893	93.92422	91.85749	93.896331
2058.0	99.204985	96.045562	91.687395	96.166422	92.727506	93.906334	91.840904	93.875093
2057.0	99.163308	95.994899	91.673495	96.081018	92.693037	93.852004	91.795445	93.831933
2056.0	99.153465	95.950436	91.671836	96.026202	92.667293	93.798153	91.743022	93.797904
2055.0	99.174144	95.910817	91.678955	96.025018	92.651608	93.756917	91.6969	93.78389
2054.0	99.191849	95.855107	91.660849	96.039419	92.614693	93.700657	91.63452	93.759614
2053.0	99.173926	95.776974	91.603123	96.015824	92.537167	93.61402	91.537059	93.7044
2052.0	99.121659	95.712788	91.548647	95.952856	92.44669	93.527683	91.430642	93.648478
2051.0	99.069091	95.712417	91.56132	95.902239	92.394202	93.485069	91.363965	93.638114
2050.0	99.051409	95.784354	91.664139	95.911555	92.412035	93.501835	91.36503	93.681862
2049.0	99.073509	95.885925	91.822788	95.983345	92.500999	93.568346	91.43493	93.754837
2048.0	99.109044	95.972316	91.978674	96.085867	92.636392	93.666038	91.55962	93.839092
2047.0	99.132382	96.037734	92.088034	96.18498	92.776096	93.768242	91.707763	93.930243
2046.0	99.145902	96.099968	92.143031	96.26032	92.882361	93.849398	91.840169	94.015369
2045.0	99.171797	96.165671	92.174528	96.308684	92.951375	93.909249	91.946214	94.077624
2044.0	99.221688	96.222763	92.224385	96.34123	93.009362	93.96849	92.051974	94.11874
2043.0	99.2801	96.254772	92.301242	96.367529	93.073857	94.033768	92.172879	94.153913
2042.0	99.318269	96.256593	92.377837	96.381872	93.13926	94.091724	92.282283	94.190927
2041.0	99.319782	96.243688	92.437356	96.374547	93.203095	94.139781	92.34725	94.229972
2040.0	99.289741	96.244515	92.496259	96.350816	93.275847	94.190265	92.369482	94.271759
2039.0	99.241653	96.275047	92.569141	96.325694	93.356502	94.241456	92.370292	94.311976
2038.0	99.185696	96.324075	92.642663	96.308145	93.430392	94.282785	92.366725	94.343844
2037.0	99.134708	96.369768	92.703566	96.305294	93.501826	94.332249	92.385306	94.378982
2036.0	99.111802	96.405139	92.763992	96.332533	93.595287	94.423377	92.462794	94.444913
2035.0	99.138864	96.440232	92.836691	96.399692	93.711454	94.546032	92.603523	94.546571
2034.0	99.21493	96.486221	92.911401	96.490889	93.817592	94.648722	92.763637	94.65146
2033.0	99.310676	96.545197	92.977371	96.574879	93.8964	94.712862	92.899209	94.726501
2032.0	99.386669	96.607444	93.040448	96.633471	93.966245	94.772201	92.999514	94.765977
2031.0	99.415488	96.653722	93.096885	96.667679	94.03729	94.843219	93.059729	94.773581
2030.0	99.393195	96.673072	93.125278	96.686831	94.090025	94.894666	93.069902	94.753427
